ticker,RELI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-02-11,20.0
2015-02-20,0.0
2015-02-27,0.0
2015-03-06,0.0
2015-03-18,0.0
2015-04-21,0.0
2015-05-06,0.0
2015-06-16,10.0
2015-06-18,0.0
2015-07-02,0.0
2015-09-15,21.2121
2015-09-25,0.0
2015-09-30,-74.5
2015-10-01,-50.9804
2015-10-07,480.0
2015-10-14,-41.3793
2015-10-20,-58.8235
2015-10-26,42.8571
2015-10-27,100.0
2015-10-30,0.0
2015-11-13,-50.0
2015-11-16,20.0
2015-11-24,-15.0
2015-11-25,-31.3725
2015-11-27,45.7143
2015-11-30,0.0
2015-12-04,-1.9607999999999999
2015-12-11,-30.0
2015-12-15,114.2857
2015-12-17,-0.5333
2015-12-18,-53.0831
2015-12-21,114.2857
2015-12-22,-6.6667
2015-12-28,-14.2857
2016-02-02,0.0
2016-04-18,-91.6667
2016-04-19,1140.0
2016-06-17,-82.2581
2016-06-23,354.5455
2016-07-05,0.0
2016-07-08,0.0
2016-07-11,0.0
2016-07-15,0.0
2016-07-26,-8.4
2016-12-16,17.9039
2016-12-19,1.8519
2016-12-23,-18.1818
2016-12-28,0.0
2016-12-29,11.1111
2017-01-04,-6.0
2017-01-06,4.2553
2017-01-10,2.0408
2017-01-12,-9.2
2017-01-17,-0.8811
2017-01-19,11.1111
2017-01-23,-10.0
2017-01-24,0.0
2017-01-25,-6.6667
2017-01-27,7.1429
2017-02-02,0.0
2017-02-06,-8.8889
2017-02-09,-4.878
2017-02-13,2.5641
2017-02-15,12.5
2017-02-23,11.1111
2017-02-24,20.0
2017-02-28,23.3333
2017-03-03,-59.4426
2017-03-06,74.9271
2017-03-15,-42.8333
2017-03-22,66.5973
2017-03-27,-35.9875
2017-03-28,-0.0195
2017-04-04,56.25
2017-04-07,-40.0
2017-04-10,33.3333
2017-04-18,-12.5
2017-04-19,14.2857
2017-04-20,-11.5
2017-04-21,12.9944
2017-04-24,-7.5
2017-04-25,5.4054
2017-04-26,-35.8974
2017-04-27,60.0
2017-05-02,-1.0
2017-05-08,-7.5758
2017-05-09,1.3660999999999999
2017-05-10,0.0
2017-05-12,-33.9623
2017-05-15,47.3469
2017-06-02,-68.144
2017-06-06,117.3913
2017-06-26,-56.0
2017-06-30,118.1818
2017-07-10,62.5
2017-07-19,-69.2308
2017-07-25,10.8333
2017-07-26,-17.2932
2017-07-28,-42.7273
2017-07-31,0.0
2017-08-10,-15.873
2017-08-14,390.566
2017-08-17,-46.1538
