ticker,EQKR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-04,100.0
2000-01-05,0.0
2000-01-14,-40.0
2000-01-19,66.6667
2000-01-20,80.0
2000-01-25,-66.6667
2000-02-07,108.3333
2000-02-10,100.0
2000-02-11,75.0
2000-02-14,-54.2857
2000-02-15,0.0
2000-02-16,0.0
2000-02-17,0.0
2000-02-18,20.0
2000-02-22,0.0
2000-02-23,0.0
2000-02-24,-50.0
2000-02-25,100.0
2000-03-07,-41.6667
2000-03-08,0.0
2000-03-09,15.7143
2000-03-10,23.4568
2000-03-13,25.0
2000-03-14,0.0
2000-03-15,-20.0
2000-03-17,40.0
2000-03-21,21.4286
2000-03-22,-35.2941
2000-03-23,-9.0909
2000-03-24,-30.0
2000-03-29,0.0
2000-03-30,71.4286
2000-03-31,25.0
2000-04-03,-16.6667
2000-04-04,-20.0
2000-04-05,-40.0
2000-04-06,133.3333
2000-04-07,-57.1429
2000-04-10,0.0
2000-04-11,66.6667
2000-04-12,-40.0
2000-04-13,0.0
2000-04-14,16.6667
2000-04-17,-14.2857
2000-04-19,0.0
2000-04-20,16.6667
2000-04-24,14.2857
2000-04-25,0.0
2000-04-26,-25.0
2000-04-27,0.0
2000-04-28,0.0
2000-05-02,-16.6667
2000-05-03,20.0
2000-05-04,-33.3333
2000-05-05,0.0
2000-05-08,12.5
2000-05-09,-11.1111
2000-05-11,0.0
2000-05-12,0.0
2000-05-15,0.0
2000-05-18,0.0
2000-05-19,0.0
2000-05-23,0.0
2000-05-24,0.0
2000-05-25,75.0
2000-05-30,-42.8571
2000-05-31,-25.0
2000-06-02,-66.6667
2000-06-05,50.0
2000-06-06,0.0
2000-06-08,100.0
2000-06-13,-50.0
2000-06-15,0.0
2000-06-23,0.0
2000-06-27,-16.6667
2000-06-30,140.0
2000-07-06,-50.0
2000-07-12,0.0
2000-07-17,0.0
2000-07-20,0.0
2000-07-26,100.0
2000-07-28,0.0
2000-07-31,-50.0
2000-08-03,100.0
2000-08-07,-33.3333
2000-08-09,50.0
2000-08-11,-33.3333
2000-08-15,0.0
2000-08-18,150.0
2000-08-21,-60.0
2000-08-22,150.0
2000-08-23,-20.0
2000-08-28,-62.5
2000-08-30,0.0
2000-09-06,0.0
2000-09-11,0.0
2000-09-19,166.6667
2000-09-20,50.0
2000-09-22,-41.6667
2000-09-25,100.0
2000-09-27,-78.5714
2001-11-29,-33.3333
2001-12-28,0.0
2002-01-29,0.0
2002-02-27,2400.0
2002-04-12,-96.0
2002-05-10,2400.0
2002-06-10,0.0
2002-07-19,0.0
2002-08-20,0.0
2002-10-25,0.0
2002-11-25,0.0
2002-12-24,0.0
2003-01-14,304.0
2003-02-05,395.0495
2003-02-14,-89.8
2003-02-25,880.3922
2003-03-04,-99.0
2003-12-05,-99.75
