ticker,SETY US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,50.0
2000-01-04,-20.0
2000-01-05,-16.6667
2000-01-06,0.0
2000-01-07,12.5
2000-01-10,33.3333
2000-01-11,0.0
2000-01-12,-25.0
2000-01-13,0.0
2000-01-14,-11.1111
2000-01-18,0.0
2000-01-19,0.0
2000-01-20,-20.0
2000-01-21,-25.0
2000-01-24,100.0
2000-01-25,-50.0
2000-01-26,100.0
2000-01-27,-6.25
2000-01-28,6.6667
2000-01-31,-50.0
2000-02-01,0.0
2000-02-02,100.0
2000-02-03,0.0
2000-02-04,-50.0
2000-02-07,0.0
2000-02-08,0.0
2000-02-09,0.0
2000-02-10,33.3333
2000-02-11,50.0
2000-02-14,0.0
2000-02-15,-50.0
2000-02-16,100.0
2000-02-17,-10.0
2000-02-18,-25.9259
2000-02-22,50.0
2000-02-23,-33.3333
2000-02-25,1.5625
2000-02-28,-1.5385
2000-02-29,0.0
2000-03-01,25.0
2000-03-02,-40.0
2000-03-03,33.3333
2000-03-06,0.0
2000-03-07,0.0
2000-03-08,0.0
2000-03-09,50.0
2000-03-10,-1.0417
2000-03-13,-32.6316
2000-03-14,0.0
2000-03-15,-25.0
2000-03-17,33.3333
2000-03-20,0.0
2000-03-21,0.0
2000-03-22,30.0
2000-03-23,-23.0769
2000-03-24,0.0
2000-03-27,-15.0
2000-03-28,47.0588
2000-03-29,-25.0
2000-03-30,33.3333
2000-03-31,0.0
2000-04-03,-40.0
2000-04-04,0.0
2000-04-05,25.0
2000-04-07,-16.6667
2000-04-10,0.0
2000-04-11,0.0
2000-04-12,-16.8
2000-04-13,0.0
2000-04-14,0.0
2000-04-17,15.3846
2000-04-18,-13.3333
2000-04-19,46.1538
2000-04-20,-42.1053
2000-04-24,0.0
2000-04-25,0.0
2000-04-26,0.0
2000-04-28,72.7273
2000-05-01,0.0
2000-05-02,-26.3158
2000-05-03,35.7143
2000-05-04,0.0
2000-05-08,-34.2105
2000-05-11,-12.0
2000-05-12,0.0
2000-05-15,0.0
2000-05-16,0.0
2000-05-17,-9.0909
2000-05-18,80.0
2000-05-19,-38.8889
2000-05-22,0.0
2000-05-23,27.2727
2000-05-24,0.0
2000-05-25,-46.4286
2000-05-30,20.0
2000-06-01,0.0
2000-06-05,-44.4444
2000-06-06,80.0
2000-06-07,0.0
2000-06-12,-44.4444
2000-06-13,0.0
2000-06-14,0.0
2000-06-15,10.0
2000-06-19,0.0
2000-06-20,0.0
2000-06-21,-9.0909
