ticker,NEMD US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-06-16,0.0
2015-06-17,0.0
2015-06-18,0.0
2015-06-19,-11.1111
2015-06-23,-12.5
2015-06-30,0.0
2015-07-14,-42.8571
2015-07-20,-35.0
2015-07-21,-23.0769
2015-07-22,-20.0
2015-07-24,0.0
2015-07-27,5.2031
2015-08-04,137.6355
2015-08-07,0.0
2015-08-13,-35.0
2015-08-14,0.0
2015-08-20,0.0
2015-08-25,15.3846
2015-09-03,-5.3333
2015-11-02,5.6338
2015-12-01,0.0
2015-12-04,0.0
2015-12-07,100.0
2015-12-09,-63.3333
2015-12-10,-27.2727
2016-01-14,0.0
2016-01-25,35.0
2016-01-28,20.3704
2016-01-29,230.7692
2016-02-01,-64.6512
2016-02-08,-2.6316
2016-02-09,0.0
2016-02-17,-31.0811
2016-03-01,47.0588
2016-03-02,0.0
2016-03-03,33.3333
2016-03-04,0.0
2016-03-08,100.0
2016-03-17,-37.5
2016-03-31,-28.0
2016-04-04,34.4444
2016-04-07,23.9669
2016-05-18,0.0
2016-05-19,7.3333
2016-05-20,6.8323
2016-05-25,-6.9767
2016-06-01,-6.25
2016-06-02,0.0
2016-07-01,-6.6667
2016-07-11,-28.5714
2016-07-13,0.0
2016-07-26,-45.0
2016-07-29,18.1818
2016-08-10,60.0
2016-08-15,0.0
2016-08-16,0.0
2016-08-18,-27.8846
2016-08-19,0.0
2016-08-30,0.0
2016-09-02,0.0
2016-09-12,85.3333
2016-09-13,-40.8633
2016-09-20,-3.8929
2016-09-23,0.0
2016-09-27,0.0
2016-10-06,0.0
2016-10-24,-24.0506
2016-10-25,-33.3333
2016-10-26,149.9687
2016-11-21,-66.9959
2016-11-22,-9.0909
2016-12-23,0.0
2017-02-14,0.0
2017-05-11,0.0
2017-05-25,0.0
2017-06-20,215.0
2017-07-27,-73.545
2017-07-31,2.4
2017-08-04,99.1797
2017-09-27,0.0196
2017-10-10,-12.7347
2017-10-11,0.0106
2017-10-17,-9.2651
2017-10-23,-0.8099
2017-10-30,-0.1473
2017-11-03,-32.0
2017-11-06,-26.4706
2017-11-13,35.95
2017-11-14,-0.331
2017-12-01,-0.369
2017-12-07,-25.9259
2017-12-22,0.0
2018-12-21,-0.05
2018-12-24,0.0
2019-01-04,-74.9875
2019-02-04,0.0
2019-02-05,299.8
2019-03-28,0.0
2019-03-29,0.0
2019-04-18,-74.4872
2019-05-03,272.3529
2019-05-08,-0.0527
2019-05-14,-10.2582
2019-07-22,-58.9033
2019-07-24,28.5714
2019-10-07,-22.2222
2019-12-11,65.0886
2020-03-09,64.3274
2020-03-12,-63.1385
2020-03-31,0.0
2020-05-13,171.2857
2020-05-19,26.3296
2020-05-26,-49.9792
2020-06-01,-58.3333
2020-06-05,100.0
2020-06-08,0.0
2020-06-18,0.0
2020-06-23,-90.0
2020-06-24,5000.0
2020-06-25,-76.4706
2020-07-02,0.0
2020-07-24,37.9167
2020-07-28,51.0574
