ticker,RFM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2020-03-27,0.0
2020-03-30,0.1
2020-03-31,0.0
2020-04-01,-0.0999
2020-04-02,0.0
2020-04-03,0.05
2020-04-06,-0.05
2020-04-07,0.0125
2020-04-08,-0.0125
2020-04-09,0.5
2020-04-13,-0.4975
2020-04-14,0.0665
2020-04-15,0.0335
2020-04-16,0.462
2020-04-17,-0.0622
2020-04-20,-0.398
2020-04-21,0.05
2020-04-23,0.3495
2020-04-27,0.199
2020-04-28,0.4965
2020-04-29,-1.1858
2020-04-30,0.525
2020-05-04,-0.5223
2020-05-05,0.0
2020-05-06,0.0
2020-05-07,0.0
2020-05-08,-2.004
2020-05-11,-2.343
2020-05-12,1.0972
2020-05-13,-1.2145
2020-05-14,-0.2396
2020-05-15,0.7118
2020-05-18,0.5236
2020-05-19,-2.2917
2020-05-20,1.2793
2020-05-21,1.2105
2020-05-22,-1.403
2020-05-26,1.423
2020-05-27,1.9553
2020-05-28,0.9895
2020-05-29,0.9596
2020-06-01,-0.1401
2020-06-02,-0.3106
2020-06-03,-0.1683
2020-06-04,0.672
2020-06-05,0.2
2020-06-08,-0.1996
2020-06-09,-0.75
2020-06-10,-1.5365
2020-06-11,0.9465
2020-06-12,-0.9123
2020-06-15,-1.2572999999999999
2020-06-16,0.8854
2020-06-17,0.6711
2020-06-18,-0.1026
2020-06-19,0.2053
2020-06-22,0.0256
2020-06-23,0.1793
2020-06-24,0.409
2020-06-25,-0.8747
2020-06-26,0.3945
2020-06-29,0.1279
2020-06-30,0.2698
2020-07-01,0.1386
2020-07-02,0.0
2020-07-06,0.8651
2020-07-07,-0.997
2020-07-08,0.9815
2020-07-09,0.6813
2020-07-10,0.2506
2020-07-13,-0.25
2020-07-14,-0.6541
2020-07-15,-0.3512
2020-07-16,0.5281
2020-07-17,0.0
2020-07-20,0.7884
2020-07-21,0.4737
2020-07-22,0.0
2020-07-23,-0.4
2020-07-24,0.3509
2020-07-27,0.0005
2020-07-28,0.2251
2020-07-29,-0.1747
2020-07-30,0.0
2020-07-31,-0.5
