ticker,CYBL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-05-10,0.0
2011-04-20,-97.5
2011-04-21,10.0
2011-04-25,0.0
2011-04-26,-27.2727
2011-04-27,0.0
2011-04-28,25.0
2011-04-29,-40.0
2011-05-02,0.0
2011-05-03,0.0
2011-05-04,-16.6667
2011-05-05,20.0
2011-05-06,0.0
2011-05-09,-50.0
2011-05-10,0.0
2011-05-11,0.0
2011-05-12,66.6667
2011-05-13,0.0
2011-05-16,0.0
2011-05-17,0.0
2011-05-18,0.0
2011-05-19,-40.0
2011-05-20,0.0
2011-05-23,0.0
2011-05-24,-33.3333
2011-05-25,50.0
2011-05-26,0.0
2011-05-27,0.0
2011-05-31,-33.3333
2011-06-01,0.0
2011-06-02,0.0
2011-06-03,0.0
2011-06-06,150.0
2011-06-07,-60.0
2011-06-08,0.0
2011-06-09,50.0
2011-06-10,0.0
2011-06-13,0.0
2011-06-14,0.0
2011-06-15,-33.3333
2011-06-16,50.0
2011-06-17,-33.3333
2011-06-20,50.0
2011-06-21,0.0
2011-06-23,-33.3333
2011-06-24,50.0
2011-06-27,0.0
2011-06-29,0.0
2011-06-30,66.6667
2011-07-01,0.0
2011-07-06,0.0
2011-07-07,-40.0
2011-07-08,0.0
2011-07-11,66.6667
2011-07-12,0.0
2011-07-13,0.0
2011-07-14,-40.0
2011-07-15,66.6667
2011-07-18,-40.0
2011-07-19,0.0
2011-07-20,-33.3333
2011-07-21,50.0
2011-07-22,0.0
2011-07-25,-33.3333
2011-07-26,50.0
2011-07-27,0.0
2011-07-29,0.0
2011-08-01,0.0
2011-08-02,-33.3333
2011-08-03,50.0
2011-08-04,-33.3333
2011-08-05,50.0
2011-08-08,0.0
2011-08-09,0.0
2011-08-10,0.0
2011-08-11,0.0
2011-08-12,-33.3333
2011-08-15,50.0
2011-08-16,0.0
2011-08-17,0.0
2011-08-18,0.0
2011-08-19,0.0
2011-08-23,0.0
2011-08-24,0.0
2011-08-26,0.0
2011-08-30,0.0
2011-09-02,-33.3333
2011-09-06,0.0
2011-09-07,0.0
2011-09-08,0.0
2011-09-09,50.0
2011-09-12,-33.3333
2011-09-13,0.0
2011-09-14,0.0
2011-09-15,0.0
2011-09-16,50.0
2011-09-19,0.0
2011-09-20,-33.3333
2011-09-22,0.0
2011-09-26,0.0
2011-09-28,0.0
2011-09-29,50.0
2011-09-30,-33.3333
2011-10-03,0.0
2011-10-04,50.0
2011-10-05,-33.3333
2011-10-06,0.0
2011-10-10,0.0
