ticker,PARNF US Equity
2014-11-12,-0.2
2014-11-13,0.0
2014-11-14,-2.8056
2014-11-17,-7.6289
2014-11-18,-1.1161
2014-11-19,4.9661
2014-11-20,-1.0753
2014-11-21,-2.3913
2014-11-24,0.0
2014-11-25,-3.7862
2014-11-26,-1.3889
2014-11-28,0.939
2014-12-01,2.3256
2014-12-02,-7.2727
2014-12-03,-1.4706000000000001
2014-12-04,-2.2264
2014-12-05,-5.61
2014-12-08,2.1563
2014-12-09,0.6596
2014-12-10,1.9659
2014-12-11,-0.7712
2014-12-12,0.7772
2014-12-15,-0.6941
2014-12-16,-4.2195
2014-12-17,-8.1081
2014-12-18,11.1765
2014-12-19,15.873
2014-12-22,7.9366
2014-12-23,5.3383
2014-12-24,-2.008
2014-12-26,-8.4016
2014-12-29,-7.1588
2014-12-30,-2.4096
2014-12-31,2.4691
2015-01-02,14.6988
2015-01-05,-10.9244
2015-01-06,2.8302
2015-01-07,12.156
2015-01-08,6.3395
2015-01-09,2.3077
2015-01-12,0.188
2015-01-13,-9.1956
2015-01-14,0.0
2015-01-15,0.4158
2015-01-20,-4.9383
2015-01-21,4.329
2015-01-22,-6.639
2015-01-23,4.0
2015-01-26,-4.0598
2015-01-27,-6.4588
2015-01-28,0.0
2015-01-29,0.0
2015-01-30,4.7619
2015-02-02,4.7727
2015-02-03,5.8568
2015-02-04,-1.9466999999999999
2015-02-05,-2.8213
2015-02-06,1.0753
2015-02-09,2.5532
2015-02-10,-4.4606
2015-02-11,1.8458
2015-02-12,-1.7058
2015-02-17,-6.9414
2015-02-18,-4.4289
2015-02-19,1.4634
2015-02-20,8.0919
2015-02-23,-0.3725
2015-02-24,-2.341
2015-02-25,0.5329
2015-02-26,0.0384
2015-02-27,-3.6364
2015-03-02,2.3585
2015-03-03,-2.765
2015-03-04,-1.4218
2015-03-05,-3.125
2015-03-06,-1.737
2015-03-09,-2.5253
2015-03-10,1.8135
2015-03-11,-1.3995
2015-03-12,7.6129
2015-03-13,8.6331
2015-03-16,3.532
2015-03-17,3.6247
2015-03-18,9.0535
2015-03-19,2.4528
2015-03-20,5.8932
2015-03-23,-7.3043
2015-03-24,0.0
2015-03-25,-7.8799
2015-03-26,-0.611
2015-03-27,5.3279
2015-03-30,-0.3891
2015-03-31,-4.1016
2015-04-01,0.8147
2015-04-02,-2.0202
2015-04-06,-0.2062
2015-04-07,-1.2397
2015-04-08,-0.6276
2015-04-09,2.5263
2015-04-10,-2.2587
2015-04-13,5.4622
2015-04-14,-3.9840999999999998
2015-04-15,3.3195
2015-04-16,-3.8153
2015-04-17,2.0459
2015-04-20,-3.2324
2015-04-21,-5.074
2015-04-22,-6.6815
2015-04-23,2.6253
2015-04-24,-1.1628
2015-04-27,-4.2353
2015-04-28,-6.3882
2015-04-29,6.5617
2015-04-30,0.7389
2015-05-01,-0.489
2015-05-04,0.2457
2015-05-05,-2.451
2015-05-06,-7.5377
2015-05-07,3.5326
2015-05-08,5.5118
2015-05-11,-2.2388
2015-05-12,-6.1068999999999996
2015-05-13,3.523
2015-05-14,-3.9267
2015-05-15,0.8174
2015-05-18,-2.1622
2015-05-19,1.6575
2015-05-20,-1.3587
2015-05-21,8.6725
2015-05-22,2.6633
2015-05-26,3.46
2015-05-27,2.3866
2015-05-28,5.8275
2015-05-29,-1.9824000000000002
2015-06-01,-7.191
2015-06-02,2.9055999999999997
2015-06-03,-6.8235
2015-06-04,7.8314
2015-06-05,4.915
2015-06-08,-3.125
2015-06-09,1.1492
2015-06-10,1.5974
2015-06-11,0.6726
2015-06-12,7.1269
2015-06-15,4.7817
2015-06-16,3.9683
2015-06-17,4.771
2015-06-18,-9.1075
2015-06-19,0.6012
2015-06-22,1.1952
2015-06-23,-0.7874
2015-06-24,-5.754
2015-06-25,-5.4737
2015-06-26,2.0045
2015-06-29,-0.2183
2015-06-30,8.3151
2015-07-01,-4.2424
2015-07-02,-1.9581
2015-07-06,-1.0154
2015-07-07,0.8696
2015-07-08,-2.1552
2015-07-09,-1.5419
2015-07-10,1.7896999999999998
2015-07-13,-2.4176
2015-07-14,-2.027
2015-07-15,-1.954
2015-07-16,0.9379
2015-07-17,-0.3484
2015-07-20,-0.4662
2015-07-21,0.7026
2015-07-22,0.2326
2015-07-23,0.464
2015-07-24,3.6952
2015-07-27,-0.2227
2015-07-28,0.2232
2015-07-29,0.8909
2015-07-30,2.6462
2015-07-31,3.6587
2015-08-03,-1.8672
2015-08-05,0.8747
2015-08-06,-0.448
2015-08-07,-1.8947
2015-08-10,0.6438
2015-08-11,-1.7058
2015-08-12,1.9523000000000001
2015-08-13,-1.2766
2015-08-14,-0.431
2015-08-17,0.0
2015-08-18,-1.6234
2015-08-19,0.33
2015-08-20,-3.7281
2015-08-21,-4.7836
2015-08-24,-3.8278
2015-08-25,-4.7264
2015-08-26,5.7440999999999995
2015-08-27,-5.679
2015-08-28,3.9267
2015-08-31,2.0151
2015-09-01,1.2346
2015-09-02,-0.003
2015-09-04,-2.436
2015-09-08,-2.4375
2015-09-10,3.5234
2015-09-11,-1.2376
2015-09-14,0.0
2015-09-15,-1.7544
2015-09-16,-2.551
2015-09-17,-1.5707
2015-09-18,0.5319
2015-09-22,0.043
2015-09-23,-2.684
2015-09-24,-3.5359
2015-09-25,-0.8451
2015-09-28,-1.9886
2015-09-29,-5.6232
2015-09-30,5.6511
2015-10-01,11.0465
2015-10-02,4.712
2015-10-05,3.75
2015-10-06,2.4096
2015-10-07,0.2353
2015-10-08,-1.4085
2015-10-09,-2.3810000000000002
2015-10-12,-9.2683
2015-10-14,-1.8851
2015-10-16,-2.1884
2015-10-20,-5.4622
2015-10-21,7.2593
2015-10-22,3.5911999999999997
2015-10-23,-5.8133
2015-10-26,-0.906
2015-10-27,0.0
2015-10-28,1.3714
2015-10-29,-2.4803
2015-10-30,0.0
2015-11-02,1.7341
2015-11-03,1.4205
2015-11-04,-1.2605
2015-11-05,-3.1206
2015-11-06,-1.3176999999999999
2015-11-09,-0.2967
2015-11-10,3.5156
2015-11-11,1.204
2015-11-12,0.0
2015-11-13,-1.1364
2015-11-17,-0.8621
2015-11-18,0.0
2015-11-19,0.0
2015-11-20,2.1051
2015-11-23,5.0353
2015-11-24,-5.1350999999999996
2015-11-25,0.0
2015-11-27,3.7037
2015-11-30,4.1209
2015-12-01,0.5277
2015-12-02,2.6247
2015-12-03,6.1381
2015-12-04,-3.113
2015-12-07,0.171
2015-12-08,0.554
2015-12-09,4.6914
2015-12-10,1.4151
2015-12-11,5.5814
2015-12-14,-0.2203
2015-12-15,-2.6462
2015-12-16,-3.6308
2015-12-17,-0.9412
2015-12-18,-2.5772
2015-12-21,0.6979
2015-12-22,-0.7294
2015-12-23,-4.6341
2015-12-24,1.0262
2015-12-28,-2.2816
2015-12-29,-3.8828
2015-12-30,2.692
2015-12-31,1.8373
2016-01-04,-0.6604
2016-01-05,-2.708
2016-01-06,-5.3333
2016-01-07,-3.6338
2016-01-08,-2.0791
2016-01-11,-5.4592
2016-01-12,7.3571
2016-01-13,4.1176
2016-01-14,-6.0734
2016-01-15,9.2143
2016-01-19,0.5129
2016-01-20,-9.863
2016-01-21,5.1672
2016-01-22,-7.2254
2016-01-25,0.6231
2016-01-26,-0.3096
2016-01-27,-1.2422
2016-01-28,-7.5472
2016-01-29,-0.6803
2016-02-01,-10.9589
2016-02-02,-3.4615
2016-02-03,0.0
2016-02-04,-1.1952
2016-02-05,1.2097
2016-02-08,-17.0642
2016-02-09,-2.483
2016-02-10,-6.8966
2016-02-11,-1.0582
2016-02-12,-6.4171
2016-02-16,11.2
2016-02-17,-1.3361
2016-02-18,4.541
2016-02-19,6.1186
2016-02-22,34.2723
2016-02-23,11.538499999999999
2016-02-24,-14.7335
2016-02-25,1.8382
2016-02-26,3.6101
2016-02-29,2.7875
2016-03-01,-6.1017
2016-03-02,2.5271
2016-03-03,-4.2254
2016-03-04,0.7353
2016-03-07,4.3796
2016-03-08,-5.2448
2016-03-09,-0.369
2016-03-10,2.2222
2016-03-11,2.5362
2016-03-14,-3.5336
2016-03-15,-2.9304
2016-03-16,-2.2641999999999998
2016-03-17,-3.0888
2016-03-18,0.3984
2016-03-21,-4.3651
2016-03-22,4.5643
2016-03-23,-2.8968
2016-03-24,2.5746
2016-03-28,-3.989
2016-03-29,-6.6342
2016-03-30,-8.0
2016-03-31,2.8986
2016-04-01,-4.2254
2016-04-04,-1.4706000000000001
2016-04-05,-5.4726
2016-04-06,4.2105
2016-04-07,20.202
2016-04-08,6.3025
2016-04-11,3.9526
2016-04-12,6.4639
2016-04-13,-8.2143
2016-04-14,-12.4514
2016-04-15,-2.2222
2016-04-18,5.9091000000000005
2016-04-19,-5.574
2016-04-20,2.4942
2016-04-21,-1.5521
2016-04-22,11.7117
2016-04-25,-14.9194
2016-04-26,2.8436
2016-04-27,-0.9217
2016-04-28,0.0
2016-04-29,-6.0465
2016-05-02,7.9208
2016-05-03,-2.7523
2016-05-04,-7.5472
2016-05-05,-8.1633
2016-05-06,-6.1111
2016-05-09,7.1006
2016-05-10,9.3923
2016-05-11,-1.5152
2016-05-12,-20.5128
2016-05-13,0.0
2016-05-16,2.5806
2016-05-17,2.5157
2016-05-18,-1.227
2016-05-19,-3.1056
2016-05-20,0.641
2016-05-23,0.0
2016-05-24,-1.9108
2016-05-25,1.9481000000000002
2016-05-26,-0.6369
2016-05-27,-0.641
2016-05-31,2.5806
2016-06-01,5.1769
2016-06-02,2.2536
2016-06-03,-2.9167
2016-06-06,-1.2123
2016-06-07,-1.2195
2016-06-08,-0.6173
2016-06-09,2.4845
2016-06-10,-3.0303
2016-06-13,-4.375
2016-06-14,0.6536
2016-06-15,-2.5974
2016-06-16,-4.0
2016-06-17,-1.3889
2016-06-20,2.1127
2016-06-21,3.4569
2016-06-22,0.0583
2016-06-23,5.9294
2016-06-24,-4.4025
2016-06-27,-4.6053
2016-06-28,4.1379
2016-06-29,4.6358
2016-06-30,3.1646
2016-07-01,1.8405
2016-07-05,-1.2048
2016-07-06,0.0
2016-07-07,-0.6098
2016-07-08,0.0
2016-07-11,-4.2945
2016-07-12,-1.2821
2016-07-13,-0.6494
2016-07-14,-1.9607999999999999
2016-07-15,0.0
2016-07-18,0.0
2016-07-19,1.3333
2016-07-20,-5.9211
2016-07-21,-1.3986
2016-07-22,0.7092
2016-07-25,0.0
2016-07-26,5.625
2016-07-27,3.3419
2016-07-28,3.2258
2016-07-29,0.0
2016-08-01,1.875
2016-08-02,1.8405
2016-08-03,2.4096
2016-08-04,-5.2941
2016-08-05,3.1056
2016-08-08,3.6145
2016-08-09,-0.5814
2016-08-10,-4.0936
2016-08-11,-0.6098
2016-08-12,0.0
2016-08-15,0.0
2016-08-16,-1.8405
2016-08-17,-1.2422
2016-08-18,1.2578
2016-08-19,-0.9375
2016-08-22,0.3155
2016-08-23,1.8868
2016-08-24,0.0
2016-08-25,-5.4552
2016-08-26,-1.4119
2016-08-29,1.7467000000000001
2016-08-30,-2.3676
2016-08-31,-1.3333
2016-09-01,1.3514
2016-09-02,-1.3333
2016-09-06,0.0
2016-09-07,-1.3429
2016-09-08,0.6763
2016-09-09,0.0
2016-09-12,-2.0408
2016-09-13,-1.3889
2016-09-14,-3.5211
2016-09-15,2.1898
2016-09-16,11.4286
2016-09-19,0.641
2016-09-20,-2.5478
2016-09-21,0.6536
2016-09-22,5.1867
2016-09-23,-1.2269
2016-09-26,-6.25
2016-09-27,-2.6667
2016-09-28,1.3699
2016-09-29,0.0
2016-09-30,-4.0541
2016-10-03,0.0
2016-10-04,0.7042
2016-10-05,3.4965
2016-10-06,-1.3514
2016-10-07,0.0
2016-10-10,2.7397
2016-10-11,-0.2208
2016-10-12,0.8895
2016-10-13,-1.3245
2016-10-14,-2.0134
2016-10-17,1.3699
2016-10-18,-1.3514
2016-10-19,2.0548
2016-10-20,-0.6711
2016-10-21,0.0
2016-10-24,-2.3649
2016-10-25,-4.4983
2016-10-26,-2.1739
2016-10-27,-9.6296
2016-10-28,-6.5574
2016-10-31,-10.526299999999999
2016-11-01,6.8627
2016-11-02,2.7523
2016-11-03,7.1429
2016-11-04,1.6667
2016-11-07,-4.0984
2016-11-08,13.3868
2016-11-09,-3.5145999999999997
2016-11-10,0.7813
2016-11-11,-1.5504
2016-11-14,-1.5748
2016-11-15,-9.6
2016-11-16,6.1947
2016-11-17,-8.3333
2016-11-18,0.4545
2016-11-21,2.2624
2016-11-22,-1.7588
2016-11-23,13.5007
2016-11-25,0.7937
2016-11-28,0.0
2016-11-29,1.5748
2016-11-30,1.5359
2016-12-01,-1.5126
2016-12-02,1.5504
2016-12-05,6.1068999999999996
2016-12-06,0.7194
2016-12-07,3.5714
2016-12-08,-2.069
2016-12-09,-0.2201
2016-12-12,-43.8333
2016-12-13,5.2855
2016-12-14,-8.1009
2016-12-15,2.5974
2016-12-16,-1.3449
2016-12-19,-3.769
2016-12-20,-4.8917
2016-12-21,-0.4381
2016-12-22,4.1978
2016-12-23,-3.9865
2016-12-27,-3.2548
2016-12-28,-4.2462
2016-12-29,1.8136999999999999
2016-12-30,2.9845
2017-01-03,44.1768
2017-01-04,-0.5025
2017-01-05,11.1111
2017-01-06,4.5455
2017-01-09,13.0435
2017-01-10,0.0
2017-01-11,-3.8462
2017-01-12,0.8
2017-01-13,-3.1746
2017-01-17,5.7377
2017-01-18,-3.1008
2017-01-19,3.2
2017-01-20,2.3256
2017-01-23,-9.0909
2017-01-24,-3.3333
2017-01-25,-9.4828
2017-01-26,-1.9048
2017-01-27,6.7961
2017-01-30,0.0
2017-01-31,-6.3636
2017-02-01,1.9417
2017-02-02,-4.7619
2017-02-03,5.0
2017-02-06,-4.7619
2017-02-07,5.0
2017-02-08,-4.7619
2017-02-09,0.0
2017-02-10,1.0
2017-02-13,-0.9901
2017-02-14,-4.0
2017-02-15,-1.0417
2017-02-16,0.0
2017-02-17,5.2632
2017-02-21,0.0
2017-02-22,0.0
2017-02-23,-8.0
2017-02-24,3.2609
2017-02-27,-2.1053
2017-02-28,2.1371
2017-03-01,3.1715
2017-03-02,-0.0128
2017-03-03,-2.5513
2017-03-06,-2.0814
2017-03-07,-0.2139
2017-03-08,-1.3934
2017-03-09,2.1739
2017-03-10,-0.4255
2017-03-13,1.4957
2017-03-14,1.0526
2017-03-15,-4.1667
2017-03-16,2.1739
2017-03-17,-2.1277
2017-03-20,1.6303999999999998
2017-03-21,1.6042999999999998
2017-03-22,5.2632
2017-03-23,-5.0
2017-03-24,0.5263
2017-03-27,-2.212
2017-03-28,-2.0211
2017-03-29,0.5464
2017-03-30,-2.1739
2017-03-31,-1.1111
2017-04-03,3.3708
2017-04-04,2.1739
2017-04-05,-3.1915
2017-04-06,-3.1731
2017-04-07,2.1421
2017-04-10,-2.2222
2017-04-11,-3.4091
2017-04-12,-9.4118
2017-04-13,5.1948
2017-04-17,2.4691
2017-04-18,-3.5994
2017-04-19,6.2178
2017-04-20,-1.1619
2017-04-24,6.5476
2017-04-25,5.0279
2017-04-26,0.0
2017-04-27,0.0
2017-04-28,-4.2553
2017-05-01,-5.5556
2017-05-02,-7.0588
2017-05-03,-1.2658
2017-05-04,0.0
2017-05-05,-3.8462
2017-05-08,4.0
2017-05-09,0.0
2017-05-10,0.0
2017-05-11,2.2676
2017-05-12,8.4385
2017-05-15,-12.1387
2017-05-16,-2.6316
2017-05-17,7.027
2017-05-18,-6.5657
2017-05-19,1.3514
2017-05-22,1.3333
2017-05-23,0.0
2017-05-24,5.2632
2017-05-25,15.625
2017-05-26,0.0
2017-05-30,1.6216
2017-05-31,-2.1277
2017-06-01,1.6303999999999998
2017-06-02,-3.7433
2017-06-05,0.0
2017-06-07,-6.6667
2017-06-08,1.1905000000000001
2017-06-09,5.8824
2017-06-12,5.5556
2017-06-14,-20.0
2017-06-15,-2.6316
2017-06-16,9.4595
2017-06-19,-7.4074
2017-06-20,0.6667
2017-06-21,3.3113
2017-06-22,3.8462
2017-06-23,4.9383
2017-06-26,5.8824
2017-06-27,-5.5556
2017-06-28,-1.1764999999999999
2017-06-29,0.0
2017-06-30,0.0
2017-07-03,0.0
2017-07-06,1.1905000000000001
2017-07-07,5.8824
2017-07-10,-4.4444
2017-07-11,6.9767
2017-07-12,2.1739
2017-07-13,-5.4787
2017-07-14,1.2943
2017-07-17,-11.1111
2017-07-18,0.0
2017-07-20,6.25
2017-07-21,0.0
2017-07-24,4.7059
2017-07-25,0.0
2017-07-26,-4.4944
2017-07-27,0.0
2017-07-31,0.0
2017-08-01,-3.5294
2017-08-04,-3.6585
2017-08-07,-3.7975
2017-08-08,2.6316
2017-08-09,-5.1282
2017-08-10,0.0
2017-08-11,0.0
2017-08-14,-4.0541
2017-08-15,-1.4085
2017-08-16,-6.6786
2017-08-17,27.302
2017-08-18,-3.7999
2017-08-21,6.25
2017-08-22,-5.8824
2017-08-23,6.25
2017-08-24,-7.0588
2017-08-25,-1.2658
2017-08-28,0.0
2017-08-31,-7.6923
2017-09-05,4.1667
2017-09-07,-8.0
2017-09-08,8.6957
2017-09-11,-8.0
2017-09-12,0.0
2017-09-13,1.4493
2017-09-14,0.0
2017-09-15,0.0
2017-09-18,0.0
2017-09-19,-7.1286
2017-09-20,7.6757
2017-09-21,-7.1429
2017-09-22,1.5385
2017-09-25,6.0606
2017-09-26,-10.357099999999999
2017-09-27,5.1793
2017-09-28,-1.5152
2017-09-29,0.0
2017-10-02,-7.6923
2017-10-03,5.0
2017-10-04,-4.7619
2017-10-05,0.0
2017-10-06,0.0
2017-10-09,3.3333
2017-10-11,-3.2258
2017-10-12,0.0
2017-10-13,0.0
2017-10-16,0.0
2017-10-17,0.0
2017-10-19,5.0
2017-10-20,-4.746
2017-10-23,-0.0167
2017-10-24,1.6667
2017-10-25,-1.6393
2017-10-26,0.0
2017-10-27,0.0
2017-10-30,3.3333
2017-10-31,-3.2258
2017-11-01,-1.6667
2017-11-02,1.6949
2017-11-03,0.0
2017-11-06,0.0
2017-11-07,13.3333
2017-11-08,-5.8824
2017-11-09,6.25
2017-11-10,0.0
2017-11-13,-11.7647
2017-11-15,3.3333
2017-11-16,4.8387
2017-11-17,-3.0769
2017-11-20,-4.7619
2017-11-21,0.0
2017-11-22,-50.0
2017-11-24,66.3333
2017-11-27,10.2204
2017-11-28,-14.5455
2017-11-29,2.1277
2017-11-30,-5.2187
2017-12-01,7.6822
2017-12-04,-14.2682
2017-12-05,2.3810000000000002
2017-12-06,0.0
2017-12-07,0.0
2017-12-08,6.9767
2017-12-11,-2.1739
2017-12-12,-4.4444
2017-12-13,-6.9767
2017-12-14,-0.6
2017-12-15,9.8592
2017-12-18,-8.4249
2017-12-19,-17.5
2017-12-20,6.0606
2017-12-21,-5.7143
2017-12-22,0.0
2017-12-26,6.0606
2017-12-27,5.9143
2017-12-28,7.904
2017-12-29,50.0
2018-01-02,-24.9833
2018-01-03,-4.4657
2018-01-04,4.6512
2018-01-05,2.2222
2018-01-08,28.2609
2018-01-09,5.9322
2018-01-10,-4.0
2018-01-11,-13.5833
2018-01-12,13.7898
2018-01-16,-6.7797
2018-01-17,1.8182
2018-01-18,-8.9286
2018-01-19,2.2549
2018-01-23,-2.2052
2018-01-24,0.0
2018-01-25,4.0588
2018-01-26,-3.9005
2018-01-30,0.0
2018-01-31,0.0
2018-02-01,-7.8431
2018-02-02,-2.1277
2018-02-05,0.0
2018-02-06,9.2174
2018-02-07,0.1592
2018-02-08,-10.5723
2018-02-09,-2.2222
2018-02-13,2.2727
2018-02-14,14.8889
2018-02-15,-14.8936
2018-02-16,9.0909
2018-02-20,1.0417
2018-02-26,-15.4639
2018-02-27,2.439
2018-02-28,4.7619
2018-03-01,-6.8182
2018-03-02,9.5122
2018-03-05,-8.686
2018-03-06,0.0
2018-03-07,9.7561
2018-03-08,-11.1111
2018-03-09,0.0
2018-03-12,-2.5
2018-03-13,0.0
2018-03-15,-17.9487
2018-03-16,-3.125
2018-03-20,-3.2258
2018-03-21,-8.3333
2018-03-22,-0.1818
2018-03-23,9.2896
2018-03-27,-26.6667
2018-03-28,0.0
2018-03-29,36.3636
2018-04-02,0.0
2018-04-03,-16.6667
2018-04-04,0.0
2018-04-05,-12.0
2018-04-06,31.8182
2018-04-09,-24.1379
2018-04-10,36.3636
2018-04-11,-13.3333
2018-04-12,-3.8462
2018-04-13,4.0
2018-04-16,0.0
2018-04-17,-15.3846
2018-04-19,13.6364
2018-04-20,20.0
2018-04-23,0.0
2018-04-26,-16.6667
2018-05-01,20.0
2018-05-02,-26.6667
2018-05-03,27.2727
2018-05-04,-28.5714
2018-05-07,-14.5
2018-05-08,-6.4327
2018-05-09,12.5
2018-05-10,-11.1111
2018-05-11,25.0
2018-05-14,-1.0
2018-05-15,-29.2929
2018-05-16,0.0
2018-05-17,-20.0
2018-05-18,-10.7143
2018-05-21,-15.0
2018-05-22,29.4118
2018-05-23,36.3636
2018-05-24,13.3333
2018-05-25,17.647100000000002
2018-05-29,-10.0
2018-05-30,27.7778
2018-05-31,-0.8696
2018-06-01,-12.2807
2018-06-04,0.0
2018-06-06,2.0
2018-06-07,11.7647
2018-06-08,0.0
2018-06-11,9.6491
2018-06-14,0.0
2018-06-19,-20.0
2018-06-20,-35.0
2018-06-22,15.3846
2018-06-25,26.6667
2018-06-26,0.0
2018-06-28,0.0
2018-06-29,-5.2632
2018-07-02,11.1111
2018-07-03,0.0
2018-07-05,-35.0
2018-07-06,7.6923
2018-07-09,35.7143
2018-07-10,-31.5263
2018-07-11,22.9823
2018-07-12,6.25
2018-07-13,0.0
2018-07-16,-29.4118
2018-07-17,4.1667
2018-07-18,8.0
2018-07-19,-11.1111
2018-07-20,0.0
2018-07-23,0.0
2018-07-24,16.6667
2018-07-25,0.0
2018-07-26,78.5714
2018-07-27,0.0
2018-07-30,0.0
2018-07-31,36.0
2018-08-01,17.647100000000002
2018-08-02,-25.0
2018-08-03,66.6667
2018-08-06,10.0
2018-08-07,-9.0909
2018-08-08,16.0
2018-08-09,3.4483
2018-08-10,6.6667
2018-08-13,-3.125
2018-08-14,0.0
2018-08-15,0.0
2018-08-16,0.0
2018-08-17,19.3548
2018-08-20,-5.4054
2018-08-21,-21.4286
2018-08-22,27.2727
2018-08-23,-21.4286
2018-08-24,9.0909
2018-08-27,0.0
2018-08-28,0.0
2018-08-29,0.0
2018-08-30,-8.3333
2018-08-31,0.0
2018-09-04,-1.8182
2018-09-05,5.5556
2018-09-06,0.0
2018-09-07,0.0
2018-09-10,0.0
2018-09-11,0.0
2018-09-12,0.0
2018-09-13,5.2632
2018-09-17,-5.0
2018-09-18,-20.7018
2018-09-19,21.6814
2018-09-20,0.0
2018-09-21,0.0
2018-09-24,0.0
2018-09-26,-1.8182
2018-09-28,0.0
2018-10-01,-14.6296
2018-10-02,0.0
2018-10-03,8.4599
2018-10-04,0.0
2018-10-08,-7.8
2018-10-09,0.0
2018-10-11,-2.3861
2018-10-12,0.0
2018-10-15,-2.2222
2018-10-18,18.1818
2018-10-19,-7.6923
2018-10-23,0.0
2018-10-24,-8.3333
2018-10-26,0.0
2018-10-30,2.2727
2018-10-31,-2.2222
2018-11-01,-4.5227
2018-11-02,19.0193
2018-11-05,-6.0
2018-11-06,-10.6383
2018-11-08,-16.6667
2018-11-09,0.0
2018-11-12,-2.8571
2018-11-13,17.647100000000002
2018-11-14,0.0
2018-11-19,-25.0
2018-11-20,-3.3333
2018-11-21,0.0
2018-11-27,20.6897
2018-11-28,-20.0
2018-11-29,-14.2857
2018-11-30,45.8333
2018-12-03,5.7143
2018-12-04,0.0
2018-12-06,2.7027
2018-12-10,-15.7895
2018-12-12,-21.875
2018-12-13,0.0
2018-12-14,-6.0
2018-12-17,-10.6383
2018-12-18,-26.1905
2018-12-19,45.1613
2018-12-20,-2.2222
2018-12-21,14.0909
2018-12-24,-12.3506
2018-12-26,2.2727
2018-12-27,-6.6667
2018-12-28,-13.5476
2018-12-31,-12.9716
2019-01-02,13.9241
2019-01-03,-1.1111
2019-01-04,11.7978
2019-01-07,0.5025
2019-01-09,-14.5
2019-01-10,16.9591
2019-01-11,-5.0
2019-01-14,-15.2632
2019-01-15,49.0683
2019-01-16,-16.6667
2019-01-17,5.475
2019-01-18,37.4733
2019-01-22,-17.2414
2019-01-23,4.1667
2019-01-25,-10.0
2019-01-28,0.0
2019-01-29,-11.1111
2019-01-31,12.5
2019-02-01,0.0
2019-02-11,6.6667
2019-02-12,-16.6667
2019-02-14,15.0
2019-02-15,8.6957
2019-02-19,36.0
2019-02-20,0.0
2019-02-21,5.8824
2019-02-22,11.1111
2019-02-25,-12.5
2019-02-26,14.2857
2019-02-28,-5.0
2019-03-01,-21.0526
2019-03-08,0.0
2019-03-11,-16.6667
2019-03-12,20.0
2019-03-13,-13.3333
2019-03-14,0.0
2019-03-15,15.3846
2019-03-18,-13.3333
2019-03-19,15.3846
2019-03-20,-3.3333
2019-03-21,17.2414
2019-03-25,-11.7647
2019-03-26,0.0
2019-03-29,16.6667
2019-04-02,-11.4286
2019-04-03,-9.6774
2019-04-04,25.0
2019-04-05,11.4286
2019-04-08,-2.5641
2019-04-09,-15.0013
2019-04-18,-7.1193
2019-04-23,0.0
2019-04-24,-13.3333
2019-04-26,0.0
