ticker,CDIV US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-05-18,110.0
2006-05-23,66.6667
2006-08-02,2.8571
2006-08-16,-2.7778
2006-09-14,11.4286
2006-09-19,0.0
2006-09-20,0.0
2006-09-21,-5.1282
2006-09-22,-13.5135
2006-09-29,0.0
2006-10-24,9.375
2006-12-29,-71.4286
2007-01-03,50.0
2007-01-04,-26.6667
2007-01-05,-27.2727
2007-01-08,12.5
2007-01-09,0.0
2007-01-10,0.0
2007-01-11,66.6667
2007-01-12,-6.6667
2007-01-16,28.5714
2007-01-17,11.1111
2007-01-18,-10.0
2007-01-19,-27.7778
2007-01-22,0.0
2007-01-23,0.0
2007-01-24,0.0
2007-01-29,-23.0769
2007-02-02,40.0
2007-02-05,0.0
2007-02-06,0.0
2007-02-09,-28.5714
2007-02-14,40.0
2007-02-15,14.2857
2007-02-22,-37.5
2007-02-23,0.0
2007-02-28,60.0
2007-03-01,9.375
2007-03-02,14.2857
2007-03-05,-35.0
2007-03-06,0.0
2007-03-07,15.3846
2007-03-08,-26.6667
2007-03-09,36.3636
2007-03-12,-6.6667
2007-03-13,-21.4286
2007-03-14,0.0
2007-03-15,-9.0909
2007-03-16,10.0
2007-03-19,-9.0909
2007-03-20,-10.375
2007-03-21,0.4184
2007-03-22,33.3333
2007-03-26,-50.0
2007-03-27,16.6667
2007-03-28,14.2857
2007-03-29,-25.0
2007-03-30,16.6667
2007-04-02,-14.2857
2007-04-04,16.6667
2007-04-05,-21.4286
2007-04-09,9.0909
2007-04-12,33.3333
2007-04-13,25.0
2007-04-16,0.0
2007-04-17,-10.0
2007-04-18,0.0
2007-04-19,0.0
2007-04-20,0.0
2007-04-24,11.1111
2007-04-25,-10.0
2007-04-26,11.1111
2007-04-27,0.0
2007-04-30,0.0
2007-05-01,0.0
2007-05-02,-20.0
2007-05-03,-37.5
2007-05-04,120.0
2007-05-08,0.0
2007-05-10,-27.2727
2007-05-11,-62.5
2007-05-14,-63.3333
2007-05-15,63.6364
2007-05-16,11.1111
2007-05-17,-10.0
2007-05-18,66.6667
2007-05-21,16.6667
2007-05-22,-14.2857
2007-05-23,16.6667
2007-05-24,-14.2857
2007-05-25,0.0
2007-05-31,-16.6667
2007-06-01,60.0
2007-06-04,-12.5
2007-06-05,0.0
2007-06-07,0.0
2007-06-08,13.9286
2007-06-11,0.3135
2007-06-12,0.0
2007-06-14,-12.5
2007-06-15,0.0
2007-06-19,-34.2857
2007-06-27,26.087
2007-06-28,0.0
