ticker,PARR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-09-06,116.6667
2012-09-07,69.2308
2012-09-10,18.1818
2012-09-13,84.6154
2012-09-14,108.3333
2012-09-17,25.0
2012-09-18,13.6
2012-09-19,2.1127
2012-09-20,-13.7931
2012-09-27,-16.0
2012-09-28,0.0
2012-10-01,0.0
2012-10-03,6.6667
2012-10-04,11.607099999999999
2012-10-05,0.0
2012-10-08,-14.4
2012-10-09,0.0
2012-10-10,2.8037
2012-10-12,-8.1818
2012-10-16,-0.9901
2012-10-18,15.0
2012-10-19,8.6957
2012-10-22,0.0
2012-10-24,0.0
2012-10-25,-8.0
2012-10-26,3.4783
2012-11-09,-16.8067
2012-11-13,0.0
2012-11-15,14.1414
2012-11-16,1.7699
2012-11-20,-1.7391
2012-11-21,0.0
2012-11-26,-1.7699
2012-11-27,0.4505
2012-11-28,-4.0359
2012-11-30,6.5421
2012-12-03,-12.2807
2012-12-04,0.0
2012-12-06,1.0
2012-12-07,3.9604
2012-12-10,-4.7619
2012-12-11,2.0
2012-12-14,17.647100000000002
2012-12-26,0.0
2012-12-31,0.0
2013-01-03,-8.3333
2013-01-04,4.5455
2013-01-07,4.3478
2013-01-08,0.0
2013-01-11,-8.3333
2013-01-14,4.5455
2013-01-16,0.0
2013-01-25,4.3478
2013-02-04,0.0
2013-02-06,0.0
2013-02-12,0.0
2013-02-20,0.0
2013-02-21,0.0
2013-02-22,0.0
2013-02-26,-0.8333
2013-02-27,0.8403
2013-02-28,0.0
2013-03-01,0.0
2013-03-04,1.6667
2013-03-05,0.0
2013-03-06,0.0
2013-03-07,2.459
2013-03-08,0.0
2013-03-11,0.0
2013-03-14,-0.8
2013-03-18,-0.8065
2013-03-19,0.0
2013-03-20,-2.439
2013-03-21,0.0
2013-03-22,2.5
2013-03-25,1.626
2013-03-26,5.6
2013-03-27,-0.7576
2013-03-28,8.3969
2013-04-01,8.4507
2013-04-02,5.8442
2013-04-03,-0.6135
2013-04-04,-1.2346
2013-04-05,0.0
2013-04-08,-1.25
2013-04-09,6.962
2013-04-10,0.5917
2013-04-11,0.0
2013-04-12,2.9412000000000003
2013-04-15,0.5714
2013-04-16,0.0
2013-04-17,-3.9773
2013-04-18,3.5503
2013-04-19,-0.5714
2013-04-22,-8.046
2013-04-23,4.375
2013-04-24,-1.1976
2013-04-25,-4.8485
2013-04-26,8.2803
2013-04-29,-4.7059
2013-04-30,0.6173
2013-05-01,2.454
2013-05-02,-1.1976
2013-05-06,-3.0303
