ticker,ELNX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-08-31,-25.7426
2005-09-01,0.0
2005-10-04,34.6667
2005-10-07,-25.7426
2005-10-24,-32.0
2005-10-25,94.1176
2005-11-01,1.0101
2005-11-18,-65.0
2006-04-27,28.5714
2006-04-28,0.0
2006-05-04,-11.1111
2006-05-18,-12.5
2006-05-25,28.5714
2006-06-06,44.4444
2006-06-07,0.0
2006-06-09,30.7692
2006-06-12,76.4706
2006-06-13,30.0
2006-06-14,0.0
2006-06-19,-3.0769
2006-06-22,-15.3439
2006-06-23,0.0
2006-06-26,6.25
2006-06-27,0.0
2006-06-28,-2.9412000000000003
2006-06-29,-3.0303
2006-06-30,6.25
2006-07-07,-2.9412000000000003
2006-07-11,-3.0303
2006-07-14,0.0
2006-07-18,-25.0
2006-07-25,-10.0
2006-07-26,-39.8148
2006-07-27,-7.6923
2006-07-31,8.3333
2006-08-03,-46.1538
2006-08-04,-14.2857
2006-08-07,-16.6667
2006-08-08,-28.0
2006-08-09,66.6667
2006-08-10,100.0
2006-08-11,-50.0
2006-08-14,16.6667
2006-08-15,0.0
2006-08-16,-28.5714
2006-08-17,0.0
2006-08-21,52.0
2006-08-22,-7.8947
2006-08-23,0.0
2006-08-29,20.0
2006-08-30,7.1429
2006-08-31,-2.2222
2006-09-11,9.0909
2006-09-18,-2.0833
2006-09-19,-17.0213
2006-09-21,2.5641
2006-09-22,-2.5
2006-09-28,0.0
2006-10-03,-10.2564
2006-10-05,14.2857
2006-10-10,-10.0
2006-10-16,-2.7778
2006-10-17,0.0
2006-10-20,0.0
2006-11-06,14.2857
2006-11-07,-12.5
2006-11-08,0.0
2006-11-14,0.0
2006-11-15,0.0
2006-11-17,-14.2857
2006-11-20,-33.3333
2006-11-21,50.0
2006-11-28,-40.0
2006-11-29,11.1111
2006-11-30,-10.0
2006-12-06,-11.1111
2006-12-08,0.0
2006-12-11,0.0
2006-12-13,-12.5
2006-12-14,0.0
2006-12-15,0.0
2006-12-19,-14.2857
2006-12-22,66.6667
2006-12-26,0.0
2007-01-03,-25.0
2007-01-08,0.0
2007-01-09,0.0
2007-01-10,0.0
2007-01-11,6.6667
2007-01-12,-6.25
2007-01-19,-13.3333
2007-01-24,7.6923
2007-01-25,-7.1429
2007-01-29,7.6923
2007-01-30,7.1429
2007-02-01,-6.6667
2007-02-02,7.1429
2007-02-05,-6.6667
2007-02-12,7.1429
2007-02-13,-6.6667
2007-02-14,0.0
2007-02-15,-7.1429
