ticker,FMFG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2001-02-20,1.3423
2002-01-02,13.7086
2002-01-03,0.0
2002-09-06,-18.0118
2002-10-03,15.942
2002-10-04,2.5
2003-03-24,1.2195
2003-03-25,-3.6145
2003-05-05,5.0
2003-05-06,-7.1429
2003-07-17,3.7538
2003-09-11,0.0
2003-10-23,0.0
2003-12-19,6.1678
2003-12-22,-4.7619
2003-12-23,0.0
2003-12-31,3.75
2004-01-06,1.2048
2004-01-09,0.0
2004-02-26,0.5952
2004-03-02,0.0
2004-03-30,-5.3254
2004-04-01,0.0
2004-04-30,3.375
2004-05-10,1.5718999999999999
2004-05-11,2.3810000000000002
2004-05-13,2.3256
2004-05-14,2.2727
2004-05-17,-7.7778
2004-06-03,1.2936
2004-06-04,8.4337
2004-06-07,0.0
2004-06-08,0.0
2004-06-09,0.0
2004-06-30,-6.6667
2004-07-01,6.5476
2004-07-19,-5.5866
2004-07-29,-0.5917
2004-08-18,0.0
2004-08-19,-2.3810000000000002
2004-08-24,0.0
2004-08-25,8.2927
2004-08-26,-5.4054
2004-08-27,-5.7143
2004-09-15,2.2727
2004-09-16,3.7037
2004-09-23,-4.2857
2004-09-24,2.8358
2004-10-12,-0.5806
2004-10-13,0.0
2004-10-15,0.0
2004-11-01,-2.1898
2004-11-08,-2.9851
2004-11-09,3.0769
2004-11-12,-1.4925
2004-11-17,3.2727
2004-11-18,-0.5935
2004-11-19,-2.9851
2004-11-23,0.0
2004-11-24,0.0
2004-11-26,4.6154
2004-12-03,-0.1471
2004-12-08,-0.5891
2004-12-15,-3.7037
2004-12-22,1.8462
2004-12-23,-3.0211
2004-12-30,1.8692
2005-01-05,0.1529
2005-01-10,3.8167999999999997
2005-01-11,-5.5882
2005-01-18,2.8037
2005-01-20,0.0
2005-01-21,-2.7273
2005-01-25,1.2461
2005-02-22,1.5385
2005-02-24,-2.4242
2005-02-28,1.7081
2005-03-01,0.7634
2005-03-02,7.5758
2005-03-03,-2.8169
2005-03-21,-2.8986
2005-03-28,-4.4776
2005-03-31,2.3438
2005-04-26,1.2214
2005-04-27,-1.2066
2005-05-10,-1.5267
2005-05-11,3.1008
2005-05-12,0.0
2005-05-19,0.0
2005-05-25,0.7519
2005-05-26,-0.7463
2005-06-08,-1.7667000000000002
2005-06-10,2.9457
2005-06-13,-2.7108
2005-06-17,4.4892
2005-06-23,-0.7407
2005-06-28,-4.4776
2005-06-29,3.125
2005-07-07,2.4242
2005-07-15,-0.8876
