ticker,BRBR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-10-17,17.8571
2019-10-18,-0.9091
2019-10-21,2.0183
2019-10-22,-4.0767
2019-10-23,1.5625
2019-10-24,0.3077
2019-10-25,0.0
2019-10-28,2.3313
2019-10-29,3.4772
2019-10-30,0.8691
2019-10-31,0.3446
2019-11-01,2.9765
2019-11-04,2.279
2019-11-05,-3.4239
2019-11-06,-2.1384
2019-11-07,3.2202
2019-11-08,1.6713
2019-11-11,3.7808
2019-11-12,-1.5312000000000001
2019-11-13,3.0563
2019-11-14,0.2081
2019-11-15,-0.9346
2019-11-18,0.8386
2019-11-19,0.8316
2019-11-20,-0.4639
2019-11-21,-2.2786
2019-11-22,7.9491
2019-11-25,-1.3255
2019-11-26,-0.2985
2019-11-27,0.2495
2019-11-29,-0.2987
2019-12-02,0.9985
2019-12-03,0.0989
2019-12-04,2.716
2019-12-05,-0.1442
2019-12-06,1.1074
2019-12-09,1.1429
2019-12-10,-1.1299
2019-12-11,0.0
2019-12-12,-0.619
2019-12-13,2.5874
2019-12-16,0.6539
2019-12-17,0.232
2019-12-18,0.8333
2019-12-19,3.7649
2019-12-20,-2.1239
2019-12-23,3.9783
2019-12-24,0.6087
2019-12-26,2.9386
2019-12-27,-3.4845
2019-12-30,-2.5228
2019-12-31,-4.9978
2020-01-02,-4.5561
2020-01-03,0.0984
2020-01-06,3.4415
2020-01-07,4.4202
2020-01-08,1.0924
2020-01-09,-3.602
2020-01-10,-3.6432
2020-01-13,-0.4847
2020-01-14,5.4554
2020-01-15,3.6952
2020-01-16,0.0
2020-01-17,0.49
2020-01-21,1.7287
2020-01-22,-0.7407
2020-01-23,2.7217000000000002
2020-01-24,-3.0342
2020-01-27,-1.6307
2020-01-28,4.6594999999999995
2020-01-29,-2.2688
2020-01-30,-0.876
2020-01-31,-4.3747
2020-02-03,1.0166
2020-02-04,3.1565
2020-02-05,0.8869
2020-02-06,0.4396
2020-02-07,-6.9584
2020-02-10,1.317
2020-02-11,1.9963
2020-02-12,1.6841
2020-02-13,0.4029
2020-02-14,-0.4458
2020-02-18,-0.8509
2020-02-19,-2.6197
2020-02-20,2.8293
2020-02-21,0.3157
2020-02-24,-4.0018
2020-02-25,-1.6393
2020-02-26,1.5238
2020-02-27,-3.6116
2020-02-28,-4.3796
2020-03-02,2.5954
2020-03-03,-1.3889
2020-03-04,2.0121
2020-03-05,-2.7613
2020-03-06,-2.0791
2020-03-09,-10.1502
2020-03-10,-4.2075
2020-03-11,-1.083
2020-03-12,-2.5547
2020-03-13,12.2971
2020-03-16,-5.4475
2020-03-17,7.4662
2020-03-18,-9.081
2020-03-19,-8.1227
2020-03-20,0.0
2020-03-23,-5.4355
2020-03-24,1.4543
2020-03-25,0.4778
2020-03-26,11.413
2020-03-27,2.6829
2020-03-30,1.9002
2020-03-31,-0.641
2020-04-01,2.9912
2020-04-02,5.41
2020-04-03,6.429
2020-04-06,-2.9949
2020-04-07,-10.2041
2020-04-08,-0.5828
2020-04-09,-0.9965
2020-04-13,3.73
2020-04-14,-1.6553
2020-04-15,-7.7191
2020-04-16,3.7107
2020-04-17,-3.4566
2020-04-20,-1.9472
2020-04-21,0.3203
2020-04-22,7.152
2020-04-23,2.1454
2020-04-24,-0.6418
2020-04-27,2.5837
2020-04-28,-0.7441
2020-04-29,3.8062
2020-04-30,-2.6111
2020-05-01,-4.9629
2020-05-04,2.7011
2020-05-05,-3.9158
2020-05-06,-3.4672
2020-05-07,7.8135
2020-05-08,7.0719
2020-05-11,3.9847
2020-05-12,3.727
2020-05-13,-4.7571
2020-05-14,0.9564
2020-05-15,3.4737
2020-05-18,2.0855
2020-05-19,-1.2456
2020-05-20,-1.7154
2020-05-21,-1.54
2020-05-22,1.0428
2020-05-26,2.7348
2020-05-27,1.5068000000000001
2020-05-28,-0.6432
2020-05-29,0.0
2020-06-01,0.6474
2020-06-02,1.2865
2020-06-03,3.3219
2020-06-04,-2.7423
2020-06-05,6.806
2020-06-08,-7.7833
2020-06-09,3.6525
2020-06-10,-4.7619
2020-06-11,-6.35
2020-06-12,2.0288
2020-06-15,3.1397
2020-06-16,0.8625
2020-06-17,-1.8109
2020-06-18,-2.9201
2020-06-19,-1.5303
2020-06-22,1.2326
2020-06-23,-0.4764
2020-06-24,-3.4043
2020-06-25,2.7533
2020-06-26,-2.8403
2020-06-29,3.8058
2020-06-30,5.9511
2020-07-01,-3.1595
2020-07-02,1.8125
2020-07-06,1.2716
2020-07-07,-2.3606
2020-07-08,-0.4115
2020-07-09,-1.2397
2020-07-10,2.249
2020-07-13,2.4041
2020-07-14,3.1968
2020-07-15,-0.6292
2020-07-16,0.2435
2020-07-17,-0.2915
2020-07-20,2.2417
2020-07-21,-2.2879
2020-07-22,-1.7561
2020-07-23,1.0924
2020-07-24,-7.9568
2020-07-27,3.2551
2020-07-28,0.0
2020-07-29,0.8786
2020-07-30,-0.1025
2020-07-31,1.8974
