ticker,TRVG US Equity
2017-05-10,1.0846
2017-05-11,-1.8239999999999998
2017-05-12,-2.5683
2017-05-15,11.9462
2017-05-16,2.7555
2017-05-17,-5.802
2017-05-18,1.3458
2017-05-19,-2.9111000000000002
2017-05-22,-2.6828
2017-05-23,-1.0811
2017-05-24,5.9016
2017-05-25,-0.1548
2017-05-26,0.1034
2017-05-30,-1.2907
2017-05-31,-1.569
2017-06-01,0.9564
2017-06-02,1.0526
2017-06-05,-2.8125
2017-06-06,-0.1608
2017-06-07,2.9522
2017-06-08,-0.2607
2017-06-09,-1.725
2017-06-12,-1.8085
2017-06-13,1.8418
2017-06-14,-1.5426
2017-06-15,-0.108
2017-06-16,-1.0276
2017-06-19,3.7705
2017-06-20,-0.7372
2017-06-21,2.9177999999999997
2017-06-22,2.6289
2017-06-23,4.7715
2017-06-26,-1.4861
2017-06-27,-0.7786
2017-06-28,2.7464
2017-06-29,8.6874
2017-06-30,3.9087
2017-07-03,-12.1302
2017-07-05,5.9644
2017-07-06,1.3164
2017-07-07,-1.0305
2017-07-10,-2.4445
2017-07-11,0.7889
2017-07-12,2.1179
2017-07-13,2.4797000000000002
2017-07-14,-0.6599
2017-07-17,-1.1957
2017-07-18,6.32
2017-07-19,1.4755
2017-07-20,-3.5728999999999997
2017-07-21,-2.4558
2017-07-24,-0.0442
2017-07-25,1.7234
2017-07-26,1.086
2017-07-27,1.0743
2017-07-28,-3.4013999999999998
2017-07-31,-6.382
2017-08-01,0.047
2017-08-02,0.5169
2017-08-03,0.0468
2017-08-04,-18.5981
2017-08-07,-1.1481
2017-08-08,-3.6005000000000003
2017-08-09,0.1807
2017-08-10,-3.3073
2017-08-11,2.0522
2017-08-14,0.1828
2017-08-15,-0.7299
2017-08-16,-2.5735
2017-08-17,-4.2767
2017-08-18,-0.657
2017-08-21,-0.1323
2017-08-22,3.245
2017-08-23,-0.898
2017-08-24,-1.2298
2017-08-25,-3.0144
2017-08-28,-0.2027
2017-08-29,0.6093
2017-08-30,4.576
2017-08-31,-0.2574
2017-09-01,0.0645
2017-09-05,-3.7395
2017-09-06,-16.3429
2017-09-07,-7.8463
2017-09-08,-4.7785
2017-09-11,4.0146
2017-09-12,0.3509
2017-09-13,-2.0979
2017-09-14,-0.5357
2017-09-15,-0.3591
2017-09-18,0.0
2017-09-19,-0.991
2017-09-20,-0.9099
2017-09-21,-1.3774
2017-09-22,-0.3724
2017-09-25,2.6168
2017-09-26,2.0947
2017-09-27,-2.1409
2017-09-28,-0.3646
2017-09-29,-0.7319
2017-10-02,-0.3687
2017-10-03,1.3876
2017-10-04,4.562
2017-10-05,-2.5305
2017-10-06,0.6267
2017-10-09,-3.1139
2017-10-10,-0.3673
2017-10-11,-2.3041
2017-10-12,1.4151
2017-10-13,1.3953
2017-10-16,0.5505
2017-10-17,-1.3686
2017-10-18,0.0
2017-10-19,0.0925
2017-10-20,0.647
2017-10-23,-2.2957
2017-10-24,1.1278
2017-10-25,-22.4907
2017-10-26,-4.9161
2017-10-27,-4.5397
2017-10-30,-1.9815
2017-10-31,-1.4825
2017-11-01,1.2312
2017-11-02,17.1622
2017-11-03,-5.421
2017-11-06,-2.1951
2017-11-07,-7.98
2017-11-08,2.439
2017-11-09,-0.1323
2017-11-10,-0.9272
2017-11-13,-3.4759
2017-11-14,-0.4155
2017-11-15,0.6954
2017-11-16,1.6575
2017-11-17,0.2717
2017-11-20,-2.8455
2017-11-21,-1.2551999999999999
2017-11-22,-0.1412
2017-11-24,0.9901
2017-11-27,3.2213
2017-11-28,-2.9851
2017-11-29,-2.2378
2017-11-30,-2.0029
2017-12-01,-3.0657
2017-12-04,-2.5602
2017-12-05,4.6368
2017-12-06,-2.5111
2017-12-07,0.7576
2017-12-08,-0.7519
2017-12-11,5.4545
2017-12-12,2.1552
2017-12-13,-4.0788
2017-12-14,-1.7595
2017-12-15,4.3284
2017-12-18,-0.4292
2017-12-19,2.1552
2017-12-20,0.8439
2017-12-21,-2.9289
2017-12-22,-0.1437
2017-12-26,-0.5755
2017-12-27,0.1447
2017-12-28,0.578
2017-12-29,-1.7241
2018-01-02,2.4854
2018-01-03,4.2796
2018-01-04,3.42
2018-01-05,-4.2328
2018-01-08,0.6906
2018-01-09,-0.2743
2018-01-10,-0.5502
2018-01-11,13.4163
2018-01-12,-1.3415
2018-01-16,-7.4166
2018-01-17,-0.9346
2018-01-18,-0.1348
2018-01-19,1.0796000000000001
2018-01-22,4.6729
2018-01-23,-2.4234999999999998
2018-01-24,0.1307
2018-01-25,11.6188
2018-01-26,5.0292
2018-01-29,-6.2361
2018-01-30,2.7316000000000003
2018-01-31,-5.7803
2018-02-01,-3.3129
2018-02-02,0.2538
2018-02-05,3.7975
2018-02-06,-1.3415
2018-02-07,2.7194000000000003
2018-02-08,-5.4152000000000005
2018-02-09,-1.2723
2018-02-12,0.7732
2018-02-13,-0.8951
2018-02-14,5.5484
2018-02-15,-1.467
2018-02-16,2.2333
2018-02-20,-0.3641
2018-02-21,-1.5834000000000001
2018-02-22,-5.4455
2018-02-23,5.4974
2018-02-26,1.1166
2018-02-27,-2.3313
2018-02-28,-1.6332
2018-03-01,0.5109
2018-03-02,0.3812
2018-03-05,3.9241
2018-03-06,0.609
2018-03-07,2.3002000000000002
2018-03-08,0.2367
2018-03-09,1.889
2018-03-12,1.2746
2018-03-13,-2.5172
2018-03-14,-0.4695
2018-03-15,-1.533
2018-03-16,-1.3174000000000001
2018-03-19,-5.9466
2018-03-20,-1.0323
2018-03-21,1.9557
2018-03-22,-5.3708
2018-03-23,-3.7838000000000003
2018-03-26,-1.264
2018-03-27,-3.9829
2018-03-28,-0.4444
2018-03-29,3.4226
2018-04-02,-3.5971
2018-04-03,-0.4478
2018-04-04,-2.5487
2018-04-05,-2.0
2018-04-06,3.2967
2018-04-09,-2.8875
2018-04-10,5.4773
2018-04-11,0.0
2018-04-12,1.1869
2018-04-13,-3.0792
2018-04-16,-0.3026
2018-04-17,0.7587
2018-04-18,-0.4518
2018-04-19,-2.118
2018-04-20,-0.1546
2018-04-23,1.3932
2018-04-24,-2.5954
2018-04-25,-26.1755
2018-04-26,-4.2463
2018-04-27,2.439
2018-04-30,-3.4632
2018-05-01,-3.3632
2018-05-02,5.8004999999999995
2018-05-03,1.5351
2018-05-04,-0.432
2018-05-07,3.0369
2018-05-08,-2.3158
2018-05-09,7.9741
2018-05-10,-2.9939999999999998
2018-05-11,-2.0576
2018-05-14,-2.3109
2018-05-15,-1.7204000000000002
2018-05-16,2.1882
2018-05-17,2.3555
2018-05-18,2.9289
2018-05-21,0.2033
2018-05-22,-3.854
2018-05-23,0.4219
2018-05-24,0.8403
2018-05-25,0.0
2018-05-29,-1.6667
2018-05-30,-0.4237
2018-05-31,-1.2766
2018-06-01,14.2241
2018-06-04,-4.717
2018-06-05,5.1485
2018-06-06,-3.0132
2018-06-07,0.9709
2018-06-08,0.0
2018-06-11,0.9615
2018-06-12,-0.1905
2018-06-13,-0.9542
2018-06-14,-0.7707
2018-06-15,-3.4951
2018-06-18,0.6036
2018-06-19,1.0
2018-06-20,-0.9901
2018-06-21,-3.0
2018-06-22,-2.8866
2018-06-25,-2.7601
2018-06-26,3.2751
2018-06-27,-3.5941
2018-06-28,1.0965
2018-06-29,-1.5184
2018-07-02,-0.2203
2018-07-03,1.5453000000000001
2018-07-05,-0.6522
2018-07-06,-1.9694
2018-07-09,0.2232
2018-07-10,-0.6682
2018-07-11,5.3812
2018-07-12,1.4894
2018-07-13,-2.7254
2018-07-16,-4.0948
2018-07-17,1.573
2018-07-18,-0.885
2018-07-19,-1.1161
2018-07-20,0.4515
2018-07-23,-0.6742
2018-07-24,-2.7149
2018-07-25,2.093
2018-07-26,-6.1503
2018-07-27,0.4854
2018-07-30,-1.2077
2018-07-31,1.467
2018-08-01,-0.4819
2018-08-02,-0.7264
2018-08-03,3.4146
2018-08-06,0.0
2018-08-07,9.9057
2018-08-08,-1.7167
2018-08-09,-3.7118
2018-08-10,-2.2676
2018-08-13,-1.1601
2018-08-14,-0.2347
2018-08-15,1.6471
2018-08-16,3.9352
2018-08-17,-1.5590000000000002
2018-08-20,-2.0362
2018-08-21,0.4619
2018-08-22,-0.9195
2018-08-23,-0.9281
2018-08-24,2.1077
2018-08-27,3.4404
2018-08-28,0.8869
2018-08-29,-1.978
2018-08-30,5.157
2018-08-31,2.9851
2018-09-04,0.0
2018-09-05,-5.176
2018-09-06,-2.1834
2018-09-07,0.6696
2018-09-10,-0.6652
2018-09-11,7.1429
2018-09-12,-0.8333
2018-09-13,-2.1008
2018-09-14,2.7897
2018-09-17,1.6701000000000001
2018-09-18,5.5441
2018-09-19,13.8132
2018-09-20,-0.3419
2018-09-21,3.259
2018-09-24,-1.9933999999999998
2018-09-25,2.0339
2018-09-26,3.9867
2018-09-27,-0.7987
2018-09-28,-0.8052
2018-10-01,-9.2532
2018-10-02,-0.5367
2018-10-03,3.5971
2018-10-04,-2.4306
2018-10-05,-4.8043
2018-10-08,-2.9907
2018-10-09,-2.8902
2018-10-10,-6.5476
2018-10-11,-0.6369
2018-10-12,1.9231
2018-10-15,-0.6289
2018-10-16,5.6962
2018-10-17,3.5928
2018-10-18,-6.7437000000000005
2018-10-19,5.3719
2018-10-22,-0.7843
2018-10-23,-1.7787
2018-10-24,11.0664
2018-10-25,12.3188
2018-10-26,5.6452
2018-10-29,-0.7634
2018-10-30,10.0
2018-10-31,-1.5385
2018-11-01,2.6989
2018-11-02,2.9046
2018-11-05,-1.2097
2018-11-06,1.4966
2018-11-07,-3.4853
2018-11-08,0.0
2018-11-09,-2.7778
2018-11-12,-2.7143
2018-11-13,-3.9648
2018-11-14,1.2232
2018-11-15,-4.8338
2018-11-16,-3.4920999999999998
2018-11-19,-4.2763
2018-11-20,1.7182
2018-11-21,-2.027
2018-11-23,0.0
2018-11-26,6.8966
2018-11-27,-0.9677
2018-11-28,3.5831
2018-11-29,1.7296
2018-11-30,-4.6368
2018-12-03,-3.8898
2018-12-04,-7.9258
2018-12-06,5.4945
2018-12-07,0.6944
2018-12-10,0.0
2018-12-11,3.6207000000000003
2018-12-12,-0.9983
2018-12-13,2.521
2018-12-14,2.459
2018-12-17,-3.2
2018-12-18,-0.3306
2018-12-19,-3.6484
2018-12-20,0.1721
2018-12-21,-5.8419
2018-12-24,5.4745
2018-12-26,1.2111
2018-12-27,-1.8803
2018-12-28,-1.2195
2018-12-31,-0.7055
2019-01-02,2.8419
2019-01-03,-1.0363
2019-01-04,5.2356
2019-01-07,-0.3317
2019-01-08,1.3311
2019-01-09,-1.642
2019-01-10,2.6711
2019-01-11,2.6016
2019-01-14,-1.9017
2019-01-15,0.8078
2019-01-16,-1.6026
2019-01-17,0.0
2019-01-18,0.1629
2019-01-22,-1.7886
2019-01-23,0.1656
2019-01-24,0.0
2019-01-25,-1.157
2019-01-28,-2.1739
2019-01-29,-0.3419
2019-01-30,-0.6861
2019-01-31,-0.6908
2019-02-01,0.1739
2019-02-04,-3.8194
2019-02-05,3.2491
2019-02-06,-3.3217
2019-02-07,4.34
2019-02-08,3.8128
2019-02-11,-1.0017
2019-02-12,-4.0472
2019-02-13,1.5817
2019-02-14,0.346
2019-02-15,-3.7931
2019-02-19,-3.5842
2019-02-20,0.7435
2019-02-21,-1.845
2019-02-22,-0.5639
2019-02-25,-0.189
2019-02-26,-2.0833
2019-02-27,-0.3868
2019-02-28,-2.7184
2019-03-01,6.1876
2019-03-04,-1.5038
2019-03-05,0.0
2019-03-06,-1.5267
2019-03-07,0.5814
2019-03-08,4.6243
2019-03-11,-0.3683
2019-03-12,-3.3272
2019-03-13,0.7648
2019-03-14,-1.3283
2019-03-15,-1.5385
2019-03-18,-3.125
2019-03-19,-5.4435
2019-03-20,0.2132
2019-03-21,0.0
2019-03-22,-4.8936
2019-03-25,-1.7896999999999998
2019-03-26,-0.2278
2019-03-27,-3.8813
2019-03-28,5.2257
2019-03-29,-2.4831
2019-04-01,-0.463
2019-04-02,1.3953
2019-04-03,1.1468
2019-04-04,0.907
2019-04-05,-0.2247
2019-04-08,-3.1532
2019-04-09,1.3953
2019-04-10,-2.0642
2019-04-11,-0.2342
2019-04-12,-0.4695
2019-04-15,-2.3585
2019-04-16,0.4831
2019-04-17,-2.6442
2019-04-18,1.4815
2019-04-22,-2.4331
2019-04-23,6.7332
2019-04-24,7.9439
2019-04-25,-2.3810000000000002
2019-04-26,0.0
2019-04-29,5.0998
2019-04-30,1.0549
2019-05-01,-4.8017
2019-05-02,-4.8246
2019-05-03,3.6866
2019-05-06,4.0
2019-05-07,-4.2735
2019-05-08,-0.6696
2019-05-09,-3.3708
2019-05-10,-2.093
2019-05-13,-4.9881
2019-05-14,3.0
2019-05-15,-5.8252
2019-05-16,1.0309
2019-05-17,-0.5102
2019-05-20,1.2821
2019-05-21,3.038
2019-05-22,-1.2285
2019-05-23,-0.995
2019-05-24,0.0
2019-05-28,-3.5176
2019-05-29,-3.125
2019-05-30,-5.6452
2019-05-31,4.8433
2019-06-03,-3.5326
2019-06-04,4.7887
2019-06-05,0.5376
2019-06-06,0.2674
2019-06-07,0.5333
2019-06-10,-2.3872999999999998
2019-06-11,2.4457
2019-06-12,-0.5305
2019-06-13,2.4
2019-06-14,-4.4271
2019-06-17,4.9046
2019-06-18,-2.3377
2019-06-19,3.1915
2019-06-20,-1.8041
2019-06-21,-1.3123
2019-06-24,-1.0638
2019-06-25,0.2688
2019-06-26,1.3405
2019-06-27,5.5556
2019-06-28,5.5138
2019-07-01,-0.2375
2019-07-02,-2.1429
2019-07-03,-0.2433
2019-07-05,0.2439
2019-07-08,-5.1095
2019-07-09,4.8718
2019-07-10,2.934
2019-07-11,-2.6128
2019-07-12,-1.2195
2019-07-15,1.4815
2019-07-16,-0.4866
2019-07-17,0.489
2019-07-18,0.0
2019-07-19,-1.2165
2019-07-22,5.9113
2019-07-23,8.8372
2019-07-24,2.1368
2019-07-25,2.7197
2019-07-26,-3.055
2019-07-29,6.9328
2019-07-30,2.1611
2019-07-31,-1.1538
2019-08-01,-3.8911
2019-08-02,-2.4291
2019-08-05,-1.2448
2019-08-06,-0.2101
2019-08-07,1.6842000000000001
2019-08-08,1.4493
2019-08-09,-0.4082
2019-08-12,-2.6639
2019-08-13,2.3158
2019-08-14,-2.6749
2019-08-15,-4.8626000000000005
2019-08-16,2.6667
2019-08-19,1.9481000000000002
2019-08-20,1.9108
2019-08-21,10.2083
2019-08-22,-3.7807
2019-08-23,-3.7328
2019-08-26,-2.2449
2019-08-27,-2.2965
2019-08-28,3.6325
2019-08-29,1.8557000000000001
2019-08-30,-1.2146
2019-09-03,-2.2541
2019-09-04,1.0482
2019-09-05,-6.0166
2019-09-06,-5.7395
2019-09-09,3.63
2019-09-10,-0.791
2019-09-11,2.7335000000000003
2019-09-12,-1.1086
2019-09-13,-2.6906
2019-09-16,3.2258
2019-09-17,0.6696
2019-09-18,-0.8869
2019-09-19,-0.2237
2019-09-20,0.8969
2019-09-23,-0.4444
2019-09-24,-5.8036
2019-09-25,0.0
2019-09-26,-3.3175
2019-09-27,-1.7157
2019-09-30,2.4938000000000002
2019-10-01,-4.1363
2019-10-02,-3.8071
2019-10-03,1.0554
2019-10-04,1.0444
2019-10-07,-0.2584
2019-10-08,-3.3679
2019-10-09,-1.0724
2019-10-10,0.813
2019-10-11,2.4194
2019-10-14,1.3123
2019-10-15,0.0
2019-10-16,-3.6269
2019-10-17,1.0753
2019-10-18,-3.1915
2019-10-21,-0.8242
2019-10-22,0.277
2019-10-23,0.5525
2019-10-24,-1.3736
2019-10-25,1.3928
2019-10-28,-1.3736
2019-10-29,-1.1142
2019-10-30,0.5634
2019-10-31,-1.9607999999999999
2019-11-01,-2.8571
2019-11-04,-0.2941
2019-11-05,-18.2891
2019-11-06,-0.722
2019-11-07,-1.8182
2019-11-08,-0.3704
2019-11-11,-1.8587
2019-11-12,-0.3788
2019-11-13,-1.1407
2019-11-14,-0.7692
2019-11-15,-3.1008
2019-11-18,-4.0
2019-11-19,0.0
2019-11-20,4.1667
2019-11-21,-1.6
2019-11-22,-0.4065
2019-11-25,-0.4082
2019-11-26,0.8197
2019-11-27,-1.2195
2019-11-29,-4.1152
2019-12-02,11.588
2019-12-03,1.9231
2019-12-04,-3.0189
2019-12-05,2.7237
2019-12-06,0.7576
2019-12-09,1.8797000000000001
2019-12-10,1.107
2019-12-11,2.1898
2019-12-12,1.7856999999999998
2019-12-13,0.0
2019-12-16,0.0
2019-12-17,-3.8596
2019-12-18,-0.7299
2019-12-19,1.4706000000000001
2019-12-20,-0.7246
2019-12-23,0.7299
2019-12-24,0.0
2019-12-26,-4.7101
2019-12-27,-1.1407
2019-12-30,1.9231
2019-12-31,-1.1320999999999999
2020-01-02,2.2901
2020-01-03,0.7463
2020-01-06,4.0741
2020-01-07,0.3559
2020-01-08,1.4184
2020-01-09,-0.6993
2020-01-10,-1.4085
2020-01-13,1.0714
2020-01-14,4.2403
2020-01-15,0.678
2020-01-16,-0.6734
2020-01-17,-0.339
2020-01-21,-1.0204
2020-01-22,1.3746
2020-01-23,1.0169
2020-01-24,-7.7181
2020-01-27,-6.5455
2020-01-28,3.5019
2020-01-29,6.015
2020-01-30,-3.5461
2020-01-31,-3.3088
2020-02-03,0.3802
2020-02-04,2.2727
2020-02-05,4.0741
2020-02-06,-2.1352
2020-02-07,1.0909
2020-02-10,2.518
2020-02-11,2.4561
2020-02-12,-10.274000000000001
2020-02-13,-3.8167999999999997
2020-02-14,3.5714
2020-02-18,-8.046
2020-02-19,-2.5
2020-02-20,3.4188
2020-02-21,-4.1322
2020-02-24,-8.1897
2020-02-25,-1.4085
2020-02-26,-8.5714
2020-02-27,-2.0833
2020-02-28,-3.1915
2020-03-02,0.0
2020-03-03,-0.5495
2020-03-04,-0.5525
2020-03-05,-2.7778
2020-03-06,-0.5714
2020-03-09,-17.2414
2020-03-10,5.5556
2020-03-11,2.6316
2020-03-12,-7.0513
2020-03-13,9.6552
2020-03-16,-3.0692
2020-03-17,3.1793
2020-03-18,-0.6414
2020-03-19,-5.0633
2020-03-20,3.3333
2020-03-23,-4.5161
2020-03-24,8.1081
2020-03-25,3.125
2020-03-26,-1.8182
2020-03-27,-6.7901
2020-03-30,-5.9603
2020-03-31,2.8169
2020-04-01,-4.1096
2020-04-02,0.0
2020-04-03,-0.7143
2020-04-06,2.8777
2020-04-07,0.0
2020-04-08,11.8881
2020-04-09,3.125
2020-04-13,-0.6061
2020-04-14,9.1463
2020-04-15,0.5587
2020-04-16,-5.0
2020-04-17,-1.1696
2020-04-20,-2.9586
2020-04-21,-2.439
2020-04-22,4.375
2020-04-23,0.5988
2020-04-24,0.5952
2020-04-27,2.3669000000000002
2020-04-28,1.1561
2020-04-29,2.8571
2020-04-30,1.6667
2020-05-01,-7.6503
2020-05-04,2.3669000000000002
2020-05-05,-4.6243
2020-05-06,-3.6364
2020-05-07,1.2579
2020-05-08,6.8323
2020-05-11,-2.3256
2020-05-12,-5.3571
2020-05-13,-2.5157
2020-05-14,-3.871
2020-05-15,-2.6846
2020-05-18,14.4828
2020-05-19,0.0
2020-05-20,12.6506
2020-05-21,-1.0695000000000001
2020-05-22,0.0
2020-05-26,7.027
2020-05-27,4.5455
2020-05-28,3.3816
2020-05-29,-1.8692
2020-06-01,0.4762
2020-06-02,4.2654
2020-06-03,3.6364
2020-06-04,1.7544
2020-06-05,8.1897
2020-06-08,7.5697
2020-06-09,-5.1852
2020-06-10,-7.4219
2020-06-11,-18.9873
2020-06-12,9.8958
2020-06-15,0.9479
2020-06-16,2.8169
2020-06-17,-3.1963
2020-06-18,2.8302
2020-06-19,-3.6696999999999997
2020-06-22,-1.9048
2020-06-23,0.9709
2020-06-24,-3.3654
2020-06-25,-1.99
2020-06-26,-2.0305
2020-06-29,2.5907
2020-06-30,-0.5051
2020-07-01,-1.5228000000000002
2020-07-02,0.0
2020-07-06,-3.6082
2020-07-07,1.0695000000000001
2020-07-08,0.0
2020-07-09,-2.1164
2020-07-10,0.5405
2020-07-13,-4.3011
2020-07-14,-2.2472
2020-07-15,5.1724
2020-07-16,-1.6393
2020-07-17,-1.1111
2020-07-20,-0.5618
2020-07-21,-2.2599
2020-07-22,-1.7341
2020-07-23,-1.1764999999999999
2020-07-24,-0.5952
2020-07-27,-1.7964
2020-07-28,0.6098
2020-07-29,9.0909
2020-07-30,2.7778
2020-07-31,-1.6216
