ticker,PPII US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-12-23,281.6794
2008-12-24,-75.0
2009-04-17,0.0
2009-04-21,0.0
2009-09-04,24.0
2009-09-08,9.6774
2009-09-09,0.0
2009-09-11,8.8235
2009-09-14,-5.4054
2009-09-15,5.7143
2009-09-17,0.0
2009-09-21,-29.7297
2009-09-22,-25.0
2009-09-23,2.5641
2009-09-24,25.0
2009-09-25,40.0
2009-09-29,-28.5714
2009-10-01,0.0
2009-10-02,52.0
2009-10-08,18.4211
2009-10-13,-24.4444
2009-10-14,0.0
2009-10-22,-61.7647
2009-10-23,292.3077
2009-10-26,0.0
2009-10-29,-37.2549
2009-10-30,84.375
2009-11-03,1.6949
2009-11-04,-41.6667
2009-11-17,68.5714
2009-11-19,0.0
2009-11-23,1.6949
2009-11-30,0.0
2009-12-15,-1.6667
2009-12-16,0.0
2009-12-18,-1.6949
2009-12-22,1.7241
2010-01-06,-6.7797
2010-01-08,3.6364
2010-01-11,0.0
2010-01-12,0.0
2010-01-13,-5.2632
2010-01-14,7.4074
2010-01-15,3.4483
2010-01-19,6.6667
2010-01-20,1.5625
2010-01-21,-1.5385
2010-01-22,-1.5625
2010-01-25,-1.5873
2010-01-26,4.8387
2010-01-28,-1.5385
2010-02-01,-1.5625
2010-02-02,-1.5873
2010-02-03,-3.2258
2010-02-04,5.0
2010-02-05,-1.5873
2010-02-08,0.0
2010-02-10,-4.8387
2010-02-11,3.3898
2010-02-12,0.0
2010-02-17,0.0
2010-02-18,6.5574
2010-02-19,-7.6923
2010-02-22,8.3333
2010-02-23,-6.1538
2010-02-24,1.6393
2010-02-25,-50.0
2010-02-26,-16.129
2010-03-01,11.538499999999999
2010-03-02,0.0
2010-03-03,-31.0345
2010-03-04,0.0
2010-03-05,35.0
2010-03-09,-42.5926
2010-03-10,9.6774
2010-03-11,11.7647
2010-03-12,10.526299999999999
2010-03-15,0.0
2010-03-16,0.0
2010-03-17,19.0476
2010-03-18,-12.0
2010-03-19,0.0
2010-03-23,4.5455
2010-03-24,-8.6957
2010-03-25,23.8095
2010-03-26,-19.2308
2010-03-29,-4.7619
2010-03-30,-5.0
2010-04-01,-10.526299999999999
2010-04-05,17.647100000000002
2010-04-06,0.0
2010-04-07,10.0
2010-04-08,13.6364
2010-04-09,-12.0
2010-04-12,13.6364
2010-04-13,-12.0
2010-04-14,13.6364
2010-04-23,0.0
2010-04-27,-10.0
2010-04-28,33.3333
2010-04-29,0.0
2010-04-30,26.6667
