ticker,HLIX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-08-23,4.1667
2007-08-24,-4.0
2007-08-27,4.1667
2007-08-28,0.0
2007-08-29,0.0
2007-08-30,0.0
2007-08-31,0.0
2007-09-04,-4.0
2007-09-05,0.0
2007-09-06,4.1667
2007-09-10,2.0
2007-09-11,3.9215999999999998
2007-09-12,3.7736
2007-09-13,-1.8182
2007-09-14,1.8519
2007-09-17,3.6364
2007-09-18,-1.7544
2007-09-19,-1.7856999999999998
2007-09-20,1.8182
2007-09-21,23.2143
2007-09-24,11.5942
2007-09-25,1.2987
2007-09-26,8.9744
2007-09-27,0.0
2007-09-28,42.3529
2007-10-01,-10.7438
2007-10-02,1.8519
2007-10-03,-2.7273
2007-10-04,-2.8037
2007-10-05,-5.7692
2007-10-08,9.0816
2007-10-09,8.512599999999999
2007-10-10,23.2759
2007-10-11,-4.8951
2007-10-12,2.9412000000000003
2007-10-15,0.0
2007-10-16,17.1429
2007-10-17,20.7317
2007-10-18,-2.0202
2007-10-19,-7.732
2007-10-22,5.0279
2007-10-23,2.1277
2007-10-24,-4.6875
2007-10-25,-4.918
2007-10-26,3.4483
2007-10-29,-6.6667
2007-10-30,-8.3333
2007-10-31,9.0909
2007-11-01,-6.5476
2007-11-02,-2.5478
2007-11-05,-1.3072
2007-11-06,-1.9868000000000001
2007-11-07,-8.1081
2007-11-08,-8.0882
2007-11-09,7.2
2007-11-12,4.4776
2007-11-13,0.0
2007-11-14,11.4286
2007-11-15,-5.1282
2007-11-16,-1.3514
2007-11-19,-6.8493
2007-11-20,2.2059
2007-11-21,-5.036
2007-11-23,3.0303
2007-11-26,-3.6765
2007-11-27,-0.7634
2007-11-28,0.0
2007-11-29,0.7692
2007-11-30,3.8167999999999997
2007-12-03,-0.7353
2007-12-04,0.7407
2007-12-05,-2.2059
2007-12-06,1.5038
2007-12-07,-0.7407
2007-12-10,-1.4925
2007-12-11,-1.5152
2007-12-12,0.0
2007-12-13,-4.6154
2007-12-14,-10.4839
2007-12-17,16.2162
2007-12-18,9.3023
2007-12-19,-2.1277
2007-12-20,0.7246
2007-12-21,-2.1583
2007-12-24,-1.4706000000000001
2007-12-26,1.4925
2007-12-27,-0.7353
2007-12-28,3.7037
2007-12-31,-2.8571
2008-01-02,0.7353
2008-01-03,-2.9196999999999997
2008-01-04,3.0075
2008-01-07,-2.1898
2008-01-08,-5.9701
2008-01-09,3.9683
2008-01-10,1.5267
2008-01-11,-2.2556
2008-01-14,-0.7692
