ticker,BRER US Equity
2002-05-08,2.1858
2002-05-10,-1.0695000000000001
2002-05-15,1.0811
2002-05-28,-0.5348
2002-05-30,1.0753
2002-06-06,-1.0638
2002-06-07,2.1505
2002-07-01,-1.5789
2002-07-23,-0.5348
2002-07-30,-2.7957
2002-08-06,0.4425
2002-08-14,-0.1101
2002-08-23,-0.7718
2002-08-26,-1.4444
2002-08-27,1.4656
2002-08-29,4.4444
2002-08-30,0.0
2002-10-04,0.0
2002-10-10,-4.2553
2002-12-05,-9.7778
2002-12-06,8.3744
2002-12-16,2.2727
2002-12-19,-3.3333
2002-12-20,-1.1494
2002-12-23,-1.7442
2003-01-07,3.5503
2003-01-28,-4.5714
2003-02-06,0.0
2003-02-18,0.2395
2003-02-26,0.5974
2003-03-05,2.1378
2003-03-24,-1.9767000000000001
2003-03-25,0.2372
2003-03-26,1.7751000000000001
2003-04-04,-1.1628
2003-04-09,-0.3529
2003-04-10,1.2987
2003-04-11,-1.2821
2003-04-15,0.0
2003-04-21,1.5348000000000002
2003-04-22,0.0
2003-05-21,-1.5116
2003-05-22,0.0
2003-05-27,0.9445
2003-06-02,-0.9357
2003-06-11,0.0
2003-06-12,0.0
2003-06-30,1.1806
2003-07-07,0.3501
2003-07-14,0.0
2003-07-24,0.0
2003-08-07,-0.4651
2003-08-26,5.1402
2003-09-08,-3.8889
2003-09-09,0.0
2003-09-11,0.578
2003-09-12,0.0
2003-09-29,0.0
2003-09-30,-0.6897
2003-10-10,3.0093
2003-10-24,-1.1236
2003-11-25,0.2273
2003-11-28,1.4739
2003-12-05,-1.4525000000000001
2003-12-10,3.1746
2003-12-12,3.2967
2003-12-15,6.383
2003-12-17,-4.0
2004-01-13,-4.5833
2004-01-14,5.3493
2004-01-15,3.6269
2004-02-05,2.0
2004-02-13,-1.9607999999999999
2004-03-08,-3.5
2004-03-09,7.772
2004-04-05,9.6154
2004-04-22,-9.6491
2004-04-28,10.6796
2004-05-25,-5.2632
2004-06-25,1.3953
2004-06-28,0.9174
2004-09-01,0.9091
2004-09-14,8.1081
2004-09-16,-5.0
2004-09-29,8.7719
2004-09-30,-6.4516
2004-10-08,3.4483
2004-11-15,0.0
2005-01-24,-0.8403
2005-01-31,1.6949
2005-04-01,-1.6667
2005-04-06,0.0
2005-04-07,0.8475
2005-04-20,0.8403
2005-04-26,0.0
2005-05-02,0.0
2005-05-25,3.8178
2005-05-27,6.4516
2005-06-22,0.0
2005-06-23,1.5152
2005-06-24,-7.0149
2005-06-29,-0.4815
2005-07-06,12.9032
2005-07-07,0.0
2005-07-11,5.7143
2005-07-26,-2.7027
2005-08-11,-11.1111
2005-08-12,15.625
2005-08-15,3.1081
2005-08-17,0.9174
2005-08-24,-2.5974
2005-08-25,-4.0
2005-08-26,-0.6944
2005-08-29,-0.6993
2005-08-30,-2.1127
2005-08-31,0.2878
2005-09-01,1.7217
2005-09-02,0.0
2005-09-06,2.6798
2005-09-07,-0.1923
2005-09-08,0.0551
2005-09-09,-0.1376
2005-09-12,0.0
2005-09-13,0.0
2005-09-19,-0.8264
2005-09-22,0.0
2005-09-23,1.3889
2005-10-03,-1.3699
2005-10-05,0.0
2005-10-17,0.0
2005-10-19,-1.3889
2005-11-03,-3.8028
2005-11-04,0.2928
2005-11-09,0.0
2005-11-10,0.1168
2005-11-17,-0.4392
2005-11-22,-1.4706000000000001
2005-12-01,-0.7463
2005-12-06,-0.7519
2005-12-15,-0.6061
2005-12-19,0.0
2005-12-20,0.6098
2006-01-03,-0.6061
2006-01-20,0.7622
2006-01-25,0.6051
2006-01-27,-0.7519
2006-02-01,0.0
2006-02-07,0.0
2006-02-23,0.0
2006-02-28,0.0
2006-03-03,1.5152
2006-03-06,0.0
2006-03-07,0.0
2006-03-08,0.0
2006-03-15,-1.0448
2006-03-16,0.3017
2006-03-20,0.0
2006-03-30,0.0
2006-04-03,-0.7519
2006-04-05,0.0
2006-04-06,0.7576
2006-04-18,2.2556
2006-04-19,-2.0588
2006-04-25,-9.7598
2006-05-02,9.817
2006-05-03,0.0
2006-05-04,0.0
2006-05-10,-5.4545
2006-05-11,-0.641
2006-05-15,0.0
2006-05-22,0.0
2006-05-30,-2.4194
2006-05-31,9.6346
2006-06-01,-8.7879
2006-06-05,-0.1661
2006-06-06,-0.1664
2006-06-08,0.0
2006-06-13,3.3333
2006-06-15,-3.2258
2006-06-16,0.0
2006-06-21,-1.6667
2006-06-28,-1.3559
2006-07-06,9.9656
2006-07-13,0.0
2006-07-18,-1.5625
2006-07-31,-7.3016
2006-08-02,2.7397
2006-08-10,-6.6667
2006-08-11,0.0
2006-08-14,7.1429
2006-08-15,-0.5
2006-08-16,-6.1977
2006-08-18,0.0
2006-08-22,0.0
2006-08-24,-1.7856999999999998
2006-08-28,-1.8182
2006-08-29,3.7037
2006-08-30,-2.6786
2006-08-31,2.7523
2006-09-01,1.7856999999999998
2006-09-06,-1.7544
2006-09-07,0.0
2006-09-08,0.0
2006-09-29,-0.3571
2006-10-03,0.8961
2006-10-06,-1.5986
2006-10-09,0.0
2006-11-02,-2.7076000000000002
2006-11-07,0.3711
2006-11-14,18.2994
2006-11-20,-6.25
2006-11-21,-0.6667
2006-11-22,0.6711
2006-12-06,10.5528
2006-12-07,12.1212
2006-12-08,-2.7027
2006-12-18,11.1111
2006-12-19,0.0
2006-12-20,-6.125
2006-12-28,-5.3262
2007-01-05,0.1406
2007-01-19,-0.1124
2007-01-24,5.5962
2007-02-05,-3.8615
2007-02-07,2.2161
2007-02-13,2.3035
2007-02-26,-1.457
2007-02-27,-0.1344
2007-03-13,0.1351
2007-03-22,16.0594
2007-03-27,-8.1395
2007-03-28,-1.2658
2007-04-23,2.5641
2007-05-09,3.5
2007-05-10,-6.401
2007-05-21,7.7419
2007-05-22,0.0
2007-05-23,0.0
2007-05-24,0.0
2007-05-30,0.3593
2007-06-06,-1.7964
2007-06-07,0.0
2007-06-08,-0.6098
2007-06-11,0.6135
2007-06-13,-2.439
2007-06-29,1.25
2007-07-26,-3.7037
2007-07-27,0.0
2007-07-31,15.3846
2007-08-01,-16.6667
2007-08-02,1.3333
2007-08-03,2.6316
2007-08-08,-2.5641
2007-08-09,0.0
2007-08-15,0.0
2007-08-16,-0.6579
2007-08-17,0.6623
2007-08-20,0.0
2007-08-21,0.0
2007-08-28,5.2632
2007-08-29,-4.0
2007-08-31,3.268
2007-09-10,-8.1013
2007-09-11,0.551
2007-09-20,-0.5479
2007-09-21,0.0
2007-09-24,0.0
2007-09-25,4.6832
2007-09-27,0.0
2007-10-16,5.2632
2007-10-29,-6.25
2007-10-31,-1.3333
2007-11-01,-1.0811
2007-11-05,0.0
2007-11-06,0.0
2007-11-07,-0.2732
2007-11-14,-4.1096
2007-11-15,-1.4285999999999999
2007-11-16,-0.7246
2007-11-19,-2.1898
2007-11-20,-0.7463
2007-11-27,-9.6241
2007-11-28,7.3211
2007-12-10,-6.2928
2007-12-14,1.3963
2007-12-18,-1.8033000000000001
2007-12-20,1.1686
2007-12-21,14.6865
2007-12-31,-17.9856
2008-01-04,-1.7544
2008-01-07,3.5714
2008-01-14,-3.4483
2008-01-16,-3.5714
2008-01-17,0.0
2008-01-18,1.8519
2008-01-29,-3.6364
2008-01-30,-1.8868
2008-01-31,-2.6923
2008-02-04,0.0
2008-02-06,-2.9644
2008-02-08,-8.1466
2008-02-15,1.9956
2008-02-19,6.5217
2008-03-05,-4.5175
2008-03-17,-18.2366
2008-03-19,0.4734
2008-03-24,0.0
2008-03-25,0.0
2008-03-28,2.0942
2008-04-01,0.0
2008-04-02,1.2821
2008-04-03,0.6582
2008-04-04,-4.9296
2008-04-15,3.1746
2008-04-16,5.1282
2008-04-17,0.0
2008-04-18,0.0
2008-04-21,9.0244
2008-04-22,2.9083
2008-05-01,-3.9130000000000003
2008-05-16,0.0
2008-05-20,-13.5747
2008-05-21,2.0942
2008-05-27,-2.0513
2008-06-09,-7.8534
2008-06-10,7.9545
2008-06-11,-5.0
2008-06-16,-1.662
2008-06-18,9.0141
2008-06-19,-9.5607
2008-06-23,-1.7143000000000002
2008-07-01,-1.1628
2008-07-15,1.4706000000000001
2008-07-21,-2.8986
2008-08-15,0.0
2008-09-12,0.0
2008-09-19,1.4925
2008-09-22,2.9412000000000003
2008-09-24,2.8571
2008-09-29,-2.7778
2008-10-01,-1.4285999999999999
2008-10-02,1.4493
2008-10-10,-1.4285999999999999
2008-10-15,-0.5797
2008-10-17,0.5831
2008-10-24,0.0
2008-11-03,0.0
2008-11-06,0.0
2008-11-10,-16.5217
2008-11-12,0.0
2008-11-13,8.6806
2008-11-17,-7.0288
2008-11-18,-0.6873
2008-11-21,-2.4221
2008-11-24,0.0
2008-11-26,0.7092
2008-12-04,-1.4085
2008-12-12,-1.7856999999999998
2008-12-17,-2.1818
2008-12-22,0.0
2008-12-23,0.0
2008-12-24,-3.3457
2008-12-29,2.9231
2008-12-30,4.6338
2008-12-31,-7.1429
2009-01-12,11.538499999999999
2009-02-12,-20.6897
2009-02-13,-4.3478
2009-02-17,0.0
2009-02-23,-0.0909
2009-03-02,0.0
2009-05-07,-5.8235
2009-05-12,-0.9662
2009-05-26,-49.268299999999996
2009-05-27,-1.9231
2009-05-28,-8.8235
2009-06-11,7.5269
2009-06-16,10.0
2009-06-17,-4.5455
2009-06-23,13.3333
2009-06-25,-17.647100000000002
2009-06-26,3.0612
2009-06-29,0.9901
2009-06-30,0.9804
2009-07-01,0.0
2009-07-09,-5.8252
2009-07-20,1.0309
2009-07-21,0.0
2009-07-22,0.0
2009-07-23,0.0
2009-07-24,1.0204
2009-07-28,19.1919
2009-08-14,-15.2542
2009-08-17,-2.0
2009-08-18,1.2245
2009-08-19,-1.2097
2009-08-20,0.0
2009-08-21,0.0
2009-08-24,-17.1429
2009-08-25,-5.1724
2009-08-26,-2.5974
2009-08-28,-4.0
2009-09-17,8.3333
2009-09-18,0.0
2009-09-21,-8.7179
2009-09-23,9.5506
2009-09-28,-3.8462
2009-10-09,-6.6667
2009-10-16,-7.1429
2009-10-20,-15.3846
2009-10-26,3.6364
2009-10-30,0.7018
2009-11-02,-2.439
2009-11-05,7.1429
2009-11-09,-6.6667
2009-11-12,0.0
2009-11-16,-5.3571
2009-11-17,-15.0943
2009-11-18,-11.1111
2009-11-19,25.0
2009-11-20,-10.4
2009-11-25,-8.482099999999999
2009-11-30,9.7561
2009-12-01,-6.6667
2009-12-02,11.9048
2009-12-03,23.4043
2009-12-04,-37.931
2009-12-08,11.1111
2009-12-09,-22.5
2009-12-10,0.0
2009-12-11,-3.2258
2009-12-14,23.3333
2009-12-16,7.5676
2009-12-18,13.0653
2009-12-21,-11.1111
2009-12-22,12.5
2009-12-28,-21.3333
2009-12-29,1.6949
2009-12-30,22.2222
2009-12-31,-11.3636
2010-01-04,-2.5641
2010-01-08,4.2105
2010-01-11,6.0606
2010-01-12,11.9048
2010-01-13,0.0
2010-01-26,-6.383
2010-01-29,-4.5455
2010-02-02,7.1429
2010-02-03,22.2222
2010-02-11,0.0
2010-02-19,-12.7273
2010-02-26,14.5833
2010-03-02,-8.7273
2010-03-03,19.5219
2010-03-08,-8.3333
2010-03-25,-9.0909
2010-04-13,24.0
2010-04-15,-16.129
2010-04-16,-21.1538
2010-05-03,9.7561
2010-05-04,0.0
2010-05-12,0.0
2010-05-14,-44.4444
2010-06-03,36.0
2010-06-21,0.0
2010-06-23,-2.9412000000000003
2010-06-25,0.0
2010-07-01,-24.2424
2010-07-07,0.0
2010-07-27,8.0
2010-08-11,-25.1852
2010-09-10,-35.6436
2010-10-04,-6.1538
2010-10-05,0.0
2010-10-07,0.0
2010-10-11,-4.918
2010-10-19,0.0
2010-10-29,3.4483
2010-11-05,-25.0
2010-11-10,0.0
2010-11-12,0.0
2010-11-18,35.5556
2010-11-23,-26.2295
2010-12-01,35.5556
2010-12-02,-26.2295
2010-12-03,0.0
2010-12-06,88.8889
2010-12-08,-58.8235
2010-12-09,45.7143
2010-12-10,98.0392
2010-12-13,8.9109
2010-12-17,6.3636
2010-12-21,-44.4444
2010-12-22,-7.6923
2010-12-23,0.0
2010-12-27,0.0
2010-12-28,0.0
2010-12-29,25.0
2010-12-30,-20.0
2010-12-31,0.0
2011-01-25,33.3333
2011-01-28,12.5
2011-02-03,3.3333
2011-02-09,61.2903
2011-02-10,16.6667
2011-02-11,14.2857
2011-02-23,-45.0
2011-03-14,0.0
2011-03-17,0.0
2011-03-22,0.0
2011-03-25,35.4545
2011-03-28,-28.8591
2011-03-31,3.7736
2011-04-07,-3.6364
2011-04-08,3.7736
2011-04-28,-3.6364
2011-05-02,3.7736
2011-05-03,-4.5455
2011-05-05,-3.8095
2011-05-26,-30.6931
2011-06-07,50.0
2011-06-17,14.2857
2011-07-05,-43.3333
2011-07-18,0.0
2011-08-18,0.0
2011-08-24,-4.4118
2011-08-25,1.5385
2011-09-01,43.9394
2011-09-02,-34.7368
2011-09-26,12.9032
2011-10-06,0.0
2011-10-24,-12.857099999999999
2011-11-03,-1.6393
2011-11-08,0.0
2011-11-11,0.0
2011-11-16,0.0
2011-11-23,1.6667
2011-12-13,-1.6393
2011-12-20,8.3333
2011-12-21,-7.6923
2011-12-23,-8.3333
2011-12-28,9.0909
2012-01-09,0.0
2012-01-25,0.0
2012-01-31,11.6667
2012-03-07,-10.4478
2012-03-08,0.0
2012-03-09,108.3333
2012-03-20,-44.0
2012-05-09,-14.2857
2012-05-18,15.0
2012-05-21,1.4493
2012-05-29,-7.1429
2012-05-31,-7.6923
2012-06-01,0.0
2012-06-05,1.6667
2012-06-07,-9.8361
2012-06-11,9.0909
2012-07-24,-8.3333
2012-07-25,0.0
2012-07-26,-3.6364
2012-07-31,-5.6604
2012-08-02,-10.0
2012-08-10,-33.3333
2012-08-14,16.6667
2012-08-20,42.8571
2012-09-19,-50.0
2012-11-06,-52.0
2012-11-12,0.0
2012-11-13,0.0
2012-12-04,0.0
2012-12-05,0.0
2012-12-11,0.0
2012-12-12,25.0
2012-12-13,0.0
2012-12-18,13.3333
2012-12-26,-5.8824
2013-01-15,0.0
2013-01-16,0.0
2013-02-27,37.5
2013-03-04,13.6364
2013-03-11,0.0
2013-03-13,0.0
2013-03-18,0.0
2013-05-06,0.0
2013-05-13,0.0
2013-05-16,0.0
2013-07-26,8.0
2013-07-29,3.7037
2013-08-09,-10.7143
2013-08-27,0.0
2013-09-30,24.0
2013-10-07,12.9032
2013-10-14,185.7143
2013-10-21,0.0
2013-11-25,-50.0
2013-11-26,0.0
2013-12-13,-38.0
2013-12-26,0.0
2013-12-27,0.0
2013-12-30,0.0
2014-01-07,0.0
2014-02-06,0.0
2014-02-07,0.0
2014-02-26,0.0
2014-03-21,0.0
2014-04-17,12.9032
2014-06-13,3.7143
2014-08-04,4.6832
2014-08-05,0.0
2014-08-06,31.5789
2014-08-07,-16.0
2014-08-11,30.9524
2014-08-12,-18.1818
2014-08-13,28.8889
2014-08-20,-13.6207
2014-08-21,9.7804
2014-08-27,0.0
2014-09-08,43.3295
2014-09-09,-4.8601
2014-09-12,37.3333
2014-09-17,0.0
2014-09-30,-20.3883
2014-10-01,2.439
2014-10-02,-3.5714
2014-10-03,-1.2346
2014-11-13,-21.25
2014-11-18,0.0
2014-11-20,0.0
2014-12-01,15.873
2014-12-10,-13.6986
2014-12-11,15.873
2015-01-09,-90.411
2015-03-12,728.5714
2015-04-01,10.3448
2015-05-05,-6.25
2015-05-22,0.0
2015-06-22,5.0
2015-07-28,-12.6984
2015-07-30,0.0
2015-10-22,0.0
2015-10-23,5.4545
2015-11-05,-31.0345
2015-12-08,15.0
2015-12-10,8.6957
2016-01-14,-30.0
2016-02-25,51.4286
2016-05-05,-33.9623
2016-06-02,-8.5714
2016-07-19,0.0
2016-07-22,0.0
2016-08-12,0.0
2016-08-26,0.0
2016-08-30,71.875
2016-09-01,54.5455
2016-09-26,0.0
2016-09-30,-47.0588
2016-11-03,-28.8889
2016-12-02,103.125
2016-12-12,-60.7692
2016-12-13,-49.0196
2016-12-19,0.0
2016-12-28,3.8462
2016-12-30,48.1481
2017-02-01,0.0
2017-03-02,-25.0
2017-03-30,-46.6667
2017-04-07,0.0
2017-04-11,0.625
2017-04-26,24.2236
2017-07-07,-50.0
2017-08-28,0.0
2017-09-01,0.0
2017-09-08,0.0
2017-10-16,0.0
2017-11-16,0.0
2017-12-22,2.0
2017-12-29,-1.9607999999999999
2018-01-29,0.0
2018-02-01,20.0
2018-02-02,0.0
2018-02-06,0.0
2018-02-14,0.0
2018-02-26,16.6667
2018-04-04,-7.1429
2018-04-05,7.6923
2018-04-25,-28.5714
2018-04-26,0.0
2018-06-04,0.0
2018-07-05,-20.0
2018-08-17,37.5
2018-08-31,-27.2727
2018-09-11,-25.0
2018-09-18,0.0
2018-09-19,-33.3333
2018-11-01,25.0
2018-11-07,20.0
2018-11-27,-33.3333
2018-12-03,25.0
2018-12-17,-60.0
2018-12-20,0.0
2018-12-21,250.0
2018-12-24,-14.2857
2018-12-26,0.0
2018-12-31,-83.3333
2019-01-04,0.0
2019-02-04,0.0
2019-03-21,500.0
2019-04-09,-73.3333
2019-04-12,337.5
2019-04-15,-14.2857
2019-04-16,-16.6667
2019-08-09,-40.0
2019-08-14,0.0
2019-09-10,1.3333
2019-09-27,0.0
2019-10-03,557.8947
2019-10-11,0.0
2019-11-29,-84.25
2019-12-09,-4.7619
2019-12-17,5.0
2020-01-09,7.9365
2020-02-28,0.0
2020-03-23,-11.7647
2020-05-08,0.0
2020-06-11,38.6667
2020-06-17,20.1923
2020-06-24,-40.0
2020-07-14,-46.6667
2020-07-17,212.5
