ticker,PAVM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-07-29,10.0
2016-08-01,4.8951
2016-08-03,-13.3333
2016-08-04,17.2308
2016-08-05,-4.8556
2016-08-09,-0.5552
2016-08-10,-5.1631
2016-08-15,-0.032
2016-08-16,3.2872
2016-08-17,0.0
2016-08-22,-0.849
2016-08-23,1.7848000000000002
2016-08-24,0.0
2016-08-26,0.3509
2016-08-29,0.0
2016-09-01,0.979
2016-09-07,0.0
2016-09-13,-9.9723
2016-09-14,11.1538
2016-09-15,0.0
2016-09-16,0.0
2016-09-21,-3.1142
2016-09-27,0.0
2016-10-11,-15.9286
2016-10-12,0.0
2016-10-13,2.8037
2016-10-18,-1.6529
2016-10-20,-3.3613
2016-10-21,3.0435
2016-10-28,-0.3275
2016-10-31,-0.0947
2016-11-02,-6.6202
2016-11-04,-4.7084
2016-11-09,13.3333
2016-11-10,-7.563
2016-11-11,2.1818
2016-11-14,-6.5836
2016-11-15,-2.1095
2016-11-16,-2.7095000000000002
2016-11-17,-10.2
2016-11-18,-0.8909
2016-11-21,3.3708
2016-11-23,3.2609
2016-11-28,0.0
2016-11-29,-8.3441
2016-11-30,-8.1232
2016-12-01,0.0
2016-12-07,0.0
2016-12-09,3.125
2016-12-12,0.6061
2016-12-13,-3.9759
2016-12-14,-6.6876
2016-12-15,-7.0862
2016-12-16,12.1563
2016-12-19,-8.2581
2016-12-20,1.0127
2016-12-21,-3.4348
2016-12-22,11.7469
2016-12-23,-9.6774
2016-12-27,0.0
2016-12-28,-2.8571
2016-12-30,1.4706000000000001
2017-01-03,-0.8116
2017-01-04,-3.5652
2017-01-05,-9.0909
2017-01-06,0.0
2017-01-09,0.0
2017-01-10,-3.5145999999999997
2017-01-11,-9.2317
2017-01-12,-0.4698
2017-01-13,7.2658
2017-01-17,-8.6453
2017-01-18,-9.4634
2017-01-19,13.5843
2017-01-20,-2.8615
2017-01-23,1.1366
2017-01-25,1.3966
2017-01-26,-2.8571
2017-01-30,15.2868
2017-01-31,14.8149
2017-02-01,3.6931000000000003
2017-02-02,14.2857
2017-02-03,-12.5
2017-02-06,0.0
2017-02-07,0.1429
2017-02-08,-2.9957000000000003
2017-02-09,-2.7941000000000003
2017-02-10,-3.177
2017-02-13,1.4062999999999999
2017-02-14,0.2331
2017-02-15,-2.3155
2017-02-16,-0.8577
2017-02-17,-1.5873
2017-02-21,0.0
2017-02-22,-11.4516
2017-02-23,16.5756
2017-02-24,-4.6875
2017-02-27,2.1311
