ticker,SI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-11-07,4.3333
2019-11-08,3.9936
2019-11-11,2.9186
2019-11-12,1.1194
2019-11-13,6.6421
2019-11-14,6.2284
2019-11-15,-1.6287
2019-11-18,3.9073
2019-11-19,2.5494
2019-11-20,0.9323
2019-11-21,1.17
2019-11-22,-4.6257
2019-11-25,-2.0421
2019-11-26,3.9088000000000003
2019-11-27,0.627
2019-11-29,2.3053
2019-12-02,-2.4361
2019-12-03,-3.6205
2019-12-04,-1.7487
2019-12-05,2.1753
2019-12-06,-2.2580999999999998
2019-12-09,1.1221
2019-12-10,2.8068
2019-12-11,-2.0317
2019-12-12,1.1666
2019-12-13,2.6265
2019-12-16,0.7491
2019-12-17,1.5489000000000002
2019-12-18,-0.7932
2019-12-19,0.0
2019-12-20,-2.1525
2019-12-23,-1.5085
2019-12-24,0.9572
2019-12-26,-1.7067
2019-12-27,0.1286
2019-12-30,2.4406
2019-12-31,-0.2508
2020-01-02,0.1257
2020-01-03,0.0
2020-01-06,0.0628
2020-01-07,2.1957
2020-01-08,0.8594
2020-01-09,-2.1302
2020-01-10,-1.2438
2020-01-13,-3.2116
2020-01-14,2.2121
2020-01-15,0.2546
2020-01-16,0.127
2020-01-17,-1.2048
2020-01-21,1.1553
2020-01-22,-0.698
2020-01-23,-0.5751
2020-01-24,-1.2852999999999999
2020-01-27,-4.8828
2020-01-28,1.7112
2020-01-29,0.2019
2020-01-30,0.0
2020-01-31,5.9772
2020-02-03,-5.3866
2020-02-04,6.497
2020-02-05,0.566
2020-02-06,1.0006
2020-02-07,0.6192
2020-02-10,-0.6154
2020-02-11,0.2477
2020-02-12,0.3706
2020-02-13,0.3692
2020-02-14,0.0
2020-02-18,0.4905
2020-02-19,1.5863
2020-02-20,-0.7808
2020-02-21,0.4843
2020-02-24,-1.2048
2020-02-25,-0.7317
2020-02-26,-0.1843
2020-02-27,-1.6
2020-02-28,-7.8174
2020-03-02,5.3596
2020-03-03,-1.8674
2020-03-04,0.7218
2020-03-05,-1.8241
2020-03-06,-2.7206
2020-03-09,-13.0969
2020-03-10,1.0204
2020-03-11,-13.4421
2020-03-12,-31.5081
2020-03-13,30.0131
2020-03-16,-3.2258
2020-03-17,3.8542
2020-03-18,-10.4313
2020-03-19,2.2396
2020-03-20,6.3527000000000005
2020-03-23,-9.9897
2020-03-24,4.119
2020-03-25,5.9341
2020-03-26,3.8382
2020-03-27,-11.4885
2020-03-30,9.8194
2020-03-31,-1.9527
2020-04-01,-10.0629
2020-04-02,-0.1166
2020-04-03,-3.734
2020-04-06,9.0909
2020-04-07,-3.0
2020-04-08,6.9874
2020-04-09,20.985
2020-04-13,-7.9646
2020-04-14,-0.7692
2020-04-15,-7.0736
2020-04-16,4.2753
2020-04-17,37.2
2020-04-20,0.7289
2020-04-21,-5.7887
2020-04-22,0.6912
2020-04-23,1.373
2020-04-24,1.5800999999999998
2020-04-27,3.9259
2020-04-28,1.6393
2020-04-29,10.5189
2020-04-30,0.8883
2020-05-01,-4.2138
2020-05-04,-5.7124
2020-05-05,1.4624
2020-05-06,-8.0302
2020-05-07,-0.1493
2020-05-08,4.6338
2020-05-11,-1.9285999999999999
2020-05-12,8.0117
2020-05-13,-4.1807
2020-05-14,1.6186
2020-05-15,-1.3158
2020-05-18,2.386
2020-05-19,-0.2056
2020-05-20,2.1291
2020-05-21,-0.538
2020-05-22,1.8256000000000001
2020-05-26,-1.7264
2020-05-27,-0.473
2020-05-28,-1.4257
2020-05-29,0.4821
2020-06-01,-4.9349
2020-06-02,5.6957
2020-06-03,0.0
2020-06-04,0.6139
2020-06-05,1.2881
2020-06-08,-0.8032
2020-06-09,0.2024
2020-06-10,-3.0976
2020-06-11,-5.073
2020-06-12,1.9034
2020-06-15,3.0172
2020-06-16,2.7894
2020-06-17,-0.2035
2020-06-18,0.6118
2020-06-19,-0.7432
2020-06-22,0.4765
2020-06-23,-0.0678
2020-06-24,-3.9322
2020-06-25,2.0466
2020-06-26,-8.3679
2020-06-29,4.1509
2020-06-30,1.4493
2020-07-01,-2.9286
2020-07-02,-0.6623
2020-07-06,-1.1111
2020-07-07,-3.4457
2020-07-08,0.8534
2020-07-09,-4.9231
2020-07-10,6.4725
2020-07-13,1.0638
2020-07-14,0.2256
2020-07-15,4.5761
2020-07-16,-1.076
2020-07-17,-2.6106
2020-07-20,-0.7446
2020-07-21,3.7509
2020-07-22,-0.2892
2020-07-23,1.5228000000000002
2020-07-24,-0.7143
2020-07-27,1.7986
2020-07-28,-0.2827
2020-07-29,2.3388
2020-07-30,-0.6925
2020-07-31,-4.6722
