ticker,OPNT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-12-03,1.6667
2009-12-04,4.918
2009-12-07,-6.25
2009-12-08,5.0
2009-12-10,-4.7619
2009-12-11,-8.3333
2009-12-14,-4.5455
2009-12-15,-3.8095
2009-12-16,2.9703
2009-12-17,-2.8846
2009-12-23,18.8119
2009-12-24,0.0
2010-01-19,-15.8333
2010-01-21,-1.9802
2010-01-26,-24.2424
2010-01-27,-17.3333
2010-02-08,85.4839
2010-02-09,-47.8261
2010-02-19,0.0
2010-02-22,-58.3333
2010-02-24,-20.0
2010-03-04,0.0
2010-03-05,0.0
2010-03-09,24.5
2010-03-10,-23.6948
2010-03-16,5.2632
2010-03-18,0.0
2010-03-22,30.0
2010-03-23,-3.8462
2010-03-25,12.0
2010-03-29,-7.1429
2010-03-30,15.3846
2010-03-31,-6.6667
2010-04-01,0.0
2010-04-07,60.7143
2010-04-12,0.0
2010-04-13,-33.3333
2010-04-14,16.6667
2010-04-15,0.0
2010-04-16,0.0
2010-04-19,0.0
2010-04-21,-14.2857
2010-04-23,16.6667
2010-04-26,-14.2857
2010-04-27,0.0
2010-04-28,16.6667
2010-04-29,0.0
2010-05-06,57.1429
2010-05-21,-45.4545
2010-05-28,-30.0
2010-06-07,0.0
2010-06-08,9.5238
2010-06-09,0.0
2010-06-11,0.0
2010-06-14,0.0
2010-06-17,-26.087
2010-06-18,-11.7647
2010-06-25,-20.0
2010-07-07,-16.6667
2010-07-14,-40.0
2010-07-15,66.6667
2010-07-16,-45.0
2010-07-21,27.2727
2010-07-23,0.0
2010-07-26,14.2857
2010-07-27,0.0
2010-08-05,25.0
2010-08-11,0.0
2010-08-12,-30.0
2010-08-16,-57.1429
2010-08-17,0.0
2010-08-19,66.6667
2010-08-20,0.0
2010-09-02,-20.0
2010-09-03,27.5
2010-09-07,0.0
2010-09-10,-21.5686
2010-09-17,225.0
2010-09-20,92.3077
2010-09-21,0.0
2010-09-22,-20.0
2010-09-28,-25.0
2010-09-30,33.3333
2010-10-05,-25.0
2010-10-14,100.0
2010-10-15,16.6667
2010-10-20,0.0
2010-10-27,28.5714
2010-10-28,0.0
2010-11-08,-28.8889
2010-11-09,-37.5
2010-11-10,60.0
2010-11-12,0.0
2010-11-22,-6.25
2010-11-30,6.6667
2010-12-13,-6.25
2010-12-16,6.6667
2010-12-20,-21.875
2010-12-21,28.0
2011-01-04,0.0
2011-01-05,-6.25
2011-01-06,0.0
2011-01-07,0.0
2011-01-10,0.0
