ticker,VIR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-10-11,-29.9
2019-10-14,-1.6404999999999998
2019-10-15,3.4083
2019-10-16,3.7868
2019-10-17,-3.9189
2019-10-18,-3.9381
2019-10-21,5.4905
2019-10-22,-0.2776
2019-10-23,0.9047
2019-10-24,-1.3793
2019-10-25,2.3776
2019-10-28,3.4836
2019-10-29,-2.2442
2019-10-30,-2.5658
2019-10-31,-2.2869
2019-11-01,6.383
2019-11-04,5.0
2019-11-05,0.6349
2019-11-06,-7.6972000000000005
2019-11-07,-0.6835
2019-11-08,-4.8176
2019-11-11,-4.0492
2019-11-12,-0.9043
2019-11-13,-0.6844
2019-11-14,0.3063
2019-11-15,-0.6107
2019-11-18,-1.3057
2019-11-19,0.0
2019-11-20,-2.9572000000000003
2019-11-21,2.7265
2019-11-22,-0.1561
2019-11-25,-3.2838
2019-11-26,-4.3654
2019-11-27,0.5917
2019-11-29,0.4202
2019-12-02,10.4603
2019-12-03,-0.9848
2019-12-04,4.0551
2019-12-05,-4.2647
2019-12-06,-3.0722
2019-12-09,2.0602
2019-12-10,-0.9317
2019-12-11,1.4107
2019-12-12,0.3091
2019-12-13,5.2388
2019-12-16,-8.3455
2019-12-17,0.3994
2019-12-18,-1.5114999999999998
2019-12-19,-0.0808
2019-12-20,-0.8084
2019-12-23,2.1189999999999998
2019-12-24,0.7183
2019-12-26,0.4754
2019-12-27,-2.4448
2019-12-30,-2.021
2019-12-31,3.7541
2020-01-02,-3.3797
2020-01-03,-0.9053
2020-01-06,1.2458
2020-01-07,-0.082
2020-01-08,2.0525
2020-01-09,1.6895
2020-01-10,1.5823
2020-01-13,2.9595000000000002
2020-01-14,10.0605
2020-01-15,4.8797
2020-01-16,12.5164
2020-01-17,-4.601
2020-01-21,0.5495
2020-01-22,0.425
2020-01-23,2.6602
2020-01-24,17.4912
2020-01-27,24.1855
2020-01-28,-13.9859
2020-01-29,5.4435
2020-01-30,4.7174
2020-01-31,13.1747
2020-02-03,-14.3635
2020-02-04,-6.8625
2020-02-05,-1.5066000000000002
2020-02-06,-8.0784
2020-02-07,6.4483
2020-02-10,-2.1983
2020-02-11,-8.8911
2020-02-12,4.1118
2020-02-13,-10.1632
2020-02-14,1.8757000000000001
2020-02-18,0.8631
2020-02-19,-2.4529
2020-02-20,-1.1111
2020-02-21,-3.8439
2020-02-24,16.6052
2020-02-25,14.6097
2020-02-26,60.9526
2020-02-27,72.1229
2020-02-28,-22.7575
2020-03-02,-3.2258
2020-03-03,-8.9556
2020-03-04,9.5924
2020-03-05,-2.4944
2020-03-06,4.3856
2020-03-09,-14.6608
2020-03-10,-23.3077
2020-03-11,12.9054
2020-03-12,11.3414
2020-03-13,16.117
2020-03-16,4.8099
2020-03-17,9.8339
2020-03-18,-2.1488
2020-03-19,-12.9524
2020-03-20,-7.1245
2020-03-23,-7.9225
2020-03-24,-10.5436
2020-03-25,-6.1068999999999996
2020-03-26,4.065
2020-03-27,7.1875
2020-03-30,3.4985
2020-03-31,-3.4648
2020-04-01,-13.131
2020-04-02,-1.7130999999999998
2020-04-03,-0.8886
2020-04-06,26.5517
2020-04-07,-12.5613
2020-04-08,-9.3175
2020-04-09,1.3746
2020-04-13,1.3559
2020-04-14,-1.3378
2020-04-15,-0.7797
2020-04-16,0.205
2020-04-17,0.0682
2020-04-20,5.6218
2020-04-21,-1.4516
2020-04-22,-1.5385
2020-04-23,3.5572
2020-04-24,4.687
2020-04-27,1.3493
2020-04-28,-0.9985
2020-04-29,-8.0073
2020-04-30,1.3620999999999999
2020-05-01,-8.5873
2020-05-04,6.8483
2020-05-05,0.5034
2020-05-06,-2.5042
2020-05-07,2.2945
2020-05-08,3.08
2020-05-11,1.6888999999999998
2020-05-12,-3.3536
2020-05-13,1.4870999999999999
2020-05-14,1.4328
2020-05-15,-2.5682
2020-05-18,32.1252
2020-05-19,-15.2618
2020-05-20,17.4514
2020-05-21,-7.1411
2020-05-22,-9.0934
2020-05-26,-0.0594
2020-05-27,-4.3659
2020-05-28,-1.9876
2020-05-29,8.3016
2020-06-01,3.4231
2020-06-02,4.7524999999999995
2020-06-03,-9.7489
2020-06-04,1.7654
2020-06-05,-2.3522
2020-06-08,8.2204
2020-06-09,-3.2554
2020-06-10,-0.115
2020-06-11,-3.3976
2020-06-12,1.9969999999999999
2020-06-15,4.1204
2020-06-16,2.105
2020-06-17,1.9241000000000001
2020-06-18,0.6472
2020-06-19,11.0932
2020-06-22,-6.1987
2020-06-23,3.5999
2020-06-24,18.7888
2020-06-25,-5.7877
2020-06-26,-13.8833
2020-06-29,-6.4641
2020-06-30,12.8029
2020-07-01,-3.3439
2020-07-02,1.8182
2020-07-06,1.7361
2020-07-07,8.118
2020-07-08,3.8782
2020-07-09,2.4528
2020-07-10,3.1992
2020-07-13,3.1
2020-07-14,-1.2744
2020-07-15,2.1985
2020-07-16,-2.8419
2020-07-17,4.3673
2020-07-20,0.6228
2020-07-21,0.8511
2020-07-22,-4.7948
2020-07-23,-1.108
2020-07-24,-2.0982
2020-07-27,-0.6658
2020-07-28,0.6284
2020-07-29,-1.1865
2020-07-30,-0.8637
2020-07-31,1.4875
