ticker,MGTA US Equity
2018-11-07,-0.4367
2018-11-08,-3.3991
2018-11-09,-1.3620999999999999
2018-11-12,-9.3211
2018-11-13,-12.8173
2018-11-14,-3.0568
2018-11-15,7.6577
2018-11-16,8.3682
2018-11-19,-1.5444
2018-11-20,-0.2614
2018-11-21,2.6212
2018-11-23,12.516
2018-11-26,0.3405
2018-11-27,1.2443
2018-11-28,0.6704
2018-11-29,1.5537999999999998
2018-11-30,6.8852
2018-12-03,-6.135
2018-12-04,-4.4662
2018-12-06,-1.5964
2018-12-07,-9.27
2018-12-10,-0.894
2018-12-11,7.4742
2018-12-12,-5.036
2018-12-13,-5.4293
2018-12-14,-7.6101
2018-12-17,-2.7457000000000003
2018-12-18,-6.8351
2018-12-19,-3.9872
2018-12-20,-2.4917
2018-12-21,2.2147
2018-12-24,-1.1667
2018-12-26,-1.6863000000000001
2018-12-27,-4.4597
2018-12-28,2.3339
2018-12-31,0.0
2019-01-02,5.2632
2019-01-03,-4.0
2019-01-04,6.5972
2019-01-07,-7.1661
2019-01-08,0.8772
2019-01-09,2.4348
2019-01-10,-0.8489
2019-01-11,4.7945
2019-01-14,-1.7974
2019-01-15,11.3145
2019-01-16,3.438
2019-01-17,-1.3006
2019-01-18,2.489
2019-01-22,-1.4285999999999999
2019-01-23,1.3043
2019-01-24,0.1431
2019-01-25,3.4286
2019-01-28,-3.5911999999999997
2019-01-29,-5.1576
2019-01-30,3.7763999999999998
2019-01-31,2.0378
2019-02-01,0.0
2019-02-04,-5.2782
2019-02-05,7.3795
2019-02-06,5.8906
2019-02-07,-3.4436999999999998
2019-02-08,2.7435
2019-02-11,13.8852
2019-02-12,-5.1583
2019-02-13,9.1471
2019-02-14,-4.53
2019-02-15,9.6085
2019-02-19,-4.1126
2019-02-20,3.7246
2019-02-21,-5.6583
2019-02-22,8.3045
2019-02-25,12.0341
2019-02-26,15.7795
2019-02-27,3.3662
2019-02-28,4.1303
2019-03-01,14.568999999999999
2019-03-04,3.9281
2019-03-05,2.4343
2019-03-06,2.439
2019-03-07,-0.0611
2019-03-08,-2.2602
2019-03-11,-0.6875
2019-03-12,-7.489
2019-03-13,-2.9252000000000002
2019-03-14,-3.9243
2019-03-15,26.1853
2019-03-18,6.7052
2019-03-19,0.0
2019-03-20,-3.4128
2019-03-21,2.5238
2019-03-22,1.5864
2019-03-25,6.0851
2019-03-26,-11.066
2019-03-27,-1.5411000000000001
2019-03-28,-1.3913
2019-03-29,-3.1746
2019-04-01,-3.5823
2019-04-02,-2.5819
2019-04-03,2.0685000000000002
2019-04-04,1.3933
2019-04-05,7.8076
2019-04-08,2.3754
2019-04-09,-6.5082
2019-04-10,-2.2397
2019-04-11,-0.2477
2019-04-12,-2.2346
2019-04-15,-1.9683000000000002
2019-04-16,2.9145
2019-04-17,-4.2794
2019-04-18,-1.3149
2019-04-22,0.3331
2019-04-23,2.988
2019-04-24,5.5448
2019-04-25,-0.4887
2019-04-26,7.3051
2019-04-29,-2.6888
2019-04-30,-15.2851
2019-05-01,-4.9271
2019-05-02,0.7299
2019-05-03,11.087
2019-05-06,0.7175
2019-05-07,-4.728
2019-05-08,1.9714
2019-05-09,2.6667
2019-05-10,2.5974
2019-05-13,1.8987
2019-05-14,2.3602
2019-05-15,-1.8204
2019-05-16,0.8035
2019-05-17,1.5328
2019-05-20,0.8454
2019-05-21,3.2335
2019-05-22,-0.6381
2019-05-23,1.2843
2019-05-24,-2.1902
2019-05-28,-1.65
2019-05-29,-4.7334
2019-05-30,-3.5220000000000002
2019-05-31,-4.4329
2019-06-03,-1.296
2019-06-04,-0.3455
2019-06-05,-1.2483
2019-06-06,-4.3539
2019-06-07,-1.6153
2019-06-10,5.3731
2019-06-11,0.4249
2019-06-12,1.0578
2019-06-13,2.3029
2019-06-14,-2.0464
2019-06-17,-4.805
2019-06-18,1.2436
2019-06-19,4.9133
2019-06-20,2.8926
2019-06-21,8.4337
2019-06-24,-7.4691
2019-06-25,-1.2675
2019-06-26,-3.6486
2019-06-27,3.3661
2019-06-28,0.0678
2019-07-01,-8.339
2019-07-02,1.1095
2019-07-03,-0.8778
2019-07-05,1.5497999999999998
2019-07-08,-2.9797000000000002
2019-07-09,2.3221
2019-07-10,0.5857
2019-07-11,-1.4556
2019-07-12,-3.6189
2019-07-15,3.2184
2019-07-16,-1.0393
2019-07-17,-0.2251
2019-07-18,2.0301
2019-07-19,-5.5269
2019-07-22,-0.156
2019-07-23,-3.5938
2019-07-24,4.0519
2019-07-25,2.5701
2019-07-26,0.0
2019-07-29,3.5686999999999998
2019-07-30,2.6393
2019-07-31,-3.5
2019-08-01,-2.4426
2019-08-02,-4.173
2019-08-05,-7.4426
2019-08-06,2.9085
2019-08-07,-1.1638
2019-08-08,11.1018
2019-08-09,-6.056
2019-08-12,-4.3513
2019-08-13,-0.5897
2019-08-14,-0.5932
2019-08-15,-5.7118
2019-08-16,4.792
2019-08-19,2.9336
2019-08-20,-0.922
2019-08-21,-9.7293
2019-08-22,1.9681
2019-08-23,-9.375
2019-08-26,6.288
2019-08-27,-3.3397
2019-08-28,-0.1974
2019-08-29,2.7695
2019-08-30,-0.5775
2019-09-03,-5.4211
2019-09-04,2.0471
2019-09-05,4.1123
2019-09-06,-0.578
2019-09-09,-4.3605
2019-09-10,6.9909
2019-09-11,9.4697
2019-09-12,-2.6817
2019-09-13,1.5110999999999999
2019-09-16,-0.7005
2019-09-17,-0.3527
2019-09-18,-1.4159
2019-09-19,5.2065
2019-09-20,0.6826
2019-09-23,-4.9153
2019-09-24,-7.1301
2019-09-25,1.4395
2019-09-26,-6.5279
2019-09-27,-2.5304
2019-09-30,6.5421
2019-10-01,-7.4074
2019-10-02,6.7368
2019-10-03,2.2682
2019-10-04,-2.4108
2019-10-07,-1.4822
2019-10-08,-2.5075
2019-10-09,1.6461000000000001
2019-10-10,-1.0121
2019-10-11,0.5112
2019-10-14,-0.5086
2019-10-15,2.2495
2019-10-16,-6.9
2019-10-17,3.652
2019-10-18,-1.2435
2019-10-21,6.9254999999999995
2019-10-22,-0.9814
2019-10-23,-4.8563
2019-10-24,-2.0833
2019-10-25,-2.234
2019-10-28,6.3112
2019-10-29,-0.7165
2019-10-30,8.6598
2019-10-31,-1.2334
2019-11-01,9.2219
2019-11-04,-0.8795
2019-11-05,-0.6211
2019-11-06,-4.1964
2019-11-07,-2.4231
2019-11-08,-0.2865
2019-11-11,3.4483
2019-11-12,-2.963
2019-11-13,-2.1947
2019-11-14,-8.0
2019-11-15,-0.106
2019-11-18,-3.7155
2019-11-19,15.7663
2019-11-20,23.9048
2019-11-21,0.9992
2019-11-22,5.4033
2019-11-25,-4.6931
2019-11-26,-6.0606
2019-11-27,7.3387
2019-11-29,-0.5259
2019-12-02,-6.0423
2019-12-03,7.1543
2019-12-04,-1.5754000000000001
2019-12-05,-1.0671
2019-12-06,2.3883
2019-12-09,-3.7622
2019-12-10,9.4605
2019-12-11,3.0
2019-12-12,-4.4383
2019-12-13,-7.8374
2019-12-16,3.3465
2019-12-17,1.2570999999999999
2019-12-18,1.3544
2019-12-19,3.9347
2019-12-20,3.6429
2019-12-23,9.1661
2019-12-24,-0.3157
2019-12-26,-2.1532999999999998
2019-12-27,-5.2427
2019-12-30,4.235
2019-12-31,-0.6553
2020-01-02,-0.9235
2020-01-03,-1.7309999999999999
2020-01-06,-0.2033
2020-01-07,1.2899
2020-01-08,-0.134
2020-01-09,0.8054
2020-01-10,1.4647000000000001
2020-01-13,-10.8268
2020-01-14,-0.8094
2020-01-15,3.9318
2020-01-16,2.641
2020-01-17,-1.8081
2020-01-21,-0.4249
2020-01-22,-0.8535
2020-01-23,-1.2195
2020-01-24,0.5084
2020-01-27,-0.4335
2020-01-28,-1.8142
2020-01-29,-3.0303
2020-01-30,-6.4024
2020-01-31,-3.2573
2020-02-03,0.2525
2020-02-04,2.9387
2020-02-05,4.5677
2020-02-06,-2.4961
2020-02-07,-5.68
2020-02-10,4.1561
2020-02-11,-0.8958
2020-02-12,1.0682
2020-02-13,-2.1138
2020-02-14,2.5747999999999998
2020-02-18,2.1862
2020-02-19,3.3281
2020-02-20,8.2055
2020-02-21,-0.7796
2020-02-24,-9.2143
2020-02-25,-5.5075
2020-02-26,-3.2473
2020-02-27,-5.3356
2020-02-28,6.9091000000000005
2020-03-02,-1.7006999999999999
2020-03-03,-5.3633
2020-03-04,10.1463
2020-03-05,3.9004
2020-03-06,-4.7125
2020-03-09,-11.7351
2020-03-10,-3.1339
2020-03-11,-10.1961
2020-03-12,-11.3537
2020-03-13,0.1232
2020-03-16,-11.8081
2020-03-17,38.7727
2020-03-18,-30.0503
2020-03-19,-3.7356
2020-03-20,-10.0
2020-03-23,2.4876
2020-03-24,1.4563
2020-03-25,0.7974
2020-03-26,17.5633
2020-03-27,-7.6716
2020-03-30,3.9359
2020-03-31,-11.9215
2020-04-01,-0.1592
2020-04-02,2.7113
2020-04-03,-4.0373
2020-04-06,5.5016
2020-04-07,-2.6074
2020-04-08,2.2047
2020-04-09,8.7827
2020-04-13,13.0312
2020-04-14,2.5063
2020-04-15,-7.0905
2020-04-16,3.5526
2020-04-17,12.0712
2020-04-20,-3.1746
2020-04-21,-4.4496
2020-04-22,6.6176
2020-04-23,-4.2529
2020-04-24,6.7227
2020-04-27,4.162
2020-04-28,-8.4233
2020-04-29,6.0142
2020-04-30,-9.3437
2020-05-01,8.3436
2020-05-04,1.0193
2020-05-05,-3.9238
2020-05-06,10.6184
2020-05-07,2.7426
2020-05-08,10.4723
2020-05-11,-0.9294
2020-05-12,-12.1951
2020-05-13,-4.4872
2020-05-14,-2.4609
2020-05-15,0.9174
2020-05-18,4.0909
2020-05-19,-0.4367
2020-05-20,4.4956
2020-05-21,0.3148
2020-05-22,0.523
2020-05-26,-0.2081
2020-05-27,-1.7727
2020-05-28,-2.4416
2020-05-29,-3.8085
2020-06-01,6.3347999999999995
2020-06-02,0.3191
2020-06-03,-0.7423
2020-06-04,-0.7479
2020-06-05,7.535
2020-06-08,2.1021
2020-06-09,3.4804
2020-06-10,-1.4685000000000001
2020-06-11,-13.125
2020-06-12,0.6087
2020-06-15,2.2002
2020-06-16,-0.3229
2020-06-17,-0.108
2020-06-18,0.6486
2020-06-19,4.0816
2020-06-22,3.096
2020-06-23,3.1031
2020-06-24,-6.1165
2020-06-25,-14.0641
2020-06-26,-4.6931
2020-06-29,-6.3763
2020-06-30,1.2812000000000001
2020-07-01,0.9321
2020-07-02,5.1451
2020-07-06,9.1593
2020-07-07,1.4943
2020-07-08,1.2458
2020-07-09,-0.4474
2020-07-10,-5.9551
2020-07-13,-9.7969
2020-07-14,-0.7947
2020-07-15,1.4686
2020-07-16,0.4605
2020-07-17,4.7806
2020-07-20,0.75
2020-07-21,-1.9851
2020-07-22,0.0
2020-07-23,-3.1646
2020-07-24,-1.5686
2020-07-27,-0.7968
2020-07-28,-3.3467000000000002
2020-07-29,-2.7701000000000002
2020-07-30,1.567
2020-07-31,-1.5428
