ticker,OPVS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-07-13,10400.0
2015-07-21,0.0
2015-07-31,471.4286
2015-08-06,-10.0
2015-08-07,-65.5556
2015-08-10,-3.5484
2015-08-11,0.0
2015-08-13,0.0
2015-08-14,-8.0268
2015-08-18,-9.0909
2015-08-27,-20.0
2015-08-28,-12.5
2015-09-01,13.7143
2015-09-03,-12.0603
2015-09-04,-13.7143
2015-09-08,-0.6623
2015-09-09,-0.6667
2015-09-16,-5.3690999999999995
2015-09-17,0.0
2015-09-24,34.7518
2015-09-25,-3.1579
2015-10-01,-10.3261
2015-10-02,-24.2424
2015-10-05,0.0
2015-10-06,0.0
2015-10-07,0.0
2015-10-08,4.0
2015-10-09,-3.8462
2015-10-12,0.0
2015-10-13,0.0
2015-10-16,8.0
2015-10-21,-25.9259
2015-10-22,0.0
2015-10-23,20.0
2015-10-26,-16.6667
2015-10-27,0.0
2015-10-30,0.0
2015-11-03,0.0
2015-11-17,-20.0
2015-11-18,0.0
2015-11-19,-2.5
2015-11-20,28.2051
2015-11-23,5.0
2015-11-25,0.0
2015-11-27,-10.9524
2015-11-30,33.6898
2015-12-01,60.0
2015-12-02,25.0
2015-12-03,8.0
2015-12-04,5.5556
2015-12-07,-22.807
2015-12-08,-9.0909
2015-12-09,35.0
2015-12-10,-20.3704
2015-12-11,4.6512
2015-12-14,11.1111
2015-12-15,-10.0
2015-12-16,-20.4444
2015-12-17,-18.324
2015-12-18,2.5991999999999997
2015-12-22,9.6667
2015-12-28,-2.1277
2015-12-29,1.8634
2015-12-30,-1.8293
2016-01-04,-6.8323
2016-01-05,6.6667
2016-01-06,-15.625
2016-01-07,1.4815
2016-01-08,0.0
2016-01-11,5.8394
2016-01-12,-3.4483
2016-01-13,-8.2143
2016-01-14,-1.9455
2016-01-15,2.3810000000000002
2016-01-19,-0.7752
2016-01-20,-2.3438
2016-01-21,-8.0
2016-01-22,0.0
2016-01-26,-5.2174
2016-01-27,-8.2569
2016-01-28,0.0
2016-01-29,-10.0
2016-02-01,-4.4444
2016-02-03,-1.1628
2016-02-05,11.7647
2016-02-08,0.0
2016-02-09,0.0
2016-02-10,-6.3158
2016-02-11,-4.4944
2016-02-12,-5.8676
2016-02-16,3.7338
2016-02-17,0.0
2016-02-18,8.4337
2016-02-19,0.0
2016-02-22,11.1111
2016-02-23,0.0
2016-02-24,6.55
2016-02-25,-0.5162
2016-02-26,-0.9434
2016-02-29,0.9524
2016-03-01,-0.9434
