ticker,BE US Equity
2018-12-12,-1.3418999999999999
2018-12-13,-6.7358
2018-12-14,-1.9444
2018-12-17,-9.7025
2018-12-18,-5.8824
2018-12-19,-7.0833
2018-12-20,-8.3408
2018-12-21,-1.3699
2018-12-24,-1.7856999999999998
2018-12-26,8.8889
2018-12-27,1.6698
2018-12-28,-1.1861
2018-12-31,-7.8486
2019-01-02,1.4028
2019-01-03,3.4585
2019-01-04,12.9895
2019-01-07,4.9028
2019-01-08,2.5786
2019-01-09,-4.6347000000000005
2019-01-10,-0.9885
2019-01-11,1.8303
2019-01-14,-0.7353
2019-01-15,3.6214
2019-01-16,1.8268
2019-01-17,2.2621
2019-01-18,-3.3562
2019-01-22,-5.1302
2019-01-23,-0.1664
2019-01-24,-3.5
2019-01-25,-0.4318
2019-01-28,-7.1986
2019-01-29,-7.6636
2019-01-30,-6.7814
2019-01-31,2.6059
2019-02-01,8.254
2019-02-04,5.1808
2019-02-05,-0.6506
2019-02-06,-4.9579
2019-02-07,1.8700999999999999
2019-02-08,-2.8019
2019-02-11,-6.4612
2019-02-12,2.0191
2019-02-13,14.5833
2019-02-14,6.2727
2019-02-15,-3.2506
2019-02-19,-1.5915
2019-02-20,11.0512
2019-02-21,4.5306999999999995
2019-02-22,8.5139
2019-02-25,-0.2853
2019-02-26,5.1502
2019-02-27,-6.1224
2019-02-28,4.8551
2019-03-01,12.6469
2019-03-04,-7.1779
2019-03-05,0.8592
2019-03-06,-7.4705
2019-03-07,1.1331
2019-03-08,-5.4622
2019-03-11,5.9259
2019-03-12,-3.007
2019-03-13,-4.3259
2019-03-14,-5.5765
2019-03-15,2.9529
2019-03-18,0.155
2019-03-19,0.0774
2019-03-20,-2.0882
2019-03-21,-0.8689
2019-03-22,-5.9761
2019-03-25,0.0
2019-03-26,1.6101999999999999
2019-03-27,2.3353
2019-03-28,-0.8965
2019-03-29,6.25
2019-04-01,-0.387
2019-04-02,0.8547
2019-04-03,2.4653
2019-04-04,-4.6617
2019-04-05,-0.2366
2019-04-08,-2.1344
2019-04-09,-0.3231
2019-04-10,-2.9173
2019-04-11,4.424
2019-04-12,-0.9592
2019-04-15,-4.0355
2019-04-16,4.6257
2019-04-17,4.0193
2019-04-18,0.1546
2019-04-22,0.1543
2019-04-23,-0.9245
2019-04-24,0.5443
2019-04-25,-4.563
2019-04-26,-0.3241
2019-04-29,6.9919
2019-04-30,3.4954
2019-05-01,5.1395
2019-05-02,-1.3268
2019-05-03,7.9972
2019-05-06,-3.5387
2019-05-07,-3.8043
2019-05-08,-5.791
2019-05-09,2.6987
2019-05-10,-2.4088
2019-05-13,-1.2715
2019-05-14,3.5606
2019-05-15,-2.3409
2019-05-16,-2.6966
2019-05-17,-8.3911
2019-05-20,-1.5126
2019-05-21,4.7782
2019-05-22,-2.2801
2019-05-23,-3.0833
2019-05-24,-3.9553000000000003
2019-05-28,0.8953
2019-05-29,-1.331
2019-05-30,-2.3381
2019-05-31,-0.5525
2019-06-03,-0.8333
2019-06-04,0.8403
2019-06-05,-0.5556
2019-06-06,-5.959
2019-06-07,1.1881
2019-06-10,2.0548
2019-06-11,0.4794
2019-06-12,0.1908
2019-06-13,7.5238
2019-06-14,-1.5943
2019-06-17,6.1206
2019-06-18,2.3749000000000002
2019-06-19,0.8285
2019-06-20,2.2186
2019-06-21,-5.7878
2019-06-24,-1.3652
2019-06-25,-0.2595
2019-06-26,2.5152
2019-06-27,-1.5228000000000002
2019-06-28,5.4124
2019-07-01,1.956
2019-07-02,0.9592
2019-07-03,-1.7419
2019-07-05,3.2232
2019-07-08,0.8587
2019-07-09,0.3096
2019-07-10,0.6944
2019-07-11,-2.3755
2019-07-12,2.5118
2019-07-15,-5.7427
2019-07-16,-2.5183
2019-07-17,-3.3333
2019-07-18,-1.4655
2019-07-19,-3.762
2019-07-22,-3.0909
2019-07-23,-1.5009000000000001
2019-07-24,3.9048
2019-07-25,-2.5665
2019-07-26,0.1881
2019-07-29,-3.0986
2019-07-30,-1.5504
2019-07-31,2.8543
2019-08-01,-2.2967
2019-08-02,0.2938
2019-08-05,-6.0547
2019-08-06,-4.158
2019-08-07,-0.8677
2019-08-08,-2.407
2019-08-09,-4.0359
2019-08-12,-6.5421
2019-08-13,-42.5
2019-08-14,6.7391
2019-08-15,0.8147
2019-08-16,3.4343
2019-08-19,5.4688
2019-08-20,1.6667
2019-08-21,-3.4608
2019-08-22,-6.2264
2019-08-23,-6.4386
2019-08-26,0.4301
2019-08-27,-5.7816
2019-08-28,-2.9545
2019-08-29,-2.1077
2019-08-30,7.177
2019-09-03,-0.6696
2019-09-04,0.8989
2019-09-05,3.118
2019-09-06,3.2397
2019-09-09,-2.3013
2019-09-10,-2.3555
2019-09-11,7.2368
2019-09-12,-5.5215
2019-09-13,-3.8961
2019-09-16,-5.6306
2019-09-17,-21.0024
2019-09-18,0.9063
2019-09-19,6.2874
2019-09-20,-6.4789
2019-09-23,3.3133
2019-09-24,-5.5394
2019-09-25,7.0988
2019-09-26,0.5764
2019-09-27,-0.8596
2019-09-30,-6.0694
2019-10-01,-2.7692
2019-10-02,-1.8987
2019-10-03,2.9032
2019-10-04,0.627
2019-10-07,0.9346
2019-10-08,-4.9383
2019-10-09,-0.3247
2019-10-10,9.772
2019-10-11,-5.9347
2019-10-14,-8.2019
2019-10-15,2.0619
2019-10-16,-0.6734
2019-10-17,-2.7119
2019-10-18,1.0453
2019-10-21,1.3793
2019-10-22,-7.1429
2019-10-23,0.0
2019-10-24,-2.1978
2019-10-25,1.8727
2019-10-28,4.0441
2019-10-29,-4.5936
2019-10-30,9.6296
2019-10-31,3.3784
2019-11-01,9.1503
2019-11-04,11.975999999999999
2019-11-05,-0.8021
2019-11-06,-0.5391
2019-11-07,16.5312
2019-11-08,20.2326
2019-11-11,6.383
2019-11-12,1.0909
2019-11-13,-5.2158
2019-11-14,11.9545
2019-11-15,10.678
2019-11-18,1.5314
2019-11-19,-3.7707
2019-11-20,1.5674000000000001
2019-11-21,-5.2469
2019-11-22,1.7915
2019-11-25,0.32
2019-11-26,0.4785
2019-11-27,0.0
2019-11-29,3.4920999999999998
2019-12-02,-3.8344
2019-12-03,-4.6251999999999995
2019-12-04,-7.1906
2019-12-05,-1.4414
2019-12-06,-3.4735
2019-12-09,0.947
2019-12-10,-2.6266
2019-12-11,8.6705
2019-12-12,10.1064
2019-12-13,9.1787
2019-12-16,-1.4748999999999999
2019-12-17,-0.8982
2019-12-18,9.2145
2019-12-19,-12.7248
2019-12-20,4.1204
2019-12-23,-0.6088
2019-12-24,1.2251
2019-12-26,-1.6641
2019-12-27,-2.0
2019-12-30,12.8728
2019-12-31,3.8943
2020-01-02,5.4886
2020-01-03,1.9036
2020-01-06,0.4981
2020-01-07,1.3631
2020-01-08,3.5452
2020-01-09,2.2432
2020-01-10,5.4273
2020-01-13,-0.7667
2020-01-14,4.5254
2020-01-15,2.9567
2020-01-16,-4.8205
2020-01-17,4.6336
2020-01-21,-5.8702
2020-01-22,1.5316999999999998
2020-01-23,-1.2931
2020-01-24,-0.9825
2020-01-27,-8.71
2020-01-28,4.2271
2020-01-29,-2.5492
2020-01-30,-2.3781
2020-01-31,-4.0195
2020-02-03,9.6447
2020-02-04,8.2176
2020-02-05,0.9626
2020-02-06,1.4830999999999999
2020-02-07,2.8184
2020-02-10,1.6244
2020-02-11,0.7992
2020-02-12,3.667
2020-02-13,-7.7438
2020-02-14,10.8808
2020-02-18,9.4393
2020-02-19,20.3245
2020-02-20,-9.7232
2020-02-21,-7.3899
2020-02-24,-0.1698
2020-02-25,-8.5884
2020-02-26,-0.093
2020-02-27,-14.6182
2020-02-28,-1.0905
2020-03-02,-2.2051
2020-03-03,4.7351
2020-03-04,8.6114
2020-03-05,1.0902
2020-03-06,-10.098
2020-03-09,-7.1974
2020-03-10,5.4054
2020-03-11,-14.7157
2020-03-12,-15.1634
2020-03-13,-5.7011
2020-03-16,-13.2353
2020-03-17,-23.1638
2020-03-18,-24.7549
2020-03-19,42.3453
2020-03-20,-6.6362
2020-03-23,-4.6569
2020-03-24,44.473
2020-03-25,-5.1601
2020-03-26,4.6904
2020-03-27,-6.6308
2020-03-30,2.3033
2020-03-31,-1.8761999999999999
2020-04-01,-14.7228
2020-04-02,11.2108
2020-04-03,-3.4274
2020-04-06,9.3946
2020-04-07,-2.8626
2020-04-08,15.1277
2020-04-09,4.7782
2020-04-13,-3.2573
2020-04-14,22.8956
2020-04-15,-10.274000000000001
2020-04-16,-1.0687
2020-04-17,5.4012
2020-04-20,-0.4392
2020-04-21,-0.4412
2020-04-22,17.4298
2020-04-23,-0.3774
2020-04-24,4.5455
2020-04-27,2.2947
2020-04-28,-8.854800000000001
2020-04-29,3.3679
2020-04-30,-3.8847
2020-05-01,-4.1721
2020-05-04,-1.9048
2020-05-05,1.8031000000000001
2020-05-06,7.3568999999999996
2020-05-07,-0.3807
2020-05-08,5.7325
2020-05-11,1.0843
2020-05-12,2.2646
2020-05-13,-8.5082
2020-05-14,2.293
2020-05-15,0.0
2020-05-18,3.8605
2020-05-19,-0.8393
2020-05-20,-3.2648
2020-05-21,-0.875
2020-05-22,-0.1261
2020-05-26,2.904
2020-05-27,2.3313
2020-05-28,-3.2374
2020-05-29,-0.4957
2020-06-01,4.6077
2020-06-02,-5.0
2020-06-03,-2.6316
2020-06-04,2.9600999999999997
2020-06-05,1.75
2020-06-08,5.2826
2020-06-09,-1.9837
2020-06-10,22.2619
2020-06-11,-15.3846
2020-06-12,1.1507
2020-06-15,2.9579
2020-06-16,0.663
2020-06-17,-3.2931
2020-06-18,3.1782
2020-06-19,3.7404
2020-06-22,-3.8176
2020-06-23,-0.5513
2020-06-24,-0.2217
2020-06-25,-6.0
2020-06-26,-8.0378
2020-06-29,5.6555
2020-06-30,32.3601
2020-07-01,-3.6765
2020-07-02,-1.2405
2020-07-06,14.1063
2020-07-07,-3.895
2020-07-08,10.3965
2020-07-09,3.8308
2020-07-10,5.4573
2020-07-13,-11.7347
2020-07-14,8.0925
2020-07-15,34.8358
2020-07-16,-3.3428
2020-07-17,-0.4103
2020-07-20,-2.2366
2020-07-21,2.8898
2020-07-22,9.4792
2020-07-23,-6.093
2020-07-24,-3.7564
2020-07-27,-4.0804
2020-07-28,-7.5832
2020-07-29,-14.2095
2020-07-30,-2.1773
2020-07-31,-3.3386
