ticker,CDMO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,11.7647
2000-01-04,-5.2632
2000-01-05,-5.5556
2000-01-06,58.8235
2000-01-07,51.8519
2000-01-10,-2.439
2000-01-11,-15.0
2000-01-12,8.8235
2000-01-13,29.7297
2000-01-14,4.1667
2000-01-18,5.0
2000-01-19,0.9524
2000-01-20,5.6604
2000-01-21,71.4286
2000-01-24,43.75
2000-01-25,-7.2464
2000-01-26,-23.4375
2000-01-27,18.3673
2000-01-28,-12.069
2000-01-31,1.9607999999999999
2000-02-01,-2.8846
2000-02-02,-4.9505
2000-02-03,0.0
2000-02-04,0.0
2000-02-07,4.1667
2000-02-08,18.0
2000-02-09,14.4068
2000-02-10,-0.7407
2000-02-11,0.7463
2000-02-14,5.9259
2000-02-15,0.6993
2000-02-16,1.3889
2000-02-17,31.5068
2000-02-18,36.9792
2000-02-22,11.7871
2000-02-23,-12.9252
2000-02-24,-15.625
2000-02-25,11.1111
2000-02-28,10.0
2000-02-29,4.9242
2000-03-01,-8.3032
2000-03-02,5.1181
2000-03-03,15.3558
2000-03-06,27.9221
2000-03-07,13.7056
2000-03-08,-11.607099999999999
2000-03-09,-3.5354
2000-03-10,-8.377
2000-03-13,3.4286
2000-03-14,-4.4199
2000-03-15,2.3121
2000-03-16,-11.0169
2000-03-17,-18.0952
2000-03-20,-24.8062
2000-03-21,17.5258
2000-03-22,-7.4561
2000-03-23,5.2133
2000-03-24,-5.4054
2000-03-27,-5.7143
2000-03-28,-6.0606
2000-03-29,-11.828
2000-03-30,-9.7561
2000-03-31,37.1622
2000-04-03,-7.3892
2000-04-04,-9.5745
2000-04-05,4.7059
2000-04-06,9.5506
2000-04-07,-3.0769
2000-04-10,-10.582
2000-04-11,-4.7337
2000-04-12,-9.3168
2000-04-13,-19.1781
2000-04-14,-18.6441
2000-04-17,-1.0417
2000-04-18,45.2632
2000-04-19,16.6667
2000-04-20,-1.2422
2000-04-24,-14.4654
2000-04-25,5.8824
2000-04-26,-7.6389
2000-04-27,-2.2556
2000-04-28,3.0769
2000-05-01,3.7313
2000-05-02,-5.036
2000-05-03,-3.7879
2000-05-04,0.0
2000-05-05,-1.9685000000000001
2000-05-08,-7.2289
2000-05-09,-3.0303
2000-05-10,-9.8214
2000-05-11,2.9703
2000-05-12,8.6538
2000-05-15,-0.885
2000-05-16,7.1429
2000-05-17,8.3333
2000-05-18,-6.1538
2000-05-19,-6.5574
2000-05-22,-8.7719
2000-05-23,1.9231
