ticker,HIL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-07-08,1.4894
2004-07-09,-0.4193
2004-07-12,0.0
2004-07-13,0.0
2004-07-14,0.2105
2004-07-15,-0.2101
2004-07-20,0.0
2004-07-21,0.0
2004-07-22,2.1053
2004-07-23,0.0
2004-07-26,-1.0309
2004-07-27,1.0417
2004-07-28,1.0309
2004-07-29,-0.8163
2004-07-30,1.2346
2004-08-02,0.0
2004-08-03,-0.4065
2004-08-04,1.0204
2004-08-05,-1.0101
2004-08-06,1.0204
2004-08-09,0.0
2004-08-11,0.0
2004-08-12,-1.0101
2004-08-13,-1.0204
2004-08-24,-1.0309
2004-08-26,0.0
2004-08-27,1.0417
2004-09-03,0.0
2004-09-07,-0.6186
2004-09-13,-0.2075
2004-09-14,0.8316
2004-09-22,-0.6186
2004-09-23,-0.2075
2004-09-24,0.0
2004-09-28,0.8316
2004-09-29,1.0309
2004-09-30,0.0
2004-10-04,-1.2245
2004-10-05,-0.6198
2004-10-06,0.0
2004-10-11,0.2079
2004-10-12,-0.4149
2004-10-13,-1.4583
2004-10-14,0.4228
2004-10-18,0.4211
2004-10-21,0.6289
2004-10-22,-0.8333
2004-10-26,-0.2101
2004-10-27,0.0
2004-10-29,2.1053
2004-11-01,0.0
2004-11-02,0.0
2004-11-03,0.8247
2004-11-10,0.0
2004-11-11,-0.818
2004-11-12,1.0309
2004-11-16,-2.0408
2004-11-17,1.0417
2004-11-18,0.0
2004-11-22,1.0309
2004-11-29,-0.6122
2004-11-30,0.616
2004-12-06,2.0408
2004-12-09,-0.2
2004-12-10,-0.8016
2004-12-13,0.0
2004-12-14,0.0
2004-12-15,0.8081
2004-12-17,0.0
2004-12-20,1.2024
2004-12-21,-0.9901
2004-12-22,0.0
2004-12-23,-1.8
2004-12-27,1.833
2004-12-28,1.8
2004-12-30,-0.7859
2004-12-31,0.0
2005-01-03,-0.7921
2005-01-04,-0.1996
2005-01-06,2.0
2005-01-07,-0.1961
2005-01-11,0.1965
2005-01-12,1.5686
2005-01-13,0.3861
2005-01-14,-1.1538
2005-01-18,4.0856
2005-01-19,-1.8692
2005-01-20,1.7143000000000002
2005-01-21,1.1236
2005-01-26,-0.9259
2005-01-27,0.0
2005-01-28,0.9346
2005-01-31,-1.1111
2005-02-01,-1.4981
2005-02-02,0.7605
2005-02-03,0.0
2005-02-04,2.8302
2005-02-09,-2.7523
2005-02-10,2.8302
2005-02-15,-0.9174
2005-02-17,0.0
2005-02-22,0.0
