ticker,CIWV US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-5.0
2000-01-18,-5.2632
2000-01-20,5.5556
2000-01-21,-7.8947
2000-01-26,2.8571
2000-01-28,1.3889
2000-02-08,-3.4247
2000-02-10,3.5461
2000-02-22,0.0
2000-03-06,-1.3699
2000-03-07,-2.7778
2000-03-13,0.0
2000-03-21,4.8850999999999996
2000-03-22,-1.0274
2000-04-03,-8.6505
2000-04-05,-9.0909
2000-04-14,0.0
2000-05-09,-5.0
2000-05-24,0.0
2000-05-25,0.0
2000-05-26,2.6316
2000-06-01,-5.1282
2000-06-16,-9.9099
2000-07-14,2.3185000000000002
2000-07-18,-0.4926
2000-08-01,-0.9901
2000-08-03,2.0
2000-08-30,23.5294
2000-09-05,-4.7619
2000-09-06,5.0
2000-09-18,-16.1342
2000-09-19,4.7619
2000-09-20,14.5455
2000-10-02,-4.7619
2000-10-11,-6.6667
2000-10-12,-6.25
2000-10-16,0.0
2000-10-20,18.0952
2000-10-23,0.0
2000-10-31,-9.6774
2000-11-01,1.7856999999999998
2000-11-02,-5.2632
2000-11-03,-1.8519
2000-11-07,0.0
2000-11-09,8.0189
2000-11-10,0.4367
2000-11-13,0.0
2000-11-28,2.5755
2000-12-01,-4.329
2000-12-04,3.1673999999999998
2000-12-05,-2.6316
2000-12-07,-0.4505
2000-12-14,-0.3077
2000-12-18,-0.5991
2000-12-19,0.4566
2001-01-02,-1.8182
2001-01-18,0.0
2001-02-08,1.8519
2001-02-20,0.0
2001-03-05,0.9091
2001-03-16,0.0
2001-05-08,0.0
2001-05-10,-0.1818
2001-05-11,0.1821
2001-05-15,0.3636
2001-05-17,-1.721
2001-07-23,1.7673999999999999
2001-08-07,0.7313
2001-08-09,4.3557
2001-08-15,-4.1739
2001-08-20,3.4483
2001-08-30,-3.5088
2001-08-31,3.6364
2001-09-04,2.6316
2001-09-19,-1.7241
2001-09-20,1.7544
2001-09-25,3.1034
2001-10-01,0.3344
2001-10-22,3.3333
2001-11-02,-4.3548
2001-11-13,-2.8668
2001-11-19,2.2569
2001-12-03,3.8062
2001-12-06,-2.1667
2001-12-31,0.5111
2002-01-09,2.5423999999999998
2002-01-14,-1.9835
2002-01-22,2.5295
2002-02-12,-2.7961
2002-02-13,2.8765
2002-03-20,0.8292
2002-03-22,3.6184
2002-05-09,0.0
2002-05-13,0.0
2002-05-14,3.1746
2002-05-21,-2.6154
2002-05-29,11.7536
2002-07-03,-0.3077
2002-08-06,-2.1605
