ticker,PDXP US Equity
2008-01-31,14.8936
2008-02-04,-35.1852
2008-02-05,28.5714
2008-02-06,0.0
2008-02-07,0.0
2008-02-11,22.2222
2008-02-12,1.8182
2008-02-13,7.1429
2008-02-14,0.0
2008-02-15,0.0
2008-02-19,0.0
2008-02-20,0.0
2008-02-22,0.0
2008-02-26,0.0
2008-02-27,8.3333
2008-02-28,-7.6923
2008-03-03,-8.3333
2008-03-04,3.6364
2008-03-06,-3.5088
2008-03-07,0.0
2008-03-10,0.0
2008-03-11,0.0
2008-03-12,0.0
2008-03-13,-9.0909
2008-03-14,-1.0
2008-03-17,-19.1919
2008-03-18,-17.5
2008-03-19,6.0606
2008-03-20,0.0
2008-03-24,0.0
2008-03-25,8.5714
2008-03-26,-21.0526
2008-03-27,0.0
2008-03-28,0.0
2008-03-31,-33.3333
2008-04-01,25.0
2008-04-02,12.0
2008-04-03,0.0
2008-04-04,-10.7143
2008-04-07,20.0
2008-04-08,-20.0
2008-04-10,4.1667
2008-04-11,-20.0
2008-04-14,0.0
2008-04-15,0.0
2008-04-16,-15.0
2008-04-17,0.0
2008-04-18,29.4118
2008-04-21,-4.5455
2008-04-22,-9.5238
2008-04-23,-10.526299999999999
2008-04-24,-11.7647
2008-04-25,33.3333
2008-04-28,0.0
2008-04-29,0.0
2008-04-30,-25.0
2008-05-01,0.0
2008-05-02,0.0
2008-05-05,0.0
2008-05-06,0.0
2008-05-07,-13.3333
2008-05-08,46.1538
2008-05-09,-21.0526
2008-05-12,13.3333
2008-05-13,-11.7647
2008-05-14,30.0
2008-05-15,2.5641
2008-05-16,0.0
2008-05-19,25.0
2008-05-20,36.0
2008-05-21,-11.7647
2008-05-22,0.0
2008-05-23,0.0
2008-05-27,-16.6667
2008-05-28,0.0
2008-05-29,0.0
2008-05-30,-4.0
2008-06-02,-16.6667
2008-06-03,20.0
2008-06-04,-4.1667
2008-06-05,0.0
2008-06-06,-23.913
2008-06-09,31.4286
2008-06-10,-23.913
2008-06-11,42.8571
2008-06-12,0.0
2008-06-13,-36.0
2008-06-16,25.0
2008-06-17,25.0
2008-06-20,-8.0
2008-06-23,-13.0435
2008-06-24,0.0
2008-06-25,0.0
2008-06-26,0.0
2008-06-27,50.0
2008-06-30,-33.3333
2008-07-01,0.0
2008-07-02,0.0
2008-07-07,0.0
2008-07-08,0.0
2008-07-09,0.0
2008-07-10,0.0
2008-07-11,-25.0
2008-07-14,20.0
2008-07-15,-5.5556
2008-07-16,-11.7647
2008-07-17,-6.6667
2008-07-18,0.0
2008-07-21,0.0
2008-07-22,0.0
2008-07-24,-14.2857
2008-07-25,25.0
2008-07-28,-13.3333
2008-07-29,-38.4615
2008-07-30,-12.5
2008-07-31,35.7143
2008-08-01,26.3158
2008-08-05,0.0
2008-08-06,-25.0
2008-08-07,11.1111
2008-08-08,20.0
2008-08-11,-16.6667
2008-08-12,20.0
2008-08-13,-16.6667
2008-08-14,0.0
2008-08-15,0.0
2008-08-19,10.0
2008-08-20,-9.0909
2008-08-22,0.0
2008-08-25,10.0
2008-08-27,0.0
2008-08-28,-9.0909
2008-08-29,0.0
2008-09-04,-10.0
2008-09-05,0.0
2008-09-08,0.0
2008-09-10,11.1111
2008-09-11,-10.0
2008-09-12,0.0
2008-09-15,11.1111
2008-09-16,-10.0
2008-09-17,0.0
2008-09-18,22.2222
2008-09-19,-18.1818
2008-09-22,0.0
2008-09-23,0.0
2008-09-24,0.0
2008-09-25,-22.2222
2008-09-26,28.5714
2008-09-29,66.6667
2008-10-01,0.0
2008-10-02,-26.6667
2008-10-03,36.3636
2008-10-06,0.0
2008-10-07,-46.6667
2008-10-08,25.0
2008-10-09,0.0
2008-10-14,-20.0
2008-10-15,0.0
2008-10-21,-12.5
2008-10-22,0.0
2008-10-23,28.5714
2008-10-27,0.0
2008-10-28,11.1111
2008-10-29,0.0
2008-10-30,0.0
2008-10-31,0.0
2008-11-03,-10.0
2008-11-04,11.1111
2008-11-05,-10.0
2008-11-07,0.0
2008-11-10,0.0
2008-11-11,0.0
2008-11-12,33.3333
2008-11-13,0.0
2008-11-17,-16.6667
2008-11-19,-30.0
2008-11-20,71.4286
2008-11-21,0.0
2008-11-24,0.0
2008-11-25,0.0
2008-11-28,0.0
2008-12-01,16.6667
2008-12-02,-14.2857
2008-12-03,-41.6667
2008-12-04,42.8571
2008-12-08,-10.0
2008-12-09,-50.0
2008-12-10,122.2222
2008-12-11,-20.0
2008-12-12,-50.0
2008-12-15,0.0
2008-12-16,75.0
2008-12-23,0.0
2008-12-24,-57.1429
2008-12-26,66.6667
2008-12-29,0.0
2008-12-31,0.0
2009-01-05,0.0
2009-01-06,0.0
2009-01-07,0.0
2009-01-08,40.0
2009-01-12,14.2857
2009-01-13,0.0
2009-01-14,25.0
2009-01-15,0.0
2009-01-20,-40.0
2009-01-21,0.0
2009-01-22,33.3333
2009-02-02,25.0
2009-02-03,0.0
2009-02-04,-20.0
2009-02-05,50.0
2009-02-06,-16.6667
2009-02-09,-20.0
2009-02-10,0.0
2009-02-12,50.0
2009-02-13,8.3333
2009-02-17,23.0769
2009-02-20,-12.5
2009-02-24,-42.8571
2009-02-25,-12.5
2009-02-26,-14.2857
2009-02-27,16.6667
2009-03-02,0.0
2009-03-04,14.2857
2009-03-05,0.0
2009-03-09,37.5
2009-03-10,-54.5455
2009-03-11,0.0
2009-03-12,200.0
2009-03-13,-20.0
2009-03-16,-16.6667
2009-03-17,-20.0
2009-03-18,25.0
2009-03-19,50.0
2009-03-20,-20.0
2009-03-23,0.0
2009-03-24,-41.6667
2009-03-25,28.5714
2009-03-26,-33.3333
2009-03-27,33.3333
2009-03-30,-25.0
2009-03-31,0.0
2009-04-01,8.3333
2009-04-02,-7.6923
2009-04-03,16.6667
2009-04-06,-37.1429
2009-04-07,25.0
2009-04-08,-20.0
2009-04-09,13.6364
2009-04-13,0.0
2009-04-14,0.0
2009-04-15,-40.0
2009-04-16,30.0
2009-04-17,2.5641
2009-04-20,12.5
2009-04-21,-11.1111
2009-04-22,-12.5
2009-04-23,-5.7143
2009-04-24,36.3636
2009-04-27,-11.1111
2009-04-29,-25.0
2009-04-30,33.3333
2009-05-01,0.0
2009-05-04,250.0
2009-05-05,-28.5714
2009-05-06,-20.0
2009-05-07,75.0
2009-05-08,13.5714
2009-05-11,-5.6604
2009-05-12,-7.3333
2009-05-13,-2.8777
2009-05-14,-11.1111
2009-05-15,-8.3333
2009-05-18,27.2727
2009-05-19,-14.2857
2009-05-20,1.6667
2009-05-21,22.9508
2009-05-22,16.6667
2009-05-26,31.4286
2009-05-27,-10.9239
2009-05-28,-8.2367
2009-05-29,-17.5532
2009-06-01,-12.9032
2009-06-02,7.4074
2009-06-03,-9.6552
2009-06-04,-12.2137
2009-06-05,-4.3478
2009-06-08,0.0
2009-06-09,27.2727
2009-06-10,7.1429
2009-06-11,-7.3333
2009-06-12,-6.4748
2009-06-15,3.8462
2009-06-16,-5.5556
2009-06-17,-5.8824
2009-06-18,-12.5
2009-06-19,14.2857
2009-06-22,-10.0
2009-06-23,-7.4074
2009-06-24,0.0
2009-06-25,0.0
2009-06-26,12.0
2009-06-29,-10.7143
2009-06-30,-10.0
2009-07-01,-11.1111
2009-07-02,37.5
2009-07-06,0.0
2009-07-07,-27.2727
2009-07-08,0.0
2009-07-09,0.0
2009-07-10,0.0
2009-07-13,6.25
2009-07-14,-5.8824
2009-07-15,0.0
2009-07-16,-23.75
2009-07-17,6.5574
2009-07-20,7.6923
2009-07-21,14.2857
2009-07-22,-12.5
2009-07-23,-7.1429
2009-07-24,0.0
2009-07-27,7.6923
2009-07-28,-7.1429
2009-07-29,-26.1538
2009-07-30,25.0
2009-07-31,0.0
2009-08-03,-8.3333
2009-08-04,9.0909
2009-08-05,8.3333
2009-08-06,0.0
2009-08-07,-23.0769
2009-08-10,20.0
2009-08-11,-8.3333
2009-08-12,-1.8182
2009-08-13,11.1111
2009-08-14,0.0
2009-08-17,-8.3333
2009-08-18,9.0909
2009-08-19,-13.3333
2009-08-20,-1.9231
2009-08-21,3.9215999999999998
2009-08-24,-24.5283
2009-08-25,25.0
2009-08-26,0.0
2009-08-27,20.0
2009-08-28,0.0
2009-08-31,0.0
2009-09-01,140.0
2009-09-02,-37.5
2009-09-03,-5.5556
2009-09-04,-7.0588
2009-09-08,-1.2658
2009-09-09,-10.2564
2009-09-10,0.0
2009-09-11,4.2857
2009-09-14,2.7397
2009-09-15,0.0
2009-09-16,20.0
2009-09-17,0.0
2009-09-18,0.0
2009-09-21,-17.7778
2009-09-22,21.6216
2009-09-23,0.0
2009-09-24,-22.2222
2009-09-25,14.2857
2009-09-28,-6.25
2009-09-29,0.0
2009-09-30,-6.6667
2009-10-01,0.0
2009-10-02,0.0
2009-10-05,0.0
2009-10-06,0.0
2009-10-07,-14.2857
2009-10-08,16.6667
2009-10-09,0.0
2009-10-12,-14.2857
2009-10-13,-16.6667
2009-10-14,0.0
2009-10-15,20.0
2009-10-16,0.0
2009-10-19,16.6667
2009-10-20,0.0
2009-10-22,-26.875
2009-10-23,36.7521
2009-10-26,-28.5714
2009-10-27,38.0
2009-10-28,-1.4493
2009-10-29,0.0
2009-10-30,-11.7647
2009-11-02,-20.0
2009-11-03,20.8333
2009-11-04,-1.7241
2009-11-05,-12.2807
2009-11-06,14.0
2009-11-09,0.0
2009-11-10,0.0
2009-11-11,0.0
2009-11-12,0.0
2009-11-13,0.0
2009-11-16,-0.8772
2009-11-17,-2.6549
2009-11-18,-16.3636
2009-11-19,19.5652
2009-11-20,-12.7273
2009-11-23,14.5833
2009-11-24,-9.0909
2009-11-25,-2.0
2009-11-27,2.0408
2009-11-30,0.0
2009-12-01,-40.0
2009-12-02,0.0
2009-12-03,100.0
2009-12-04,0.0
2009-12-07,-16.6667
2009-12-08,0.0
2009-12-09,-20.0
2009-12-10,25.0
2009-12-14,0.0
2009-12-15,-20.0
2009-12-18,0.0
2009-12-21,-22.5
2009-12-22,-3.2258
2009-12-23,0.0
2009-12-24,-33.3333
2009-12-28,25.0
2009-12-29,-40.0
2009-12-30,33.3333
2009-12-31,-45.0
2010-01-04,36.3636
2010-01-05,0.0
2010-01-07,0.0
2010-01-08,26.6667
2010-01-11,5.2632
2010-01-12,50.0
2010-01-19,0.0
2010-01-20,16.6667
2010-01-22,11.4286
2010-01-25,-23.0769
2010-01-26,16.6667
2010-01-27,2.8571
2010-01-28,0.0
2010-01-29,27.7778
2010-02-01,8.6957
2010-02-02,-8.0
2010-02-05,-8.6957
2010-02-08,14.2857
2010-02-09,4.1667
2010-02-10,-16.0
2010-02-11,-4.7619
2010-02-12,5.0
2010-02-16,19.0476
2010-02-17,0.0
2010-02-18,0.0
2010-02-19,0.0
2010-02-22,68.0
2010-02-23,-22.619
2010-02-24,7.6923
2010-02-25,-21.4286
2010-02-26,9.0909
2010-03-01,20.8333
2010-03-02,-17.2414
2010-03-03,11.6667
2010-03-04,-10.4478
2010-03-05,-12.5
2010-03-08,-2.8571
2010-03-09,-11.7647
2010-03-10,-31.1111
2010-03-11,12.9032
2010-03-12,-17.1429
2010-03-15,3.4483
2010-03-16,-36.6667
2010-03-17,6.25
2010-03-18,48.6068
2010-03-19,0.0
2010-03-22,-33.3333
2010-03-23,-5.0
2010-03-24,-21.0526
2010-03-25,0.0
2010-03-26,10.0
2010-03-29,0.0
2010-03-30,10.2273
2010-03-31,1.7182
2010-04-01,2.7027
2010-04-05,-23.6842
2010-04-06,2.1552
2010-04-07,-18.9873
2010-04-08,-8.3333
2010-04-09,9.0909
2010-04-12,0.0
2010-04-13,-8.3333
2010-04-14,26.1364
2010-04-15,-6.3063
2010-04-16,0.0
2010-04-19,0.0
2010-04-20,0.0
2010-04-21,0.0
2010-04-22,-7.6923
2010-04-23,-16.6667
2010-04-27,10.0
2010-04-28,18.1818
2010-04-29,126.9231
2010-04-30,-32.2034
2010-05-03,-25.0
2010-05-04,-3.3333
2010-05-05,-13.7931
2010-05-06,-14.5
2010-05-07,21.6374
2010-05-10,23.0769
2010-05-11,-12.5
2010-05-12,7.1429
2010-05-13,26.6667
2010-05-14,-36.1842
2010-05-17,7.2165
2010-05-18,46.1538
2010-05-19,-42.1053
2010-05-20,9.0909
2010-05-21,0.0
2010-05-24,0.0
2010-05-25,0.0
2010-05-26,8.3333
2010-05-27,15.3846
2010-05-28,0.0
2010-06-01,-20.0
2010-06-02,8.3333
2010-06-03,0.0
2010-06-04,-18.2692
2010-06-07,12.9412
2010-06-08,-8.3333
2010-06-09,-9.0909
2010-06-10,-10.0
2010-06-11,-11.1111
2010-06-14,0.0
2010-06-15,-35.9375
2010-06-16,36.5854
2010-06-18,-14.2857
2010-06-21,-8.3333
2010-06-22,-9.0909
2010-06-23,-40.0
2010-06-24,6.25
2010-06-25,182.3529
2010-06-28,-11.1111
2010-06-29,0.0
2010-06-30,0.0
2010-07-01,-37.5
2010-07-02,0.0
2010-07-06,0.0
2010-07-07,60.0
2010-07-08,0.0
2010-07-09,12.5
2010-07-12,0.0
2010-07-13,-11.1111
2010-07-14,12.5
2010-07-15,0.0
2010-07-16,-1.3889
2010-07-19,1.4085
2010-07-22,-42.3611
2010-07-26,15.6627
2010-07-27,0.0
2010-07-28,0.0
2010-08-02,0.0
2010-08-03,-86.4583
2010-08-04,0.0
2010-08-05,-61.5385
2010-08-06,0.0
2010-08-09,60.0
2010-08-10,-25.0
2010-08-11,0.0
2010-08-12,0.0
2010-08-13,-16.6667
2010-08-16,-40.0
2010-08-17,66.6667
2010-08-18,0.0
2010-08-19,0.0
2010-08-20,120.0
2010-08-23,18.1818
2010-08-24,207.6923
2010-08-25,-52.5
2010-08-26,26.3158
2010-08-27,-20.8333
2010-08-30,-42.1053
2010-08-31,-9.0909
2010-09-01,-20.0
2010-09-02,75.0
2010-09-03,-7.1429
2010-09-07,-23.0769
2010-09-08,320.0
2010-09-09,-28.5714
2010-09-10,0.0
2010-09-13,0.0
2010-09-14,-40.0
2010-09-15,-44.4444
2010-09-16,10.0
2010-09-17,18.1818
2010-09-20,0.0
2010-09-21,23.0769
2010-09-22,0.0
2010-09-23,0.0
2010-09-24,0.0
2010-09-27,0.0
2010-09-28,0.0
2010-09-29,-12.5
2010-09-30,-7.1429
2010-10-01,0.0
2010-10-04,23.0769
2010-10-05,-31.25
2010-10-06,0.0
2010-10-07,18.1818
2010-10-08,-23.0769
2010-10-11,10.0
2010-10-12,0.0
2010-10-13,-9.0909
2010-10-14,-40.0
2010-10-15,-50.0
2010-10-18,66.6667
2010-10-19,20.0
2010-10-20,66.6667
2010-10-21,-20.0
2010-10-22,0.0
2010-10-25,0.0
2010-10-26,0.0
2010-10-27,0.0
2010-10-28,0.0
2010-10-29,0.0
2010-11-01,0.0
2010-11-02,-25.0
2010-11-03,0.0
2010-11-04,0.0
2010-11-05,33.3333
2010-11-08,25.0
2010-11-09,-40.0
2010-11-10,33.3333
2010-11-11,0.0
2010-11-12,0.0
2010-11-15,0.0
2010-11-17,-25.0
2010-11-18,0.0
2010-11-22,0.0
2010-11-23,-16.6667
2010-11-24,0.0
2010-11-26,0.0
2010-11-29,20.0
2010-11-30,-50.0
2010-12-01,66.6667
2010-12-02,0.0
2010-12-03,-40.0
2010-12-06,66.6667
2010-12-07,0.0
2010-12-08,0.0
2010-12-09,0.0
2010-12-10,0.0
2010-12-13,-40.0
2010-12-14,0.0
2010-12-15,0.0
2010-12-16,66.6667
2010-12-17,-40.0
2010-12-20,0.0
2010-12-21,66.6667
2010-12-22,-40.0
2010-12-23,0.0
2010-12-27,0.0
2010-12-28,0.0
2010-12-29,0.0
2010-12-30,0.0
2010-12-31,66.6667
2011-01-04,-60.0
2011-01-05,50.0
2011-01-06,0.0
2011-01-07,0.0
2011-01-11,0.0
2011-01-12,0.0
2011-01-14,-33.3333
2011-01-18,50.0
2011-01-20,0.0
2011-01-21,0.0
2011-01-24,0.0
2011-01-25,0.0
2011-01-26,0.0
2011-01-27,-33.3333
2011-01-31,50.0
2011-02-02,-33.3333
2011-02-03,50.0
2011-02-04,-33.3333
2011-02-07,0.0
2011-02-08,50.0
2011-02-09,-33.3333
2011-02-10,0.0
2011-02-11,0.0
2011-02-14,0.0
2011-02-15,0.0
2011-02-16,0.0
2011-02-17,0.0
2011-02-18,50.0
2011-02-22,-33.3333
2011-02-23,0.0
2011-02-24,0.0
2011-02-25,50.0
2011-02-28,-33.3333
2011-03-01,0.0
2011-03-04,0.0
2011-03-07,0.0
2011-03-08,0.0
2011-03-09,0.0
2011-03-10,0.0
2011-03-15,50.0
2011-03-17,-33.3333
2011-03-18,0.0
2011-03-21,0.0
2011-03-23,0.0
2011-03-24,0.0
2011-03-25,0.0
2011-03-28,0.0
2011-03-29,0.0
2011-03-30,0.0
2011-03-31,0.0
2011-04-01,0.0
2011-04-06,0.0
2011-04-21,0.0
2011-04-28,0.0
2011-04-29,0.0
2011-05-04,0.0
2011-05-05,0.0
2011-06-15,-93.6
2011-06-16,18.75
2011-06-17,-11.8421
2011-06-20,-28.3582
2011-06-21,33.3333
2011-06-22,-20.3125
2011-06-23,-21.5686
2011-06-24,6.25
2011-06-27,-9.4118
2011-06-28,-20.7792
2011-06-29,-11.4754
2011-06-30,-11.1111
2011-07-01,0.0
2011-07-05,-16.6667
2011-07-06,0.0
2011-07-07,-27.5
2011-07-08,0.0
2011-07-11,-10.3448
2011-07-12,15.3846
2011-07-13,-13.3333
2011-07-14,-19.2308
2011-07-15,0.0
2011-07-18,14.2857
2011-07-19,-8.3333
2011-07-20,-4.5455
2011-07-21,-9.5238
2011-07-22,-5.2632
2011-07-25,-22.2222
2011-07-26,0.0
2011-07-27,-7.1429
2011-07-28,-38.4615
2011-07-29,-25.0
2011-08-01,116.6667
2011-08-02,-15.3846
2011-08-03,18.1818
2011-08-04,-15.3846
2011-08-05,-27.2727
2011-08-08,25.0
2011-08-09,0.0
2011-08-10,0.0
2011-08-11,-20.0
2011-08-12,25.0
2011-08-15,0.0
2011-08-16,0.0
2011-08-17,-20.0
2011-08-18,0.0
2011-08-19,0.0
2011-08-22,0.0
2011-08-23,0.0
2011-08-24,0.0
2011-08-25,25.0
2011-08-26,-20.0
2011-08-29,25.0
2011-08-30,0.0
2011-08-31,0.0
2011-09-01,-20.0
2011-09-02,0.0
2011-09-06,-25.0
2011-09-07,66.6667
2011-09-08,-20.0
2011-09-09,-25.0
2011-09-12,0.0
2011-09-13,33.3333
2011-09-14,0.0
2011-09-15,0.0
2011-09-16,-25.0
2011-09-19,33.3333
2011-09-20,-25.0
2011-09-21,33.3333
2011-09-22,0.0
2011-09-23,25.0
2011-09-26,-40.0
2011-09-27,33.3333
2011-09-28,0.0
2011-09-29,-25.0
2011-10-03,33.3333
2011-10-04,-25.0
2011-10-05,33.3333
2011-10-06,-25.0
2011-10-07,0.0
2011-10-10,-16.6667
2011-10-11,60.0
2011-10-12,0.0
2011-10-14,0.0
2011-10-17,0.0
2011-10-18,-25.0
2011-10-19,33.3333
2011-10-20,-37.5
2011-10-21,20.0
2011-10-24,0.0
2011-10-25,0.0
2011-10-26,0.0
2011-10-27,0.0
2011-10-31,0.0
2011-11-01,-50.0
2011-11-02,100.0
2011-11-03,-50.0
2011-11-04,0.0
2011-11-07,0.0
2011-11-08,66.6667
2011-11-09,-40.0
2011-11-10,66.6667
2011-11-11,0.0
2011-11-14,-40.0
2011-11-17,66.6667
2011-11-21,0.0
2011-11-22,0.0
2011-11-28,-40.0
2011-12-01,0.0
2011-12-06,0.0
2011-12-08,66.6667
2011-12-09,-40.0
2011-12-13,66.6667
2011-12-14,-60.0
2011-12-16,50.0
2011-12-19,0.0
2011-12-20,0.0
2011-12-22,166.6667
2011-12-23,-37.5
2011-12-27,-40.0
2011-12-28,0.0
2011-12-29,66.6667
2011-12-30,0.0
2012-01-04,0.0
2012-01-05,0.0
2012-01-06,0.0
2012-01-11,-40.0
2012-01-13,0.0
2012-01-19,0.0
2012-01-20,66.6667
2012-01-23,0.0
2012-01-24,20.0
2012-01-26,33.3333
2012-01-30,-37.5
2012-01-31,0.0
2012-02-06,-40.0
2012-02-08,0.0
2012-02-14,0.0
2012-02-15,66.6667
2012-02-16,-40.0
2012-02-22,66.6667
2012-03-06,-40.0
2012-03-07,0.0
2012-03-15,0.0
2012-03-19,0.0
2012-03-21,0.0
2012-03-28,0.0
2012-03-29,0.0
2012-03-30,0.0
2012-04-04,0.0
2012-04-05,0.0
2012-04-09,0.0
2012-04-17,-33.3333
2012-04-20,0.0
2012-04-25,150.0
2012-04-26,-60.0
2012-04-27,50.0
2012-05-01,-33.3333
2012-05-03,50.0
2012-05-09,0.0
2012-05-11,-33.3333
2012-05-16,300.0
2012-05-17,-25.0
2012-05-18,-16.6667
2012-05-22,-40.0
2012-05-23,66.6667
2012-05-24,-60.0
2012-05-30,0.0
2012-05-31,0.0
2012-06-01,0.0
2012-06-05,0.0
2012-06-06,0.0
2012-06-12,0.0
2012-06-14,0.0
2012-06-15,50.0
2012-06-18,0.0
2012-06-22,-33.3333
2012-06-25,0.0
2012-07-12,0.0
2012-07-16,0.0
2012-07-26,50.0
2012-07-30,-33.3333
2012-07-31,0.0
2012-08-01,0.0
2012-08-03,0.0
2012-08-09,0.0
2012-08-14,0.0
2012-08-17,0.0
2012-08-21,0.0
2012-08-22,50.0
2012-08-23,66.6667
2012-08-24,-40.0
2012-08-27,100.0
2012-08-28,33.3333
2012-08-29,-37.5
2012-08-30,20.0
2012-08-31,-16.6667
2012-09-04,0.0
2012-09-05,-40.0
2012-09-06,66.6667
2012-09-07,0.0
2012-09-10,0.0
2012-09-11,20.0
2012-09-12,-16.6667
2012-09-17,0.0
2012-09-18,20.0
2012-09-20,-16.6667
2012-09-21,-40.0
2012-09-24,100.0
2012-09-25,-16.6667
2012-09-28,0.0
2012-10-01,0.0
2012-10-02,0.0
2012-10-03,0.0
2012-10-04,-40.0
2012-10-05,0.0
2012-10-10,0.0
2012-10-16,0.0
2012-10-18,0.0
2012-11-06,0.0
2012-11-08,0.0
2012-11-14,100.0
2012-12-06,0.0
2012-12-24,-16.6667
2012-12-28,-60.0
2012-12-31,50.0
2013-01-03,-33.3333
2013-01-04,0.0
2013-01-08,0.0
2013-01-09,0.0
2013-01-14,0.0
2013-01-15,0.0
2013-01-16,0.0
2013-01-23,0.0
2013-01-24,0.0
2013-01-25,0.0
2013-01-30,50.0
2013-02-05,-33.3333
2013-02-06,0.0
2013-02-07,0.0
2013-02-11,0.0
2013-02-13,0.0
2013-02-15,0.0
2013-02-19,0.0
2013-02-22,0.0
2013-02-25,0.0
2013-02-27,0.0
2013-04-04,0.0
2013-05-15,0.0
2013-08-26,0.0
2013-09-18,0.0
2013-12-05,0.0
2014-01-10,0.0
2014-03-11,150.0
2014-03-12,-60.0
2014-03-13,50.0
2014-03-17,-33.3333
2014-03-18,0.0
2014-03-19,50.0
2014-03-21,-33.3333
2014-03-25,0.0
2014-03-27,0.0
2014-03-28,200.0
2014-03-31,-50.0
2014-04-01,166.6667
2014-04-02,0.0
2014-04-03,-37.5
2014-04-04,60.0
2014-04-07,-37.5
2014-04-08,20.0
2014-04-09,0.0
2014-04-10,0.0
2014-04-11,-50.0
2014-04-23,6.6666
2014-04-24,0.0
2014-04-29,0.0
2014-05-02,0.0
2014-06-13,0.0
2014-07-01,0.0
2014-07-02,0.0
2014-07-07,0.0
2014-07-08,0.0
2014-07-09,116.5833
2014-07-10,-53.8284
2014-07-11,-26.6667
2014-07-15,-9.0909
2014-07-17,0.0
2014-07-18,0.0
2014-07-21,0.0
2014-07-23,115.0
2014-07-25,-53.4884
2014-07-29,0.0
2014-07-31,-94.0
2014-08-01,-81.25
2014-08-04,-11.1111
2014-08-05,31.25
2014-08-06,-9.5238
2014-08-07,-15.7895
2014-08-08,-12.5
2014-08-11,-7.1429
2014-08-12,-15.3846
2014-08-13,18.1818
2014-08-14,-15.3846
2014-08-15,0.0
2014-08-18,0.0
2014-08-19,-9.0909
2014-08-20,10.0
2014-08-21,-27.2727
2014-08-22,-25.0
2014-08-25,-16.6667
2014-08-26,-40.0
2014-08-27,66.6667
2014-08-28,-60.0
2014-08-29,50.0
2014-09-02,0.0
2014-09-03,0.0
2014-09-04,0.0
2014-09-05,0.0
2014-09-09,0.0
2014-09-10,-33.3333
2014-09-11,-20.0
2014-09-12,0.0
2014-09-15,25.0
2014-09-16,-20.0
2014-09-17,25.0
2014-09-18,0.0
2014-09-24,0.0
2014-09-26,0.0
2014-10-17,0.0
2014-10-20,0.0
2014-11-03,0.0
2014-11-04,0.0
2014-11-10,0.0
2014-12-08,0.0
2014-12-09,0.0
2014-12-22,0.0
2014-12-29,0.0
2015-01-02,0.0
2015-01-05,0.0
2015-01-06,0.0
2015-01-26,0.0
2015-02-11,-92.0
2015-02-20,45.0
2015-03-03,589.6552
2015-03-04,0.0
2015-03-05,100.0
2015-03-06,-75.0
2015-03-09,15.0
2015-03-12,-30.4348
2015-03-13,25.0
2015-03-16,-40.0
2015-03-17,0.0
2015-03-18,0.0
2015-03-19,-33.3333
2015-03-20,0.0
2015-03-23,0.0
2015-03-24,0.0
2015-03-25,0.0
2015-03-26,-50.0
2015-03-27,0.0
2015-03-30,0.0
2015-04-01,-20.0
