ticker,NCNB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-10-22,12.5
2008-11-07,-11.1111
2008-11-17,22.5
2008-12-19,12.2449
2008-12-31,0.1818
2011-05-05,45.1906
2011-05-13,25.0
2011-11-11,0.0
2012-02-21,-2.5
2012-02-28,-33.3333
2012-03-16,50.0
2012-03-20,-28.1026
2012-04-20,39.087
2012-04-24,125.9487
2012-06-20,-60.7354
2012-06-21,9.8266
2012-07-13,-14.7368
2012-07-23,23.4568
2012-08-02,-10.0
2012-12-03,-9.4444
2012-12-27,0.0
2013-01-31,329.4479
2013-02-01,-60.0
2013-02-11,-28.6429
2013-02-28,-23.9239
2013-04-01,17.7632
2013-04-02,0.5587
2013-04-04,-1.1111
2013-07-01,-8.9888
2013-07-02,9.8765
2013-07-03,-2.809
2013-07-05,1.1561
2013-07-17,1.7143000000000002
2013-11-15,-3.3708
2013-11-18,1.7442
2014-01-02,-1.7143000000000002
2014-01-03,2.3256
2014-01-28,0.0
2014-02-03,1.1364
2014-02-05,0.0
2014-03-03,12.3596
2014-03-04,0.0
2014-06-12,-10.0
2014-06-16,11.1111
2014-07-15,0.0
2014-08-15,-5.0
2014-09-08,0.0
2014-09-12,0.0
2014-09-25,5.2632
2014-09-30,-5.0
2014-10-03,0.0
2014-10-29,0.1053
2014-11-04,0.5258
2014-12-18,0.4184
2014-12-31,-0.3125
2015-01-13,1.8809
2015-01-14,-2.359
2015-01-28,2.416
2015-02-11,-1.0256
2015-03-10,-1.3472
2015-04-08,2.416
2015-04-10,1.0256
2015-05-28,0.0
2015-05-29,0.0
2015-06-01,0.0
2015-06-02,0.0
2015-06-04,0.0
2015-06-09,0.0
2015-06-10,0.0
2015-06-11,0.0
2015-06-15,0.0
2015-06-18,1.5228000000000002
2015-09-18,-1.5
2015-10-07,0.0
2015-10-29,0.0
2015-10-30,1.5228000000000002
2015-12-11,0.1
2015-12-18,-1.5984
2016-01-04,0.0
2016-01-06,0.5076
2016-01-14,6.0606
2016-01-15,-6.381
2016-02-10,-1.3225
2016-03-09,2.0619
2016-03-18,6.0606
2016-05-16,2.3810000000000002
2016-07-06,2.3256
2016-08-02,62.7273
2016-08-09,0.5587
2016-08-12,-1.3889
2016-08-22,-26.7606
2016-08-24,23.0769
2016-10-13,-6.25
2016-10-18,6.6667
2016-10-26,0.0
2016-10-31,0.0
2016-11-07,0.0
2016-11-16,-24.375
2016-12-06,15.7025
2016-12-12,3.5714
2016-12-14,6.8966
2016-12-16,-16.129
