ticker,SYVN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.0
2000-01-12,260.0
2000-01-18,-16.6667
2000-01-24,13.3333
2000-03-17,-11.7647
2000-03-27,-33.3333
2000-04-18,-30.0
2000-06-02,-28.5714
2000-06-08,-80.0
2000-06-15,0.0
2001-02-26,-30.0
2001-03-01,1042.8571
2001-03-30,-86.25
2001-05-07,0.0
2002-01-17,-36.3636
2002-03-21,-28.5714
2002-04-24,300.0
2002-05-07,-75.0
2002-05-08,0.0
2002-10-09,0.0
2002-10-11,-60.0
2002-11-18,0.0
2002-11-25,150.0
2002-12-27,-60.0
2003-01-17,0.0
2003-02-04,0.0
2003-03-03,0.0
2003-05-22,0.0
2003-10-06,0.0
2003-12-04,0.0
2003-12-15,0.0
2003-12-22,-50.0
2004-01-12,0.0
2004-07-26,0.0
2004-10-15,100.0
2004-12-03,0.0
2004-12-07,0.0
2004-12-10,0.0
2005-01-27,0.0
2005-03-04,-50.0
2005-03-22,0.0
2005-06-10,0.0
2005-10-19,0.0
2005-11-01,0.0
2005-12-21,0.0
2006-03-16,0.0
2006-05-09,1900.0
2006-05-17,0.0
2006-05-22,0.0
2006-05-24,-50.0
2006-06-16,-70.0
2006-06-26,-91.6667
2006-08-02,140.0
2006-08-03,68.3333
2006-08-04,0.0
2006-08-09,-0.9901
2006-08-16,-23.0
2006-08-17,-33.7662
2006-08-22,0.0
2006-08-23,0.0
2006-09-13,-31.3725
2006-09-14,-28.5714
2006-09-18,32.0
2006-09-20,142.4242
2006-09-26,-12.5
2006-10-06,92.8571
2006-10-10,-25.1852
2006-10-12,-15.8416
2006-11-10,-11.7647
2006-11-27,-66.6667
2006-11-30,-60.0
2006-12-05,10.0
2007-01-09,309.0909
2007-01-12,-77.7778
2007-01-17,0.0
2007-02-22,150.0
2007-07-06,-56.0
2007-11-21,9.0909
2007-11-29,-41.6667
2009-03-30,0.0
2009-08-20,-28.5714
2009-10-19,0.0
2009-12-10,0.0
2010-03-08,0.0
2010-11-09,0.0
2011-01-25,500.0
2011-01-26,70.0
2011-01-27,7.8431
2011-01-28,7.2727
2011-01-31,25.4237
2011-02-01,36.4865
2011-02-03,-10.8911
2011-02-04,16.6667
2011-02-07,-4.7619
2011-02-08,-9.0
2011-02-09,0.0
2011-02-10,9.8901
2011-02-11,-25.0
2011-02-14,40.0
2011-02-15,-4.7619
2011-02-17,-4.0
2011-02-18,-1.0417
2011-02-22,-4.2105
2011-02-23,4.3956
2011-02-24,4.2105
