ticker,STAF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-02-21,100.0
2013-02-22,-6.6667
2013-02-28,7.1429
2013-03-25,3.3333
2013-03-26,0.0
2013-03-27,-3.871
2013-04-01,-16.1074
2013-04-02,8.0
2013-04-03,10.3704
2013-04-04,0.6711
2013-04-05,0.0
2013-04-08,33.3333
2013-04-09,-25.0
2013-04-10,33.3333
2013-04-11,0.0
2013-04-15,12.5
2013-04-16,-0.4444
2013-04-17,0.0
2013-04-18,-6.25
2013-04-19,4.7619
2013-04-22,0.0
2013-04-23,-9.0909
2013-04-24,5.0
2013-04-25,0.0
2013-04-26,-16.6667
2013-04-29,20.0
2013-04-30,0.0
2013-05-01,-16.6667
2013-05-02,-5.7143
2013-05-03,3.0303
2013-05-06,2.9412000000000003
2013-05-07,-2.8571
2013-05-08,0.0
2013-05-10,0.0
2013-05-13,0.0
2013-05-14,-2.9412000000000003
2013-05-15,0.0
2013-05-17,0.0
2013-05-20,0.0
2013-05-21,3.0303
2013-05-22,-2.9412000000000003
2013-05-23,-3.0303
2013-05-24,3.125
2013-05-28,0.0
2013-05-30,0.0
2013-06-05,-9.0909
2013-06-07,10.0
2013-06-11,-3.0303
2013-06-12,3.125
2013-06-25,-9.0909
2013-06-27,0.0
2013-07-10,-20.0
2013-07-11,16.6667
2013-07-15,-7.1429
2013-07-25,0.0
2013-07-29,0.0
2013-08-02,-7.6923
2013-08-06,0.0
2013-08-07,4.1667
2013-08-21,-20.0
2013-08-22,25.0
2013-08-26,-4.0
2013-08-27,0.0
2013-08-28,33.3333
2013-08-30,12.5
2013-09-03,-16.6667
2013-09-05,-3.3333
2013-09-09,0.0
2013-09-16,0.0
2013-09-23,37.931
2013-09-24,-5.0
2013-09-26,-1.0526
2013-09-30,-3.1915
2013-10-04,-4.3956
2013-10-11,12.069
2013-11-04,-8.2051
2013-11-15,0.0
2013-11-27,6.1453
2013-11-29,7.8947
2013-12-02,-2.439
2013-12-06,-5.0
2013-12-09,0.0
2013-12-13,9.473700000000001
2013-12-16,0.0
2013-12-19,-3.8462
2013-12-31,5.0
2014-01-08,-2.3810000000000002
2014-01-09,-12.1951
2014-01-13,11.1111
2014-01-15,-15.0
2014-01-16,17.647100000000002
2014-01-17,-15.0
2014-01-21,0.0
2014-01-27,-14.7059
2014-01-28,24.1379
2014-01-29,16.6667
2014-01-30,-9.5238
2014-01-31,0.0
2014-02-06,-10.526299999999999
2014-02-07,-5.8824
2014-02-10,18.75
2014-02-11,5.2632
