ticker,MET US Equity
2000-08-25,-2.5773
2000-08-28,-0.5291
2000-08-29,2.1277
2000-08-30,3.3854
2000-08-31,-2.0151
2000-09-01,2.3136
2000-09-05,-2.5126
2000-09-06,1.0309
2000-09-07,0.5102
2000-09-08,1.7766
2000-09-11,-0.9975
2000-09-12,-0.7557
2000-09-13,3.5533
2000-09-14,-1.9607999999999999
2000-09-15,-1.75
2000-09-18,-1.2723
2000-09-19,1.7881
2000-09-20,-1.7567
2000-09-21,-0.7732
2000-09-22,2.8571
2000-09-25,-0.7576
2000-09-26,3.0534
2000-09-27,4.1975
2000-09-28,3.0806
2000-09-29,-3.4483
2000-10-02,0.4762
2000-10-03,-3.3175
2000-10-04,-2.451
2000-10-05,5.2764
2000-10-06,0.0
2000-10-09,-0.716
2000-10-10,-1.4423
2000-10-11,-1.4634
2000-10-12,-4.2079
2000-10-13,3.3592
2000-10-16,1.5
2000-10-17,1.4778
2000-10-18,0.0
2000-10-19,-3.3981
2000-10-20,-3.0151
2000-10-23,-1.5544
2000-10-24,3.1579
2000-10-25,1.0204
2000-10-26,-2.0202
2000-10-27,2.3196
2000-10-30,7.3048
2000-10-31,3.7559
2000-11-01,3.1673999999999998
2000-11-02,-3.0702
2000-11-03,-3.8009
2000-11-06,-1.1848
2000-11-07,4.0767
2000-11-08,2.765
2000-11-09,6.5022
2000-11-10,0.6316
2000-11-13,-4.6025
2000-11-14,-1.0965
2000-11-15,5.9867
2000-11-16,2.7197
2000-11-17,-2.444
2000-11-20,-2.9228
2000-11-21,-3.2258
2000-11-22,-4.6667
2000-11-24,4.1958
2000-11-27,2.2371
2000-11-28,-1.7505
2000-11-29,-0.6682
2000-11-30,6.2780000000000005
2000-12-01,0.6329
2000-12-04,6.7086
2000-12-05,0.9823
2000-12-06,3.3074
2000-12-07,3.5782
2000-12-08,6.1818
2000-12-11,-3.4247
2000-12-12,-1.2411
2000-12-13,-3.2316
2000-12-14,0.9276
2000-12-15,2.9412000000000003
2000-12-18,0.3571
2000-12-19,-3.5587
2000-12-20,-1.2915
2000-12-21,-1.6822
2000-12-22,3.2319
2000-12-26,-0.1842
2000-12-27,1.107
2000-12-28,2.5547
2000-12-29,-0.3559
2001-01-02,-2.8571
2001-01-03,2.5735
2001-01-04,-6.4516
2001-01-05,-3.2567
2001-01-08,4.1584
2001-01-09,3.0418
2001-01-10,-1.6604999999999999
2001-01-11,-2.439
2001-01-12,-4.6154
2001-01-16,-0.2016
2001-01-17,0.8081
2001-01-18,1.2024
2001-01-19,-1.5842
2001-01-22,5.6338
2001-01-23,0.381
2001-01-24,2.277
2001-01-25,-1.1132
2001-01-26,-1.3133
2001-01-29,0.8973
2001-01-30,0.9647
2001-01-31,-2.0006
2001-02-01,2.0719
2001-02-02,-0.2985
2001-02-05,1.0479
2001-02-06,-3.1407
2001-02-07,2.692
2001-02-08,-3.1874000000000002
2001-02-09,-0.1538
2001-02-12,2.0339
2001-02-13,-2.386
2001-02-14,0.5569
2001-02-15,-3.0769
2001-02-16,2.0635
2001-02-20,-2.3327999999999998
2001-02-21,-1.4331
2001-02-22,-2.5525
2001-02-23,0.5968
2001-02-26,2.2413
2001-02-27,-0.2901
2001-02-28,-0.2586
2001-03-01,0.4862
2001-03-02,2.6774
2001-03-05,0.377
2001-03-06,-1.0642
2001-03-07,0.7909
2001-03-08,0.973
2001-03-09,0.8082
2001-03-12,-4.872
2001-03-13,2.6904
2001-03-14,-9.2487
2001-03-15,0.8696
2001-03-16,-2.069
2001-03-19,-2.1831
2001-03-20,-2.0878
2001-03-21,1.7647
2001-03-22,-5.8887
2001-03-23,5.5662
2001-03-26,0.7273
2001-03-27,0.5776
2001-03-28,0.682
2001-03-29,1.3191
2001-03-30,5.7354
2001-04-02,0.8319
2001-04-03,-3.0693
2001-04-04,-0.715
2001-04-05,2.8807
2001-04-06,-1.1
2001-04-09,0.9437
2001-04-10,0.0
2001-04-11,-2.8381
2001-04-12,2.5773
2001-04-16,1.34
2001-04-17,-0.3636
2001-04-18,-0.4645
2001-04-19,-1.2
2001-04-20,-1.9906000000000001
2001-04-23,-0.4819
2001-04-24,-1.4182000000000001
2001-04-25,0.3509
2001-04-26,1.014
2001-04-27,0.6577
2001-04-30,-0.2751
2001-05-01,1.7241
2001-05-02,-1.5593
2001-05-03,-0.3099
2001-05-04,2.2453
2001-05-07,-1.25
2001-05-08,-2.1553
2001-05-09,1.049
2001-05-10,-0.2076
2001-05-11,0.4161
2001-05-14,1.5192999999999999
2001-05-15,2.2109
2001-05-16,2.8286
2001-05-17,1.1327
2001-05-18,0.032
2001-05-21,-0.8317
2001-05-22,-1.9032
2001-05-23,1.4469
2001-05-24,1.1345
2001-05-25,0.609
2001-05-29,0.2549
2001-05-30,-0.1271
2001-05-31,1.3363
2001-06-01,-0.0942
2001-06-04,0.6914
2001-06-05,1.0612
2001-06-06,-1.2662
2001-06-07,-1.345
2001-06-08,-0.1902
2001-06-11,-1.0165
2001-06-12,-1.2195
2001-06-13,-0.13
2001-06-14,-2.5699
2001-06-15,-0.1669
2001-06-18,0.6689
2001-06-19,0.8306
2001-06-20,2.1417
2001-06-21,0.6452
2001-06-22,-2.0833
2001-06-25,-0.1964
2001-06-26,0.5576
2001-06-27,-0.0326
2001-06-28,-0.6525
2001-06-29,1.7406000000000001
2001-07-02,1.8399
2001-07-03,0.1585
2001-07-05,0.8861
2001-07-06,-2.7917
2001-07-09,0.7422
2001-07-10,-0.6406
2001-07-11,-1.9987
2001-07-12,2.4671
2001-07-13,0.321
2001-07-16,0.96
2001-07-17,-0.7924
2001-07-18,-1.1182
2001-07-19,-0.6462
2001-07-20,-2.2763999999999998
2001-07-23,-1.1647
2001-07-24,-2.3569
2001-07-25,0.8966
2001-07-26,-1.5721
2001-07-27,0.4514
2001-07-30,-0.2765
2001-07-31,2.773
2001-08-01,-0.4047
2001-08-02,-0.2709
2001-08-03,-0.747
2001-08-06,0.3079
2001-08-07,-0.9209
2001-08-08,-1.8589
2001-08-09,0.3858
2001-08-10,-0.0699
2001-08-13,1.6084
2001-08-14,1.3421
2001-08-15,-0.6791
2001-08-16,0.7863
2001-08-17,-1.2551
2001-08-20,0.8245
2001-08-21,0.0681
2001-08-22,0.1021
2001-08-23,2.3810000000000002
2001-08-24,0.9967
2001-08-27,-1.1513
2001-08-28,0.4659
2001-08-29,0.3312
2001-08-30,1.2876
2001-08-31,-0.5867
2001-09-04,-1.4754
2001-09-05,-1.1647
2001-09-06,-1.9192
2001-09-07,-2.8493
2001-09-10,1.7668
2001-09-17,-6.5625
2001-09-18,-0.4088
2001-09-19,-0.4104
2001-09-20,-0.9741
2001-09-21,-4.6538
2001-09-24,4.881
2001-09-25,2.1566
2001-09-26,0.0
2001-09-27,4.0
2001-09-28,5.7692
2001-10-01,-2.3569
2001-10-02,0.0
2001-10-03,-0.6552
2001-10-04,-0.4512
2001-10-05,0.3138
2001-10-08,-5.9089
2001-10-09,-0.2955
2001-10-10,-0.0371
2001-10-11,1.2231
2001-10-12,-1.6844000000000001
2001-10-15,-0.149
2001-10-16,-1.6038999999999999
2001-10-17,0.0758
2001-10-18,-2.2727
2001-10-19,-0.5814
2001-10-22,1.3645
2001-10-23,3.8846
2001-10-24,0.7405
2001-10-25,0.1103
2001-10-26,0.7709
2001-10-29,-0.8379
2001-10-30,-0.2572
2001-10-31,-0.9208
2001-11-01,1.487
2001-11-02,0.0733
2001-11-05,2.8761
2001-11-06,0.3584
2001-11-07,-1.6071
2001-11-08,0.9074
2001-11-09,-0.9353
2001-11-12,-0.472
2001-11-13,1.058
2001-11-14,-0.1805
2001-11-15,0.1447
2001-11-16,-0.3611
2001-11-19,-0.3262
2001-11-20,0.0
2001-11-21,-2.1818
2001-11-23,0.1859
2001-11-26,2.4119
2001-11-27,-1.3043
2001-11-28,0.0367
2001-11-29,0.2569
2001-11-30,0.4026
2001-12-03,-1.677
2001-12-04,2.8921
2001-12-05,0.8288
2001-12-06,0.6791
2001-12-07,0.923
2001-12-10,0.7738
2001-12-11,1.6404999999999998
2001-12-12,-1.0646
2001-12-13,0.4512
2001-12-14,3.0062
2001-12-17,2.1469
2001-12-18,0.9524
2001-12-19,1.1061
2001-12-20,1.3514
2001-12-21,-2.5397
2001-12-24,0.0
2001-12-26,0.0
2001-12-27,0.3257
2001-12-28,1.9805000000000001
2001-12-31,0.8596
2002-01-02,-2.0518
2002-01-03,0.4189
2002-01-04,-0.706
2002-01-07,-1.9069
2002-01-08,-0.2965
2002-01-09,0.2974
2002-01-10,0.8567
2002-01-11,-0.8494
2002-01-14,0.2636
2002-01-15,0.8873
2002-01-16,-1.7915
2002-01-17,0.2653
2002-01-18,-0.5624
2002-01-22,0.1331
2002-01-23,-0.3654
2002-01-24,-0.1334
2002-01-25,1.0684
2002-01-28,-0.892
2002-01-29,-3.9333
2002-01-30,2.0125
2002-01-31,3.3333
2002-02-01,-0.8558
2002-02-04,-2.8884
2002-02-05,-1.9828999999999999
2002-02-06,0.9069
2002-02-07,0.2074
2002-02-08,1.9317
2002-02-11,0.0677
2002-02-12,2.7054
2002-02-13,1.0866
2002-02-14,2.4104
2002-02-15,-1.6858
2002-02-19,-1.8117
2002-02-20,2.3064
2002-02-21,-0.1932
2002-02-22,-0.3872
2002-02-25,1.3929
2002-02-26,1.4696
2002-02-27,1.3854
2002-02-28,-0.9938
2002-03-01,0.0627
2002-03-04,4.3887
2002-03-05,-1.4414
2002-03-06,-0.0609
2002-03-07,-0.7622
2002-03-08,-0.9524
2002-03-11,-1.0546
2002-03-12,1.0345
2002-03-13,-1.7065000000000001
2002-03-14,-0.8523
2002-03-15,-0.4457
2002-03-18,-1.599
2002-03-19,-1.5925
2002-03-20,-0.5945
2002-03-21,1.6611
2002-03-22,-0.817
2002-03-25,0.0
2002-03-26,0.0659
2002-03-27,2.733
2002-03-28,0.9615
2002-04-01,-1.6508
2002-04-02,0.7424
2002-04-03,-0.032
2002-04-04,1.0577
2002-04-05,2.5056000000000003
2002-04-08,1.2995
2002-04-09,0.8247
2002-04-10,0.8785
2002-04-11,-1.3514
2002-04-12,2.4049
2002-04-15,-1.0999
2002-04-16,2.4947
2002-04-17,0.7918
2002-04-18,-1.222
2002-04-19,1.62
2002-04-22,0.2319
2002-04-23,-2.7183
2002-04-24,0.2378
2002-04-25,-0.2372
2002-04-26,-0.7729
2002-04-29,1.1384
2002-04-30,1.1256
2002-05-01,0.0879
2002-05-02,-0.2049
2002-05-03,0.1466
2002-05-06,0.0
2002-05-07,-6.7057
2002-05-08,0.0942
2002-05-09,-0.5017
2002-05-10,0.063
2002-05-13,1.2598
2002-05-14,0.311
2002-05-15,-1.5814
2002-05-16,1.6068
2002-05-17,0.9302
2002-05-20,-2.8264
2002-05-21,-1.2962
2002-05-22,-0.6406
2002-05-23,1.5474
2002-05-24,0.4444
2002-05-28,-1.8647
2002-05-29,1.0306
2002-05-30,1.562
2002-05-31,4.3001
2002-06-03,-3.4005
2002-06-04,-0.8723
2002-06-05,0.4085
2002-06-06,-2.1283
2002-06-07,-0.5437
2002-06-10,1.6399
2002-06-11,-2.1512000000000002
2002-06-12,-1.0346
2002-06-13,-2.6462
2002-06-14,-0.4027
2002-06-17,3.6388
2002-06-18,-1.0728
2002-06-19,-2.5633
2002-06-20,-3.6425
2002-06-21,4.0252
2002-06-24,-3.0956
2002-06-25,-0.4514
2002-06-26,-2.3369
2002-06-27,3.0714
2002-06-28,-0.2079
2002-07-01,2.0833
2002-07-02,-2.3129
2002-07-03,0.6267
2002-07-05,1.7301
2002-07-08,0.6122
2002-07-09,-2.7382999999999997
2002-07-10,-2.7459
2002-07-11,-0.1072
2002-07-12,-0.8229
2002-07-15,-0.4329
2002-07-16,-5.1449
2002-07-17,-3.2086
2002-07-18,-4.3015
2002-07-19,2.0619
2002-07-22,-3.2323
2002-07-23,-3.5907999999999998
2002-07-24,2.9882999999999997
2002-07-25,1.6400000000000001
2002-07-26,4.9235
2002-07-29,9.1877
2002-07-30,1.4807000000000001
2002-07-31,0.3203
2002-08-01,-0.3902
2002-08-02,-4.9145
2002-08-05,-4.0075
2002-08-06,-1.1315
2002-08-07,1.5785
2002-08-08,4.2347
2002-08-09,0.9691
2002-08-12,-1.2182
2002-08-13,-2.2795
2002-08-14,2.5239000000000003
2002-08-15,-0.1865
2002-08-16,-0.3363
2002-08-19,2.7747
2002-08-20,-1.6053
2002-08-21,0.8528
2002-08-22,2.8308999999999997
2002-08-23,-1.0726
2002-08-26,0.0361
2002-08-27,-2.276
2002-08-28,-1.4787
2002-08-29,1.9512
2002-08-30,-0.9201
2002-09-03,-3.789
2002-09-04,-1.3900000000000001
2002-09-05,0.0392
2002-09-06,-1.1742
2002-09-09,0.9505
2002-09-10,-0.3138
2002-09-11,-0.5903
2002-09-12,-2.6128
2002-09-13,1.4228
2002-09-16,-2.3246
2002-09-17,-4.1855
2002-09-18,-0.985
2002-09-19,1.7734
2002-09-20,0.1275
2002-09-23,0.0424
2002-09-24,-2.4183
2002-09-25,0.4348
2002-09-26,2.7273
2002-09-27,-3.2448
2002-09-30,-0.8711
2002-10-01,4.3497
2002-10-02,-1.8947
2002-10-03,-3.3476
2002-10-04,-7.2379999999999995
2002-10-07,-0.6702
2002-10-08,4.8193
2002-10-09,-3.2644
2002-10-10,4.23
2002-10-11,3.2376
2002-10-14,-1.7226
2002-10-15,11.0112
2002-10-16,-1.0526
2002-10-17,3.3552
2002-10-18,-1.5439
2002-10-21,-0.201
2002-10-22,-0.282
2002-10-23,-1.0101
2002-10-24,0.2041
2002-10-25,3.4623
2002-10-28,-1.3780000000000001
2002-10-29,-2.5948
2002-10-30,0.4098
2002-10-31,-2.5305999999999997
2002-11-01,2.3032
2002-11-04,2.0057
2002-11-05,0.1204
2002-11-06,7.5752
2002-11-07,0.1127
2002-11-08,1.6503999999999999
2002-11-11,-3.0627
2002-11-12,0.0761
2002-11-13,1.1792
2002-11-14,1.203
2002-11-15,0.26
2002-11-18,-3.8533
2002-11-19,0.501
2002-11-20,2.4923
2002-11-21,-0.5238
2002-11-22,1.1659
2002-11-25,-1.487
2002-11-26,-3.2075
2002-11-27,3.0409
2002-11-29,1.5513
2002-12-02,-0.149
2002-12-03,-1.8657
2002-12-04,1.1787
2002-12-05,-1.5408
2002-12-06,1.6794
2002-12-09,-1.2387
2002-12-10,1.2923
2002-12-11,5.6285
2002-12-12,0.9236
2002-12-13,-0.88
2002-12-16,0.6037
2002-12-17,-1.8708
2002-12-18,-0.8273
2002-12-19,-1.2695
2002-12-20,1.0287
2002-12-23,-0.1455
2002-12-24,0.0364
2002-12-26,0.7281
2002-12-27,-1.8432
2002-12-30,0.9205
2002-12-31,-1.3498999999999999
2003-01-02,2.9956
2003-01-03,0.2154
2003-01-06,1.6840000000000002
2003-01-07,-1.4094
2003-01-08,-1.0007
2003-01-09,5.2347
2003-01-10,-0.5489
2003-01-13,0.6209
2003-01-14,0.5828
2003-01-15,-1.9768
2003-01-16,-0.1391
2003-01-17,-0.766
2003-01-21,-0.7018
2003-01-22,-1.4487999999999999
2003-01-23,0.2868
2003-01-24,-2.4669
2003-01-27,-1.6129
2003-01-28,-1.0805
2003-01-29,0.113
2003-01-30,-1.091
2003-01-31,1.8258
2003-02-03,1.1207
2003-02-04,-3.8419
2003-02-05,0.2305
2003-02-06,-2.0314
2003-02-07,0.4304
2003-02-10,1.2854999999999999
2003-02-11,-5.3077
2003-02-12,0.6905
2003-02-13,0.4034
2003-02-14,3.4954
2003-02-18,0.9317
2003-02-19,-0.5
2003-02-20,-0.3479
2003-02-21,1.2801
2003-02-24,-0.9192
2003-02-25,-0.2319
2003-02-26,-0.8136
2003-02-27,1.6406
2003-02-28,0.5765
2003-03-03,-0.4585
2003-03-04,-2.1497
2003-03-05,3.06
2003-03-06,-1.6368
2003-03-07,0.774
2003-03-10,-3.6098
2003-03-11,-2.8685
2003-03-12,-1.5175999999999998
2003-03-13,4.6647
2003-03-14,1.7111
2003-03-17,2.1127
2003-03-18,0.2682
2003-03-19,4.1269
2003-03-20,-0.367
2003-03-21,2.1731
2003-03-24,-3.713
2003-03-25,0.4493
2003-03-26,-0.1491
2003-03-27,-0.4106
2003-03-28,0.8621
2003-03-31,-1.9695
2003-04-01,1.8954
2003-04-02,2.8274
2003-04-03,0.1085
2003-04-04,1.0481
2003-04-07,-0.7868
2003-04-08,0.4326
2003-04-09,-2.5484999999999998
2003-04-10,1.5470000000000002
2003-04-11,0.1814
2003-04-14,0.8327
2003-04-15,1.4363000000000001
2003-04-16,-1.5929
2003-04-17,1.8345
2003-04-21,-0.6005
2003-04-22,3.0206
2003-04-23,0.5519
2003-04-24,-2.6414999999999997
2003-04-25,-1.5152
2003-04-28,2.3971
2003-04-29,-0.3494
2003-04-30,0.7363
2003-05-01,-0.174
2003-05-02,0.3835
2003-05-05,-2.1883
2003-05-06,-0.2486
2003-05-07,-1.8868
2003-05-08,-2.4311
2003-05-09,-0.4463
2003-05-12,2.9884
2003-05-13,-2.0675
2003-05-14,-0.4074
2003-05-15,0.4091
2003-05-16,0.8889
2003-05-19,-0.8811
2003-05-20,-1.4444
2003-05-21,0.1127
2003-05-22,0.8634
2003-05-23,-0.3349
2003-05-27,0.6721
2003-05-28,1.2610999999999999
2003-05-29,-1.5751
2003-05-30,4.0938
2003-06-02,0.6435
2003-06-03,-0.675
2003-06-04,1.8239999999999998
2003-06-05,1.0889
2003-06-06,0.5559
2003-06-09,-2.1424
2003-06-10,-0.1059
2003-06-11,1.3079
2003-06-12,0.7676
2003-06-13,-0.7271
2003-06-16,1.8486
2003-06-17,-0.5479
2003-06-18,-0.5854
2003-06-19,-2.1129
2003-06-20,0.2123
2003-06-23,-0.3884
2003-06-24,1.4888
2003-06-25,-0.5938
2003-06-26,0.0703
2003-06-27,-0.2809
2003-06-30,-0.2817
2003-07-01,0.0353
2003-07-02,1.306
2003-07-03,1.0801
2003-07-07,1.8959000000000001
2003-07-08,0.0677
2003-07-09,-0.0676
2003-07-10,-2.3681
2003-07-11,0.7623
2003-07-14,0.447
2003-07-15,-0.8559
2003-07-16,-2.0718
2003-07-17,-1.4104
2003-07-18,-0.3219
2003-07-21,-0.287
2003-07-22,0.2879
2003-07-23,1.3276
2003-07-24,0.0
2003-07-25,3.2578
2003-07-28,-0.6859
2003-07-29,-2.3481
2003-07-30,-2.0509
2003-07-31,0.0722
2003-08-01,-1.3348
2003-08-04,0.0366
2003-08-05,2.3026
2003-08-06,2.0364
2003-08-07,1.5406
2003-08-08,0.9655
2003-08-11,-2.9713000000000003
2003-08-12,1.9007
2003-08-13,-0.6908
2003-08-14,1.3913
2003-08-15,-0.1715
2003-08-18,0.4124
2003-08-19,-0.5476
2003-08-20,-0.2065
2003-08-21,-0.1034
2003-08-22,-1.6569
2003-08-25,0.5616
2003-08-26,-0.4538
2003-08-27,-1.5428
2003-08-28,0.3917
2003-08-29,0.8159
2003-09-02,2.8148999999999997
2003-09-03,-0.0684
2003-09-04,-0.6507
2003-09-05,-0.2068
2003-09-08,0.6218
2003-09-09,-0.2403
2003-09-10,-0.585
2003-09-11,-0.7269
2003-09-12,-0.8368
2003-09-15,-0.7384
2003-09-16,0.673
2003-09-17,-0.3871
2003-09-18,2.402
2003-09-19,-1.1728
2003-09-22,-0.9773
2003-09-23,0.423
2003-09-24,-0.9126
2003-09-25,-0.6022
2003-09-26,0.0713
2003-09-29,1.4601
2003-09-30,-1.5444
2003-10-01,3.3155
2003-10-02,-0.069
2003-10-03,1.4157
2003-10-06,0.7491
2003-10-07,0.6421
2003-10-08,-1.1753
2003-10-09,0.8835
2003-10-10,-0.0337
2003-10-13,1.8194
2003-10-14,-0.3309
2003-10-15,1.0956
2003-10-16,0.6897
2003-10-17,1.0437
2003-10-20,-1.2912
2003-10-21,1.4061
2003-10-22,-2.6121
2003-10-23,0.8609
2003-10-24,-0.1313
2003-10-27,-0.0657
2003-10-28,1.7433999999999998
2003-10-29,-0.485
2003-10-30,0.065
2003-10-31,1.9481000000000002
2003-11-03,0.3503
2003-11-04,-1.5551
2003-11-05,0.9026
2003-11-06,0.4828
2003-11-07,-1.025
2003-11-10,-0.3883
2003-11-11,-0.5848
2003-11-12,0.0654
2003-11-13,-0.6532
2003-11-14,-0.6575
2003-11-17,0.3309
2003-11-18,1.0884
2003-11-19,1.3703
2003-11-20,-0.0644
2003-11-21,0.7085
2003-11-24,2.0147
2003-11-25,1.2852999999999999
2003-11-26,1.7951000000000001
2003-11-28,-0.6081
2003-12-01,2.0801
2003-12-02,-0.2697
2003-12-03,-1.262
2003-12-04,-0.5782
2003-12-05,-0.3061
2003-12-08,1.9957
2003-12-09,-0.6623
2003-12-10,1.0909
2003-12-11,1.6787
2003-12-12,-0.9434
2003-12-15,-1.1905000000000001
2003-12-16,-0.3313
2003-12-17,0.0302
2003-12-18,0.0906
2003-12-19,0.0906
2003-12-22,-0.1206
2003-12-23,0.5737
2003-12-24,-0.1201
2003-12-26,-0.511
2003-12-29,1.8429
2003-12-30,0.089
2003-12-31,-0.2075
2004-01-02,-0.3267
2004-01-05,1.0131000000000001
2004-01-06,-0.826
2004-01-07,-0.9518
2004-01-08,-0.6607
2004-01-09,-0.4837
2004-01-12,-0.8809
2004-01-13,0.7049
2004-01-14,1.2781
2004-01-15,-0.631
2004-01-16,0.5141
2004-01-20,0.1805
2004-01-21,1.982
2004-01-22,0.4417
2004-01-23,-0.6157
2004-01-26,-0.1475
2004-01-27,-0.7681
2004-01-28,-0.2977
2004-01-29,-0.0299
2004-01-30,0.2091
2004-02-02,1.8479999999999999
2004-02-03,1.6096
2004-02-04,-1.0657
2004-02-05,0.3493
2004-02-06,1.4505
2004-02-09,-0.2574
2004-02-10,1.7774999999999999
2004-02-11,-0.3944
2004-02-12,-2.5735
2004-02-13,0.5806
2004-02-17,1.7605
2004-02-18,0.2836
2004-02-19,-0.2545
2004-02-20,-1.1058
2004-02-23,-0.0573
2004-02-24,-0.2582
2004-02-25,-0.0575
2004-02-26,0.1727
2004-02-27,0.9767
2004-03-01,0.3414
2004-03-02,-0.7372
2004-03-03,1.114
2004-03-04,0.7627
2004-03-05,-0.7289
2004-03-08,-0.7907
2004-03-09,-0.1993
2004-03-10,-2.2533
2004-03-11,-2.3344
2004-03-12,2.4798
2004-03-15,-0.8455
2004-03-16,0.441
2004-03-17,2.3125999999999998
2004-03-18,2.0029
2004-03-19,-1.655
2004-03-22,-0.7986
2004-03-23,0.0288
2004-03-24,-0.7761
2004-03-25,1.6512
2004-03-26,0.5415
2004-03-29,1.4739
2004-03-30,0.1955
2004-03-31,-0.5297
2004-04-01,0.5886
2004-04-02,1.0588
2004-04-05,1.0753
2004-04-06,-0.1637
2004-04-07,-1.8306
2004-04-08,0.0557
2004-04-12,0.9179
2004-04-13,-2.1499
2004-04-14,-0.3662
2004-04-15,-0.7916
2004-04-16,0.3135
2004-04-19,-0.6818
2004-04-20,-1.9737
2004-04-21,-0.2626
2004-04-22,1.7553999999999998
2004-04-23,-0.6613
2004-04-26,-0.5789
2004-04-27,1.4847000000000001
2004-04-28,-1.9506999999999999
2004-04-29,0.2633
2004-04-30,0.6711
2004-05-03,1.1014
2004-05-04,-0.8314
2004-05-05,-1.5032999999999999
2004-05-06,0.5577
2004-05-07,-2.3935
2004-05-10,-0.6878
2004-05-11,1.1141
2004-05-12,1.3401
2004-05-13,0.3526
2004-05-14,-0.0293
2004-05-17,-1.5817
2004-05-18,0.625
2004-05-19,-0.207
2004-05-20,-0.2371
2004-05-21,0.9804
2004-05-24,1.0591
2004-05-25,1.3683
2004-05-26,1.9529
2004-05-27,-0.169
2004-05-28,0.3104
2004-06-01,0.4782
2004-06-02,0.28
2004-06-03,-0.67
2004-06-04,0.4216
2004-06-07,1.8752
2004-06-08,-0.6868
2004-06-09,-1.0788
2004-06-10,0.811
2004-06-14,-0.3606
2004-06-15,-0.1949
2004-06-16,-1.0321
2004-06-17,0.8174
2004-06-18,-1.4258
2004-06-21,-0.7374
2004-06-22,1.3714
2004-06-23,-0.1409
2004-06-24,0.1693
2004-06-25,0.0845
2004-06-28,-0.0282
2004-06-29,0.2534
2004-06-30,0.7022
2004-07-01,-0.5021
2004-07-02,-0.4205
2004-07-06,-0.3097
2004-07-07,-0.5366
2004-07-08,-0.7382
2004-07-09,-0.8581
2004-07-12,1.2695
2004-07-13,-0.2849
2004-07-14,-0.9429
2004-07-15,-0.8365
2004-07-16,-0.3781
2004-07-19,0.438
2004-07-20,-0.3198
2004-07-21,1.0207
2004-07-22,-1.2702
2004-07-23,-0.6725
2004-07-26,0.1178
2004-07-27,0.6175
2004-07-28,0.2338
2004-07-29,3.586
2004-07-30,0.394
2004-08-02,1.4858
2004-08-03,-0.9945
2004-08-04,0.7533
2004-08-05,-0.997
2004-08-06,-0.2517
2004-08-09,0.3926
2004-08-10,0.9497
2004-08-11,-0.0277
2004-08-12,-0.6643
2004-08-13,-0.6966
2004-08-16,1.1785
2004-08-17,-0.0555
2004-08-18,2.081
2004-08-19,-0.3262
2004-08-20,0.0545
2004-08-23,-1.1992
2004-08-24,0.0
2004-08-25,0.5517
2004-08-26,0.3292
2004-08-27,0.2734
2004-08-30,-0.4363
2004-08-31,2.0268
