ticker,AEL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2003-12-04,0.5556
2003-12-05,4.0884
2003-12-08,-0.7431
2003-12-09,-2.3529
2003-12-10,-0.3286
2003-12-11,-0.2198
2003-12-12,0.2203
2003-12-15,-0.989
2003-12-16,0.111
2003-12-17,0.7761
2003-12-18,0.4405
2003-12-19,0.8772
2003-12-22,0.0
2003-12-23,0.0
2003-12-24,0.3261
2003-12-26,2.3835
2003-12-29,-0.5291
2003-12-30,2.8723
2003-12-31,3.1024
2004-01-02,2.6078
2004-01-05,1.6618
2004-01-06,2.8846
2004-01-07,0.0935
2004-01-08,4.8553
2004-01-09,3.2057
2004-01-12,-3.365
2004-01-13,-2.2321
2004-01-14,3.1963
2004-01-15,4.2478
2004-01-16,-1.6978
2004-01-20,-0.6045
2004-01-21,2.8670999999999998
2004-01-22,1.6047
2004-01-23,1.8288
2004-01-26,2.8571
2004-01-27,-2.3810000000000002
2004-01-28,1.4634
2004-01-29,-3.125
2004-01-30,-1.158
2004-02-02,1.2551999999999999
2004-02-03,-2.0661
2004-02-04,1.4346
2004-02-05,-1.9135
2004-02-06,1.6964000000000001
2004-02-09,-0.3336
2004-02-10,-0.5858
2004-02-11,0.7576
2004-02-12,0.1671
2004-02-13,-0.9174
2004-02-17,0.0842
2004-02-18,-1.5139
2004-02-19,-0.854
2004-02-20,-0.9475
2004-02-23,0.2609
2004-02-24,4.51
2004-02-25,-1.2448
2004-02-26,0.084
2004-02-27,1.9312
2004-03-01,1.318
2004-03-02,-3.6585
2004-03-03,3.2911
2004-03-04,0.8987
2004-03-05,0.8097
2004-03-08,0.0
2004-03-09,-0.6426
2004-03-10,0.0808
2004-03-11,-1.0501
2004-03-12,1.7143000000000002
2004-03-15,-0.6421
2004-03-16,0.0
2004-03-17,-0.8885
2004-03-18,1.467
2004-03-19,-1.4458
2004-03-22,3.097
2004-03-23,-1.9763
2004-03-24,1.371
2004-03-25,-0.5569
2004-03-26,1.2
2004-03-29,-0.1581
2004-03-30,1.4252
2004-03-31,0.3123
2004-04-01,-1.5564
2004-04-02,2.3715
2004-04-05,-2.3166
2004-04-06,-1.9763
2004-04-07,1.6129
2004-04-08,0.1587
2004-04-12,-0.5547
2004-04-13,-0.5578
2004-04-14,-0.641
2004-04-15,0.4032
2004-04-16,0.241
2004-04-19,0.8013
2004-04-20,-1.2719
2004-04-21,0.2415
2004-04-22,0.0803
2004-04-23,1.1236
2004-04-26,-4.2857
2004-04-27,-0.9121
