ticker,CRVH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-03-30,0.0
2005-03-31,0.0
2005-05-19,100.6
2005-06-02,296.8096
2005-06-03,0.0
2005-06-10,5.5276
2005-06-13,-4.7619
2005-06-17,0.125
2005-06-20,-0.3745
2005-06-29,0.2506
2005-07-05,0.0
2005-07-07,-0.75
2005-07-08,1.7631999999999999
2005-07-11,48.5149
2005-07-19,46.6667
2005-07-20,36.3636
2005-07-25,-15.0
2005-08-02,0.0
2005-08-03,-1.9607999999999999
2005-08-16,0.0
2005-08-17,10.0
2005-08-18,0.0
2005-09-20,-18.1818
2005-09-21,11.1111
2005-09-30,-12.0
2005-10-03,2.2727
2005-10-14,0.8889
2005-10-19,-0.8811
2005-10-31,0.0
2005-11-04,0.0
2005-11-29,0.0
2005-11-30,11.1111
2005-12-06,0.0
2005-12-19,-9.6
2005-12-20,-1.7699
2005-12-21,8.8288
2005-12-22,5.1325
2005-12-23,-1.5748
2005-12-28,-0.8
2006-01-03,0.0
2006-01-04,0.8065
2006-01-05,2.0
2006-01-06,3.9215999999999998
2006-01-09,-1.8868
2006-01-13,7.6923
2006-01-19,-3.5714
2006-01-20,1.1111
2006-01-23,2.5641
2006-01-25,-3.5714
2006-02-06,-1.8519
2006-02-14,0.0
2006-02-27,-4.9056999999999995
2006-02-28,-18.6508
2006-03-01,9.7561
2006-03-02,0.0
2006-03-06,-2.2222
2006-03-07,0.0
2006-03-14,2.2727
2006-03-21,6.6667
2006-04-07,-4.1667
2006-04-12,0.0
2006-05-11,0.0
2006-05-12,0.0
2006-05-17,0.0
2006-05-25,-0.8696
2006-05-31,-1.3158
2006-06-20,0.4444
2006-06-27,1.7699
2006-06-28,1.3043
2006-06-29,0.8584
2006-06-30,-1.2766
2006-07-05,4.7414
2006-07-06,0.823
2006-07-07,0.0
2006-07-10,3.6734999999999998
2006-07-11,2.3622
2006-07-12,3.0769
2006-07-13,3.7313
2006-07-14,-4.3165
2006-07-17,-2.2556
2006-07-18,-1.5385
2006-07-19,1.5625
2006-07-20,-1.5385
2006-07-21,-2.3438
2006-07-24,-3.2
2006-07-25,-0.8264
2006-07-26,-1.6667
2006-07-27,-0.8475
2006-07-28,-0.8547
2006-07-31,3.4483
2006-08-01,-3.3333
2006-08-02,0.0
2006-08-03,0.0
2006-08-04,3.4483
2006-08-07,4.1667
2006-08-08,-4.0
2006-08-09,0.0
2006-08-10,1.6667
2006-08-11,4.0984
2006-08-14,0.7874
2006-08-15,1.5625
