ticker,DRH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-05-26,0.9524
2005-05-27,7.5472
2005-05-31,-1.7544
2005-06-01,0.0
2005-06-02,-1.3393
2005-06-03,0.9955
2005-06-06,-0.5376
2005-06-07,0.4505
2005-06-08,0.8969
2005-06-09,0.5333
2005-06-10,1.6799
2005-06-13,0.4348
2005-06-14,1.2987
2005-06-15,0.2564
2005-06-16,-1.9607999999999999
2005-06-17,0.7183
2005-06-20,-2.3377
2005-06-21,1.2411
2005-06-22,-0.7005
2005-06-23,-0.0882
2005-06-24,-0.7061
2005-06-27,0.0889
2005-06-28,-0.0888
2005-06-29,0.2667
2005-06-30,0.1773
2005-07-01,-0.885
2005-07-05,0.5357
2005-07-06,-0.0888
2005-07-07,-0.9778
2005-07-08,4.1293
2005-07-11,0.3448
2005-07-12,-0.1718
2005-07-13,2.8399
2005-07-14,-1.3389
2005-07-15,0.5089
2005-07-18,-0.1688
2005-07-19,0.9298
2005-07-20,1.1724999999999999
2005-07-21,-0.3311
2005-07-22,0.4983
2005-07-25,-0.8264
2005-07-26,-0.1667
2005-07-27,0.0835
2005-07-28,0.0834
2005-07-29,0.0833
2005-08-01,2.0816
2005-08-02,2.1207
2005-08-03,0.7987
2005-08-04,-1.9809999999999999
2005-08-05,-2.5869
2005-08-08,-1.0788
2005-08-09,0.2517
2005-08-10,-0.251
2005-08-11,0.0
2005-08-12,0.2517
2005-08-15,-0.4184
2005-08-16,0.4202
2005-08-17,0.0837
2005-08-18,-0.3344
2005-08-19,0.0
2005-08-22,-0.1678
2005-08-23,0.5042
2005-08-24,0.8361
2005-08-25,0.3317
2005-08-26,-1.2397
2005-08-29,-0.4184
2005-08-30,0.2521
2005-08-31,0.0838
2005-09-01,-0.335
2005-09-02,-0.7563
2005-09-06,0.7621
2005-09-07,0.9454
2005-09-08,-0.3378
2005-09-09,-0.8475
2005-09-12,1.1966
2005-09-13,-2.8716
2005-09-14,-1.0435
2005-09-15,2.5483000000000002
2005-09-16,-0.2571
2005-09-19,0.3436
2005-09-20,-1.2842
2005-09-21,-1.7346
2005-09-22,-0.7061
2005-09-23,1.7778
2005-09-26,1.5721
2005-09-27,-0.6019
2005-09-28,-0.519
2005-09-29,0.8696
2005-09-30,1.2931
2005-10-03,0.0
2005-10-04,-0.5106
2005-10-05,-1.6253
2005-10-06,1.3913
2005-10-07,1.0292
2005-10-10,-1.9525000000000001
2005-10-11,-0.9524
2005-10-12,-1.2238
2005-10-13,0.531
