ticker,NVT US Equity
2018-09-06,0.5626
2018-09-07,-2.3077
2018-09-10,1.3601
2018-09-11,-0.7415
2018-09-12,-0.0711
2018-09-13,-0.0712
2018-09-14,1.2113
2018-09-17,0.4928
2018-09-18,0.3503
2018-09-19,2.0244
2018-09-20,-0.1711
2018-09-21,0.8225
2018-09-24,-0.17
2018-09-25,-2.7239
2018-09-26,-3.5002
2018-09-27,-2.0675
2018-09-28,0.5926
2018-10-01,1.4359
2018-10-02,-1.9964
2018-10-03,0.9259
2018-10-04,-0.5505
2018-10-05,-1.5867
2018-10-08,2.3247
2018-10-09,-2.4185
2018-10-10,-3.1919
2018-10-11,-4.2281
2018-10-12,-2.2681
2018-10-15,-0.2901
2018-10-16,5.4032
2018-10-17,0.6309
2018-10-18,-2.3315
2018-10-19,-1.4141
2018-10-22,-4.0164
2018-10-23,-2.7327
2018-10-24,-6.5408
2018-10-25,10.9441
2018-10-26,1.2701
2018-10-29,-1.1706
2018-10-30,1.5651000000000002
2018-10-31,1.7076
2018-11-01,2.0066
2018-11-02,2.0474
2018-11-05,-0.0787
2018-11-06,2.4409
2018-11-07,3.0361
2018-11-08,-1.0817
2018-11-09,-3.1297
2018-11-12,-4.5931999999999995
2018-11-13,-0.1224
2018-11-14,0.5719
2018-11-15,0.4062
2018-11-16,-0.5259
2018-11-19,-0.0813
2018-11-20,-1.3838
2018-11-21,1.5270000000000001
2018-11-23,2.439
2018-11-26,2.0635
2018-11-27,-2.9549
2018-11-28,0.2003
2018-11-29,0.1999
2018-11-30,-0.1596
2018-12-03,1.1191
2018-12-04,-4.7431
2018-12-06,-1.7842
2018-12-07,-2.4081
2018-12-10,-2.2944
2018-12-11,-0.0443
2018-12-12,1.2411
2018-12-13,-1.3135
2018-12-14,0.0887
2018-12-17,-4.2996
2018-12-18,-2.9643
2018-12-19,-0.0955
2018-12-20,-0.3822
2018-12-21,-2.3022
2018-12-24,-0.2946
2018-12-26,5.0714
2018-12-27,0.7498
2018-12-28,2.2326
2018-12-31,2.1838
2019-01-02,0.2226
2019-01-03,-3.8205
2019-01-04,3.2333
2019-01-07,-1.2081
2019-01-08,3.125
2019-01-09,1.6689
2019-01-10,0.9071
2019-01-11,-0.4709
2019-01-14,0.5591
2019-01-15,-0.2994
2019-01-16,1.287
2019-01-17,2.0754
2019-01-18,2.3237
2019-01-22,-1.0949
2019-01-23,0.164
2019-01-24,0.0614
2019-01-25,2.637
2019-01-28,-1.0036
2019-01-29,0.6083
2019-01-30,0.7255
2019-01-31,0.12
2019-02-01,-0.3197
2019-02-04,1.8845
2019-02-05,-1.22
2019-02-06,-0.3984
2019-02-07,0.4
2019-02-08,1.1952
2019-02-11,1.1024
2019-02-12,1.324
2019-02-13,1.1145
2019-02-14,0.2281
2019-02-15,2.1995
2019-02-19,0.1855
2019-02-20,1.5926
2019-02-21,-1.1301
2019-02-22,1.1062
2019-02-25,0.1094
2019-02-26,-0.5464
2019-02-27,0.5128
2019-02-28,0.1458
2019-03-01,1.0553
2019-03-04,-0.9363
2019-03-05,-1.2359
2019-03-06,-0.4049
2019-03-07,-0.3695
2019-03-08,-0.8902
2019-03-11,0.9356
2019-03-12,0.1112
2019-03-13,1.7407
2019-03-14,-1.1285
2019-03-15,-0.5523
2019-03-18,0.9256
2019-03-19,-0.1101
2019-03-20,-1.065
2019-03-21,0.0
2019-03-22,-4.343
2019-03-25,1.7074
2019-03-26,-0.3434
2019-03-27,1.7610999999999999
2019-03-28,1.1663000000000001
2019-03-29,0.3347
2019-04-01,1.9274
2019-04-02,0.6182
2019-04-03,-0.0723
2019-04-04,1.1212
2019-04-05,-0.0715
2019-04-08,-0.3221
2019-04-09,-2.7289
2019-04-10,0.443
2019-04-11,2.1683
2019-04-12,0.7194
2019-04-15,0.25
2019-04-16,0.0
2019-04-17,0.4809
2019-04-18,0.3924
2019-04-22,-0.462
2019-04-23,0.6783
2019-04-24,0.7092
2019-04-25,-2.7817
2019-04-26,-0.5071
2019-04-29,1.7473999999999998
2019-04-30,0.0
2019-05-01,-0.3936
2019-05-02,-1.8319
2019-05-03,-0.0732
2019-05-06,-0.4394
2019-05-07,-2.5745
2019-05-08,-0.9438
2019-05-09,0.0762
2019-05-10,-0.9139
2019-05-13,-3.5357
2019-05-14,1.0757
2019-05-15,-0.9066
2019-05-16,0.5967
2019-05-17,-0.7117
2019-05-20,-3.1462
2019-05-21,0.699
2019-05-22,-1.3067
2019-05-23,-0.9102
2019-05-24,0.2505
2019-05-28,-1.4994
2019-05-29,-0.3805
2019-05-30,-0.9338
2019-05-31,-1.1997
2019-06-03,1.301
2019-06-04,2.9538
2019-06-05,-0.9979
2019-06-06,0.21
2019-06-07,0.4191
2019-06-10,2.0868
2019-06-11,-3.0662
2019-06-12,0.6748
2019-06-13,0.9217
2019-06-14,-0.7887
2019-06-17,0.3347
2019-06-18,0.6255
2019-06-19,-0.6631
2019-06-20,1.6688
2019-06-21,-0.3283
2019-06-24,0.0412
2019-06-25,0.6584
2019-06-26,1.3083
2019-06-27,-0.3632
2019-06-28,0.405
2019-07-01,0.9278
2019-07-02,0.3597
2019-07-03,1.354
2019-07-05,-0.3929
2019-07-08,-0.2761
2019-07-09,-2.2943
2019-07-10,-1.6194
2019-07-11,-0.3704
2019-07-12,2.1066
2019-07-15,0.4854
2019-07-16,0.0403
2019-07-17,-1.2475
2019-07-18,-0.6316
2019-07-19,-0.0826
2019-07-22,0.3307
2019-07-23,2.637
2019-07-24,1.2445
2019-07-25,-1.7843
2019-07-26,0.6459
2019-07-29,-0.361
2019-07-30,0.9259
2019-07-31,-1.1169
2019-08-01,-8.8745
2019-08-02,-4.5153
2019-08-05,-3.6161
2019-08-06,1.2025000000000001
2019-08-07,-0.4278
2019-08-08,2.2434
2019-08-09,-0.8403
2019-08-12,-0.565
2019-08-13,2.178
2019-08-14,-3.4291
2019-08-15,-1.1996
2019-08-16,1.8456000000000001
2019-08-19,0.6676
2019-08-20,-2.3212
2019-08-21,0.582
2019-08-22,-0.5304
2019-08-23,-2.3752
2019-08-26,-0.4469
2019-08-27,-2.1945
2019-08-28,0.9689
2019-08-29,1.0606
2019-08-30,1.2494
2019-09-03,-1.7275
2019-09-04,2.3104
2019-09-05,2.3564
2019-09-06,2.1583
2019-09-09,2.0657
2019-09-10,2.7138999999999998
2019-09-11,2.8213
2019-09-12,-2.6568
2019-09-13,-0.2237
2019-09-16,-0.4036
2019-09-17,-0.4502
2019-09-18,-0.0452
2019-09-19,-1.2217
2019-09-20,0.229
2019-09-23,-0.4113
2019-09-24,-0.9179
2019-09-25,1.3895
2019-09-26,-0.5939
2019-09-27,0.6434
2019-09-30,0.6393
2019-10-01,-8.7568
2019-10-02,-0.8454
2019-10-03,-0.4012
2019-10-04,-1.3092
2019-10-07,0.102
2019-10-08,-2.8542
2019-10-09,0.4722
2019-10-10,0.2611
2019-10-11,5.1042
2019-10-14,0.8424
2019-10-15,1.7199
2019-10-16,0.8696
2019-10-17,1.5565
2019-10-18,0.428
2019-10-21,2.036
2019-10-22,1.2993000000000001
2019-10-23,-0.1832
2019-10-24,0.4589
2019-10-25,-0.4111
2019-10-28,0.5046
2019-10-29,-0.1369
2019-10-30,6.3528
2019-10-31,-0.9024
2019-11-01,1.0408
2019-11-04,3.8627000000000002
2019-11-05,-0.9504
2019-11-06,-1.2516
2019-11-07,0.2535
2019-11-08,0.8428
2019-11-11,-0.1672
2019-11-12,0.2512
2019-11-13,-1.0438
2019-11-14,-0.4219
2019-11-15,1.5678
2019-11-18,0.1669
2019-11-19,0.9163
2019-11-20,-0.0413
2019-11-21,0.7019
2019-11-22,1.148
2019-11-25,1.0539
2019-11-26,0.5616
2019-11-27,-0.4388
2019-11-29,-1.0016
2019-12-02,-0.4452
2019-12-03,-1.626
2019-12-04,0.6612
2019-12-05,-0.6158
2019-12-06,1.6935
2019-12-09,-0.1219
2019-12-10,-1.22
2019-12-11,0.0412
2019-12-12,2.3457
2019-12-13,-1.0856
2019-12-16,2.0325
2019-12-17,-0.3187
2019-12-18,0.3597
2019-12-19,-0.2389
2019-12-20,2.2355
2019-12-23,1.2495
2019-12-24,-1.2727
2019-12-26,0.0
2019-12-27,0.4297
2019-12-30,-0.389
2019-12-31,-0.1171
2020-01-02,1.3292
2020-01-03,-1.2731
2020-01-06,-0.7425
2020-01-07,0.2756
2020-01-08,0.1963
2020-01-09,1.2147000000000001
2020-01-10,-0.6969
2020-01-13,-0.3119
2020-01-14,-0.5084
2020-01-15,-0.511
2020-01-16,1.5804
2020-01-17,-0.5445
2020-01-21,-0.4693
2020-01-22,2.2004
2020-01-23,0.1346
2020-01-24,-0.9277
2020-01-27,-2.224
2020-01-28,0.7183
2020-01-29,1.7829000000000002
2020-01-30,0.1168
2020-01-31,-3.1882
2020-02-03,-0.2811
2020-02-04,1.5707
2020-02-05,6.1459
2020-02-06,0.1121
2020-02-07,-0.4851
2020-02-10,-0.0375
2020-02-11,1.0128
2020-02-12,2.0052
2020-02-13,-0.2912
2020-02-14,1.0953
2020-02-18,0.6139
2020-02-19,1.5793
2020-02-20,0.8834
2020-02-21,-0.5604
2020-02-24,-2.9236
2020-02-25,-4.3179
2020-02-26,-2.0099
2020-02-27,-5.1084
2020-02-28,-2.0799
2020-03-02,4.5814
2020-03-03,-3.3453
2020-03-04,3.049
2020-03-05,-7.3171
2020-03-06,-3.1061
2020-03-09,-11.7542
2020-03-10,2.9263
2020-03-11,-6.3235
2020-03-12,-12.1402
2020-03-13,13.4008
2020-03-16,-13.813
2020-03-17,-4.0829
2020-03-18,-20.521
2020-03-19,16.6267
2020-03-20,-2.1933
2020-03-23,-3.3637
2020-03-24,9.9347
2020-03-25,6.8602
2020-03-26,8.4568
2020-03-27,-7.4559
2020-03-30,2.7675
2020-03-31,0.9575
2020-04-01,-7.5874
2020-04-02,1.2829
2020-04-03,-4.8132
2020-04-06,11.9095
2020-04-07,-0.5351
2020-04-08,6.5152
2020-04-09,1.0101
2020-04-13,-1.6111
2020-04-14,3.1621
2020-04-15,-6.9513
2020-04-16,-1.5882
2020-04-17,5.2002
2020-04-20,-1.9318
2020-04-21,-4.3453
2020-04-22,4.785
2020-04-23,0.6647
2020-04-24,1.8561
2020-04-27,7.0046
2020-04-28,1.5966
2020-04-29,-0.3667
2020-04-30,-1.9453
2020-05-01,-6.8097
2020-05-04,-0.3452
2020-05-05,0.7506
2020-05-06,-2.808
2020-05-07,6.0142
2020-05-08,5.4505
2020-05-11,-4.8523
2020-05-12,-5.4324
2020-05-13,-3.6928
2020-05-14,1.339
2020-05-15,2.4024
2020-05-18,7.4487
2020-05-19,0.4913
2020-05-20,-0.5432
2020-05-21,0.0
2020-05-22,-1.1469
2020-05-26,3.3149
2020-05-27,2.5134
2020-05-28,-1.6171
2020-05-29,-2.8102
2020-06-01,2.3459
2020-06-02,0.6397
2020-06-03,3.7606
2020-06-04,5.0026
2020-06-05,3.0141
2020-06-08,0.0
2020-06-09,-0.7079
2020-06-10,-4.0399
2020-06-11,-7.8257
2020-06-12,1.3434
2020-06-15,0.9544
2020-06-16,2.2059
2020-06-17,-0.1028
2020-06-18,-1.749
2020-06-19,-2.0419
2020-06-22,1.8172000000000001
2020-06-23,-0.2625
2020-06-24,-4.9474
2020-06-25,1.6058
2020-06-26,-1.9619
2020-06-29,2.6126
2020-06-30,1.4626000000000001
2020-07-01,-2.1356
2020-07-02,2.2913
2020-07-06,0.64
2020-07-07,-2.0138
2020-07-08,-0.0541
2020-07-09,-3.5173
2020-07-10,2.8603
2020-07-13,-0.1091
2020-07-14,1.6376
2020-07-15,3.7057
2020-07-16,-0.5697
2020-07-17,3.3333
2020-07-20,-3.0746
2020-07-21,0.156
2020-07-22,-0.9346
2020-07-23,0.8124
2020-07-24,-1.9937
2020-07-27,1.8201
2020-07-28,-1.0515
2020-07-29,2.1785
2020-07-30,-4.0562
2020-07-31,-1.5718
