ticker,CNTG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-11-07,-10.7857
2019-11-08,4.0032
2019-11-11,7.1594
2019-11-12,-1.1494
2019-11-13,6.1047
2019-11-14,-2.8082000000000003
2019-11-15,-1.0571
2019-11-18,2.0655
2019-11-19,-1.8144
2019-11-20,-1.5636
2019-11-21,-1.083
2019-11-22,-2.5547
2019-11-25,0.0
2019-11-26,-2.2472
2019-11-27,-3.3333
2019-11-29,2.8212
2019-12-02,-5.5578
2019-12-03,-0.4082
2019-12-04,4.5082
2019-12-05,-16.4706
2019-12-06,-7.8873
2019-12-09,-17.4312
2019-12-10,11.7284
2019-12-11,23.7569
2019-12-12,0.7143
2019-12-13,0.5319
2019-12-16,-4.0564
2019-12-17,1.011
2019-12-18,-3.9126
2019-12-19,0.947
2019-12-20,-1.8761999999999999
2019-12-23,1.5295999999999998
2019-12-24,-0.1883
2019-12-26,-1.1320999999999999
2019-12-27,-6.1068999999999996
2019-12-30,1.5244
2019-12-31,0.8008
2020-01-02,8.5402
2020-01-03,-1.1894
2020-01-06,-0.2778
2020-01-07,6.5924
2020-01-08,1.9163999999999999
2020-01-09,11.0256
2020-01-10,11.3164
2020-01-13,-1.3831
2020-01-14,1.6129
2020-01-15,-4.5549
2020-01-16,1.0123
2020-01-17,-2.219
2020-01-21,-1.7570000000000001
2020-01-22,0.0
2020-01-23,-1.3413
2020-01-24,-1.8127
2020-01-27,-5.3846
2020-01-28,-6.9106
2020-01-29,-2.6201
2020-01-30,-10.0448
2020-01-31,-2.6919
2020-02-03,3.6885
2020-02-04,0.7905
2020-02-05,1.9607999999999999
2020-02-06,2.7885
2020-02-07,-5.2385
2020-02-10,5.5281
2020-02-11,1.637
2020-02-12,0.2761
2020-02-13,-2.0652
2020-02-14,3.2802
2020-02-18,3.9927
2020-02-19,-1.4834
2020-02-20,4.4287
2020-02-21,-0.5089
2020-02-24,11.2532
2020-02-25,-5.364
2020-02-26,-0.3239
2020-02-27,-7.0674
2020-02-28,16.2587
2020-03-02,1.5038
2020-03-03,1.5556
2020-03-04,10.868
2020-03-05,1.9079000000000002
2020-03-06,3.1633
2020-03-09,7.572
2020-03-10,10.5876
2020-03-11,-1.1047
2020-03-12,-8.2447
2020-03-13,-5.4493
2020-03-16,-11.7106
2020-03-17,4.9306
2020-03-18,57.5116
2020-03-19,-4.7479
2020-03-20,-7.146
2020-03-23,-12.5416
2020-03-24,-2.2271
2020-03-25,-0.3889
2020-03-26,-5.1868
2020-03-27,-6.0
2020-03-30,3.567
2020-03-31,20.8459
2020-04-01,-2.4
2020-04-02,2.459
2020-04-03,-11.75
2020-04-06,11.8414
2020-04-07,3.3435
2020-04-08,-4.4118
2020-04-09,2.0513
2020-04-13,-8.0905
2020-04-14,5.7408
2020-04-15,-6.4633
2020-04-16,-0.387
2020-04-17,2.4417
2020-04-20,-13.3261
2020-04-21,19.9375
2020-04-22,-4.0646
2020-04-23,1.5209000000000001
2020-04-24,-0.1605
2020-04-27,2.1436
2020-04-28,3.6201
2020-04-29,-1.2152
2020-04-30,-0.0513
2020-05-01,-3.2308
2020-05-04,-4.5575
2020-05-05,1.3326
2020-05-06,1.9178
2020-05-07,3.4409
2020-05-08,-1.2474
2020-05-11,1.7368000000000001
2020-05-12,-6.8288
2020-05-13,1.4992
2020-05-14,-2.7352
2020-05-15,2.306
2020-05-18,-5.4426
2020-05-19,-2.9651
2020-05-20,-0.1498
2020-05-21,1.4101
2020-05-22,-1.0651
2020-05-26,0.0
2020-05-27,12.3804
2020-05-28,-8.4087
2020-05-29,2.3823
2020-06-01,-9.2509
2020-06-02,2.0638
2020-06-03,11.2132
2020-06-04,-3.416
2020-06-05,10.4392
2020-06-08,-2.7376
2020-06-09,-0.8497
2020-06-10,0.4285
2020-06-11,0.5867
2020-06-12,13.0435
2020-06-15,-2.7674
2020-06-16,-2.3155
2020-06-17,-4.9383
2020-06-18,3.8961
2020-06-19,-4.7
2020-06-22,6.2434
2020-06-23,-1.3333
2020-06-24,-2.953
2020-06-25,2.6818
2020-06-26,-1.5068000000000001
2020-06-29,7.5982
2020-06-30,8.436
2020-07-01,9.965
2020-07-02,-2.6231999999999998
2020-07-06,-5.9592
2020-07-07,2.3438
2020-07-08,-18.6599
2020-07-09,-11.001
2020-07-10,-22.0855
2020-07-13,-2.1805
2020-07-14,-4.4581
2020-07-15,-4.0225
2020-07-16,0.0
2020-07-17,0.6706
2020-07-20,-3.8301
2020-07-21,3.29
2020-07-22,0.4191
2020-07-23,11.1018
2020-07-24,-1.8782999999999999
2020-07-27,2.3737
2020-07-28,-2.6926
2020-07-29,0.3075
2020-07-30,-1.3027
2020-07-31,-1.3975
