ticker,NRO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2003-10-29,0.0
2003-10-30,0.0667
2003-10-31,0.0
2003-11-03,-0.0666
2003-11-04,0.0667
2003-11-05,0.0
2003-11-06,1.2658
2003-11-07,-0.9211
2003-11-10,-0.0664
2003-11-11,0.598
2003-11-12,-0.8587
2003-11-13,0.8661
2003-11-14,-0.1982
2003-11-17,1.5884
2003-11-18,-0.6515
2003-11-19,-0.3279
2003-11-20,0.3289
2003-11-21,-0.1311
2003-11-24,-1.5102
2003-11-25,-1.4
2003-11-26,0.6761
2003-11-28,-1.5447
2003-12-01,0.955
2003-12-02,-0.6757
2003-12-03,0.0
2003-12-04,0.6803
2003-12-05,0.0
2003-12-08,0.0
2003-12-09,-0.3378
2003-12-10,-0.0678
2003-12-11,0.0
2003-12-12,-0.9498
2003-12-15,0.6849
2003-12-16,-1.2925
2003-12-17,0.2757
2003-12-18,0.2749
2003-12-19,0.4798
2003-12-22,0.6139
2003-12-23,1.0847
2003-12-24,-0.4024
2003-12-26,1.0169
2003-12-29,0.3356
2003-12-30,0.2676
2003-12-31,-0.6004
2004-01-02,0.0671
2004-01-05,0.5366
2004-01-06,-0.2668
2004-01-07,0.3344
2004-01-08,-0.0667
2004-01-09,0.0
2004-01-12,0.4003
2004-01-13,0.2007
2004-01-14,-0.534
2004-01-15,0.2685
2004-01-16,-0.8032
2004-01-20,-0.2024
2004-01-21,0.7437
2004-01-22,0.0
2004-01-23,-0.4698
2004-01-26,0.1349
2004-01-27,0.0
2004-01-28,-0.3367
2004-01-29,0.2027
2004-01-30,-0.1349
2004-02-02,0.6752
2004-02-03,0.2683
2004-02-04,0.2676
2004-02-05,-0.3336
2004-02-06,-0.6024
2004-02-09,0.3367
2004-02-10,0.8725
2004-02-11,0.4657
2004-02-12,0.0
2004-02-13,-0.2
2004-02-17,-0.1336
2004-02-18,-0.6689
2004-02-19,-0.6734
2004-02-20,0.678
2004-02-23,-1.0101
2004-02-24,-1.0204
2004-02-25,0.8935
2004-02-26,0.1362
2004-02-27,0.068
2004-03-01,0.6118
2004-03-02,0.5405
2004-03-03,1.4785
2004-03-04,0.0
2004-03-05,-0.4636
2004-03-08,0.7984
2004-03-09,-1.1221
2004-03-10,-0.534
2004-03-11,0.6081
2004-03-12,0.7388
2004-03-15,-0.2667
2004-03-16,-0.2005
2004-03-17,0.9377
2004-03-18,-0.7963
2004-03-19,0.0
2004-03-22,-0.4013
2004-03-23,-0.8731
2004-03-24,0.6098
