ticker,PME US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-08-03,0.1054
2011-09-12,-0.1053
2011-10-03,0.1054
2011-10-10,0.1053
2011-10-12,-0.1052
2011-10-13,-0.2105
2011-10-14,-0.3165
2011-10-17,0.7407
2011-10-18,-0.105
2011-10-20,-0.2103
2011-12-05,0.1054
2011-12-12,0.4211
2012-01-05,0.1048
2012-01-10,2.8272
2012-01-11,-1.7311999999999999
2012-01-12,1.1399
2012-02-08,-1.4344000000000001
2012-02-09,0.0
2012-02-29,0.2079
2012-03-01,-0.3112
2012-03-06,0.0
2012-03-08,0.1041
2012-03-09,0.0
2012-03-26,1.1435
2012-03-27,-0.8222
2012-03-30,-0.4145
2012-04-02,0.0
2012-04-03,0.1041
2012-04-17,1.0395
2012-04-18,0.0
2012-04-19,-0.1029
2012-04-20,-1.0299
2012-04-23,0.4162
2012-04-25,-0.3109
2012-04-26,0.4158
2012-05-04,0.4141
2012-05-08,-0.2062
2012-05-09,0.2066
2012-05-16,0.4124
2012-05-21,-0.616
2012-05-23,0.4132
2012-05-25,-0.7202
2012-05-29,0.0
2012-05-31,0.2073
2012-06-05,0.3102
2012-06-06,0.4124
2012-06-14,-0.2053
2012-06-19,0.0
2012-06-21,0.823
2012-06-27,0.0
2012-07-06,-1.0204
2012-07-11,0.5155
2012-07-16,-3.6923
2012-07-17,3.3014
2012-07-19,0.9278
2012-07-20,0.6129
2012-07-25,0.1015
2012-07-26,0.4057
2012-08-15,-0.101
2012-08-29,0.0
2012-09-05,-0.1011
2012-09-06,-1.6194
2012-09-10,6.5844000000000005
2012-10-10,-5.2124
2012-10-11,0.9165
2012-10-23,0.0
2012-10-24,0.1009
2012-10-25,-0.1008
2012-11-16,0.0013
2012-11-28,0.0996
2012-12-07,0.6048
2012-12-10,0.2004
2012-12-11,-0.6
2012-12-12,0.0
2012-12-13,-0.2012
2012-12-14,0.1008
2012-12-17,0.2014
2012-12-18,0.0
2012-12-19,0.0
2012-12-20,0.3003
2012-12-21,0.0
2012-12-24,-0.3996
2012-12-26,0.9054
2012-12-27,0.0
2012-12-28,0.0
2012-12-31,0.0
2013-01-02,0.0
2013-01-03,-0.3988
2013-01-04,0.4004
2013-01-07,0.0
2013-01-08,0.0
2013-01-09,0.0
2013-01-10,0.0
2013-01-11,0.0
2013-01-15,-0.2991
2013-01-18,0.5
2013-01-22,-0.398
2013-01-23,0.0
2013-01-24,0.0
2013-01-25,-0.0012
2013-01-28,0.226
2013-01-30,0.1744
