ticker,PNNB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-05-16,3.8462
2006-05-17,3.7037
2006-06-01,0.0
2006-06-02,-5.0
2006-06-08,1.5038
2006-06-12,4.8148
2006-06-14,-4.5936
2006-06-22,4.8148
2006-06-26,-2.8269
2006-06-27,0.0
2006-06-28,2.5455
2006-07-13,0.0
2006-07-17,-0.3546
2006-07-18,-0.3559
2006-07-24,3.5714
2006-08-07,0.0
2006-08-09,0.0
2006-08-16,-2.7586
2006-08-18,-1.7730000000000001
2006-08-22,2.5271
2006-08-23,0.0
2006-08-28,0.0
2006-08-29,-1.4085
2006-08-30,1.7856999999999998
2006-08-31,-0.3509
2006-09-01,-0.0704
2006-09-07,2.1846
2006-09-08,-3.4483
2006-09-13,1.4285999999999999
2006-09-14,0.0
2006-09-21,2.1127
2006-09-22,0.0
2006-09-28,3.4483
2006-10-11,0.0
2006-10-13,0.0
2006-10-18,5.0
2006-10-26,-3.1746
2006-10-30,-3.2787
2006-10-31,-5.0847
2006-11-01,5.3571
2006-11-03,0.0
2006-11-06,0.0
2006-11-09,0.0
2006-11-10,-1.6949
2006-11-16,1.7241
2006-11-21,-1.0169
2006-11-22,-0.6849
2006-11-28,-2.7586
2006-11-29,0.0
2006-12-01,-0.7092
2006-12-07,3.5714
2006-12-08,0.0
2006-12-11,-4.8276
2006-12-14,1.4493
2006-12-15,0.0714
2006-12-18,-0.0714
2006-12-19,0.3571
2006-12-20,-0.3559
2006-12-22,0.0
2006-12-26,0.0
2007-01-04,-1.3571
2007-01-05,0.0
2007-01-08,1.3758
2007-01-10,-1.3571
2007-01-17,0.0
2007-01-18,0.0
2007-01-25,0.0
2007-01-30,-0.4345
2007-01-31,0.0
2007-02-02,0.0
2007-02-07,0.0
2007-02-14,0.0
2007-02-15,-3.6364
2007-02-20,0.0
2007-02-22,-1.8868
2007-02-23,7.3077
2007-02-27,-3.2258
2007-02-28,-5.5556
2007-03-06,-1.5686
2007-03-12,0.0
2007-03-14,0.3984
2007-03-19,-0.3968
2007-03-20,0.0
2007-03-26,-0.3984
2007-03-27,-4.0
2007-03-28,0.0
2007-03-30,0.4167
2007-04-02,-0.4979
2007-04-03,-3.6696999999999997
2007-04-10,0.4329
2007-04-11,-0.431
2007-04-13,0.0
2007-04-17,0.4329
2007-04-26,1.2931
2007-05-03,-1.7021
2007-05-04,0.8658
2007-05-11,0.8584
2007-05-18,2.1277
2007-05-22,0.0
2007-05-31,-4.1667
2007-06-01,1.3043
