ticker,PNNB US Equity
2007-06-04,-0.8584
2007-06-05,0.0
2007-06-06,0.0
2007-06-12,-0.4329
2007-06-13,0.0
2007-06-14,0.0
2007-06-18,-2.6087
2007-06-20,0.0
2007-06-26,0.4464
2007-07-05,-0.1778
2007-07-06,-2.9386
2007-07-11,2.7523
2007-07-12,-2.2321
2007-07-13,-5.9361
2007-07-16,3.8834999999999997
2007-07-18,0.4673
2007-07-23,6.9767
2007-07-27,-0.8696
2007-07-30,-9.2982
2007-08-03,1.5474
2007-08-06,0.0
2007-08-07,0.0
2007-08-09,0.9524
2007-08-16,0.0
2007-08-22,0.9434
2007-08-28,-3.7382999999999997
2007-08-29,-0.3883
2007-08-30,0.0
2007-08-31,-0.5848
2007-09-04,0.0
2007-09-06,-1.4706000000000001
2007-09-07,0.4975
2007-09-10,-0.495
2007-09-18,1.99
2007-09-27,-2.439
2007-09-28,1.0
2007-10-01,-1.9802
2007-10-04,-1.0101
2007-10-09,1.6327
2007-10-10,1.4056
2007-10-11,-0.9901
2007-10-12,0.0
2007-10-15,-2.0
2007-10-23,-3.0612
2007-10-24,-0.8421
2007-10-25,-4.4586
2007-11-01,0.0
2007-11-06,-5.5556
2007-11-07,0.0
2007-11-16,-2.9412000000000003
2007-11-19,-3.0303
2007-12-04,-6.25
2007-12-11,-6.6667
2007-12-12,0.0
2007-12-14,-10.7143
2007-12-17,0.0
2007-12-27,0.0
2008-01-03,-7.2
2008-01-08,0.0
2008-01-09,-6.8966
2008-01-10,-16.6667
2008-01-15,-5.5556
2008-01-17,1.1764999999999999
2008-01-18,4.6512
2008-01-23,11.1111
2008-01-29,17.0
2008-01-31,-14.5299
2008-02-01,0.0
2008-02-05,10.0
2008-02-06,-4.9091000000000005
2008-02-26,4.9713
2008-03-05,-7.1038
2008-03-06,0.0
2008-03-11,-13.7255
2008-03-12,-2.2727
2008-03-13,5.814
2008-03-19,-3.2967
2008-03-25,2.2727
2008-03-26,0.0
2008-03-27,-2.2222
2008-03-28,-1.1364
2008-03-31,-8.046
2008-04-01,0.0
2008-04-02,0.0
2008-04-04,2.5
2008-04-10,23.1707
2008-04-16,-0.7921
2008-04-18,0.1996
2008-05-05,10.5578
2008-05-14,8.1081
2008-05-23,32.5
2008-06-02,-24.5283
2008-06-03,4.1667
2008-06-04,0.16
2008-06-10,3.0351
2008-06-18,-3.876
2008-06-19,0.8065
2008-06-23,-7.2
2008-06-24,-0.8621
2008-07-11,4.3478
2008-07-14,-1.6667
2008-07-15,-27.9661
2008-07-16,5.8824
2008-07-30,2.2222
2008-08-01,8.6957
2008-08-25,13.0
2008-08-26,0.0
2008-08-27,-7.9646
2008-08-29,5.7692
2008-09-25,-13.6364
2008-09-26,-10.526299999999999
2008-09-30,-5.8824
2008-10-09,0.0
2008-10-14,-21.25
2008-10-15,-1.5873
2008-10-16,-3.2258
2008-10-17,-16.6667
2008-10-20,0.0
2008-10-30,96.0
2008-10-31,-69.3878
2008-11-03,-16.0
2008-11-04,19.0476
2008-11-13,-6.6667
2008-11-14,-27.8571
2008-11-19,0.0
2008-12-10,0.0
2008-12-30,-46.5347
2009-01-12,1.8519
2009-01-23,18.1818
2009-02-13,-50.7692
2009-02-17,-92.8125
2009-02-18,30.4348
2009-02-19,33.3333
2009-02-20,0.0
2009-02-23,-37.5
2009-02-24,-20.0
2009-02-25,0.0
2009-02-27,0.0
2009-03-04,0.0
2009-03-05,-25.0
2009-03-09,-6.6667
2009-03-10,7.1429
2009-03-11,33.3333
2009-03-24,0.0
2009-03-25,-20.0
2009-04-06,0.0
2009-04-28,-12.5
2009-05-04,185.7143
2009-05-06,-25.0
2009-05-08,200.0
2009-05-11,-99.2361
2009-05-12,2809.0909
2009-05-13,350.0
2009-05-14,11.1111
2009-05-15,0.0
2009-05-19,0.0
2009-05-21,-60.0
2009-05-29,0.0
2009-06-01,-75.0
2009-06-04,100.0
2009-06-11,0.0
2009-06-12,0.0
2009-06-16,0.0
2009-06-19,0.0
2009-06-29,-50.0
2009-07-07,0.0
2009-07-08,0.0
2009-07-17,-88.75
2009-07-23,344.4444
2009-08-10,500.0
2009-08-12,-50.0
2009-08-25,0.0
2009-09-09,0.0
2009-09-17,-33.3333
2009-09-23,20.0
2009-09-25,-57.2917
2009-09-29,114.6341
2009-10-02,1627.2727
2009-10-06,-96.25
2009-10-07,1864.9123
2009-10-08,-64.2857
2009-10-13,80.0
2009-10-14,0.0
2009-10-15,-44.4444
2009-10-16,0.0
2009-10-19,0.0
2009-10-20,0.0
2009-10-22,80.0
2009-10-23,-55.5556
2009-10-27,15.0
2009-10-30,160.8696
2009-11-02,-75.0
2009-11-04,0.0
2009-11-05,0.0
2009-11-13,33.3333
2009-11-16,-25.0
2009-11-17,-66.6667
2009-11-18,31.25
2009-11-20,0.0
2009-11-30,0.0
2009-12-02,0.0
2009-12-07,585.7143
2009-12-08,-33.3333
2009-12-09,-78.0208
2009-12-15,-54.5024
2009-12-16,883.3333
2009-12-21,-81.8856
2009-12-30,4.0936
2009-12-31,0.0
2010-01-05,259.5506
2010-01-07,-10.0
2010-01-08,0.0
2010-01-22,-69.0972
2010-01-26,223.5955
2010-02-05,0.0
2010-02-12,-69.0972
2010-02-23,-1.1236
2010-03-02,90.9091
2010-03-04,71.4286
2010-03-16,-65.2778
2010-03-18,0.0
2010-04-13,-13.5
2010-04-14,205.2023
2010-04-19,-66.6667
2010-04-22,0.0
2010-05-06,0.0
2010-05-13,36.3636
2010-05-24,0.0
2010-06-01,-46.6667
2010-06-02,0.0
2010-06-21,75.0
2010-07-21,-28.5714
2010-07-23,0.0
2010-07-26,0.0
2010-07-27,35.0
2010-08-13,-40.7407
2010-08-20,0.0
2010-09-01,0.0
2010-09-08,-68.75
2010-09-30,0.0
2010-10-27,-52.5
2010-12-02,0.0
2010-12-23,10.526299999999999
2011-03-10,52.381
2011-03-21,150.0
2011-03-25,-97.5
2011-05-26,3900.0
2011-05-27,0.0
2011-07-08,0.0
2011-07-28,0.0
2011-09-14,0.0
2012-05-01,0.0
2012-05-03,0.0
2012-05-18,0.0
2012-06-27,-80.0
2012-07-09,0.0
2012-10-31,0.0
2012-11-14,900.0
2012-11-19,0.0
2012-11-28,0.0
2012-12-12,0.0
2013-01-03,0.0
2013-01-18,-95.0
2013-06-06,0.0
2013-06-12,0.0
2013-07-24,0.0
2013-08-07,0.0
2013-11-13,0.0
2013-11-27,0.0
2013-12-26,0.0
2013-12-27,39900.0
2014-08-22,-99.75
2014-09-08,0.0
2014-10-21,0.0
2015-02-12,500.0
2015-02-17,-83.3333
2015-02-26,25.0
2015-03-20,0.0
2015-04-13,0.0
2015-09-30,0.0
2015-12-17,10.0
2016-02-22,1045.4545
2016-02-24,-19.8413
2016-02-26,265.3465
2016-03-15,-34.9593
2016-08-10,0.0
2016-09-28,0.0
2016-11-07,0.0
2016-12-30,15.4167
2017-03-22,-13.3574
2017-05-11,7.5
2017-06-27,-6.9767
2017-08-18,0.0
2017-08-31,33.3333
2018-01-30,0.0
2018-02-20,0.0
2018-03-14,-25.0
2018-04-03,0.0
2018-04-05,-33.3333
2018-04-06,0.0
2019-02-07,20.0
2019-04-09,-16.6667
2019-05-14,0.0
2019-05-21,0.0
2019-08-23,0.0
2019-09-20,19.0
2019-10-01,5.042
2019-10-02,1580.0
2019-10-03,-71.4286
2019-10-04,-62.0
2019-10-08,6.7544
2019-10-09,2.7116
2019-10-10,1.2
2019-10-11,57.7075
2019-10-14,-24.812
2019-10-16,1.0
2019-10-29,-0.9901
2019-11-12,0.0
2019-11-13,-31.3333
2019-11-14,0.0
2019-11-22,0.0
2019-12-03,10.6796
2019-12-16,54.8246
2020-01-06,-14.1643
2020-01-07,-32.0132
2020-01-10,0.0
2020-01-22,18.835
2020-03-30,2.1242
2020-04-09,-0.14
2020-06-19,-19.8878
2020-07-22,-50.0
