ticker,AM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-05-04,-6.383
2017-05-05,1.2727
2017-05-08,-1.1221
2017-05-09,-0.1362
2017-05-10,-2.0909
2017-05-11,-1.3463
2017-05-12,1.1764999999999999
2017-05-15,-0.9767
2017-05-16,0.2818
2017-05-17,-1.6393
2017-05-18,0.0476
2017-05-19,-0.0476
2017-05-22,4.3333
2017-05-23,0.5477
2017-05-24,-1.5887
2017-05-25,1.7528000000000001
2017-05-26,-0.408
2017-05-30,0.6372
2017-05-31,-0.1357
2017-06-01,2.2192
2017-06-02,-1.2849
2017-06-05,0.0898
2017-06-06,1.1211
2017-06-07,-1.3747
2017-06-08,-1.0342
2017-06-09,-0.1363
2017-06-12,-1.5924
2017-06-13,2.0342
2017-06-14,-0.1359
2017-06-15,-4.8094
2017-06-16,1.9066
2017-06-19,-0.4677
2017-06-20,-3.4305
2017-06-21,-0.4866
2017-06-22,0.8313
2017-06-23,1.2609
2017-06-26,2.1073
2017-06-27,0.7036
2017-06-28,2.5617
2017-06-29,-1.6803
2017-06-30,1.5242
2017-07-03,-0.3185
2017-07-05,-3.6057
2017-07-06,0.947
2017-07-07,-0.6567
2017-07-10,-0.6138
2017-07-11,1.4252
2017-07-12,0.6557
2017-07-13,0.9772
2017-07-14,-0.8756
2017-07-17,1.1623
2017-07-18,-0.8732
2017-07-19,-0.8809
2017-07-20,-0.3742
2017-07-21,-0.8451
2017-07-24,-0.4735
2017-07-25,-0.0476
2017-07-26,0.0
2017-07-27,0.0476
2017-07-28,0.333
2017-07-31,0.6638
2017-08-01,1.5403
2017-08-02,-2.6475
2017-08-03,-3.1966
2017-08-04,0.1971
2017-08-07,-1.5739999999999998
2017-08-08,-2.5487
2017-08-09,-0.6667
2017-08-10,-2.2199
2017-08-11,0.1584
2017-08-14,0.5271
2017-08-15,-1.8878
2017-08-16,-0.4276
2017-08-17,-0.8052
2017-08-18,-0.5952
2017-08-21,-1.252
2017-08-22,0.1103
2017-08-23,1.4868000000000001
2017-08-24,0.2713
2017-08-25,-0.5411
2017-08-28,-1.6865999999999999
2017-08-29,-0.7194
2017-08-30,2.8428
2017-08-31,3.3062
2017-09-01,1.2591999999999999
2017-09-05,1.5544
2017-09-06,1.2755
2017-09-07,-0.3023
2017-09-08,-2.8297
2017-09-11,-0.364
2017-09-12,0.9395
2017-09-13,0.4654
2017-09-14,-0.0515
2017-09-15,0.4119
2017-09-18,-0.2051
2017-09-19,-0.3597
2017-09-20,1.1862
