ticker,SVAP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-07-28,98.0392
2009-10-15,73.2673
2010-02-01,14.2857
2010-03-10,-49.5
2010-08-11,98.0198
2010-10-06,12.5
2010-10-07,-11.1111
2010-10-13,0.0
2010-10-19,12.5
2010-10-28,0.0
2010-10-29,0.0
2011-02-25,0.0
2011-10-04,-97.7778
2014-09-25,-80.0
2015-04-10,0.0
2017-05-08,10000.0
2017-05-09,-90.099
2017-05-12,410.0
2017-06-06,-70.5882
2017-09-29,66.6667
2017-11-09,-2.0
2017-11-16,-18.3673
2017-11-21,50.0
2018-02-06,16.6667
2018-02-08,-42.8571
2018-02-20,75.0
2018-02-27,-71.4286
2018-03-12,190.0
2018-03-13,-48.2759
2018-03-15,-32.6667
2018-03-16,0.0
2018-03-19,-0.9901
2018-03-23,0.0
2018-03-28,-10.0
2018-04-04,11.1111
2018-04-09,100.0
2018-04-24,75.0
2018-04-26,8.5714
2018-05-18,-6.3158
2018-05-29,-1.6854
2018-05-30,-35.1429
2018-06-01,67.4009
2018-06-05,5.2632
2018-06-07,27.5
2018-06-08,-1.9607999999999999
2018-06-15,12.0
2018-06-18,1.7856999999999998
2018-06-20,40.3509
2018-06-22,0.0
2018-06-26,-31.25
2018-07-02,-15.818200000000001
2018-07-03,-13.6069
2018-07-05,12.5
2018-07-10,-11.1111
2018-07-11,15.0
2018-07-13,0.0
2018-07-16,0.0
2018-07-17,0.0
2018-07-18,2.1739
2018-07-19,0.0
2018-07-23,0.0
2018-07-24,-10.6383
2018-07-25,-4.7619
2018-07-30,5.0
2018-07-31,-4.7619
2018-08-09,0.0
2018-08-30,-25.0
2018-09-06,6.6667
2018-09-24,-6.25
2018-10-08,24.1667
2018-10-09,-24.8322
2018-10-10,-28.5714
2018-10-17,84.25
2019-01-09,-58.7517
2019-01-22,-1.3158
2019-02-07,120.0
2019-02-08,-9.0909
2019-03-19,-33.3333
2019-03-26,20.0
2019-03-29,0.0
2019-04-02,99.1667
2019-04-04,-52.9289
2019-04-09,6.6667
2019-04-10,4.1667
2019-04-11,35.6
2019-04-12,-26.2537
2019-04-15,-20.0
2019-04-16,-22.5
2019-04-17,29.0323
2019-04-25,0.0
2019-05-01,0.0
2019-05-02,-10.0
2019-05-10,0.0
2019-05-14,21.1111
2019-05-15,-16.9725
2019-05-16,-0.5525
2019-05-20,-11.1111
2019-05-21,30.0
2019-05-22,-3.8462
2019-05-23,-20.0
2019-06-03,140.0
2019-06-04,-60.4167
2019-06-07,128.9474
2019-06-11,-13.7931
2019-06-17,-36.6667
2019-06-25,-4.7368
2019-06-26,0.0
2019-06-27,-19.337
2019-06-28,0.0
2019-07-02,14.3836
2019-07-08,0.0
2019-07-09,-12.5749
2019-07-10,21.9178
2019-07-11,-15.7303
2019-07-23,13.3333
2019-07-24,0.0
2019-07-25,-11.7647
2019-07-26,-3.5
2019-07-29,-10.19
2019-07-30,-23.0769
2019-08-07,68.0
2019-08-26,-0.5952
2019-09-10,-21.1976
2019-09-13,-8.8146
2019-09-16,25.0
2019-09-17,-16.6667
2019-09-18,20.0
2019-09-20,0.0
2019-10-02,-33.3333
2019-10-03,0.0
2019-10-07,40.0
2019-10-15,-42.8571
2019-10-16,0.0
2019-10-17,50.0
2019-10-22,-33.3333
2019-10-25,-12.5
2019-11-05,0.0
2019-11-08,42.8571
2019-11-11,0.0
2019-11-20,-20.0
2019-11-27,-38.625
2019-11-29,3.8697
2019-12-03,0.0
2019-12-04,0.0
2019-12-05,-3.7255000000000003
2019-12-10,102.8513
2019-12-13,-50.7028
2019-12-20,-14.4603
2019-12-27,-4.7619
2020-01-06,0.0
2020-01-09,63.025
2020-01-31,5.6586
2020-02-03,1.5965
2020-02-06,12.857099999999999
2020-02-21,-24.0506
2020-02-25,16.6667
2020-02-27,-2.8571
2020-03-02,0.0
2020-03-16,-21.3235
2020-03-18,-30.8411
2020-04-03,48.6486
2020-04-24,26.1818
2020-04-28,-0.5764
2020-04-29,0.0
2020-05-07,1.4493
2020-05-11,28.5714
2020-05-12,-13.4333
2020-05-14,20.652
2020-05-28,-14.8936
2020-05-29,22.5
2020-06-10,42.8571
2020-06-12,7.1429
2020-06-16,-26.6667
2020-06-23,81.8182
2020-06-30,0.0
2020-07-07,0.0
2020-07-09,-22.5
2020-07-10,-29.0323
2020-07-13,18.1818
2020-07-15,7.6923
2020-07-16,-14.2857
2020-07-17,2.9167
2020-07-20,-10.9312
2020-07-27,-27.2727
2020-07-29,-42.5
2020-07-30,123.913
2020-07-31,-49.5146
