ticker,EMBA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-03-02,-26.3158
2000-08-25,-99.1071
2000-10-05,-99.2
2000-11-07,0.0
2000-12-11,0.0
2000-12-22,900.0
2000-12-28,0.0
2001-12-07,-90.0
2001-12-11,6400.0
2002-10-03,-7.6923
2003-12-16,-99.7917
2004-05-12,0.0
2007-02-21,0.0
2007-09-21,199900.0
2007-09-24,1660.0
2007-09-25,45.4545
2007-09-26,0.0
2007-09-27,12.5
2007-09-28,11.1111
2007-10-01,-25.0
2007-10-02,26.6667
2007-10-03,0.0
2007-10-04,-15.7895
2007-10-05,0.0
2007-10-08,0.0
2007-10-09,-37.5
2007-10-11,0.0
2007-10-12,0.0
2007-10-15,90.0
2007-10-16,-5.2632
2007-10-17,-16.6667
2007-10-18,6.6667
2007-10-23,-31.25
2007-10-24,9.0909
2007-10-29,0.0
2007-10-30,33.3333
2007-10-31,0.0
2007-11-01,0.0
2007-11-02,12.5
2007-11-05,50.0
2007-11-06,29.6296
2007-11-07,20.0
2007-11-08,-4.7619
2007-11-09,12.5
2007-11-13,11.1111
2007-11-14,-10.0
2007-11-15,-11.1111
2007-11-16,-12.5
2007-11-19,11.4286
2007-11-20,-10.2564
2007-11-21,5.7143
2007-11-23,-18.9189
2007-11-26,10.0
2007-11-27,-3.0303
2007-11-29,0.0
2007-11-30,-18.75
2007-12-03,-3.8462
2007-12-04,-4.0
2007-12-05,25.0
2007-12-06,0.0
2007-12-07,3.3333
2007-12-10,-3.2258
2007-12-11,0.0
2007-12-13,-3.3333
2007-12-14,3.4483
2007-12-18,-3.3333
2007-12-19,3.4483
2007-12-21,-26.6667
2007-12-24,-18.1818
2007-12-26,55.5556
2007-12-27,-3.5714
2007-12-28,-3.7037
2007-12-31,-7.6923
2008-01-02,-4.1667
2008-01-03,-4.3478
2008-01-04,-4.5455
2008-01-07,-11.9048
2008-01-08,13.5135
2008-01-09,-4.7619
2008-01-10,0.0
2008-01-11,15.0
2008-01-14,26.087
2008-01-15,-20.6897
2008-01-16,-8.6957
2008-01-17,4.7619
2008-01-18,-4.5455
2008-01-22,0.0
2008-01-23,-14.2857
2008-01-24,22.2222
2008-01-25,-4.5455
2008-01-28,-11.9048
2008-01-29,-8.1081
2008-01-30,17.647100000000002
2008-01-31,0.0
2008-02-01,0.0
2008-02-04,0.0
2008-02-05,10.0
2008-02-06,-4.5455
2008-02-07,0.0
2008-02-08,14.2857
2008-02-11,16.6667
2008-02-12,0.0
2008-02-13,-3.5714
