ticker,GRYN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-08-09,-20.0
2011-08-10,1.1667
2011-08-11,1.318
2011-08-12,1.626
2011-08-15,28.0
2011-08-16,-6.25
2011-08-17,6.6667
2011-08-18,0.0
2011-08-19,12.5
2011-08-22,-15.5556
2011-08-23,9.2105
2011-08-24,12.0482
2011-08-25,2.1505
2011-08-26,-5.2632
2011-08-29,5.5556
2011-08-30,0.0
2011-09-01,0.0
2011-09-02,0.0
2011-09-06,0.0
2011-09-07,0.0
2011-09-08,0.0
2011-09-09,4.2105
2011-09-12,4.0404
2011-09-13,6.7961
2011-09-14,8.1818
2011-09-15,3.3613
2011-09-16,-5.6911000000000005
2011-09-19,3.4483
2011-09-20,5.8333
2011-09-21,-17.3228
2011-09-22,-7.619
2011-09-23,5.1546
2011-09-26,1.9607999999999999
2011-09-27,-2.8846
2011-09-28,-9.901
2011-09-29,-19.7802
2011-09-30,4.1096
2011-10-03,-53.9474
2011-10-04,0.0
2011-10-05,2.8571
2011-10-06,5.0
2011-10-07,5.8201
2011-10-10,-4.5
2011-10-11,-6.8063
2011-10-12,6.7416
2011-10-13,2.6316
2011-10-14,-20.5128
2011-10-17,-3.2258
2011-10-18,-18.3333
2011-10-19,-28.5714
2011-10-20,2.8571
2011-10-21,-2.2222
2011-10-24,-0.5682
2011-10-25,22.2857
2011-10-26,-2.3364
2011-10-27,-0.4785
2011-10-28,-0.4808
2011-10-31,-5.7971
2011-11-01,2.5641
2011-11-02,0.0
2011-11-03,-7.5
2011-11-04,0.0
2011-11-07,0.0
2011-11-08,5.4054
2011-11-09,1.5385
2011-11-10,0.0
2011-11-11,-4.5455
2011-11-14,-4.7619
2011-11-15,-5.5556
2011-11-16,-5.8824
2011-11-17,-6.25
2011-11-18,13.3333
2011-11-21,0.0
2011-11-22,-5.8824
2011-11-23,0.0
2011-11-25,12.5
2011-11-28,0.0
2011-11-29,-8.3333
2011-11-30,2.4242
2011-12-01,0.0
2011-12-02,0.5917
2011-12-05,0.0
2011-12-06,-5.8824
2011-12-07,-6.25
2011-12-08,0.0
2011-12-09,-6.6667
2011-12-12,7.1429
2011-12-13,-20.0
2011-12-14,-8.3333
2011-12-15,0.0
2011-12-16,0.0
2011-12-20,-13.6364
2011-12-21,0.0
2011-12-22,0.0
2011-12-23,0.0
2011-12-27,0.0
2011-12-28,0.0
2011-12-29,0.0
2011-12-30,-5.2632
2012-01-03,0.0
2012-01-04,0.0
2012-01-05,-5.5556
