ticker,CMCT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-0.6173
2000-01-04,-5.5901
2000-01-05,3.9474
2000-01-06,11.3924
2000-01-07,-1.1364
2000-01-10,1.1494
2000-01-11,-1.1364
2000-01-12,0.0
2000-01-13,0.5747
2000-01-14,0.5714
2000-01-18,-1.1364
2000-01-19,0.0
2000-01-20,0.0
2000-01-21,-3.4483
2000-01-24,0.5952
2000-01-25,1.7751000000000001
2000-01-26,-2.3256
2000-01-27,-2.3810000000000002
2000-01-28,0.0
2000-01-31,-1.2195
2000-02-01,0.6173
2000-02-02,-0.6135
2000-02-03,4.9383
2000-02-04,0.0
2000-02-07,-1.1764999999999999
2000-02-08,-1.1905000000000001
2000-02-09,-1.2048
2000-02-10,-0.6098
2000-02-11,-1.227
2000-02-14,0.0
2000-02-15,0.0
2000-02-16,6.8323
2000-02-17,0.0
2000-02-18,1.7442
2000-02-22,1.7143000000000002
2000-02-23,-1.6854
2000-02-24,1.7143000000000002
2000-02-25,-1.6854
2000-02-28,-2.2857
2000-02-29,0.5848
2000-03-01,0.0
2000-03-02,-0.5814
2000-03-03,0.5848
2000-03-06,-1.1628
2000-03-07,0.0
2000-03-08,5.8824
2000-03-09,-4.4444
2000-03-10,-0.5814
2000-03-13,0.5848
2000-03-14,0.0
2000-03-15,-0.5814
2000-03-16,2.924
2000-03-17,0.0
2000-03-20,0.0
2000-03-21,4.5455
2000-03-22,9.7826
2000-03-23,-3.9604
2000-03-24,1.0309
2000-03-27,-3.5714
2000-03-28,-2.6455
2000-03-29,4.0
2000-03-30,-3.2609
2000-03-31,-9.5506
2000-04-03,-0.6211
2000-04-04,4.375
2000-04-05,-1.7964
2000-04-06,0.0
2000-04-07,-1.2195
2000-04-10,3.7037
2000-04-11,1.7856999999999998
2000-04-12,0.5848
2000-04-13,-1.1628
2000-04-14,-1.1764999999999999
2000-04-17,1.1905000000000001
2000-04-18,1.1764999999999999
2000-04-19,0.5814
2000-04-20,-0.578
2000-04-24,1.1628
2000-04-25,-0.5747
2000-04-26,0.578
2000-04-27,1.1494
2000-04-28,1.1364
2000-05-01,-1.1236
2000-05-02,1.1364
2000-05-03,0.0
2000-05-04,3.3708
2000-05-05,0.0
2000-05-08,2.1739
2000-05-09,-3.1915
2000-05-10,1.0989
2000-05-11,-3.8043
2000-05-12,-2.8249
2000-05-15,0.5814
2000-05-16,-1.7341
2000-05-17,-0.5882
2000-05-18,0.5917
2000-05-19,3.5294
2000-05-22,-2.2727
