ticker,ADIA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-03-29,1775.0
2004-03-30,0.0
2004-04-02,0.0
2004-04-06,0.0
2004-04-07,0.0
2004-04-08,0.0
2004-04-12,0.0
2004-04-16,66.6667
2004-04-19,-40.0
2004-04-20,1.6667
2004-04-22,-8.1967
2004-04-23,8.9286
2004-04-28,-1.6393
2004-04-29,5.0
2004-04-30,0.0
2004-05-05,-3.1746
2004-05-07,0.0
2004-05-12,-1.6393
2004-05-18,0.0
2004-05-19,0.0
2004-05-21,0.0
2004-05-24,2.3333
2004-05-25,-2.2801
2004-05-27,-6.6667
2004-05-28,0.0
2004-06-01,-1.7856999999999998
2004-06-02,9.0909
2004-06-03,0.0
2004-06-04,1.6667
2004-06-08,-18.0328
2004-06-09,-20.0
2004-06-10,0.0
2004-06-14,0.0
2004-06-15,-52.5
2004-06-16,78.9474
2004-06-18,-5.8824
2004-06-21,0.0
2004-06-23,0.0
2004-06-24,-6.25
2004-06-25,33.3333
2004-06-28,2.5
2004-06-29,-14.6341
2004-06-30,5.7143
2004-07-01,8.1081
2004-07-06,-2.0
2004-07-07,2.0408
2004-07-08,0.0
2004-07-09,5.0
2004-07-12,7.1429
2004-07-13,-8.8889
2004-07-15,0.0
2004-07-16,4.878
2004-07-21,6.9767
2004-07-22,-8.6957
2004-07-23,-4.7619
2004-07-29,0.0
2004-07-30,0.0
2004-08-02,0.0
2004-08-03,-15.0
2004-08-04,14.7059
2004-08-05,-7.6923
2004-08-06,0.0
2004-08-09,-11.1111
2004-08-10,-3.125
2004-08-11,10.9677
2004-08-12,-18.6047
2004-08-13,-12.857099999999999
2004-08-16,6.5574
2004-08-17,30.7692
2004-08-18,2.9412000000000003
2004-08-19,14.2857
2004-08-20,0.0
2004-08-23,-5.0
2004-08-24,2.6316
2004-08-25,15.3846
2004-08-26,6.6667
2004-08-27,12.5
2004-08-30,11.1111
2004-08-31,-1.6667
2004-09-01,1.6949
2004-09-02,0.6667
2004-09-03,-0.6623
2004-09-07,0.0
2004-09-08,0.6667
2004-09-09,2.649
2004-09-10,4.8387
2004-09-13,0.6154
2004-09-14,5.5046
2004-09-15,8.6957
2004-09-16,6.6667
2004-09-17,-1.25
2004-09-20,-9.8734
2004-09-21,-1.6854
2004-09-22,-3.1429
2004-09-23,-6.1947
2004-09-24,0.6289
2004-09-27,-3.125
2004-09-28,-3.2258
2004-09-29,0.0
2004-09-30,1.0
2004-10-01,5.9406
2004-10-04,15.2648
2004-10-05,4.0541
