ticker,DFEL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-02-26,71.875
2010-03-09,-17.4545
2010-03-10,-0.8811
2010-03-11,-8.8889
2010-03-12,0.0
2010-03-16,4.878
2010-03-18,0.0
2010-03-19,-2.3256
2010-03-24,-2.3810000000000002
2010-03-29,-2.439
2010-03-31,15.0
2010-04-01,-8.6957
2010-04-07,-2.3810000000000002
2010-04-08,-2.439
2010-04-20,12.5
2010-04-27,2.2222
2010-04-28,-4.3478
2010-04-29,-4.5455
2010-05-03,-4.7619
2010-05-05,2.5
2010-05-11,-21.9512
2010-05-13,12.5
2010-05-17,0.0
2010-05-24,-16.6667
2010-05-28,0.0
2010-06-02,-0.6667
2010-06-17,-12.7517
2010-06-18,0.0
2010-06-21,0.0
2010-06-23,0.0
2010-06-29,-7.6923
2010-06-30,22.5
2010-07-13,-5.4422
2010-07-15,-13.6691
2010-07-30,20.0
2010-08-17,-6.25
2010-08-18,0.0
2010-09-10,-14.8148
2010-09-13,-12.1739
2010-09-14,0.0
2010-09-15,4.9505
2010-09-16,16.9811
2010-09-17,0.8065
2010-09-20,4.0
2010-09-21,-11.538499999999999
2010-09-22,4.3478
2010-09-23,4.1667
2010-09-24,-4.0
2010-09-27,-4.1667
2010-09-28,-7.8261
2010-09-29,-5.6604
2010-09-30,-2.0
2010-10-01,0.0
2010-10-04,0.0
2010-10-07,-17.3469
2010-10-08,7.4074
2010-10-11,0.0
2010-10-12,6.8966
2010-10-13,7.5269
2010-10-14,5.0
2010-10-18,-0.9524
2010-10-20,0.0
2010-10-21,0.0
2010-10-22,-2.8846
2010-10-26,0.9901
2010-10-27,7.8431
2010-10-28,9.0909
2010-10-29,-1.6667
2010-11-01,-3.3898
2010-11-02,-10.526299999999999
2010-11-04,14.7059
2010-11-05,-6.8376
2010-11-08,10.0917
2010-11-09,-1.6667
2010-11-10,3.3898
2010-11-11,-3.2787
2010-11-12,-5.0847
2010-11-15,-7.1429
2010-11-16,0.9615
2010-11-17,0.0
2010-11-18,-2.8571
2010-11-19,7.8431
2010-11-22,-9.0909
2010-11-23,1.0
2010-11-24,1.9802
2010-11-26,-2.9126
2010-11-29,0.0
2010-11-30,0.0
2010-12-01,1.0
2010-12-02,-0.9901
2010-12-03,-8.0
2010-12-06,-11.9565
2010-12-07,11.1111
2010-12-08,-2.2222
2010-12-09,0.0
2010-12-10,-7.9545
2010-12-13,0.0
2010-12-14,1.2346
2010-12-15,-1.2195
2010-12-16,7.4074
2010-12-17,16.092
