ticker,SBES US Equity
2015-09-08,9.1529
2015-09-09,27.0833
2015-09-10,1.6393
2015-09-11,-7.2379
2015-09-14,-4.3686
2015-09-15,0.0
2015-09-16,-9.0909
2015-09-17,0.05
2015-09-18,7.946
2015-09-21,0.0
2015-09-22,-5.5556
2015-09-23,17.647100000000002
2015-09-24,3.3333
2015-09-25,3.1855
2015-09-28,10.9809
2015-09-29,5.6338
2015-09-30,-6.6667
2015-10-01,-5.75
2015-10-02,-9.0565
2015-10-05,-10.0417
2015-10-06,2.2696
2015-10-07,-2.1739
2015-10-08,14.7685
2015-10-09,-0.3429
2015-10-12,-12.5683
2015-10-13,-6.4352
2015-10-14,4.8986
2015-10-15,-3.7736
2015-10-16,-5.9314
2015-10-19,-8.3377
2015-10-20,-9.0392
2015-10-21,14.9375
2015-10-22,0.0
2015-10-23,-4.2958
2015-10-26,-18.6932
2015-10-27,-32.914
2015-10-28,-33.3333
2015-10-29,-6.25
2015-10-30,13.3333
2015-11-02,11.7647
2015-11-03,-5.2632
2015-11-04,0.0
2015-11-05,-5.5556
2015-11-06,0.0
2015-11-09,5.8824
2015-11-10,-5.5556
2015-11-12,-11.9118
2015-11-13,13.5225
2015-11-17,23.5294
2015-11-18,-9.5238
2015-11-19,0.0
2015-11-20,0.0
2015-11-23,5.2632
2015-11-24,14.0
2015-11-25,31.5789
2015-11-27,6.6667
2015-11-30,15.625
2015-12-01,2.7027
2015-12-02,-3.1579
2015-12-03,-45.6522
2015-12-04,-8.125
2015-12-07,0.0
2015-12-08,0.0
2015-12-09,0.0
2015-12-10,30.6122
2015-12-11,-8.4375
2015-12-14,-13.7656
2015-12-15,0.2639
2015-12-16,0.0
2015-12-17,0.0
2015-12-18,-10.526299999999999
2015-12-22,-5.8824
2015-12-23,-25.0
2015-12-24,-25.0
2015-12-28,28.8889
2015-12-29,3.2328
2015-12-30,0.2088
2015-12-31,-16.6667
2016-01-04,30.0
2016-01-05,-15.3846
2016-01-06,0.0
2016-01-08,27.2727
2016-01-12,0.0
2016-01-13,0.0
2016-01-14,0.0
2016-01-15,-21.4286
2016-01-19,0.0
2016-01-20,-9.0909
2016-01-21,-0.25
2016-01-26,4.2607
2016-01-27,5.7692
2016-01-29,-27.2727
2016-02-01,37.5
2016-02-02,-1.8182
2016-02-03,11.1111
2016-02-04,-26.6667
2016-02-05,3.267
2016-02-09,-11.967
2016-02-10,12.5
2016-02-11,10.8333
2016-02-12,-14.787
2016-02-16,15.2941
2016-02-17,4.5918
2016-02-18,1.4634
2016-02-19,-20.0721
2016-02-24,-27.8195
2016-02-26,0.0
2016-02-29,33.3333
2016-03-02,-25.0
2016-03-03,33.3333
2016-03-04,-12.5
2016-03-07,20.0
2016-03-08,-4.7619
2016-03-09,-1.25
2016-03-10,-6.3291
2016-03-11,-8.1081
2016-03-14,4.4118
2016-03-15,-0.3521
2016-03-16,-22.7915
2016-03-17,-23.1121
2016-03-18,38.0952
2016-03-21,16.8103
2016-03-22,-16.7897
2016-03-23,-29.0466
2016-03-24,0.0
2016-03-28,-10.0
2016-03-29,10.4167
2016-03-30,-10.0629
2016-03-31,15.7343
2016-04-01,-3.9275
2016-04-04,-2.8302
2016-04-05,-2.2654
2016-04-06,-64.9007
2016-04-07,0.0
2016-04-08,3.7736
2016-04-11,-24.5455
2016-04-12,61.4458
2016-04-13,-28.3582
2016-04-14,-33.3333
2016-04-15,57.8125
2016-04-18,0.0
2016-04-19,-52.4752
2016-04-20,79.1667
2016-04-21,-13.9535
2016-04-22,-21.6216
2016-04-25,1.7241
2016-04-26,-5.0847
2016-04-27,-10.7143
2016-04-28,6.0
2016-04-29,9.434
2016-05-02,46.5517
2016-05-03,-3.5294
2016-05-04,-2.439
2016-05-05,0.0
2016-05-06,0.0
2016-05-09,0.0
2016-05-10,-2.5
2016-05-11,0.0
2016-05-12,-20.5128
2016-05-13,-1.6129
2016-05-16,-18.0328
2016-05-17,0.0
2016-05-18,-4.0
2016-05-19,33.3333
2016-05-20,-20.3125
2016-05-23,1.9607999999999999
2016-05-24,28.8462
2016-05-25,-8.9552
2016-05-26,-13.1148
2016-05-31,-15.0943
2016-06-01,-6.6667
2016-06-02,0.0
2016-06-03,-4.7619
2016-06-06,-20.0
2016-06-07,0.0
2016-06-08,21.875
2016-06-09,220.5128
2016-06-10,40.8
2016-06-13,-18.1818
2016-06-14,-37.5
2016-06-15,17.7778
2016-06-16,17.9245
2016-06-17,-31.2
2016-06-20,0.0
2016-06-21,17.4419
2016-06-22,-7.9208
2016-06-23,-5.3763
2016-06-24,-11.3636
2016-06-27,12.8205
2016-06-28,9.0909
2016-06-29,0.0
2016-07-01,-18.75
2016-07-05,10.2564
2016-07-06,-16.2791
2016-07-07,0.0
2016-07-08,0.0
2016-07-11,-22.2222
2016-07-13,0.0
2016-07-15,-3.5714
2016-07-19,0.0
2016-07-20,-1.8519
2016-07-21,0.0
2016-07-22,1.8868
2016-07-25,0.0
2016-07-26,38.8889
2016-08-03,-12.0
2016-08-04,0.0
2016-08-17,-15.1515
2016-08-19,-3.5714
2016-08-22,-7.4074
2016-08-24,-20.0
2016-08-25,0.0
2016-08-26,-7.5
2016-08-31,24.3243
2016-09-01,4.3478
2016-09-06,0.0
2016-09-07,0.0
2016-09-13,0.0
2016-09-14,0.0
2016-09-19,0.0
2016-09-20,0.0
2016-09-22,0.0
2016-09-26,-4.1667
2016-09-27,4.3478
2016-09-28,12.5
2016-09-29,0.0
2016-10-03,-11.1111
2016-10-05,0.0
2016-10-06,-4.1667
2016-10-07,0.0
2016-10-11,0.0
2016-10-14,-2.1739
2016-10-17,0.0
2016-10-18,6.6667
2016-10-19,0.0
2016-10-21,0.0
2016-10-24,0.0
2016-10-25,0.0
2016-10-26,0.0
2016-10-28,-4.1667
2016-10-31,67.3913
2016-11-01,3.8961
2016-11-02,-10.0
2016-11-03,6.9444
2016-11-04,0.0
2016-11-08,3.8961
2016-11-09,-20.0
2016-11-10,0.0
2016-11-11,0.0
2016-11-14,0.0
2016-11-15,7.8125
2016-11-16,0.0
2016-11-17,1.4493
2016-11-21,-11.4286
2016-11-22,12.9032
2016-11-28,11.4286
2016-11-30,-10.2564
2016-12-01,10.0
2016-12-02,-2.5974
2016-12-06,-28.0
2016-12-07,33.3333
2016-12-08,-22.2222
2016-12-13,0.0
2016-12-16,10.7143
2016-12-20,0.0
2016-12-21,-22.5806
2016-12-23,-16.6667
2017-01-06,-7.5
2017-01-09,2.7027
2017-01-11,-2.6316
2017-01-12,-13.5135
2017-01-13,-15.625
2017-01-18,-11.1111
2017-01-19,0.0
2017-01-20,0.0
2017-01-25,-8.3333
2017-01-27,-27.2727
2017-02-10,0.0
2017-02-13,50.0
2017-02-21,-33.3333
2017-02-22,12.5
2017-03-02,50.0
2017-03-07,7.4074
2017-03-08,10.3448
2017-03-10,43.75
2017-03-13,-30.4348
2017-03-14,0.0
2017-03-15,0.0
2017-03-20,-25.0
2017-03-21,33.3333
2017-03-22,0.0
2017-03-31,-25.0
2017-04-05,0.0
2017-04-11,-25.0
2017-04-13,122.2222
2017-04-17,0.0
2017-04-19,0.0
2017-04-25,-52.5
2017-04-26,110.5263
2017-04-28,-20.0
2017-05-01,18.75
2017-05-02,-2.6316
2017-05-03,0.0
2017-05-04,2.7027
2017-05-05,0.0
2017-05-08,26.3158
2017-05-09,0.0
2017-05-10,-2.0833
2017-05-12,-19.1489
2017-05-16,5.2632
2017-05-23,0.0
2017-05-25,40.0
2017-06-01,-32.1429
2017-06-02,5.2632
2017-06-05,-32.5
2017-06-12,42.2222
2017-06-28,-8.75
2017-07-06,-26.9406
2017-07-10,-6.25
2017-07-11,0.0
2017-07-13,40.0
2017-07-17,-42.8571
2017-07-18,-8.3333
2017-07-19,27.2727
2017-07-20,-28.5714
2017-07-21,0.0
2017-07-24,0.0
2017-07-25,0.0
2017-07-26,10.0
2017-07-27,0.0
2017-07-28,-27.2727
2017-07-31,37.5
2017-08-01,-18.1818
2017-08-02,22.2222
2017-08-03,-9.0909
2017-08-04,-10.0
2017-08-07,0.0
2017-08-08,11.1111
2017-08-09,-20.0
2017-08-10,0.0
2017-08-11,0.0
2017-08-14,0.0
2017-08-15,-12.5
2017-08-16,-14.2857
2017-08-17,-16.6667
2017-08-18,0.0
2017-08-21,0.0
2017-08-22,-20.0
2017-08-23,25.0
2017-08-24,0.0
2017-08-25,-20.0
2017-08-29,0.0
2017-08-30,25.0
2017-08-31,-20.0
2017-09-01,-50.0
2017-09-05,50.0
2017-09-06,0.0
2017-09-12,0.0
2017-09-13,-6.6667
2017-09-14,-28.5714
2017-09-15,0.0
2017-09-18,0.0
2017-09-19,0.0
2017-09-27,45.0
2017-09-28,-31.0345
2017-10-06,25.0
2017-10-09,-20.0
2017-10-10,-1.5
2017-10-11,52.2843
2017-10-13,0.0
2017-10-16,-33.3333
2017-10-17,0.0
2017-10-20,50.0
2017-10-24,0.0
2017-10-30,-33.3333
2017-10-31,0.0
2017-11-02,0.0
2017-11-08,0.0
2017-11-09,0.0
2017-11-13,0.0
2017-11-14,0.0
2017-11-17,0.0
2017-11-20,0.0
2017-11-21,0.0
2017-11-24,0.0
2017-11-28,0.0
2017-11-29,-25.0
2017-12-04,33.3333
2017-12-06,0.0
2017-12-11,0.0
2017-12-14,0.0
2017-12-22,0.0
2017-12-26,0.0
2017-12-28,-50.0
2017-12-29,200.0
2018-01-04,0.0
2018-01-08,-33.3333
2018-01-09,0.0
2018-01-10,0.0
2018-01-11,0.0
2018-01-16,0.0
2018-01-19,0.0
2018-01-23,0.0
2018-02-01,0.0
2018-02-02,0.0
2018-02-05,0.0
2018-02-07,0.0
2018-02-09,50.0
2018-02-12,0.0
2018-02-14,0.0
2018-02-23,0.0
2018-02-26,0.0
2018-02-27,-33.3333
2018-02-28,50.0
2018-03-01,0.0
2018-03-02,0.0
2018-03-05,-33.3333
2018-03-06,0.0
2018-03-07,50.0
2018-03-08,0.0
2018-03-09,-33.3333
2018-03-12,0.0
2018-03-13,0.0
2018-03-14,0.0
2018-03-16,-50.0
2018-03-19,100.0
2018-03-20,0.0
2018-03-21,-50.0
2018-03-22,0.0
2018-03-23,0.0
2018-03-26,0.0
2018-03-27,0.0
2018-03-28,100.0
2018-04-02,-50.0
2018-04-04,100.0
2018-04-05,-50.0
2018-04-10,0.0
2018-04-11,0.0
2018-04-12,0.0
2018-04-13,0.0
2018-04-16,0.0
2018-04-17,100.0
2018-04-18,-50.0
2018-04-20,100.0
2018-04-23,-50.0
2018-04-24,0.0
2018-04-25,0.0
2018-05-01,0.0
2018-05-04,0.0
2018-05-07,0.0
2018-05-09,0.0
2018-05-23,0.0
2018-05-25,0.0
2018-05-29,0.0
2018-05-30,200.0
2018-05-31,-66.6667
2018-06-01,100.0
2018-06-04,0.0
2018-06-05,200.0
2018-06-06,-16.6667
2018-06-07,20.0
2018-06-08,-33.3333
2018-06-11,0.0
2018-06-12,-25.0
2018-06-13,0.0
2018-06-14,0.0
2018-06-15,0.0
2018-06-18,-33.3333
2018-06-19,50.0
2018-06-20,-36.6667
2018-06-21,5.2632
2018-06-22,-50.0
2018-06-25,0.0
2018-06-26,90.0
2018-06-27,5.2632
2018-06-28,0.0
2018-06-29,0.0
2018-07-02,-50.0
2018-07-03,0.0
2018-07-05,100.0
2018-07-06,-50.0
2018-07-09,0.0
2018-07-10,100.0
2018-07-11,-50.0
2018-07-12,100.0
2018-07-17,-50.0
2018-07-18,0.0
2018-07-19,0.0
2018-07-23,0.0
2018-07-24,0.0
2018-07-25,0.0
2018-07-26,0.0
2018-07-27,0.0
2018-07-30,0.0
2018-07-31,0.0
2018-08-01,0.0
2018-08-02,100.0
2018-08-06,-50.0
2018-08-07,100.0
2018-08-08,-50.0
2018-08-09,0.0
2018-08-10,0.0
2018-08-14,0.0
2018-08-15,0.0
2018-08-16,100.0
2018-08-17,0.0
2018-08-20,50.0
2018-08-21,-33.3333
2018-08-22,0.0
2018-08-23,50.0
2018-08-24,0.0
2018-08-27,-33.3333
2018-08-28,50.0
2018-08-29,-33.3333
2018-08-31,0.0
2018-09-04,0.0
2018-09-05,-50.0
2018-09-06,0.0
2018-09-07,100.0
2018-09-10,-50.0
2018-09-11,50.0
2018-09-14,33.3333
2018-09-19,-50.0
2018-09-20,0.0
2018-09-21,0.0
2018-09-24,0.0
2018-09-25,0.0
2018-09-27,0.0
2018-09-28,0.0
2018-10-02,0.0
2018-10-03,0.0
2018-10-04,0.0
2018-10-08,0.0
2018-10-11,0.0
2018-10-12,0.0
2018-10-15,100.0
2018-10-16,-50.0
2018-10-22,0.0
2018-10-23,0.0
2018-10-24,0.0
2018-10-25,0.0
2018-10-31,0.0
2018-11-01,0.0
2018-11-05,0.0
2018-11-09,100.0
2018-11-13,0.0
2018-11-15,-50.0
2018-11-26,0.0
2018-11-29,0.0
2018-11-30,0.0
2018-12-04,0.0
2018-12-06,0.0
2018-12-07,0.0
2018-12-11,0.0
2018-12-12,0.0
2018-12-13,0.0
2018-12-14,0.0
2018-12-17,0.0
2018-12-18,0.0
2018-12-19,100.0
2018-12-20,0.0
2018-12-24,-50.0
2018-12-27,0.0
2018-12-28,0.0
2018-12-31,0.0
2019-01-08,100.0
2019-01-09,-50.0
2019-01-10,200.0
2019-01-11,33.3333
2019-01-14,25.0
2019-01-15,0.0
2019-01-16,20.0
2019-01-17,0.0
2019-01-18,0.0
2019-01-22,-16.6667
2019-01-23,-20.0
2019-01-24,-25.0
2019-01-25,33.3333
2019-01-28,175.0
2019-01-29,-27.2727
2019-01-30,0.0
2019-01-31,-25.0
2019-02-01,16.6667
2019-02-04,14.2857
2019-02-05,-12.5
2019-02-06,0.0
2019-02-07,0.0
2019-02-08,-14.2857
2019-02-11,0.0
2019-02-12,-16.6667
2019-02-13,0.0
2019-02-14,20.0
2019-02-15,0.0
2019-02-19,0.0
2019-02-20,0.0
2019-02-21,0.0
2019-02-22,-16.6667
2019-02-25,-20.0
2019-02-26,0.0
2019-02-27,0.0
2019-02-28,0.0
2019-03-01,0.0
2019-03-04,0.0
2019-03-05,0.0
2019-03-06,0.0
2019-03-07,75.0
2019-03-08,42.8571
2019-03-11,-30.0
2019-03-12,0.0
2019-03-13,57.1429
2019-03-14,-36.3636
2019-03-15,0.0
2019-03-18,0.0
2019-03-19,0.0
2019-03-20,0.0
2019-03-21,55.0
2019-03-22,19.8157
2019-03-25,30.7692
2019-03-26,0.0
2019-03-27,23.5294
2019-03-28,9.5238
2019-03-29,-4.3478
2019-04-01,-18.1818
2019-04-02,0.0
2019-04-03,-27.7778
2019-04-04,26.9231
2019-04-05,-3.0303
2019-04-08,-18.75
2019-04-09,15.3846
2019-04-10,-6.6667
2019-04-11,-7.1429
2019-04-12,15.3846
2019-04-15,13.3333
2019-04-16,0.0
2019-04-17,-11.7647
2019-04-18,-6.6667
2019-04-22,21.4286
2019-04-23,-5.8824
2019-04-24,-6.25
2019-04-25,-6.6667
2019-04-26,0.0
2019-04-29,14.2857
2019-04-30,-6.25
2019-05-01,0.0
2019-05-02,-13.3333
2019-05-03,7.6923
2019-05-06,0.0
2019-05-07,0.0
2019-05-08,0.0
2019-05-09,-7.7143
2019-05-10,0.6192
2019-05-13,-7.6923
2019-05-14,-25.0
2019-05-15,11.1111
2019-05-16,10.0
2019-05-17,-9.0909
2019-05-20,0.0
2019-05-21,10.0
2019-05-22,-9.0909
2019-05-23,-20.0
2019-05-24,-12.5
2019-05-28,-14.2857
2019-05-29,0.0
2019-05-30,-16.6667
2019-05-31,0.0
2019-06-03,-20.0
2019-06-04,0.0
2019-06-05,25.0
2019-06-06,20.0
2019-06-07,-16.6667
2019-06-10,0.0
2019-06-11,-20.0
2019-06-12,-25.0
2019-06-13,33.3333
2019-06-14,0.0
2019-06-17,-25.0
2019-06-18,-33.3333
2019-06-19,200.0
2019-06-20,-33.3333
2019-06-21,0.0
2019-06-24,25.0
2019-06-25,-20.0
2019-06-26,0.0
2019-06-27,0.0
2019-06-28,25.0
2019-07-01,0.0
2019-07-02,0.0
2019-07-03,-20.0
2019-07-05,25.0
2019-07-08,0.0
2019-07-09,0.0
2019-07-10,-20.0
2019-07-11,0.0
2019-07-12,0.0
2019-07-15,0.0
2019-07-16,-25.0
2019-07-17,0.0
2019-07-18,33.3333
2019-07-19,0.0
2019-07-22,-25.0
2019-07-23,33.3333
2019-07-24,0.0
2019-07-25,-25.0
2019-07-26,33.3333
2019-07-29,-25.0
2019-07-30,0.0
2019-07-31,0.0
2019-08-01,0.0
2019-08-02,33.3333
2019-08-05,-50.0
2019-08-06,50.0
2019-08-07,0.0
2019-08-08,0.0
2019-08-09,-33.3333
2019-08-12,50.0
2019-08-14,0.0
2019-08-15,0.0
2019-08-19,0.0
2019-08-20,0.0
2019-08-22,-33.3333
2019-08-23,50.0
2019-08-26,0.0
2019-08-27,33.3333
2019-08-29,-25.0
2019-08-30,33.3333
2019-09-03,0.0
2019-09-04,25.0
2019-09-05,120.0
2019-09-06,-18.1818
2019-09-09,11.1111
2019-09-10,30.0
2019-09-11,-23.0769
2019-09-12,-30.0
2019-09-13,14.2857
2019-09-16,-25.0
2019-09-17,0.0
2019-09-18,16.6667
2019-09-19,0.0
2019-09-20,0.0
2019-09-23,14.2857
2019-09-24,12.5
2019-09-25,0.0
2019-09-26,-11.1111
2019-09-27,0.0
2019-09-30,-25.0
2019-10-01,0.0
2019-10-02,0.0
2019-10-03,0.0
2019-10-04,16.6667
2019-10-07,14.2857
2019-10-08,0.0
2019-10-09,0.0
2019-10-10,-12.5
2019-10-11,-14.2857
2019-10-14,0.0
2019-10-15,0.0
2019-10-16,0.0
2019-10-17,16.6667
2019-10-18,-14.2857
2019-10-21,0.0
2019-10-22,16.6667
2019-10-23,0.0
2019-10-24,-14.2857
2019-10-25,16.6667
2019-10-28,-14.2857
2019-10-29,16.6667
2019-10-30,-14.2857
2019-10-31,-16.6667
2019-11-01,0.0
2019-11-04,20.0
2019-11-05,100.0
2019-11-06,8.3333
2019-11-07,15.3846
2019-11-08,26.6667
2019-11-11,15.7895
2019-11-12,-13.6364
2019-11-13,4.7368
2019-11-14,20.603
2019-11-15,-8.3333
2019-11-18,-9.0909
2019-11-19,-20.0
2019-11-20,31.25
2019-11-21,0.0
2019-11-22,4.7619
2019-11-25,13.6364
2019-11-26,60.0
2019-11-27,25.0
2019-11-29,4.0
2019-12-02,-21.1538
2019-12-03,7.3171
2019-12-04,-2.2727
2019-12-05,6.9767
2019-12-06,41.3043
2019-12-09,46.1538
2019-12-10,2.6316
2019-12-11,-12.8205
2019-12-12,18.8235
2019-12-13,44.5545
2019-12-16,-5.4795
2019-12-17,-10.5072
2019-12-18,10.9312
2019-12-19,-5.8394
2019-12-20,-4.031
2019-12-23,-35.3796
2019-12-24,3.75
2019-12-26,-10.8434
2019-12-27,36.4865
2019-12-30,-9.901
2019-12-31,15.9341
2020-01-02,9.9526
2020-01-03,-0.8621
2020-01-06,-5.2174
2020-01-07,-14.6789
2020-01-08,-1.0753
2020-01-09,-9.7826
2020-01-10,1.2048
2020-01-13,1.1905000000000001
2020-01-14,1.1764999999999999
2020-01-15,12.7907
2020-01-16,-4.1237
2020-01-17,9.5699
2020-01-21,-1.8646
2020-01-22,-1.1
2020-01-23,3.1345
2020-01-24,18.6275
2020-01-27,5.2893
2020-01-28,-21.5071
2020-01-29,-6.0
2020-01-30,2.1277
2020-01-31,4.1667
2020-02-03,18.0
2020-02-04,-7.2034
2020-02-05,-0.4566
2020-02-06,-2.7523
2020-02-07,-6.6038
2020-02-10,-7.0707
2020-02-11,2.1739
2020-02-12,-2.1277
2020-02-13,1.087
2020-02-14,-12.9032
2020-02-18,11.1111
2020-02-19,30.0
2020-02-20,-5.9829
2020-02-21,4.5455
2020-02-24,-14.7826
2020-02-25,-13.2653
2020-02-26,3.5294
2020-02-27,-12.5
2020-02-28,1.2987
2020-03-02,-9.6154
2020-03-03,-4.9645
2020-03-04,-17.9104
2020-03-05,-3.6364
2020-03-06,-7.5472
2020-03-09,22.449
2020-03-10,11.6667
2020-03-11,-10.4478
2020-03-12,-20.0
2020-03-13,14.5833
2020-03-16,-7.4545
2020-03-17,4.1257
2020-03-18,-26.4151
2020-03-19,-3.0769
2020-03-20,-15.3439
2020-03-23,-9.375
2020-03-24,13.7931
2020-03-25,21.2121
2020-03-26,25.625
2020-03-27,-3.3830999999999998
2020-03-30,-24.2019
2020-03-31,5.9783
2020-04-01,1.2821
2020-04-02,-7.5949
2020-04-03,4.1096
2020-04-06,-7.8947
2020-04-07,-17.1429
2020-04-08,-13.7931
2020-04-09,4.0
2020-04-13,7.6923
2020-04-14,-3.5714
2020-04-15,-7.4074
2020-04-16,20.0
2020-04-17,20.0
2020-04-20,-11.1111
2020-04-21,-6.25
2020-04-22,13.3333
2020-04-23,0.0
2020-04-24,-8.8235
2020-04-27,-6.4516
2020-04-28,0.0
2020-04-29,-3.4483
2020-04-30,3.5714
2020-05-01,0.0
2020-05-04,0.0
2020-05-05,20.6897
2020-05-06,5.5714
2020-05-07,29.9053
2020-05-08,-10.4167
2020-05-11,18.6047
2020-05-12,-5.8824
2020-05-13,0.0
2020-05-14,-3.125
2020-05-15,3.2258
2020-05-18,1.0417
2020-05-19,38.1443
2020-05-20,-10.4478
2020-05-21,3.3333
2020-05-22,24.1935
2020-05-26,5.1948
2020-05-27,-2.4691
2020-05-28,-10.7595
2020-05-29,-2.1277
2020-06-01,-4.3478
2020-06-02,-3.0303
2020-06-03,-6.25
2020-06-04,-3.3333
2020-06-05,17.2414
2020-06-08,-4.4118
2020-06-09,13.8462
2020-06-10,-1.3514
2020-06-11,1.3699
2020-06-12,-4.0541
2020-06-15,-1.4085
2020-06-16,-2.8571
2020-06-17,-2.9412000000000003
2020-06-18,-3.0303
2020-06-19,4.6875
2020-06-22,-19.403
2020-06-23,-9.2593
2020-06-24,-2.0408
2020-06-25,-2.0833
2020-06-26,11.7021
2020-06-29,4.7619
2020-06-30,-3.6364
2020-07-01,-1.8868
2020-07-02,-3.8462
2020-07-06,-8.0
2020-07-07,-2.1739
2020-07-08,-2.2222
2020-07-09,-2.2727
2020-07-10,0.0
2020-07-13,-9.3023
2020-07-14,3.8462
2020-07-15,-1.2346
2020-07-16,5.0
2020-07-17,0.0
2020-07-20,-4.7619
2020-07-21,10.0
2020-07-22,-2.2727
2020-07-23,4.6512
2020-07-24,-6.6667
2020-07-27,2.3810000000000002
2020-07-28,-6.9767
2020-07-29,0.0
2020-07-30,-12.5
2020-07-31,11.4286
