ticker,RPAY US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-07-18,0.0155
2018-07-19,-0.1192
2018-07-20,0.0
2018-07-23,0.0
2018-07-24,0.0
2018-07-25,0.0
2018-07-26,-0.1037
2018-07-30,0.1038
2018-08-02,0.1037
2018-08-03,-0.5181
2018-08-07,0.1042
2018-08-09,0.0
2018-08-10,0.2081
2018-08-13,0.5192
2018-08-17,0.2056
2018-08-20,0.5165
2018-08-21,-0.5128
2018-08-22,0.0
2018-08-23,0.0
2018-08-24,0.2062
2018-08-27,0.0
2018-08-28,0.3086
2018-08-29,0.0
2018-08-30,0.0
2018-08-31,0.0
2018-09-04,0.0
2018-09-05,-0.1026
2018-09-06,0.0
2018-09-07,-0.1027
2018-09-13,-0.3083
2018-09-14,-0.1031
2018-09-17,0.1032
2018-09-18,0.0
2018-09-19,0.0
2018-09-20,0.0
2018-09-25,0.3093
2018-09-28,-0.2055
2018-10-01,0.206
2018-10-03,-0.2055
2018-10-04,0.206
2018-10-10,0.0
2018-10-11,-0.3083
2018-10-12,0.1031
2018-10-18,-0.206
2018-10-24,0.1032
2018-10-29,0.0
2018-10-31,0.2062
2018-11-01,0.1029
2018-11-02,0.1028
2018-11-06,-0.5133
2018-11-07,0.8256
2018-11-08,-0.5118
2018-11-09,0.2058
2018-11-13,-0.4107
2018-11-14,0.3093
2018-11-15,-0.3083
2018-11-19,0.5155
2018-11-20,0.1026
2018-11-23,-0.4098
2018-11-26,0.823
2018-11-28,0.0
2018-11-29,0.102
2018-11-30,0.4077
2018-12-06,0.0
2018-12-07,0.0
2018-12-11,-0.203
2018-12-17,0.7121
2018-12-18,-0.8081
2018-12-20,0.0
2018-12-26,0.0
2018-12-28,0.3055
2018-12-31,0.5076
2019-01-02,-0.5051
2019-01-03,0.0
2019-01-07,-0.203
2019-01-08,0.2035
2019-01-10,0.4061
2019-01-11,0.2022
2019-01-14,0.2069
2019-01-16,-0.005
2019-01-18,0.2014
2019-01-22,1.206
2019-01-23,-0.1986
2019-01-24,0.0
2019-01-25,0.0995
2019-01-28,-0.0994
2019-01-29,0.0
2019-01-30,0.0
2019-01-31,0.0
2019-02-01,-0.0995
2019-02-04,0.0996
2019-02-05,-0.199
2019-02-06,0.0
2019-02-07,0.1994
2019-02-08,-0.199
2019-02-11,0.0997
2019-02-12,0.3984
2019-02-13,0.1984
2019-02-14,0.198
2019-02-15,-0.0988
2019-02-19,-0.0989
2019-02-20,0.198
2019-02-21,0.0988
2019-02-22,0.4936
