ticker,RPAY US Equity
2019-02-25,-0.0982
2019-02-26,0.295
2019-02-28,0.0
2019-03-01,-0.4902
2019-03-04,0.0
2019-03-05,0.0
2019-03-06,0.0
2019-03-07,0.0
2019-03-08,0.0985
2019-03-11,-0.0984
2019-03-12,0.2956
2019-03-13,-0.0982
2019-03-14,0.0
2019-03-15,0.1967
2019-03-18,-0.0981
2019-03-19,0.0
2019-03-20,0.0
2019-03-21,-0.0982
2019-03-22,0.0983
2019-03-25,0.0
2019-03-26,0.0
2019-03-27,0.2947
2019-03-28,-0.0979
2019-03-29,0.0
2019-04-01,0.1961
2019-04-02,-0.2935
2019-04-03,0.1963
2019-04-04,-0.0979
2019-04-05,0.1961
2019-04-08,0.2935
2019-04-09,0.0
2019-04-10,-0.1951
2019-04-11,0.1955
2019-04-12,-0.0976
2019-04-15,0.0625
2019-04-16,0.0332
2019-04-17,0.002
2019-04-18,0.0
2019-04-22,0.0
2019-04-23,0.0
2019-04-24,0.0
2019-04-25,0.0
2019-04-26,-0.0976
2019-04-29,0.0
2019-05-01,-0.3906
2019-05-02,0.2941
2019-05-03,0.0
2019-05-06,0.0
2019-05-07,0.0
2019-05-08,0.0
2019-05-09,-0.0665
2019-05-10,1.6414
2019-05-13,-0.6833
2019-05-14,0.2907
2019-05-15,0.0
2019-05-16,-0.2899
2019-05-17,0.0
2019-05-20,-0.0969
2019-05-21,0.388
2019-05-22,0.0966
2019-05-23,0.6757
2019-05-24,0.2876
2019-05-28,-0.0956
2019-05-29,-0.4785
2019-05-30,0.6731
2019-05-31,0.2865
2019-06-03,-0.381
2019-06-04,0.0
2019-06-05,0.1912
2019-06-06,0.0
2019-06-07,-0.4771
2019-06-10,0.0
2019-06-11,0.0
2019-06-12,-0.4794
2019-06-13,-0.0963
2019-06-14,0.0964
2019-06-17,0.1927
2019-06-18,-0.1923
2019-06-19,-0.0963
2019-06-20,0.1929
2019-06-21,1.0587
2019-06-24,-0.0952
2019-06-25,-0.9533
2019-06-26,0.2887
2019-06-27,0.1919
2019-06-28,-0.0958
2019-07-01,-0.3835
2019-07-02,-0.5775
2019-07-03,0.0968
2019-07-05,-0.3868
2019-07-08,0.0485
2019-07-09,1.116
2019-07-10,10.7486
2019-07-11,15.338
2019-07-12,-3.1931
2019-07-15,-3.6088
2019-07-16,-3.3816
2019-07-17,-0.5833
2019-07-18,-0.6706
2019-07-19,-0.9283
2019-07-22,-1.7036
2019-07-23,0.0867
2019-07-24,1.2121
2019-07-25,0.0855
2019-07-26,1.7094
2019-07-29,-2.437
2019-07-30,-0.1723
2019-07-31,0.2588
2019-08-01,0.4303
2019-08-02,1.114
2019-08-05,-2.4576000000000002
2019-08-06,0.1738
2019-08-07,-0.6938
2019-08-08,1.4847000000000001
2019-08-09,-0.7745
2019-08-12,-2.0815
2019-08-13,3.9858000000000002
2019-08-14,0.2555
2019-08-15,-0.4248
2019-08-16,1.1945000000000001
2019-08-19,-0.1686
2019-08-20,1.3514
2019-08-21,2.0
2019-08-22,-2.1242
2019-08-23,-1.5025
2019-08-26,1.9492
2019-08-27,0.3325
2019-08-28,0.0
2019-08-29,1.657
2019-08-30,3.5045
2019-09-03,0.0787
2019-09-04,2.2817
2019-09-05,0.3077
2019-09-06,-1.3804
2019-09-09,2.6439
2019-09-10,-1.5152
2019-09-11,2.0
2019-09-12,-2.4133
2019-09-13,3.1685
2019-09-16,-1.4981
2019-09-17,1.9011
2019-09-18,0.1493
2019-09-19,0.149
2019-09-20,1.6369
2019-09-23,2.489
2019-09-24,-1.1429
2019-09-25,-2.0954
2019-09-26,0.0738
2019-09-27,-1.8437000000000001
2019-09-30,0.1503
2019-10-01,0.5251
2019-10-02,-2.2388
2019-10-03,3.5878
2019-10-04,0.4422
2019-10-07,-0.1467
2019-10-08,-2.2777
2019-10-09,0.0
2019-10-10,-0.1504
2019-10-11,0.4518
2019-10-14,-1.2744
2019-10-15,3.6446
2019-10-16,1.0256
2019-10-17,-0.4351
2019-10-18,0.0728
2019-10-21,0.5822
2019-10-22,-0.2894
2019-10-23,-0.5806
2019-10-24,0.7299
2019-10-25,2.5362
2019-10-28,-1.0601
2019-10-29,-0.1429
2019-10-30,0.1431
2019-10-31,-4.0714
2019-11-01,1.8615
2019-11-04,-3.5819
2019-11-05,0.2274
2019-11-06,-1.8154
2019-11-07,-3.698
2019-11-08,-0.64
2019-11-11,2.0129
2019-11-12,0.7103
2019-11-13,3.4483
2019-11-14,3.0303
2019-11-15,2.9412000000000003
2019-11-18,0.2857
2019-11-19,1.1396
2019-11-20,-0.1408
2019-11-21,-2.6798
2019-11-22,-0.1449
2019-11-25,0.0
2019-11-26,1.4514
2019-11-27,-1.2876
2019-11-29,0.2174
2019-12-02,1.0846
2019-12-03,1.0014
2019-12-04,2.1955
2019-12-05,0.3465
2019-12-06,2.0718
2019-12-09,-0.0677
2019-12-10,0.5416
2019-12-11,0.0
2019-12-12,0.9428
2019-12-13,-0.2001
2019-12-16,0.3342
2019-12-17,1.7988
2019-12-18,0.0
2019-12-19,0.9817
2019-12-20,-1.361
2019-12-23,-1.8397000000000001
2019-12-24,-1.004
2019-12-26,0.4733
2019-12-27,-1.8843
2019-12-30,0.5487
2019-12-31,-0.0682
2020-01-02,2.9352
2020-01-03,-0.5968
2020-01-06,1.2675
2020-01-07,1.3834
2020-01-08,-0.4548
2020-01-09,1.3054999999999999
2020-01-10,2.5129
2020-01-13,-0.0629
2020-01-14,0.1258
2020-01-15,-1.1307
2020-01-16,0.2541
2020-01-17,1.2041
2020-01-21,1.0645
2020-01-22,-0.062
2020-01-23,-0.9919
2020-01-24,3.8197
2020-01-27,1.9903
2020-01-28,-0.7688
2020-01-29,-0.4172
2020-01-30,1.2567
2020-01-31,-0.0591
2020-02-03,0.7688
2020-02-04,4.4601
2020-02-05,-2.5281000000000002
2020-02-06,1.3256000000000001
2020-02-07,0.6257
2020-02-10,1.1871
2020-02-11,1.1732
2020-02-12,0.8283
2020-02-13,0.8215
2020-02-14,1.1407
2020-02-18,2.0945
2020-02-19,2.0516
2020-02-20,-1.6495
2020-02-21,0.0524
2020-02-24,-2.4096
2020-02-25,-3.5963000000000003
2020-02-26,0.2227
2020-02-27,-3.3333
2020-02-28,0.7471
2020-03-02,3.3086
2020-03-03,-0.7178
2020-03-04,2.4472
2020-03-05,-1.4658
2020-03-06,-1.3774
2020-03-09,-2.6816
2020-03-10,3.7887
2020-03-11,-4.0929
2020-03-12,-16.8397
2020-03-13,13.3842
2020-03-16,-17.6147
2020-03-17,15.3675
2020-03-18,-21.879
2020-03-19,0.8237
2020-03-20,-4.0033
2020-03-23,-3.4043
2020-03-24,11.8943
2020-03-25,8.189
2020-03-26,11.0626
2020-03-27,-7.8637
2020-03-30,6.2589
2020-03-31,-3.9491
2020-04-01,-5.7143
2020-04-02,-0.2217
2020-04-03,-3.2593
2020-04-06,7.657
2020-04-07,6.1166
2020-04-08,-1.6756
2020-04-09,2.045
2020-04-13,-1.002
2020-04-14,2.2267
2020-04-15,1.3201
2020-04-16,0.3909
2020-04-17,-3.7638
2020-04-20,1.4835
2020-04-21,1.0631
2020-04-22,8.9415
2020-04-23,-4.0435
2020-04-24,2.2641999999999998
2020-04-27,4.059
2020-04-28,6.0875
2020-04-29,0.1114
2020-04-30,-0.5565
2020-05-01,-2.2943
2020-05-04,-0.63
2020-05-05,2.0173
2020-05-06,-2.0904
2020-05-07,-0.2885
2020-05-08,3.8194
2020-05-11,-6.1315
2020-05-12,8.7292
2020-05-13,1.9115
2020-05-14,2.7866999999999997
2020-05-15,4.2231
2020-05-18,1.8009
2020-05-19,3.0467
2020-05-20,3.3381
2020-05-21,3.5072
2020-05-22,2.5412
2020-05-26,-4.2609
2020-05-27,-4.3143
2020-05-28,-2.1357
2020-05-29,11.7362
2020-06-01,0.0868
2020-06-02,0.5204
2020-06-03,1.3805
2020-06-04,0.7234
2020-06-05,0.8027
2020-06-08,5.9094999999999995
2020-06-09,2.6909
2020-06-10,-0.9249
2020-06-11,-5.6787
2020-06-12,1.1959
2020-06-15,5.9087
2020-06-16,1.7699
2020-06-17,-1.966
2020-06-18,-0.8484
2020-06-19,-1.4391
2020-06-22,1.4996
2020-06-23,0.0778
2020-06-24,1.7871000000000001
2020-06-25,2.2901
2020-06-26,-3.0597
2020-06-29,-2.7714
2020-06-30,-2.4941
2020-07-01,1.2586
2020-07-02,0.3208
2020-07-06,3.5172
2020-07-07,-2.0463
2020-07-08,1.1825
2020-07-09,-1.1687
2020-07-10,1.3796
2020-07-13,-5.3266
2020-07-14,-1.1499
2020-07-15,5.027
2020-07-16,-1.1867
2020-07-17,1.241
2020-07-20,-0.8304
2020-07-21,-5.3429
2020-07-22,-1.0531
2020-07-23,-2.2989
2020-07-24,-1.8300999999999998
2020-07-27,2.5300000000000002
2020-07-28,-3.0303
2020-07-29,1.1161
2020-07-30,-3.0022
2020-07-31,0.7283
