ticker,TOGL US Equity
2017-08-16,0.6667
2017-08-17,-60.2649
2017-08-18,-15.8333
2017-08-21,117.8218
2017-08-22,13.6364
2017-08-23,4.8
2017-08-24,6.8702
2017-08-25,17.8571
2017-08-28,6.0606
2017-08-29,8.5714
2017-08-30,5.2632
2017-09-06,-12.5
2017-09-08,0.0
2017-09-15,114.2857
2017-09-18,-33.3333
2017-09-26,-30.0
2017-09-27,0.0
2017-10-03,-14.2857
2017-10-06,10.0
2017-10-09,1.2121
2017-10-10,33.6826
2017-10-11,67.9731
2017-10-12,0.0
2017-10-16,-20.0
2017-10-17,0.0
2017-10-18,-1.6667
2017-10-20,10.1695
2017-10-23,5.0
2017-10-30,31.8681
2017-10-31,-16.6667
2017-11-03,3.3333
2017-11-08,6.4516
2017-11-10,0.0
2017-11-13,-3.0303
2017-11-14,0.0
2017-11-17,12.5
2017-11-20,-44.4444
2017-11-21,10.0
2017-11-24,0.0
2017-11-29,-9.0909
2017-11-30,-30.4
2017-12-01,43.6782
2017-12-04,11.885
2017-12-07,16.1907
2017-12-08,0.0
2017-12-12,-11.538499999999999
2017-12-13,21.7391
2017-12-14,21.4286
2017-12-22,0.0
2017-12-26,0.0
2017-12-27,5.8824
2018-01-02,16.6667
2018-01-03,0.0
2018-01-04,0.0
2018-01-09,19.0476
2018-01-12,8.0
2018-01-16,11.1111
2018-01-18,13.3333
2018-01-19,0.0
2018-01-22,0.0
2018-01-26,0.0
2018-01-31,2.9412000000000003
2018-02-05,-17.1429
2018-02-16,3.9655
2018-02-20,2.8192
2018-02-26,6.4516
2018-02-28,6.0606
2018-03-01,2.8571
2018-03-02,11.1111
2018-03-05,-2.5
2018-03-06,0.0
2018-03-07,1.2821
2018-03-09,1.2658
2018-03-12,0.0
2018-03-14,0.0
2018-03-15,0.0
2018-03-16,0.0
2018-03-20,0.0
2018-03-23,-2.5
2018-03-27,0.0
2018-03-29,-2.5641
2018-04-04,5.2632
2018-04-10,-5.0
2018-04-20,5.0
2018-04-23,0.2506
2018-04-30,0.0
2018-05-01,12.5
2018-05-02,0.0
2018-05-04,0.0
2018-05-14,0.0
2018-05-21,4.4444
2018-05-25,6.383
2018-05-29,0.0
2018-05-30,-4.0
2018-06-01,2.0833
2018-06-04,2.0408
2018-06-07,0.0
2018-06-08,11.0
2018-06-11,6.3063
2018-06-12,0.0
2018-06-15,0.0
2018-06-21,-3.3898
2018-06-22,3.1579
2018-06-26,0.3401
2018-06-27,1.6949
2018-06-28,11.6667
2018-07-02,0.0
2018-07-05,-17.9104
2018-07-10,-12.7273
2018-07-16,-4.1667
2018-07-17,0.0
2018-07-19,0.0
2018-07-24,0.0
2018-07-30,8.6957
2018-07-31,2.0
2018-08-01,7.8431
2018-08-02,7.2727
2018-08-03,6.7797
2018-08-06,3.1746
2018-08-08,0.0
2018-08-21,0.0
2018-08-22,7.6923
2018-08-23,0.0
2018-08-27,2.8571
2018-08-28,6.9444
2018-08-29,3.8961
2018-08-30,-2.5
2018-08-31,2.5641
2018-09-04,0.0
2018-09-05,-23.75
2018-09-07,31.1475
2018-09-10,0.0
2018-09-11,0.0
2018-09-14,0.0
2018-09-21,0.0
2018-09-26,1.25
2018-09-27,-11.1111
2018-10-01,11.1111
2018-10-02,0.875
2018-10-03,1.6109
2018-10-04,0.0
2018-10-05,2.439
2018-10-08,-0.5952
2018-10-09,0.5988
2018-10-10,1.1905000000000001
2018-10-11,0.0
2018-10-12,0.0
2018-10-15,1.1764999999999999
2018-10-16,-1.1628
2018-10-17,-3.5294
2018-10-18,-1.2195
2018-10-19,1.2346
2018-10-22,0.0
2018-10-24,0.0
2018-10-25,1.2195
2018-10-26,-6.0241
2018-10-29,8.3333
2018-10-30,0.0
2018-10-31,0.0
2018-11-01,-0.7101
2018-11-05,0.0
2018-11-07,-1.0727
2018-11-09,-0.241
2018-11-12,0.2415
2018-11-14,-8.4337
2018-11-15,-7.8947
2018-11-16,0.0
2018-11-19,0.0
2018-11-21,0.0
2018-11-26,-2.8571
2018-11-27,0.0
2018-11-28,2.9412000000000003
2018-11-30,-2.8571
2018-12-03,-8.8235
2018-12-04,12.9032
2018-12-07,0.1429
2018-12-12,-7.2753
2018-12-18,0.0
2018-12-19,-7.6923
2018-12-20,0.0
2018-12-28,13.3333
2019-01-02,0.0
2019-01-07,-11.7647
2019-01-08,16.6667
2019-01-09,7.1429
2019-01-10,6.6667
2019-01-11,0.0
2019-01-14,1.25
2019-01-15,0.0
2019-01-16,-1.2346
2019-01-17,-3.125
2019-01-18,-0.5161
2019-01-22,-0.1297
2019-01-23,2.5974
2019-01-24,6.3291
2019-01-25,-7.1429
2019-01-28,8.9744
2019-01-29,0.0
2019-01-31,0.0
2019-02-01,0.0
2019-02-05,1.1764999999999999
2019-02-06,0.0
2019-02-08,0.0
2019-02-11,-1.1628
2019-02-12,1.1764999999999999
2019-02-13,0.8721
2019-02-14,-0.8646
2019-02-19,0.0
2019-02-20,1.1628
2019-02-21,1.1494
2019-02-22,2.2727
2019-02-25,0.0
2019-02-26,0.0
2019-02-27,0.0
2019-02-28,0.0
2019-03-01,0.0
2019-03-04,0.0
2019-03-05,0.0
2019-03-06,0.0
2019-03-07,0.0
2019-03-08,0.0
2019-03-11,0.0
2019-03-12,0.0
2019-03-13,0.0
2019-03-14,-8.8889
2019-03-15,9.147
2019-03-18,-0.0006
2019-03-19,-9.4972
2019-03-20,8.642
2019-03-22,0.9091
2019-03-25,0.2252
2019-03-27,0.0
2019-03-28,0.0
2019-04-01,0.5618
2019-04-02,-11.7318
2019-04-03,1.2658
2019-04-04,1.25
2019-04-05,0.679
2019-04-08,1.7781
2019-04-09,-2.6506
2019-04-10,-2.2277
2019-04-11,10.1266
2019-04-12,-2.2989
2019-04-15,1.7647
2019-04-16,-1.1561
2019-04-17,-0.5848
2019-04-18,2.3529
2019-04-22,-0.9195
2019-04-23,5.5684000000000005
2019-04-24,2.0879
2019-04-25,-0.3229
2019-04-26,0.324
2019-04-29,0.1076
2019-04-30,-0.2151
2019-05-01,0.1078
2019-05-02,0.0
2019-05-03,0.3229
2019-05-06,0.1073
2019-05-07,1.8221
2019-05-08,-0.2632
2019-05-09,-0.5277
2019-05-10,-0.1592
2019-05-13,-0.7439
2019-05-14,0.1071
2019-05-15,-0.5348
2019-05-16,0.2688
2019-05-17,-0.2681
2019-05-20,0.0
2019-05-21,0.0
2019-05-22,0.2151
2019-05-23,-0.2146
2019-05-24,-2.1505
2019-05-28,1.0989
2019-05-29,0.5435
2019-05-30,0.0
2019-05-31,-1.6216
2019-06-03,4.3956
2019-06-06,3.1579
2019-06-07,0.5102
2019-06-10,0.0
2019-06-11,0.0
2019-06-12,0.5076
2019-06-13,0.5051
2019-06-14,-0.402
2019-06-17,0.9082
2019-06-18,0.0
2019-06-19,0.0
2019-06-20,0.0
2019-06-21,-0.5
2019-06-24,0.5025
2019-06-25,0.5
2019-06-26,0.4975
2019-06-27,0.495
2019-06-28,16.7488
2019-07-01,4.6414
2019-07-02,0.0
2019-07-05,-1.6129
2019-07-08,0.4098
2019-07-09,0.0
2019-07-10,-0.0816
2019-07-11,0.0817
2019-07-12,0.0
2019-07-15,0.0816
2019-07-17,0.0816
2019-07-18,0.0815
2019-07-19,0.0
2019-07-22,0.0
2019-07-23,0.1629
2019-07-24,0.0
2019-07-25,0.0
2019-07-26,0.0
2019-07-29,0.0
2019-07-31,0.0
2019-08-01,0.0
2019-08-02,0.0
2019-08-05,0.0
2019-08-06,-1.2195
2019-08-07,1.5638
2019-08-08,0.0
2019-08-12,0.0
2019-08-13,1.2966
2019-08-14,-1.12
2019-08-15,0.1618
2019-08-16,0.9693
2019-08-19,-0.96
2019-08-20,0.1616
2019-08-22,0.0
2019-08-23,0.1613
2019-08-26,-0.6441
2019-08-28,-0.1621
2019-08-29,-2.5974
2019-08-30,-1.6667
2019-09-03,1.6949
2019-09-04,0.1667
2019-09-05,3.9933
2019-09-06,1.6
2019-09-09,7.4803
2019-09-10,4.7619
2019-09-11,0.6993
2019-09-12,0.6944
2019-09-13,0.6897
2019-09-16,1.3699
2019-09-17,0.0
2019-09-18,0.0
2019-09-19,0.3378
2019-09-20,0.3367
2019-09-23,0.6711
2019-09-24,-0.5333
2019-09-25,1.8767
2019-09-26,0.0
2019-09-27,0.6579
2019-09-30,-1.3072
2019-10-02,0.3311
2019-10-03,-0.33
2019-10-04,-0.6623
2019-10-07,-2.0
2019-10-08,3.0612
2019-10-09,-5.6106
2019-10-10,-5.5944
2019-10-11,3.7037
2019-10-14,-5.0
2019-10-15,-0.0752
2019-10-16,5.3424
2019-10-17,0.7143
2019-10-18,4.9645
2019-10-21,-2.8378
2019-10-22,-1.3908
2019-10-23,-5.5007
2019-10-24,-2.3881
2019-10-25,-0.6116
2019-10-28,3.8462
2019-10-29,3.7037
2019-10-30,3.5714
2019-10-31,0.8966
2019-11-01,-3.4859999999999998
2019-11-04,-0.1416
2019-11-05,-2.4823
2019-11-06,-2.5455
2019-11-07,-2.9851
2019-11-08,0.0
2019-11-11,0.3846
2019-11-12,3.0651
2019-11-13,0.0
2019-11-14,-0.3717
2019-11-15,0.3731
2019-11-18,-3.7175000000000002
2019-11-20,0.0
2019-11-21,-4.2471
2019-11-22,0.2419
2019-11-25,-7.8842
2019-11-26,0.0
2019-11-29,-2.6201
2019-12-02,0.0
2019-12-03,1.0762
2019-12-04,9.583
2019-12-05,1.6194
2019-12-06,3.5857
2019-12-09,4.3077
2019-12-10,-3.7611
2019-12-11,-4.2146
2019-12-12,11.6
2019-12-13,-3.5842
2019-12-16,-9.2937
2019-12-17,0.4918
2019-12-18,0.1631
2019-12-19,1.3844
2019-12-20,1.9277
2019-12-23,1.182
2019-12-24,0.8567
2019-12-26,1.5444
2019-12-27,1.0646
2019-12-30,0.4515
2019-12-31,0.7491
2020-01-02,-0.1487
2020-01-03,4.2442
2020-01-06,-2.5
2020-01-07,-1.4652
2020-01-08,0.0743
2020-01-09,-1.5602
2020-01-10,2.0377
2020-01-13,-0.2959
2020-01-14,0.7418
2020-01-15,0.5891
2020-01-16,0.6589
2020-01-17,0.1455
2020-01-21,-1.8155000000000001
2020-01-23,0.3698
2020-01-27,0.0737
2020-01-28,-0.1473
2020-01-29,0.6637
2020-01-30,0.3663
2020-01-31,-0.365
2020-02-03,0.0
2020-02-04,-3.6264
2020-02-05,-4.447
2020-02-06,-3.3413
2020-02-07,-0.823
2020-02-10,-2.0747
2020-02-11,-1.6949
2020-02-12,-10.7759
2020-02-13,3.3816
2020-02-14,0.0
2020-02-18,-2.3364
2020-02-19,0.0
2020-02-20,1.9139
2020-02-21,0.4695
2020-02-24,-2.7103
2020-02-25,1.0567
2020-02-26,-0.1901
2020-02-27,-0.4762
2020-02-28,-3.8278
2020-03-02,5.1741
2020-03-03,0.2838
2020-03-04,1.8868
2020-03-05,0.0
2020-03-06,0.463
2020-03-09,-4.1475
2020-03-10,-11.0577
2020-03-11,-5.4054
2020-03-12,-5.1429
2020-03-13,-7.8313
2020-03-16,-13.7255
2020-03-17,-7.5758
2020-03-19,-1.6393
2020-03-23,1.6667
2020-03-24,0.0
2020-03-25,0.0
2020-03-26,10.9836
2020-03-27,3.3973
2020-03-30,0.0
2020-03-31,-12.857099999999999
2020-04-01,-6.5574
2020-04-02,0.8772
2020-04-03,-13.7391
2020-04-06,-7.2581
2020-04-07,8.6957
2020-04-08,2.0
2020-04-09,1.9607999999999999
2020-04-13,-3.8462
2020-04-14,0.0
2020-04-15,0.4
2020-04-16,-14.1434
2020-04-17,17.6334
2020-04-20,-3.9448
2020-04-21,-6.3655
2020-04-22,4.1667
2020-04-23,1.6842000000000001
2020-04-24,-3.5197000000000003
2020-04-27,2.1459
2020-04-28,2.9412000000000003
2020-04-29,3.4694
2020-04-30,-1.3807
2020-05-01,-2.6
2020-05-04,1.8479999999999999
2020-05-05,4.2339
2020-05-06,1.5474
2020-05-07,4.7619
2020-05-08,1.8182
2020-05-11,-10.7143
2020-05-12,-4.0
2020-05-13,-2.0833
2020-05-14,-8.5106
2020-05-15,10.4651
2020-05-18,11.5789
2020-05-19,1.8868
2020-05-20,0.0
2020-05-21,1.8519
2020-05-22,29.0909
2020-05-26,6.338
2020-05-27,5.9603
2020-05-28,3.125
2020-05-29,5.0909
2020-06-01,0.346
2020-06-02,-2.2989
2020-06-03,-1.7647
2020-06-04,4.7904
2020-06-05,0.5714
2020-06-08,2.2727
2020-06-09,0.5556
2020-06-10,1.105
2020-06-11,22.4044
2020-06-12,1.3393
2020-06-15,-2.2026
2020-06-16,1.8018
2020-06-17,0.0
2020-06-19,1.7699
2020-06-22,0.0
2020-06-23,0.8696
2020-06-25,0.8621
2020-06-26,0.8547
2020-06-29,0.8475
2020-07-01,-3.3613
2020-07-02,4.3478
2020-07-06,-4.1675
2020-07-07,-4.3469999999999995
2020-07-08,0.0
2020-07-09,-4.5455
2020-07-10,4.7619
2020-07-13,0.0
2020-07-14,1.3636
2020-07-15,8.520199999999999
2020-07-16,0.8264
2020-07-17,-0.4098
2020-07-20,0.0823
2020-07-21,0.3289
2020-07-22,0.8197
2020-07-23,0.813
2020-07-24,0.8065
2020-07-27,0.0
2020-07-28,0.4
2020-07-29,0.3984
2020-07-30,1.1905000000000001
2020-07-31,1.1764999999999999
