ticker,MNPP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2002-08-28,0.1471
2006-01-25,281.7915
2006-01-31,1.9231
2006-06-12,12.8302
2008-04-23,7.0234
2008-06-24,0.0
2008-10-21,-34.0625
2008-10-23,13.7441
2008-10-27,0.0
2008-11-13,-12.0833
2008-12-09,-9.4787
2008-12-10,-10.9948
2008-12-11,0.0
2008-12-12,0.0
2008-12-15,0.0
2008-12-22,0.0
2008-12-31,-23.5294
2009-04-16,3.8462
2009-05-06,27.4074
2009-05-07,-0.0581
2009-05-08,0.057
2009-05-12,0.0012
2009-05-15,0.0
2009-06-01,-0.0012
2009-07-28,-9.3013
2009-12-21,10.1282
2010-04-14,0.1164
2010-04-26,-12.7907
2010-05-21,14.6667
2010-05-24,0.0
2010-05-27,0.0
2010-06-29,-1.1628
2010-08-09,8.2353
2010-08-11,0.0
2010-08-12,0.0
2010-08-31,0.0
2010-10-13,-9.7826
2010-10-14,0.0
2010-11-23,-11.9277
2010-12-03,2.5991999999999997
2010-12-30,0.0
2011-02-22,10.6667
2011-02-25,0.0
2011-03-01,-10.8434
2011-03-08,6.7568
2011-03-30,0.0
2011-05-04,6.3291
2011-05-06,0.0
2011-05-10,0.0
2011-06-20,2.9762
2011-06-22,0.0
2011-06-28,0.0
2011-07-21,0.0
2011-07-27,0.0
2011-07-28,0.0
2011-09-19,6.3584
2011-11-17,0.0
2011-12-15,0.0
2011-12-30,0.0
2012-04-03,0.0
2012-04-17,5.4348
2012-05-04,0.0
2012-05-07,5.1546
2012-05-29,-1.9607999999999999
2012-06-04,0.0
2012-06-06,0.0
2012-06-08,0.0
2012-06-18,2.0
2012-06-21,0.0
2012-07-06,0.0
2012-07-09,0.0
2012-07-10,0.0
2012-07-11,0.0
2012-07-12,0.0
2012-07-13,0.0
2012-07-16,0.0
2012-07-23,7.8431
2012-07-24,0.0
2012-08-02,-7.2727
2012-08-20,7.8431
2012-08-31,-7.2727
2012-09-07,0.0
2012-10-19,15.6863
2012-12-20,7.3593
2012-12-27,-4.0323
2012-12-28,0.0
2013-01-02,4.2017
2013-01-03,0.0
2013-01-09,4.0323
2013-02-20,16.2791
2013-05-03,-9.396
2013-05-07,0.0
2013-05-13,0.0
2013-06-03,1.8519
2013-06-18,5.4545
2013-06-19,0.0
2013-07-05,0.0
2013-07-16,2.7586
2013-07-29,4.0268
2013-08-16,2.5806
2013-09-16,3.2075
2013-10-10,-0.0609
2013-12-30,0.0
2013-12-31,0.9231
2014-01-02,0.0
