ticker,MNPP US Equity
2014-01-10,0.0
2014-01-24,6.7073
2014-04-03,-5.7143
2014-04-22,0.0
2014-04-25,0.0
2014-05-23,0.6098
2014-05-28,0.0
2014-06-11,-4.5461
2014-06-12,-1.5867
2014-06-16,0.0
2014-06-18,6.4516
2014-06-30,1.8182
2014-07-02,-1.4881
2014-07-03,0.0
2014-07-07,1.5106000000000002
2014-07-08,-1.7856999999999998
2014-07-09,0.0
2014-07-10,1.8182
2014-07-14,0.5952
2014-08-04,1.7751000000000001
2014-08-08,-4.0698
2014-08-13,0.0
2014-08-15,0.0
2014-08-18,0.0
2014-08-19,-0.0006
2014-09-16,-4.2418
2014-10-22,1.2658
2014-12-11,1.2658
2014-12-18,2.5
2014-12-30,0.6098
2014-12-31,-0.6061
2015-01-02,0.6098
2015-01-06,0.0
2015-01-12,3.6364
2015-01-15,4.0936
2015-01-29,0.5618
2015-02-02,1.1173
2015-02-09,0.0
2015-02-10,0.0
2015-02-11,7.7348
2015-02-26,0.0
2015-02-27,-2.5641
2015-03-06,0.0
2015-03-17,-7.8947
2015-03-23,8.5714
2015-03-24,0.1053
2015-03-30,0.0
2015-05-18,16.2791
2015-06-26,4.5455
2015-08-26,-17.4348
2015-09-01,5.3186
2015-09-24,-4.9
2015-09-25,0.0
2015-10-07,4.8896
2016-01-15,1.5228000000000002
2016-01-20,-10.6935
2016-02-17,12.2539
2016-03-15,0.0
2016-03-16,0.0
2016-03-18,0.2494
2016-03-28,1.99
2016-04-04,0.0
2016-04-05,0.0
2016-04-15,2.4385
2016-04-21,-4.3058
2016-04-26,0.0
2016-04-28,3.6
2016-05-03,-2.751
2016-05-05,-0.6452
2016-05-11,-0.5495
2016-06-09,0.452
2016-07-05,-4.45
2016-07-08,0.0
2016-07-13,-0.5756
2016-10-20,5.21
2017-01-05,1.3176
2017-01-06,1.25
2017-01-10,0.0
2017-01-11,-1.2346
2017-01-17,-0.05
2017-01-18,0.05
2017-01-20,-0.15
2017-01-24,0.0
2017-01-30,0.0
2017-02-10,-2.2959
2017-02-13,-0.0128
2017-02-17,-4.9157
2017-02-22,0.2695
2017-02-23,-0.0054
2017-02-27,0.0054
2017-02-28,-0.5376
2017-03-01,0.5405
2017-03-07,-1.3441
2017-03-08,-0.545
2017-03-10,-0.737
2017-03-16,2.1225
2017-03-20,0.0
2017-03-24,1.3514
2017-03-29,-4.0
2017-04-03,-16.3583
2017-04-05,0.2956
2017-04-06,15.8278
2017-04-11,-2.8016
2017-04-13,-2.9412000000000003
2017-04-18,0.0
2017-06-30,14.3293
2017-07-03,6.5573
2017-07-14,0.1001
2017-07-19,0.0025
2017-09-01,-0.15
2017-09-15,0.0
2017-10-13,-9.8648
2017-10-19,0.2778
2017-10-23,6.9252
2017-11-13,-3.1088
2017-11-15,4.1711
2017-11-17,-2.3614
2017-12-01,-0.368
2017-12-04,2.3747
2017-12-08,-0.7732
2017-12-12,0.5195
2017-12-15,1.5748
2018-01-02,0.0
2018-01-04,0.0
2018-01-05,-0.2584
2018-01-10,-0.7772
2018-01-23,-6.0052
2018-02-02,2.7778
2018-02-09,-1.0811
2018-02-12,0.0
2018-02-23,-0.5464
2018-02-27,1.3736
2018-03-01,-1.626
2018-03-02,0.0
2018-03-05,0.8264
2018-03-06,0.0
2018-03-14,1.9125999999999999
2018-04-04,-4.0214
2018-04-05,0.0
2018-04-06,-0.2793
2018-04-09,0.0
2018-04-11,0.0006
2018-04-12,0.8398
2018-04-20,0.8333
2018-04-24,0.1102
2018-05-02,-0.3874
2018-05-04,0.6667
2018-05-07,-0.6623
2018-05-08,-1.9444
2018-05-11,0.8499
2018-05-16,-0.5618
2018-05-24,-1.1299
2018-05-25,0.0
2018-05-29,-0.8571
2018-05-30,-0.2882
2018-05-31,1.7341
2018-06-11,-0.5682
2018-06-14,-0.6857
2018-06-18,0.0
2018-07-02,0.4028
2018-07-10,0.0
2018-07-17,0.0
2018-07-23,-2.0888
2018-09-12,0.0849
2018-09-17,-5.3801
2018-10-01,0.7571
2018-10-02,1.2115
2018-10-05,-0.6061
2018-10-12,0.0
2018-10-17,0.0
2018-10-26,-0.6982
2018-11-27,-0.525
2018-12-03,0.0
2018-12-04,-1.2346
2018-12-06,0.0
2018-12-12,0.0
2019-01-11,2.4
2019-01-15,-3.125
2019-01-16,3.2258
2019-01-18,-0.125
2019-01-22,0.1252
2019-01-25,0.0
2019-02-05,-1.5625
2019-02-13,0.0
2019-02-21,1.5873
2019-02-25,3.125
2019-03-01,0.0
2019-03-04,0.0
2019-03-06,0.0
2019-03-11,1.5152
2019-03-15,0.0
2019-03-18,-0.8955
2019-03-25,-2.1084
2019-04-04,-0.9231
2019-04-09,-0.6211
2019-04-18,-3.125
2019-05-08,1.9686
2019-05-15,4.4791
2019-05-16,1.227
2019-05-31,3.0303
2019-07-05,1.4706000000000001
2019-08-07,0.0
2019-08-13,-4.7536000000000005
2019-08-16,-2.3098
2019-09-27,3.0497
2019-10-01,4.2926
2019-10-29,-0.2899
2019-11-01,-2.907
2019-11-14,0.2994
2019-12-03,2.3881
2019-12-12,-1.4577
2019-12-18,2.4096
2019-12-24,0.0
2020-01-10,0.0
2020-01-22,1.4706000000000001
2020-02-20,4.6371
2020-02-24,-12.1879
2020-02-25,4.1009
2020-02-28,0.0
2020-03-10,-1.5152
2020-03-11,-5.5385
2020-03-12,-5.6026
2020-03-16,-0.0697
2020-03-18,-10.2204
2020-03-25,-20.3846
2020-03-30,44.9063
2020-04-06,-19.9883
2020-04-07,0.0
2020-04-08,0.0
2020-04-14,-4.1667
2020-04-29,4.3478
2020-05-12,5.9322
2020-05-13,8.0
2020-05-26,0.0
2020-05-27,-1.8519
2020-06-03,-1.8868
2020-06-12,1.9231
2020-06-15,0.0
2020-06-19,-1.8868
2020-06-23,-15.3754
2020-06-25,18.1689
2020-06-29,-3.8462
2020-07-14,-4.0
2020-07-27,-3.3333
