ticker,OILY US Equity
2016-05-10,44.4444
2016-05-13,0.0
2016-05-27,-15.3846
2016-06-09,-27.2727
2016-06-28,60.0
2016-07-11,0.0
2016-07-12,-37.5
2016-09-08,0.0
2016-09-22,0.0
2016-12-07,150.0
2016-12-15,-69.0
2016-12-19,222.5806
2016-12-21,0.0
2016-12-28,-69.0
2016-12-30,0.0
2017-03-31,222.5806
2017-04-06,-70.0
2017-06-15,0.0
2017-06-27,0.0
2017-08-15,70.0
2017-09-05,0.0
2017-09-19,96.0784
2017-09-26,-74.0
2017-10-06,284.6154
2017-10-24,-1.01
2017-11-01,-69.6939
2017-11-06,0.0
2017-11-22,0.0
2017-11-28,0.0
2017-12-22,66.6667
2018-01-05,97.98
2018-01-22,0.0
2018-02-20,0.0
2018-02-28,-24.2348
2018-03-08,-60.0
2018-03-14,0.0
2018-04-17,150.0
2018-04-24,0.0
2018-05-14,33.3333
2018-05-22,0.0
2018-05-23,0.0
2018-05-25,0.0
2018-05-31,-70.0
2018-06-01,233.3333
2018-06-25,0.0
2018-06-26,-25.0
2018-07-09,0.0
2018-07-11,-6.6667
2018-08-01,42.8571
2018-08-16,0.0
2018-08-22,0.0
2018-08-27,0.0
2018-08-28,-69.0
2018-09-06,0.0
2018-09-13,0.0
2018-09-28,222.5806
2018-10-01,-69.0
2018-10-16,0.0
2018-10-17,222.5806
2018-11-06,-11.01
2018-11-16,0.0
2018-11-20,0.0
2018-11-21,0.0
2018-11-26,0.0
2018-12-06,0.0112
2018-12-17,-64.0337
2018-12-20,178.0381
2018-12-27,4.4944
2018-12-28,-63.9677
2018-12-31,189.436
2019-01-02,0.0
2019-02-08,-65.45
2019-02-11,189.436
2019-02-12,-69.3216
2019-02-25,155.3856
2019-03-11,3.961
2019-03-27,-35.443
2019-03-28,0.0
2019-04-08,-39.2157
2019-05-03,0.0
2019-05-09,0.0
2019-05-10,238.7097
2019-05-13,0.0
2019-05-14,0.0
2019-05-15,-23.8095
2019-05-16,56.25
2019-05-17,140.0
2019-05-20,-50.0
2019-05-21,3.3333
2019-05-22,29.0323
2019-05-23,-25.0
2019-05-24,53.3333
2019-05-28,0.0
2019-05-29,7.8261
2019-06-03,-0.8065
2019-06-04,-43.0894
2019-06-05,97.1429
2019-06-06,12.3188
2019-06-07,1.2903
2019-06-10,11.465
2019-06-11,71.4286
2019-06-12,-16.6667
2019-06-13,10.0
2019-06-14,-14.9091
2019-06-20,-3.8462
2019-07-03,-31.1111
2019-07-09,0.0
2019-07-10,38.7097
2019-07-30,-36.9767
2019-08-12,-6.2731
2019-08-19,2.9528
2019-08-20,2.8681
2019-08-23,22.6766
2019-08-26,3.0303
2019-08-27,-5.8824
2019-09-05,-14.0625
2019-09-17,16.3636
2019-09-20,-20.6219
2019-10-29,14.1687
2019-11-06,-38.6172
2020-01-27,11.2297
2020-01-28,93.4343
2020-02-13,-3.6554
2020-02-14,-59.3496
2020-02-24,73.3333
2020-02-27,-42.3077
2020-03-02,-92.9933
2020-03-09,2744.9096
2020-03-10,0.0
2020-03-11,-66.7191
2020-03-13,198.4625
2020-03-16,-0.6734
2020-03-19,0.0
2020-03-23,29.8305
2020-03-25,0.0
2020-03-26,0.0
2020-03-30,-58.4856
2020-04-02,28.9308
2020-04-07,21.9512
2020-04-13,104.0
2020-04-14,-59.8039
2020-04-15,69.7561
2020-04-16,7.4713
2020-04-17,-27.8075
2020-04-20,90.7407
2020-04-21,-37.4757
2020-04-23,39.7516
2020-04-24,22.2222
2020-04-28,-9.0909
2020-04-30,0.0
2020-05-04,35.8
2020-05-05,194.5508
2020-05-07,-50.0
2020-05-08,-40.0
2020-05-11,32.8333
2020-05-12,150.941
2020-05-13,-40.0
2020-05-15,0.0
2020-05-18,-22.5
2020-05-19,4.8387
2020-05-26,5.5385
2020-05-28,94.1205
2020-06-01,-38.2228
2020-06-02,-18.7196
2020-06-03,0.8973
2020-06-04,3.7549
2020-06-05,0.4762
2020-06-08,-23.2218
2020-06-11,107.4048
2020-06-12,-24.4048
2020-06-16,0.0
2020-06-17,-30.7087
2020-06-19,36.3636
2020-06-23,0.0
2020-07-02,0.0
2020-07-08,-8.3333
2020-07-10,18.1818
2020-07-13,7.6923
2020-07-15,-7.2857
2020-07-20,-29.8921
2020-07-22,4.3956
2020-07-30,-4.2105
