ticker,OILY US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-10-07,34.6667
2008-10-24,63.3663
2009-01-27,-3.0303
2010-03-17,1.5625
2010-03-19,24.3077
2010-04-06,-15.8416
2010-04-09,-14.1176
2010-04-28,516.4384
2010-06-03,-80.0
2010-06-09,-5.5556
2010-10-08,18.8235
2010-11-16,5.9406
2010-11-22,-5.6075
2010-12-09,-25.7426
2010-12-15,0.0
2011-01-13,34.6667
2011-01-26,0.0
2011-01-27,1.9802
2011-02-02,0.0
2011-02-10,0.0
2011-02-16,0.0
2011-02-23,1.9417
2011-02-24,2.8571
2011-02-25,1.8519
2011-02-28,0.9091
2011-03-02,48.6486
2011-03-03,6.3636
2011-03-04,12.8205
2011-03-07,-1.5152
2011-03-08,0.0
2011-03-09,-3.8462
2011-03-10,-12.8
2011-03-11,-0.9174
2011-03-15,6.4815
2011-03-16,13.0435
2011-03-17,52.3077
2011-03-18,0.5051
2011-03-21,3.0151
2011-03-22,-3.9024
2011-03-23,-0.5076
2011-03-24,0.0
2011-03-25,0.0
2011-03-30,-0.5102
2011-04-06,-7.6923
2011-04-11,0.0
2011-04-12,8.3333
2011-04-19,-7.6923
2011-04-21,0.0
2011-04-25,0.0
2011-04-26,-2.7778
2011-05-09,10.857099999999999
2011-05-10,0.0
2011-05-16,3.0928
2011-05-17,-15.0
2011-05-19,0.0
2011-05-20,0.0
2011-05-25,0.0
2011-05-31,0.0
2011-06-07,0.0
2011-06-10,0.0
2011-06-14,23.5294
2011-06-30,-28.5714
2011-07-01,-6.6667
2011-07-07,0.0
2011-07-13,5.0
2011-07-26,-4.7619
2011-08-01,0.0
2011-08-10,0.0
2011-08-29,-7.1429
2011-08-30,0.0
2011-10-06,0.0
2011-12-15,-19.2308
2012-01-13,23.8095
2012-06-05,-19.2308
2012-06-12,23.8095
2012-06-29,-56.9231
2012-12-31,-1.7856999999999998
2013-01-18,-63.6364
2013-02-28,-25.0
2013-05-22,366.6667
2013-06-11,70.0
2013-06-12,-42.8571
2013-06-17,-96.7647
2013-11-13,377.2727
2014-04-25,852.381
2014-04-29,-75.0
2015-05-28,-20.0
2015-06-30,25.0
2015-07-01,0.0
2015-09-02,40.0
2015-09-15,0.0
2015-09-16,0.0
2015-11-13,-51.4286
2015-12-03,11.7647
2015-12-29,552.6316
2016-01-04,-79.3548
2016-01-25,21.0938
2016-02-02,29.0323
2016-02-03,0.0
2016-02-17,87.375
2016-02-19,-46.6311
2016-03-17,-12.5
2016-03-31,28.5714
