ticker,FSCR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-04,0.0
2000-01-05,0.0
2000-01-06,0.0
2000-01-07,0.0
2000-01-12,-4.7619
2000-01-13,10.0
2000-01-14,0.0
2000-01-18,-7.9545
2000-01-19,6.1728
2000-01-24,-5.814
2000-01-28,1.2346
2000-01-31,4.878
2000-02-01,0.0
2000-02-02,0.0
2000-02-04,-4.6512
2000-02-07,-2.439
2000-02-09,3.75
2000-02-10,-0.6024
2000-02-11,0.0
2000-02-14,-3.0303
2000-02-15,3.125
2000-02-17,-3.0303
2000-02-18,3.125
2000-02-23,-0.9091
2000-02-24,3.3639
2000-03-01,-4.142
2000-03-07,0.5569
2000-03-08,-0.6154
2000-03-09,-3.4056
2000-03-10,2.5641
2000-03-13,0.0
2000-03-14,0.0
2000-03-17,0.625
2000-03-20,-0.6211
2000-03-28,1.875
2000-03-30,-1.8405
2000-04-07,0.0
2000-04-10,0.0
2000-04-17,2.5
2000-04-18,0.0
2000-04-20,-2.439
2000-04-26,0.0
2000-05-02,0.0
2000-05-03,0.0
2000-05-09,-0.1563
2000-05-10,0.1565
2000-05-25,3.125
2000-05-30,0.0
2000-05-31,1.8182
2000-06-05,1.1905000000000001
2000-06-06,-2.3529
2000-06-07,-2.7711
2000-06-08,4.3478
2000-06-09,-2.3810000000000002
2000-06-12,1.2195
2000-06-15,-1.2048
2000-06-19,-1.8293
2000-06-20,-0.3106
2000-06-22,2.1807
2000-06-26,-2.439
2000-06-27,3.75
2000-07-05,-2.8614
2000-07-06,0.0
2000-07-10,-0.6202
2000-07-12,2.3401
2000-07-13,2.439
2000-07-14,0.0
2000-07-17,-1.1905000000000001
2000-07-18,0.0
2000-07-25,-1.506
2000-07-31,-1.2232
2000-08-01,-0.1548
2000-08-02,0.0
2000-08-03,0.0
2000-08-07,1.7054
2000-08-10,0.6098
2000-08-11,1.8182
2000-08-14,-0.5952
2000-08-16,-0.5988
2000-08-17,-1.8072
2000-08-28,2.7607
2000-08-29,-0.2985
2000-08-30,-2.9939999999999998
2000-08-31,-0.3247
2000-09-01,0.9772
2000-09-05,1.9355
2000-09-06,0.0
2000-09-12,2.5316
2000-09-13,1.8519
2000-09-14,0.0
2000-09-15,-2.4242
2000-09-18,-0.6211
2000-09-19,0.0
2000-09-25,4.6875
2000-09-27,-1.4925
2000-09-28,0.6061
2000-09-29,1.2048
2000-10-02,1.1905000000000001
2000-10-03,-1.1764999999999999
2000-10-04,1.1905000000000001
