ticker,CFRI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-09-16,16.6667
2005-09-19,7.1429
2005-09-20,16.6667
2005-09-21,-2.8571
2005-09-22,0.0
2005-09-26,0.0
2005-09-27,47.0588
2005-09-28,20.0
2005-09-29,13.3333
2005-10-04,2.9412000000000003
2005-10-05,7.1429
2005-10-06,-6.6667
2005-10-07,21.4286
2005-10-11,29.4118
2005-10-12,36.3636
2005-10-13,20.0
2005-10-14,-2.7778
2005-10-17,14.2857
2005-10-18,0.0
2005-10-19,0.0
2005-10-20,0.0
2005-10-21,-2.5
2005-10-25,2.5641
2005-10-26,2.5
2005-10-27,9.7561
2005-10-28,11.1111
2005-10-31,3.2
2005-11-02,0.7752
2005-11-03,11.538499999999999
2005-11-07,-5.1724
2005-11-09,1.8182
2005-11-17,0.0
2005-11-18,-14.2857
2005-11-21,-12.5
2005-11-22,0.0
2005-12-13,-9.5238
2005-12-14,-2.6316
2005-12-15,0.0
2006-01-09,-5.4054
2006-01-10,5.7143
2006-01-11,0.0
2006-01-17,0.0
2006-01-18,-5.4054
2006-01-19,14.2857
2006-01-20,0.0
2006-01-23,0.0
2006-01-24,0.0
2006-01-25,0.0
2006-01-26,5.0
2006-01-27,23.8095
2006-01-30,-85.7692
2006-01-31,-2.7027
2006-02-01,-41.6667
2006-02-02,28.5714
2006-02-03,-5.5556
2006-02-06,-1.9607999999999999
2006-02-07,0.0
2006-02-08,-8.0
2006-02-09,4.3478
2006-02-10,-4.1667
2006-02-13,-10.8696
2006-02-14,-9.7561
2006-02-15,0.0
2006-02-16,-24.3243
2006-02-17,14.2857
2006-02-21,-31.25
2006-02-22,0.0
2006-02-23,-9.0909
2006-02-24,10.0
2006-02-27,-27.2727
2006-02-28,31.25
2006-03-01,-9.5238
2006-03-02,-5.2632
2006-03-03,22.2222
2006-03-06,9.0909
2006-03-07,-8.3333
2006-03-08,-18.1818
2006-03-09,0.0
2006-03-10,-11.1111
2006-03-13,0.0
2006-03-14,-12.5
2006-03-15,0.0
2006-03-16,-21.4286
2006-03-17,27.2727
2006-03-20,14.2857
2006-03-21,0.0
2006-03-22,0.0
2006-03-23,-12.5
2006-03-27,0.0
2006-03-28,-2.8571
2006-03-29,2.9412000000000003
2006-03-31,0.0
2006-04-03,0.0
2006-04-04,7.1429
2006-04-05,0.0
2006-04-06,0.0
2006-04-07,-20.0
2006-04-10,0.0
2006-04-11,16.6667
2006-04-12,0.0
2006-04-13,0.0
2006-04-17,0.0
