ticker,HCBN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-06,-11.215
2000-01-31,10.526299999999999
2000-02-25,0.0
2000-06-13,-11.8774
2000-07-14,9.4092
2000-08-14,-8.0
2000-08-15,4.8913
2000-09-05,-5.6995000000000005
2000-09-15,1.7699
2000-09-18,-7.0652
2000-09-22,21.6374
2000-09-25,-3.8462
2000-09-27,0.0
2000-10-04,4.0
2000-10-31,3.8462
2001-01-09,-1.3009
2001-01-11,-1.4327
2001-01-17,0.0
2001-01-18,0.0
2001-01-26,-1.1628
2001-02-13,-1.1764999999999999
2001-04-03,3.717
2001-04-17,-10.7514
2001-04-20,8.8083
2001-05-24,0.0
2001-05-30,4.7619
2001-06-22,-5.0343
2001-06-25,3.6145
2001-06-26,2.3256
2001-07-03,-4.5455
2001-07-13,5.9524
2001-07-26,-3.3708
2001-07-31,4.6512
2001-08-07,0.0
2001-08-29,-2.2222
2001-08-31,0.9091
2001-09-18,0.2268
2001-10-15,7.4661
2001-11-09,1.0526
2001-11-26,3.125
2001-12-27,1.5175999999999998
2002-01-03,0.0
2002-01-14,-2.4242
2002-01-15,1.2422
2002-01-16,2.2495
2002-01-23,0.0
2002-01-25,-3.6
2002-01-29,5.3112
2002-01-30,-1.4971999999999999
2002-01-31,8.0
2002-02-11,-3.7037
2002-02-15,-1.9231
2002-02-19,5.8824
2002-04-09,3.7272
2002-04-11,14.9838
2002-04-19,-12.5
2002-04-22,1.7856999999999998
2002-04-23,-3.4035
2002-04-24,10.969899999999999
2002-05-17,-0.8183
2002-05-20,0.0
2002-05-21,1.6502
2002-05-23,0.6494
2002-05-31,2.0968
2002-06-04,-0.9479
2002-06-05,0.9569
2002-06-06,-3.7915
2002-06-12,3.9409
2002-07-23,-4.3837
2002-07-31,0.4983
2002-08-02,0.0
2002-08-06,0.8264
2002-08-07,0.8197
2002-08-08,0.0
2002-08-09,0.0
2002-08-23,0.0
2002-08-26,0.0
2002-08-27,-1.626
2002-08-28,2.4793
2002-08-29,-0.8065
2002-08-30,0.813
2002-09-25,0.0649
2002-12-17,-1.346
2002-12-18,-0.1664
2002-12-19,-2.5
2002-12-20,0.0
2002-12-23,0.0684
2002-12-30,1.6399
2003-01-08,2.8571
2003-01-16,1.3072
2003-01-23,-3.2258
2003-01-27,0.6667
2003-01-31,0.0
2003-02-04,-2.1523
2003-02-18,2.5381
2003-02-20,0.0
2003-02-28,0.5642
2003-03-03,3.3003
2003-04-10,-5.4313
2003-04-15,3.0405
