ticker,AMTB US Equity
2019-02-04,0.5018
2019-02-05,-0.1427
2019-02-06,4.5714
2019-02-07,-1.3660999999999999
2019-02-08,3.8781
2019-02-11,3.0
2019-02-12,-1.165
2019-02-13,0.7859
2019-02-14,0.7147
2019-02-15,0.3226
2019-02-19,0.9003
2019-02-20,-1.9758
2019-02-21,3.9012000000000002
2019-02-22,0.0626
2019-02-25,-3.6898
2019-02-26,2.2727
2019-02-27,-0.3175
2019-02-28,0.3185
2019-03-01,-0.8889
2019-03-04,-1.025
2019-03-05,-1.8123
2019-03-06,-2.1094
2019-03-07,-0.6734
2019-03-08,0.0
2019-03-11,-4.7458
2019-03-12,-0.7117
2019-03-13,2.3656
2019-03-14,0.7703
2019-03-15,-2.7797
2019-03-18,5.0751
2019-03-19,-1.3605
2019-03-20,-0.1379
2019-03-21,-0.6215
2019-03-22,-1.4593
2019-03-25,-1.2694
2019-03-26,-2.0
2019-03-27,1.0204
2019-03-28,-0.0722
2019-03-29,0.5776
2019-04-01,5.743
2019-04-02,4.888
2019-04-03,-3.4951
2019-04-04,3.9571
2019-04-05,3.2258
2019-04-08,-0.3125
2019-04-09,-0.5016
2019-04-10,-0.126
2019-04-11,-1.0726
2019-04-12,1.4031
2019-04-15,2.5157
2019-04-16,-1.2883
2019-04-17,-2.1131
2019-04-18,1.4603
2019-04-22,2.378
2019-04-23,-4.0342
2019-04-24,-2.2293
2019-04-25,-0.3257
2019-04-26,3.268
2019-04-29,3.7975
2019-04-30,6.7683
2019-05-01,2.5128
2019-05-02,-0.5571
2019-05-03,-0.2241
2019-05-06,0.1123
2019-05-07,-5.3842
2019-05-08,0.2371
2019-05-09,4.9083
2019-05-10,0.0564
2019-05-13,0.7887
2019-05-14,-0.0559
2019-05-15,-1.6219000000000001
2019-05-16,2.1603
2019-05-17,0.7234
2019-05-20,-0.0552
2019-05-21,3.2615
2019-05-22,-0.1071
2019-05-23,0.3751
2019-05-24,1.4415
2019-05-28,0.0
2019-05-29,-0.5263
2019-05-30,-1.0053
2019-05-31,-0.481
2019-06-03,-1.8797000000000001
2019-06-04,-0.5473
2019-06-05,-0.1101
2019-06-06,1.1019
2019-06-07,-0.0545
2019-06-10,1.2541
2019-06-11,-0.1616
2019-06-12,4.3689
2019-06-13,-0.9302
2019-06-14,1.7214
2019-06-17,-0.8718
2019-06-18,3.4661
2019-06-19,-0.7
2019-06-20,-0.8056
2019-06-21,-0.7107
2019-06-24,-4.908
2019-06-25,-2.6882
2019-06-26,0.9392
2019-06-27,3.0104
2019-06-28,4.729
2019-07-01,10.8067
2019-07-02,-8.2418
2019-07-03,-2.8942
2019-07-05,-0.3597
2019-07-08,-2.2692
2019-07-09,-5.3298
2019-07-10,-1.5608
2019-07-11,1.5855000000000001
2019-07-12,1.2263
2019-07-15,-0.7159
2019-07-16,-2.4404
2019-07-17,3.2973
2019-07-18,-2.2565
2019-07-19,-0.6194
2019-07-22,0.3966
2019-07-23,0.0
2019-07-24,1.2415
2019-07-25,-0.5017
2019-07-26,0.7283
2019-07-29,-2.3359
2019-07-30,6.549
2019-07-31,-1.7638
2019-08-01,2.2851
2019-08-02,-5.8511
2019-08-05,0.9605
2019-08-06,-0.2798
2019-08-07,0.1684
2019-08-08,-1.1764999999999999
2019-08-09,-2.2109
2019-08-12,0.7536
2019-08-13,-0.6329
2019-08-14,-2.0266
2019-08-15,-1.8913
2019-08-16,0.3012
2019-08-19,4.3844
2019-08-20,-2.0713
2019-08-21,0.235
2019-08-22,0.4689
2019-08-23,-2.9172000000000002
2019-08-26,-1.1418
2019-08-27,-2.2492
2019-08-28,2.5498
2019-08-29,0.5458
2019-08-30,-0.1206
2019-09-03,6.099
2019-09-04,-4.2117
2019-09-05,-0.8318
2019-09-06,-0.1797
2019-09-09,15.2461
2019-09-10,4.0104
2019-09-11,2.3535
2019-09-12,0.0489
2019-09-13,-1.8582
2019-09-16,1.6941000000000002
2019-09-17,-1.2739
2019-09-18,1.6873
2019-09-19,-0.244
2019-09-20,-1.7123
2019-09-23,-0.4978
2019-09-24,-0.8504
2019-09-25,1.5641
2019-09-26,-1.0929
2019-09-27,3.8674
2019-09-30,1.4022999999999999
2019-10-01,-9.3944
2019-10-02,-0.5
2019-10-03,0.1322
2019-10-04,3.9091
2019-10-07,-1.6268
2019-10-08,-1.8605
2019-10-09,1.6851
2019-10-10,-0.3625
2019-10-11,-0.2599
2019-10-14,0.4169
2019-10-15,-0.2595
2019-10-16,0.052
2019-10-17,0.364
2019-10-18,-0.9326
2019-10-21,0.7845
2019-10-22,0.0
2019-10-23,-0.0519
2019-10-24,-0.3634
2019-10-25,-0.7817
2019-10-28,4.2017
2019-10-29,-0.504
2019-10-30,0.8105
2019-10-31,-1.2563
2019-11-01,3.1552
2019-11-04,2.516
2019-11-05,4.0423
2019-11-06,-1.3414
2019-11-07,0.6564
2019-11-08,-1.8165
2019-11-11,0.6167
2019-11-12,2.1688
2019-11-13,-0.8768
2019-11-14,-2.7467
2019-11-15,-0.9095
2019-11-18,1.7873999999999999
2019-11-19,0.1424
2019-11-20,0.0948
2019-11-21,0.2841
2019-11-22,1.0859
2019-11-25,3.1761
2019-11-26,-0.0905
2019-11-27,0.3172
2019-11-29,-0.4517
2019-12-02,-1.2704
2019-12-03,-2.068
2019-12-04,0.657
2019-12-05,-0.7459
2019-12-06,1.3620999999999999
2019-12-09,1.4365
2019-12-10,-0.868
2019-12-11,1.3825
2019-12-12,1.7727
2019-12-13,0.4913
2019-12-16,2.3111
2019-12-17,-1.9548
2019-12-18,-1.8609
2019-12-19,0.9481
2019-12-20,-1.6099999999999999
2019-12-23,-0.7727
2019-12-24,-0.6413
2019-12-26,1.1987
2019-12-27,-0.9112
2019-12-30,0.8736
2019-12-31,-0.6837
2020-01-02,-0.872
2020-01-03,-1.2963
2020-01-06,-1.6886
2020-01-07,-1.6221
2020-01-08,0.2425
2020-01-09,1.1611
2020-01-10,-1.3391
2020-01-13,1.6966
2020-01-14,-1.8112
2020-01-15,-0.1942
2020-01-16,-0.8268
2020-01-17,-0.6376
2020-01-21,0.3455
2020-01-22,0.0
2020-01-23,0.1476
2020-01-24,-1.0314
2020-01-27,-2.6799
2020-01-28,0.9179
2020-01-29,-0.4548
2020-01-30,3.8071
2020-01-31,-8.8998
2020-02-03,0.0537
2020-02-04,1.9313
2020-02-05,3.1053
2020-02-06,-1.6335
2020-02-07,-3.8921
2020-02-10,4.0497
2020-02-11,-0.3114
2020-02-12,1.3535
2020-02-13,0.1027
2020-02-14,-0.9749
2020-02-18,0.7254
2020-02-19,0.4115
2020-02-20,-0.4098
2020-02-21,1.1317
2020-02-24,-3.8148999999999997
2020-02-25,-2.8556
2020-02-26,0.5988
2020-02-27,-3.842
2020-02-28,3.8829000000000002
2020-03-02,1.9502000000000002
2020-03-03,-2.5505
2020-03-04,0.8724
2020-03-05,-2.8108
2020-03-06,-9.2881
2020-03-09,-13.3047
2020-03-10,8.628
2020-03-11,-5.599
2020-03-12,-6.5517
2020-03-13,8.6347
2020-03-16,-19.6332
2020-03-17,19.3576
2020-03-18,-13.881
2020-03-19,18.9967
2020-03-20,1.6585999999999999
2020-03-23,2.6513
2020-03-24,2.7815
2020-03-25,-2.2552
2020-03-26,3.4937
2020-03-27,-7.7707
2020-03-30,5.663
2020-03-31,0.5882
2020-04-01,-14.0351
2020-04-02,3.2502
2020-04-03,-0.2928
2020-04-06,4.4787
2020-04-07,-0.4216
2020-04-08,1.976
2020-04-09,2.0761
2020-04-13,-3.1186
2020-04-14,-1.7495
2020-04-15,-11.9658
2020-04-16,-0.1618
2020-04-17,1.2156
2020-04-20,-2.7222
2020-04-21,-1.9752999999999998
2020-04-22,2.267
2020-04-23,1.9704000000000002
2020-04-24,0.0
2020-04-27,0.161
2020-04-28,9.3248
2020-04-29,6.5441
2020-04-30,-6.6943
2020-05-01,-1.8491
2020-05-04,0.3768
2020-05-05,-6.9069
2020-05-06,-6.8548
2020-05-07,-1.039
2020-05-08,3.6745
2020-05-11,-4.557
2020-05-12,-4.8629999999999995
2020-05-13,5.1115
2020-05-14,-5.924
2020-05-15,2.7256
2020-05-18,18.3898
2020-05-19,-6.8779
2020-05-20,0.5809
2020-05-21,-2.1452
2020-05-22,-1.7707000000000002
2020-05-26,7.2103
2020-05-27,3.6829
2020-05-28,-2.3166
2020-05-29,3.083
2020-06-01,-2.1471999999999998
2020-06-02,1.0972
2020-06-03,4.2636
2020-06-04,11.5985
2020-06-05,6.1959
2020-06-08,2.0075
2020-06-09,3.444
2020-06-10,-7.6693999999999996
2020-06-11,-13.812
2020-06-12,7.1349
2020-06-15,5.5091
2020-06-16,4.4283
2020-06-17,-3.6076
2020-06-18,2.7577
2020-06-19,1.853
2020-06-22,0.8156
2020-06-23,1.9291
2020-06-24,-12.6374
2020-06-25,4.9616
2020-06-26,-6.1917
2020-06-29,6.4585
2020-06-30,0.2667
2020-07-01,-4.7872
2020-07-02,-0.3492
2020-07-06,1.822
2020-07-07,-11.0117
2020-07-08,-0.1547
2020-07-09,-4.8799
2020-07-10,7.0033
2020-07-13,-0.6849
2020-07-14,-0.3831
2020-07-15,9.0769
2020-07-16,-1.1283
2020-07-17,-4.0656
2020-07-20,2.974
2020-07-21,2.8881
2020-07-22,-4.9825
2020-07-23,0.4431
2020-07-24,-3.8235
2020-07-27,-6.3456
2020-07-28,0.3265
2020-07-29,6.8347999999999995
2020-07-30,0.6855
2020-07-31,0.9834
