ticker,ALLO US Equity
2019-03-06,-5.9645
2019-03-07,0.0337
2019-03-08,-4.2833
2019-03-11,-0.4228
2019-03-12,-5.4494
2019-03-13,0.6362
2019-03-14,-1.3388
2019-03-15,0.7916
2019-03-18,0.3366
2019-03-19,-1.9754
2019-03-20,-1.2928
2019-03-21,5.0847
2019-03-22,-6.3416
2019-03-25,-2.8571
2019-03-26,3.3441
2019-03-27,2.1053
2019-03-28,3.2837
2019-03-29,6.8762
2019-04-01,-0.6226
2019-04-02,-2.1232
2019-04-03,-1.138
2019-04-04,0.4676
2019-04-05,0.1432
2019-04-08,-1.7519
2019-04-09,-1.8923
2019-04-10,0.1484
2019-04-11,-1.4815
2019-04-12,-1.0526
2019-04-15,-1.4438
2019-04-16,1.2722
2019-04-17,-2.7027
2019-04-18,1.5258
2019-04-22,-0.6166
2019-04-23,4.4203
2019-04-24,2.3394
2019-04-25,1.3788
2019-04-26,6.8361
2019-04-29,-0.1675
2019-04-30,0.5034
2019-05-01,-1.6027
2019-05-02,0.8483
2019-05-03,1.716
2019-05-06,2.8449
2019-05-07,-4.1814
2019-05-08,2.1819
2019-05-09,-1.3798
2019-05-10,0.966
2019-05-13,-1.6166
2019-05-14,4.0912
2019-05-15,-7.9897
2019-05-16,4.2017
2019-05-17,-1.9153
2019-05-20,-3.1518
2019-05-21,3.0067
2019-05-22,-0.3091
2019-05-23,-4.8225999999999996
2019-05-24,2.4249
2019-05-28,0.9541
2019-05-29,-0.525
2019-05-30,-5.2076
2019-05-31,-2.6355
2019-06-03,3.8506
2019-06-04,-0.5874
2019-06-05,-3.6189
2019-06-06,-0.5747
2019-06-07,1.8881999999999999
2019-06-10,3.3283
2019-06-11,-2.123
2019-06-12,-0.2992
2019-06-13,0.3751
2019-06-14,-1.2332
2019-06-17,3.6701
2019-06-18,2.8467000000000002
2019-06-19,-0.2839
2019-06-20,-2.4911
2019-06-21,-2.0803
2019-06-24,-1.0809
2019-06-25,-1.3941
2019-06-26,-0.2675
2019-06-27,1.9923
2019-06-28,0.864
2019-07-01,5.5493
2019-07-02,-4.1637
2019-07-03,-0.3682
2019-07-05,-1.0347
2019-07-08,-0.4854
2019-07-09,0.3377
2019-07-10,0.7479
2019-07-11,-1.2248999999999999
2019-07-12,-0.7892
2019-07-15,2.4621
2019-07-16,2.329
2019-07-17,1.8425
2019-07-18,0.1774
2019-07-19,-0.8144
2019-07-22,0.3927
2019-07-23,-0.3556
2019-07-24,2.1413
2019-07-25,-1.6421999999999999
2019-07-26,4.2984
2019-07-29,0.8174
2019-07-30,3.277
2019-07-31,1.4066
2019-08-01,-2.1612999999999998
2019-08-02,-2.6377
2019-08-05,-0.3386
2019-08-06,1.0873
2019-08-07,-0.5378
2019-08-08,4.9679
2019-08-09,0.3863
2019-08-12,-5.4201
2019-08-13,-3.8318
2019-08-14,-2.574
2019-08-15,-4.7774
2019-08-16,-0.152
2019-08-19,5.3293
2019-08-20,-1.8432
2019-08-21,-0.3682
2019-08-22,-0.0739
2019-08-23,-3.2544
2019-08-26,1.0321
2019-08-27,-1.2107
2019-08-28,2.1831
2019-08-29,1.8366
2019-08-30,0.2208
2019-09-03,-3.9661999999999997
2019-09-04,4.0535
2019-09-05,3.2709
2019-09-06,-1.9573
2019-09-09,3.7387
2019-09-10,2.5192
2019-09-11,2.628
2019-09-12,0.5653
2019-09-13,-0.6614
2019-09-16,6.4913
2019-09-17,0.0
2019-09-18,2.3445
2019-09-19,-0.0611
2019-09-20,0.8252
2019-09-23,-3.6677999999999997
2019-09-24,-7.2687
2019-09-25,-7.0241
2019-09-26,-1.5693000000000001
2019-09-27,1.0382
2019-09-30,0.0183
2019-10-01,0.6788
2019-10-02,0.5102
2019-10-03,-0.6526
2019-10-04,-1.2409
2019-10-07,-0.2587
2019-10-08,-2.7047
2019-10-09,-3.8842
2019-10-10,2.3376
2019-10-11,-3.9102
2019-10-14,1.9742
2019-10-15,2.7657
2019-10-16,1.3841
2019-10-17,5.3469999999999995
2019-10-18,-1.4759
2019-10-21,2.046
2019-10-22,0.1074
2019-10-23,-0.2504
2019-10-24,0.3586
2019-10-25,4.0729
2019-10-28,-1.8538000000000001
2019-10-29,1.1542
2019-10-30,3.1466
2019-10-31,-3.4529
2019-11-01,0.4861
2019-11-04,-0.0691
2019-11-05,-4.3568
2019-11-06,-6.3991
2019-11-07,2.1244
2019-11-08,3.3283
2019-11-11,-0.5857
2019-11-12,-1.8041
2019-11-13,-0.4499
2019-11-14,2.2599
2019-11-15,2.4309
2019-11-18,0.2517
2019-11-19,3.5151
2019-11-20,-4.8857
2019-11-21,2.1858
2019-11-22,-3.7077
2019-11-25,-2.1103
2019-11-26,4.3873
2019-11-27,1.7029
2019-11-29,0.3919
2019-12-02,0.3903
2019-12-03,0.4242
2019-12-04,3.7663
2019-12-05,0.2035
2019-12-06,6.2965
2019-12-09,-0.7962
2019-12-10,-4.8796
2019-12-11,-5.6024
2019-12-12,-0.8223
2019-12-13,-2.3432
2019-12-16,-0.1846
2019-12-17,0.5547
2019-12-18,0.993
2019-12-19,-1.6752
2019-12-20,-1.5556
2019-12-23,0.7148
2019-12-24,0.8218
2019-12-26,-3.1864
2019-12-27,0.7271
2019-12-30,-1.3678
2019-12-31,0.077
2020-01-02,0.9238
2020-01-03,-1.0297
2020-01-06,1.58
2020-01-07,-1.2898
2020-01-08,1.96
2020-01-09,-1.0177
2020-01-10,-0.457
2020-01-13,-2.3336
2020-01-14,2.4285
2020-01-15,1.7973
2020-01-16,1.2772000000000001
2020-01-17,-6.0831
2020-01-21,0.7899
2020-01-22,-0.4114
2020-01-23,-2.7346
2020-01-24,-5.2994
2020-01-27,-3.2892
2020-01-28,-0.3092
2020-01-29,-2.4369
2020-01-30,0.4541
2020-01-31,-1.8083
2020-02-03,0.6446
2020-02-04,1.5554000000000001
2020-02-05,0.2252
2020-02-06,6.8315
2020-02-07,-0.2524
2020-02-10,0.8013
2020-02-11,-2.0084
2020-02-12,0.5551
2020-02-13,-0.7219
2020-02-14,0.9837
2020-02-18,2.6895
2020-02-19,4.3514
2020-02-20,1.6601
2020-02-21,1.1275
2020-02-24,-4.0754
2020-02-25,-0.1202
2020-02-26,2.1268
2020-02-27,1.8468
2020-02-28,4.1667
2020-03-02,2.2963
2020-03-03,-0.3983
2020-03-04,2.6898999999999997
2020-03-05,-1.6991
2020-03-06,-2.7368
2020-03-09,-6.2569
2020-03-10,2.6066000000000003
2020-03-11,-3.5797
2020-03-12,-15.8882
2020-03-13,4.6512
2020-03-16,-16.644
2020-03-17,4.5158000000000005
2020-03-18,-5.1536
2020-03-19,11.3611
2020-03-20,-5.1257
2020-03-23,-1.2468
2020-03-24,4.8922
2020-03-25,-0.652
2020-03-26,2.2211
2020-03-27,-1.6296
2020-03-30,0.8032
2020-03-31,-3.1873
2020-04-01,-5.4012
2020-04-02,3.8608000000000002
2020-04-03,-1.0995
2020-04-06,11.7522
2020-04-07,-3.6949
2020-04-08,2.5578
2020-04-09,8.8249
2020-04-13,3.2173
2020-04-14,6.4902
2020-04-15,2.927
2020-04-16,1.5192999999999999
2020-04-17,5.9862
2020-04-20,0.9776
2020-04-21,-6.5973
2020-04-22,5.6814
2020-04-23,1.4893
2020-04-24,5.9413
2020-04-27,-2.7702999999999998
2020-04-28,-7.5052
2020-04-29,5.9354
2020-04-30,2.4823
2020-05-01,-1.5571000000000002
2020-05-04,11.3533
2020-05-05,-2.5884
2020-05-06,-2.5599
2020-05-07,1.696
2020-05-08,2.7142
2020-05-11,6.3356
2020-05-12,-2.5749
2020-05-13,-4.7941
2020-05-14,35.9587
2020-05-15,6.6239
2020-05-18,7.6375
2020-05-19,-0.393
2020-05-20,0.9346
2020-05-21,3.2922000000000002
2020-05-22,7.6494
2020-05-26,-8.6788
2020-05-27,-0.7295
2020-05-28,-5.001
2020-05-29,3.4809
2020-06-01,1.6196000000000002
2020-06-02,-3.0241
2020-06-03,-2.3177
2020-06-04,-7.2476
2020-06-05,-0.8605
2020-06-08,-0.1759
2020-06-09,1.1632
2020-06-10,2.2763999999999998
2020-06-11,-6.8817
2020-06-12,-1.2439
2020-06-15,3.754
2020-06-16,0.0952
2020-06-17,-0.3567
2020-06-18,-0.2387
2020-06-19,-4.5455
2020-06-22,7.0175
2020-06-23,2.1077
2020-06-24,-0.5734
2020-06-25,1.4533
2020-06-26,-2.3192
2020-06-29,-2.5605
2020-06-30,2.2934
2020-07-01,-0.4671
2020-07-02,5.4904
2020-07-06,-1.1121
2020-07-07,-0.8547
2020-07-08,0.3176
2020-07-09,-0.4297
2020-07-10,-2.7481
2020-07-13,-5.4647
2020-07-14,1.4081000000000001
2020-07-15,1.3155000000000001
2020-07-16,-0.1924
2020-07-17,2.385
2020-07-20,1.2
2020-07-21,-3.6503
2020-07-22,-2.9923
2020-07-23,-1.8657
2020-07-24,-2.2307
2020-07-27,1.6593
2020-07-28,-3.0859
2020-07-29,-0.6842
2020-07-30,1.0069
2020-07-31,-3.8038
