ticker,DZSI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2001-05-17,39.5333
2001-05-18,4.1567
2001-05-21,17.6606
2001-05-22,5.6530000000000005
2001-05-23,-9.7786
2001-05-24,-1.7587000000000002
2001-05-25,-4.0799
2001-05-29,-7.3351
2001-05-30,7.822
2001-05-31,15.0304
2001-06-01,-5.3248
2001-06-04,-4.1883
2001-06-05,1.5819999999999999
2001-06-06,-2.2131
2001-06-07,3.8558
2001-06-08,-8.64
2001-06-11,-10.7734
2001-06-12,-2.7723
2001-06-13,-0.9674
2001-06-14,-6.0154
2001-06-15,-10.3939
2001-06-18,3.4798999999999998
2001-06-19,-3.2448
2001-06-20,-3.2927
2001-06-21,-3.5309
2001-06-22,3.4641
2001-06-25,5.4959
2001-06-26,0.479
2001-06-27,6.0787
2001-06-28,-0.7865
2001-06-29,3.0578
2001-07-02,-4.9451
2001-07-03,-4.6243
2001-07-05,0.2424
2001-07-06,-12.9383
2001-07-09,2.4306
2001-07-10,1.2203
2001-07-11,-2.5452
2001-07-12,7.7663
2001-07-13,7.2066
2001-07-16,5.5919
2001-07-17,8.7324
2001-07-18,-7.772
2001-07-19,-15.9551
2001-07-20,-6.1497
2001-07-23,0.0712
2001-07-24,-3.2028
2001-07-25,5.8824
2001-07-26,-1.7361
2001-07-27,-1.7668
2001-07-30,-8.2734
2001-07-31,3.1373
2001-08-01,10.4943
2001-08-02,-7.0888
2001-08-03,-2.1481
2001-08-06,1.8168
2001-08-07,-5.3532
2001-08-08,-5.3417
2001-08-09,-7.9668
2001-08-10,0.9919
2001-08-13,-9.732099999999999
2001-08-14,-10.089
2001-08-15,18.3718
2001-08-16,-5.855
2001-08-17,4.9358
2001-08-20,18.5325
2001-08-21,-6.1111
2001-08-22,0.5917
2001-08-23,1.0924
2001-08-24,-0.665
2001-08-27,-2.1757
2001-08-28,1.0265
2001-08-29,-13.0398
2001-08-30,-3.1159
2001-08-31,-2.0101
2001-09-04,-6.6667
2001-09-05,-7.1429
2001-09-06,3.5503
2001-09-07,0.5714
2001-09-10,-20.6818
2001-09-17,-15.7593
2001-09-18,-13.6054
2001-09-19,0.3937
2001-09-20,-0.9804
2001-09-21,-19.604
2001-09-24,26.8473
2001-09-25,12.6214
2001-09-26,-2.7586
2001-09-27,-11.3475
2001-09-28,-1.4
2001-10-01,-10.7505
2001-10-02,4.0909
2001-10-03,3.7118
2001-10-04,8.4211
2001-10-05,4.6602
2001-10-08,8.5343
2001-10-09,-3.5897
