ticker,NXTD US Equity
2014-01-14,6.8075
2014-01-15,5.4945
2014-01-16,6.25
2014-01-17,-0.5882
2014-01-21,-1.5779
2014-01-22,0.0
2014-01-23,-5.6112
2014-01-24,-1.2739
2014-01-27,-6.4516
2014-01-28,-3.6782
2014-01-29,2.6253
2014-01-30,1.1628
2014-01-31,-2.7586
2014-02-03,-1.182
2014-02-04,1.6745999999999999
2014-02-05,0.0
2014-02-06,2.1176
2014-02-07,2.0737
2014-02-10,4.9661
2014-02-11,-9.6774
2014-02-12,-4.7619
2014-02-13,11.5
2014-02-14,-0.2242
2014-02-18,-7.4157
2014-02-19,-0.4854
2014-02-20,3.6585
2014-02-21,-3.0588
2014-02-24,0.0
2014-02-25,1.4563
2014-02-26,-1.9139
2014-02-27,13.1707
2014-02-28,-1.9397
2014-03-03,-3.2967
2014-03-04,-3.4091
2014-03-05,2.1176
2014-03-06,0.2304
2014-03-07,2.2989
2014-03-10,-1.1236
2014-03-11,4.5455
2014-03-12,-3.2609
2014-03-13,-0.2247
2014-03-14,-4.2793
2014-03-17,-2.3529
2014-03-18,-1.2048
2014-03-19,-4.878
2014-03-20,0.0
2014-03-21,7.6923
2014-03-24,-2.3810000000000002
2014-03-25,-1.9512
2014-03-26,-4.2289
2014-03-27,-2.0779
2014-03-28,-7.1618
2014-03-31,13.1429
2014-04-01,1.5152
2014-04-02,-0.4975
2014-04-03,-2.5
2014-04-04,0.0
2014-04-07,-3.3333
2014-04-08,-4.5093
2014-04-09,6.9444
2014-04-10,5.1948
2014-04-11,-8.642
2014-04-14,4.0541
2014-04-15,6.2338000000000005
2014-04-16,12.4694
2014-04-17,-3.6957
2014-04-21,-4.0632
2014-04-22,2.1176
2014-04-23,-3.4562
2014-04-24,1.432
2014-04-25,-1.4118
2014-04-28,1.432
2014-04-29,3.5294
2014-04-30,-1.5909
2014-05-01,-2.5404
2014-05-02,1.6588
2014-05-05,-0.9324
2014-05-06,-1.6471
2014-05-07,-0.7177
2014-05-08,3.6145
2014-05-09,-4.6512
2014-05-12,4.878
2014-05-13,4.6512
2014-05-14,-0.6667
2014-05-15,-6.0403
2014-05-16,0.4762
2014-05-19,-0.4739
2014-05-20,6.6667
2014-05-21,-1.3393
2014-05-22,-4.2986
2014-05-23,1.6548
2014-05-27,3.4884
2014-05-28,2.4718999999999998
2014-05-29,-2.4123
2014-05-30,-8.0899
2014-06-02,0.2445
2014-06-03,-2.439
2014-06-04,4.5
2014-06-05,-4.067
2014-06-06,-5.2369
2014-06-09,-10.526299999999999
2014-06-10,-7.0588
2014-06-11,-0.3165
2014-06-12,10.4762
2014-06-13,0.5747
2014-06-16,-1.4285999999999999
2014-06-17,11.5942
2014-06-18,0.0
2014-06-19,-1.039
2014-06-20,2.0997
2014-06-23,-4.8843
2014-06-24,-4.0541
2014-06-25,7.0423
2014-06-26,-1.0526
2014-06-27,2.6596
2014-06-30,1.2953000000000001
2014-07-01,3.3247999999999998
2014-07-02,1.4851
2014-07-03,3.6585
2014-07-07,-3.3412
2014-07-08,0.0487
2014-07-09,-0.292
2014-07-10,-2.6353999999999997
2014-07-11,1.5038
2014-07-14,0.0
2014-07-15,-3.4568
2014-07-16,1.5345
2014-07-17,-2.5189
2014-07-18,0.5168
2014-07-21,0.5141
2014-07-22,-2.046
2014-07-23,0.5222
2014-07-24,-1.2987
2014-07-25,1.0526
2014-07-28,0.0
2014-07-29,-2.6042
2014-07-30,-2.9412000000000003
2014-07-31,1.9284
2014-08-01,-1.3514
2014-08-04,-0.274
2014-08-05,-3.8462
2014-08-06,1.1429
2014-08-07,-5.0847
2014-08-08,2.9762
2014-08-11,1.1561
2014-08-12,-0.2857
2014-08-13,-1.1461000000000001
2014-08-14,0.8696
2014-08-15,0.0
2014-08-18,-0.2874
2014-08-19,-3.4582
2014-08-20,0.8955
2014-08-21,3.5503
2014-08-22,10.0
2014-08-25,1.8182
2014-08-26,1.7856999999999998
2014-08-27,-5.2632
2014-08-28,0.0
2014-08-29,4.4974
2014-09-02,-5.0633
2014-09-03,-0.5333
2014-09-04,1.8767
2014-09-05,-1.8420999999999998
2014-09-08,1.8767
2014-09-09,-6.5789
2014-09-10,-34.9296
2014-09-11,-0.4275
2014-09-12,-1.4782
2014-09-15,5.0251
2014-09-16,-7.563
2014-09-17,-5.4545
2014-09-18,-19.2308
2014-09-19,-17.8571
2014-09-22,53.6232
2014-09-23,25.0
2014-09-24,-1.8868
2014-09-25,9.2308
2014-09-26,-2.4648
2014-09-29,-13.7184
2014-09-30,7.113
2014-10-01,0.0
2014-10-02,12.1094
2014-10-03,36.2369
2014-10-06,-12.7877
2014-10-07,-6.7449
2014-10-08,-5.3459
2014-10-09,13.289
2014-10-10,1.173
2014-10-13,-8.1159
2014-10-14,-10.0946
2014-10-15,-7.0175
2014-10-16,7.9245
2014-10-17,-6.2937
2014-10-20,3.3582
2014-10-21,-9.4449
2014-10-22,2.4568
2014-10-23,-5.8366
2014-10-24,-7.438
2014-10-27,-4.9107
2014-10-28,-1.4085
2014-10-29,-3.8095
2014-10-30,24.2574
2014-10-31,-0.3984
2014-11-03,-3.605
2014-11-04,-5.8042
2014-11-05,-2.6432
2014-11-06,5.8824
2014-11-07,1.7094
2014-11-10,-1.4785
2014-11-11,5.7654
2014-11-12,-0.8065
2014-11-13,-6.0976
2014-11-14,0.0
2014-11-17,-3.0303
2014-11-18,-0.8929
2014-11-19,-0.6841
2014-11-20,-4.7538
2014-11-21,0.0
2014-11-24,2.3810000000000002
2014-11-25,0.0
2014-11-26,1.3953
2014-11-28,-3.6696999999999997
2014-12-01,2.3810000000000002
2014-12-02,5.5814
2014-12-03,3.9648
2014-12-04,-3.8136
2014-12-05,-1.3216
2014-12-08,1.7856999999999998
2014-12-09,-2.193
2014-12-10,7.1749
2014-12-11,1.2551999999999999
2014-12-12,-4.5455
2014-12-15,3.4632
2014-12-16,-2.0921
2014-12-17,-1.2821
2014-12-18,2.1645
2014-12-19,-2.1186
2014-12-22,0.4329
2014-12-23,9.9138
2014-12-24,-3.5294
2014-12-26,2.0325
2014-12-29,-3.1873
2014-12-30,-4.9383
2014-12-31,-4.7619
2015-01-02,8.1818
2015-01-05,-1.6806999999999999
2015-01-06,-4.2735
2015-01-07,3.125
2015-01-08,1.2987
2015-01-09,3.8462
2015-01-12,5.3498
2015-01-13,12.1094
2015-01-14,-4.5296
2015-01-15,2.9196999999999997
2015-01-16,-4.9645
2015-01-20,2.6119
2015-01-21,24.0
2015-01-22,-2.346
2015-01-23,-11.7117
2015-01-26,-1.7006999999999999
2015-01-27,0.346
2015-01-28,0.5172
2015-01-29,-1.8868
2015-01-30,-2.7972
2015-02-02,-6.8345
2015-02-03,-1.5444
2015-02-04,-3.1373
2015-02-05,12.1457
2015-02-06,-6.1372
2015-02-09,-5.7692
2015-02-10,3.2653
2015-02-11,0.3953
2015-02-12,4.7244
2015-02-13,1.5038
2015-02-17,-1.8519
2015-02-18,0.0
2015-02-19,0.3774
2015-02-20,0.3759
2015-02-23,-1.4981
2015-02-24,-3.8023
2015-02-25,-1.581
2015-02-26,4.8193
2015-02-27,-2.682
2015-03-02,-3.1496
2015-03-03,-3.1225
2015-03-04,-0.9677
2015-03-05,1.6895
2015-03-06,-0.8333
2015-03-09,-8.8235
2015-03-10,1.8433000000000002
2015-03-11,11.7647
2015-03-12,6.0729
2015-03-13,-1.145
2015-03-16,-1.1583
2015-03-17,4.6875
2015-03-18,14.5522
2015-03-19,2.9316
2015-03-20,22.4684
2015-03-23,-7.7519
2015-03-24,0.5602
2015-03-25,-1.1142
2015-03-26,-2.8169
2015-03-27,-0.2899
2015-03-30,-4.6512
2015-03-31,-10.061
2015-04-01,0.0
2015-04-02,-3.3898
2015-04-06,-3.5088
2015-04-07,-4.3636
2015-04-08,4.5626999999999995
2015-04-09,-1.4545
2015-04-10,-1.476
2015-04-13,-1.1236
2015-04-14,0.7576
2015-04-15,1.8797000000000001
2015-04-16,1.107
2015-04-17,-0.365
2015-04-20,-1.0989
2015-04-21,-2.963
2015-04-22,-0.7634
2015-04-23,0.7692
2015-04-24,-3.4351
2015-04-27,0.3953
2015-04-28,-3.5433
2015-04-29,-4.898
2015-04-30,3.0043
2015-05-01,8.3333
2015-05-04,10.3846
2015-05-05,-4.878
2015-05-06,-3.6630000000000003
2015-05-07,4.943
2015-05-08,1.087
2015-05-11,1.4337
2015-05-12,2.1201
2015-05-13,-6.2284
2015-05-14,-4.6125
2015-05-15,-0.5803
2015-05-18,-5.8366
2015-05-19,0.4132
2015-05-20,9.8765
2015-05-21,-0.4494
2015-05-22,-3.3108
2015-05-26,0.0
2015-05-27,3.1128
2015-05-28,0.7547
2015-05-29,3.3521
2015-06-01,7.9906
2015-06-02,-2.6846
2015-06-03,-1.7370999999999999
2015-06-04,-2.0924
2015-06-05,-3.9427
2015-06-08,-0.7463
2015-06-09,2.6316
2015-06-10,-2.5641
2015-06-11,-5.2632
2015-06-12,-0.7937
2015-06-15,0.0
2015-06-16,-3.2
2015-06-17,2.0661
2015-06-18,0.0
2015-06-19,5.2632
2015-06-22,-1.1538
2015-06-23,-0.3891
2015-06-24,-0.3906
2015-06-25,-3.5294
2015-06-26,0.0
2015-06-29,1.2195
2015-06-30,-4.8193
2015-07-01,-7.173
2015-07-02,0.9091
2015-07-06,-1.3514
2015-07-07,0.4566
2015-07-08,0.4545
2015-07-09,-1.81
2015-07-10,0.0
2015-07-13,3.6866
2015-07-14,0.8889
2015-07-15,-0.8811
2015-07-16,-0.4444
2015-07-17,-1.7856999999999998
2015-07-20,-8.1818
2015-07-21,3.9604
2015-07-22,0.9524
2015-07-23,3.3019
2015-07-24,-5.4795
2015-07-27,-1.4493
2015-07-28,-0.9804
2015-07-29,-4.9505
2015-07-30,-16.6667
2015-07-31,-10.0
2015-08-03,-4.1667
2015-08-04,-5.7971
2015-08-05,-13.0769
2015-08-06,5.3097
2015-08-07,-3.3613
2015-08-10,4.3478
2015-08-11,10.0
2015-08-12,13.6364
2015-08-13,-0.6667
2015-08-14,-1.3423
2015-08-17,-4.7619
2015-08-18,-2.8571
2015-08-19,-0.7353
2015-08-20,-3.7037
2015-08-21,-3.0769
2015-08-24,-13.4921
2015-08-25,2.7523
2015-08-26,8.9286
2015-08-27,-5.7377
2015-08-28,1.7391
2015-08-31,1.7094
2015-09-01,-7.563
2015-09-02,6.3636
2015-09-03,-5.1282
2015-09-04,0.9009
2015-09-08,1.7856999999999998
2015-09-09,0.8772
2015-09-10,-3.4783
2015-09-11,-1.8018
2015-09-14,-3.6696999999999997
2015-09-15,-2.8571
2015-09-16,0.0
2015-09-17,0.0
2015-09-18,-1.9729999999999999
2015-09-21,1.0126
2015-09-22,-0.9901
2015-09-23,-4.9875
2015-09-24,-0.6447
2015-09-25,3.6745
2015-09-28,-1.5007000000000001
2015-09-29,-3.7344
2015-09-30,1.2796
2015-10-01,-5.3065999999999995
2015-10-02,-10.8778
2015-10-05,10.1883
2015-10-06,12.1281
2015-10-07,4.0816
2015-10-08,7.8431
2015-10-09,0.9091
2015-10-12,-9.009
2015-10-13,-0.0619
2015-10-14,-12.8173
2015-10-15,12.5
2015-10-16,-14.1414
2015-10-19,-8.2206
2015-10-20,-0.4006
2015-10-21,-6.6924
2015-10-22,-2.0517
2015-10-23,4.9111
2015-10-26,-6.3087
2015-10-27,-12.6074
2015-10-28,1.6393
2015-10-29,0.1613
2015-10-30,-6.6023
2015-11-02,3.9655
2015-11-03,4.4776
2015-11-04,3.9683
2015-11-05,-3.8167999999999997
2015-11-06,-0.0198
2015-11-09,1.2403
2015-11-10,-2.7933
2015-11-11,-2.8635
2015-11-12,3.4046
2015-11-13,-8.4521
2015-11-16,15.7895
2015-11-17,-4.5455
2015-11-18,-7.7579
2015-11-19,4.9688
2015-11-20,0.9836
2015-11-23,-14.9148
2015-11-24,1.6337000000000002
2015-11-25,-10.8295
2015-11-27,-1.0789
2015-11-30,-14.871
2015-12-01,-7.7188
2015-12-02,17.5753
2015-12-03,1.3825
2015-12-04,-9.0909
2015-12-07,-10.0
2015-12-08,2.7778
2015-12-09,-19.5101
2015-12-10,-11.0178
2015-12-11,-2.6414999999999997
2015-12-14,-14.7287
2015-12-15,4.5455
2015-12-16,-4.3478
2015-12-17,10.5114
2015-12-18,-14.2416
2015-12-21,-11.1811
2015-12-22,10.5974
2015-12-23,7.5679
2015-12-24,13.4184
2015-12-28,-3.952
2015-12-29,4.0104
2015-12-30,0.2754
2015-12-31,-4.1199
2016-01-04,31.25
2016-01-05,-16.5079
2016-01-06,-4.943
2016-01-07,-8.0
2016-01-08,5.9511
2016-01-11,27.1608
2016-01-12,19.403
2016-01-13,5.7095
2016-01-14,48.2902
2016-01-15,25.8621
2016-01-19,69.863
2016-01-20,-34.6673
2016-01-21,-18.5311
2016-01-22,19.697
2016-01-25,29.1139
2016-01-26,-8.8235
2016-01-27,-5.3763
2016-01-28,0.0
2016-01-29,0.0
2016-02-01,-3.9417999999999997
2016-02-02,-5.3604
2016-02-03,-6.2891
2016-02-04,-6.6278
2016-02-05,0.7143
2016-02-08,-10.5851
2016-02-09,-17.5094
2016-02-10,-23.0769
2016-02-11,6.0781
2016-02-12,46.7079
2016-02-16,-2.008
2016-02-17,-6.5574
2016-02-18,-12.2588
2016-02-19,52.162
2016-02-22,-12.8367
2016-02-23,-14.0677
2016-02-24,6.8421
2016-02-25,-0.6568
2016-02-26,3.3058
2016-02-29,-10.4
2016-03-01,1.0714
2016-03-02,2.0981
2016-03-03,-7.3978
2016-03-04,4.6484
2016-03-07,-8.7723
2016-03-08,-4.0861
2016-03-09,-2.0408
2016-03-10,-1.0417
2016-03-11,-11.5789
2016-03-14,2.6189999999999998
2016-03-15,27.6102
2016-03-16,9.0909
2016-03-17,-6.7187
2016-03-18,-3.5176
2016-03-21,-0.0231
2016-03-22,-1.806
2016-03-23,-7.569
2016-03-24,2.0408
2016-03-28,1.0
2016-03-29,0.9901
2016-03-30,1.5686
2016-03-31,11.9691
2016-04-01,-2.8448
2016-04-04,-8.6069
2016-04-05,3.7864
2016-04-06,-4.7708
2016-04-07,-4.2854
2016-04-08,0.372
2016-04-11,2.2495
2016-04-12,0.0
2016-04-13,-2.0
2016-04-14,0.0
2016-04-15,-12.2449
2016-04-18,9.2733
2016-04-19,2.6869
2016-04-20,-1.3212
2016-04-21,-4.4106
2016-04-22,1.0711
2016-04-25,-3.4783
2016-04-26,4.7297
2016-04-27,1.0753
2016-04-28,-4.0426
2016-04-29,-0.2217
2016-05-02,0.0
2016-05-03,1.1111
2016-05-04,-3.0769
2016-05-05,-2.4234999999999998
2016-05-06,-0.0726
2016-05-09,-7.907
2016-05-10,-7.0707
2016-05-11,3.176
2016-05-12,1.6625999999999999
2016-05-13,-2.5907
2016-05-16,-4.2553
2016-05-17,-8.2986
2016-05-18,18.4778
2016-05-19,-6.4238
2016-05-20,-2.1516
2016-05-23,-0.0349
2016-05-24,-4.6962
2016-05-25,1.264
2016-05-26,1.3025
2016-05-27,8.857099999999999
2016-05-31,5.2493
2016-06-01,4.6914
2016-06-02,-2.8435
2016-06-03,-3.1566
2016-06-06,2.5316
2016-06-07,-2.4691
2016-06-08,-8.8608
2016-06-09,-3.8368
2016-06-10,2.2567
2016-06-13,3.072
2016-06-14,-6.8517
2016-06-15,10.3347
2016-06-16,-5.1167
2016-06-17,-2.6524
2016-06-20,2.8148999999999997
2016-06-21,-2.6501
2016-06-22,3.8399
2016-06-23,0.191
2016-06-24,-5.7356
2016-06-27,2.3529
2016-06-28,0.5747
2016-06-29,-0.0357
2016-06-30,0.7503
2016-07-01,7.8014
2016-07-05,-5.2632
2016-07-06,1.3542
2016-07-07,4.6934000000000005
2016-07-08,2.0942
2016-07-11,1.3622
2016-07-12,8.5534
2016-07-13,-4.4276
2016-07-14,5.3337
2016-07-15,34.1869
2016-07-18,-19.0081
2016-07-19,1.0383
2016-07-20,5.4018
2016-07-21,-1.975
2016-07-22,0.5611
2016-07-25,-4.8821
2016-07-26,4.5194
2016-07-27,-3.4694
2016-07-28,-9.0909
2016-07-29,-2.3256
2016-08-01,0.0
2016-08-02,4.1667
2016-08-03,-0.5714
2016-08-04,3.3764
2016-08-05,2.3211
2016-08-08,2.7167
2016-08-09,3.8879
2016-08-10,0.7765
2016-08-11,-2.362
2016-08-12,1.1384
2016-08-15,-8.5188
2016-08-16,-1.7896999999999998
2016-08-17,-4.328
2016-08-18,5.5952
2016-08-19,0.7892
2016-08-22,-3.6074
2016-08-23,3.2782
2016-08-24,-1.6854
2016-08-25,1.2286
2016-08-26,1.5665
2016-08-29,0.7364
2016-08-30,-0.6897
2016-08-31,-0.4444
2016-09-01,-1.7856999999999998
2016-09-02,0.0
2016-09-06,-0.3125
2016-09-07,-1.8239
2016-09-08,-4.7896
2016-09-09,0.0
2016-09-12,-16.8537
2016-09-13,5.6028
2016-09-14,3.0556
2016-09-15,0.0
2016-09-16,0.0
2016-09-19,-2.4259
2016-09-20,0.5525
2016-09-21,-1.0989
2016-09-22,1.3889
2016-09-23,-7.3972999999999995
2016-09-26,-11.8343
2016-09-27,4.0268
2016-09-28,0.3226
2016-09-29,-1.2902
2016-09-30,-1.6247
2016-10-03,-4.9669
2016-10-04,-11.8467
2016-10-05,3.9526
2016-10-06,-4.9382
2016-10-07,2.7899000000000003
2016-10-10,7.7873
2016-10-11,-5.4152000000000005
2016-10-12,-2.6718
2016-10-13,0.0
2016-10-14,-0.3922
2016-10-17,-0.3937
2016-10-18,2.7668
2016-10-19,3.0769
2016-10-20,6.3433
2016-10-21,9.8246
2016-10-24,7.3482
2016-10-25,18.1548
2016-10-26,4.2821
2016-10-27,-5.5556
2016-10-28,-8.1841
2016-10-31,-15.0418
2016-11-01,-9.8361
2016-11-02,-5.0909
2016-11-03,0.7663
2016-11-04,7.6046
2016-11-07,2.1201
2016-11-08,4.4983
2016-11-09,-5.6291
2016-11-10,11.9298
2016-11-11,16.6144
2016-11-14,5.914
2016-11-15,-9.8985
2016-11-16,-5.3521
2016-11-17,15.7738
2016-11-18,-7.7120999999999995
2016-11-21,-0.8357
2016-11-22,0.8427
2016-11-23,-2.7855
2016-11-25,0.5731
2016-11-28,0.0
2016-11-29,-1.1396
2016-11-30,-7.2046
2016-12-01,1.5528
2016-12-02,-1.8349
2016-12-05,0.6231
2016-12-06,3.096
2016-12-07,3.3033
2016-12-08,-1.4535
2016-12-09,-6.1947
2016-12-12,-1.5723
2016-12-13,0.639
2016-12-14,3.8095
2016-12-15,-5.1988
2016-12-16,-0.9677
2016-12-19,-0.3257
2016-12-20,-3.5948
2016-12-21,-3.7288
2016-12-22,-2.8169
2016-12-23,2.5362
2016-12-27,0.3534
2016-12-28,-2.8169
2016-12-29,3.2609
2016-12-30,-3.5088
2017-01-03,1.0909
2017-01-04,0.3597
2017-01-05,0.0
2017-01-06,-1.0753
2017-01-09,0.0
2017-01-10,-1.087
2017-01-11,-1.4652
2017-01-12,-1.487
2017-01-13,4.9056999999999995
2017-01-17,-3.9568
2017-01-18,14.9813
2017-01-19,-6.1889
2017-01-20,-3.8194
2017-01-23,-3.6101
2017-01-24,2.6217
2017-01-25,-2.5547
2017-01-26,4.8689
2017-01-27,-0.7143
2017-01-30,-5.036
2017-01-31,-4.1667
2017-02-01,-6.3241
2017-02-02,2.1097
2017-02-03,-1.2397
2017-02-06,1.2551999999999999
2017-02-07,-1.6529
2017-02-08,2.1008
2017-02-09,-0.3704
2017-02-10,-0.0413
2017-02-13,-0.8264
2017-02-14,-0.4167
2017-02-15,-0.795
2017-02-16,0.8013
2017-02-17,-0.2589
2017-02-21,-0.9989
2017-02-22,-1.6949
2017-02-23,-8.6207
2017-02-24,-0.4717
2017-02-27,1.8957000000000002
2017-02-28,-2.3256
2017-03-01,2.3810000000000002
2017-03-02,-13.7064
2017-03-03,-1.3643
2017-03-06,9.2896
2017-03-07,-1.0813
2017-03-08,-0.4233
2017-03-09,1.5228000000000002
2017-03-10,0.0
2017-03-13,-4.5
2017-03-14,-2.6276
2017-03-15,-7.2487
2017-03-16,3.1884
2017-03-17,6.1798
2017-03-20,-2.1164
2017-03-21,-2.7027
2017-03-22,-2.7778
2017-03-23,-4.5714
2017-03-24,2.9939999999999998
2017-03-27,12.798
2017-03-28,-2.0682
2017-03-29,-1.5789
2017-03-30,0.0
2017-03-31,-1.0695000000000001
2017-04-03,0.0
2017-04-04,-1.0811
2017-04-05,12.5683
2017-04-06,1.5049000000000001
2017-04-07,-17.7427
2017-04-10,-1.7442
2017-04-11,-0.5917
2017-04-12,-2.3810000000000002
2017-04-13,-2.439
2017-04-17,1.25
2017-04-18,-3.7037
2017-04-19,1.2821
2017-04-20,5.6962
2017-04-21,-1.0966
2017-04-24,1.7142
2017-04-25,-0.5952
2017-04-26,1.6168
2017-04-27,-1.0018
2017-04-28,-2.9762
2017-05-01,4.2945
2017-05-02,5.2941
2017-05-03,0.5587
2017-05-04,0.0
2017-05-05,-0.5556
2017-05-08,-1.1173
2017-05-09,0.565
2017-05-10,-1.6854
2017-05-11,-1.7143000000000002
2017-05-12,0.5814
2017-05-15,2.3121
2017-05-16,-1.2782
2017-05-17,-2.7112
2017-05-18,-1.1764999999999999
2017-05-19,0.5952
2017-05-22,1.1834
2017-05-23,0.5848
2017-05-24,0.5814
2017-05-25,-0.578
2017-05-26,-2.3256
2017-05-30,-4.1667
2017-05-31,-1.8634
2017-06-01,-1.2658
2017-06-02,0.0
2017-06-05,0.641
2017-06-06,-7.7771
2017-06-07,-2.0789
2017-06-08,5.0924
2017-06-09,-2.6846
2017-06-12,-2.069
2017-06-13,2.1127
2017-06-14,-2.069
2017-06-15,0.0
2017-06-16,-6.338
2017-06-19,3.0075
2017-06-20,0.7299
2017-06-21,2.1739
2017-06-22,-4.2553
2017-06-23,-1.5185
2017-06-26,0.0376
2017-06-27,6.015
2017-06-28,17.766
2017-06-29,72.8395
2017-06-30,-34.8432
2017-07-03,4.8128
2017-07-05,-7.6531
2017-07-06,-8.8398
2017-07-07,4.2424
2017-07-10,-6.9767
2017-07-11,3.75
2017-07-12,1.8072
2017-07-13,-4.142
2017-07-14,0.0
2017-07-17,3.0864
2017-07-18,-5.3892
2017-07-19,5.6962
2017-07-20,-2.9939999999999998
2017-07-21,-1.2346
2017-07-24,0.625
2017-07-25,-1.2422
2017-07-26,-3.7736
2017-07-27,-1.817
2017-07-28,-2.8092
2017-07-31,9.589
2017-08-01,3.125
2017-08-02,2.4242
2017-08-03,-3.5503
2017-08-04,0.6135
2017-08-07,3.6585
2017-08-08,-2.3529
2017-08-09,-0.6024
2017-08-10,-1.2121
2017-08-11,-3.681
2017-08-14,3.8217
2017-08-15,1.8282
2017-08-16,-1.1929
2017-08-17,-0.6098
2017-08-18,-1.227
2017-08-21,0.0
2017-08-22,3.1056
2017-08-23,0.7289
2017-08-24,4.6588
2017-08-25,10.2857
2017-08-28,-1.0363
2017-08-29,-0.5236
2017-08-30,5.2632
2017-08-31,4.0
2017-09-01,-4.8077
2017-09-05,-1.0101
2017-09-06,0.2551
2017-09-07,6.8702
2017-09-08,0.9524
2017-09-11,7.0755
2017-09-12,3.5242
2017-09-13,5.5319
2017-09-14,2.0161
2017-09-15,9.0909
2017-09-18,-2.1739
2017-09-19,-5.9259
2017-09-20,5.5118
2017-09-21,-3.7313
2017-09-22,-10.8527
2017-09-25,-0.4348
2017-09-26,-0.4367
2017-09-27,0.4386
2017-09-28,-3.9301
2017-09-29,0.0
2017-10-02,-0.9091
2017-10-03,-0.4587
2017-10-04,2.3041
2017-10-05,-0.4505
2017-10-06,-7.2398
2017-10-09,2.9268
2017-10-10,-1.8957000000000002
2017-10-11,0.0
2017-10-12,-7.7295
2017-10-13,0.5236
2017-10-16,-4.1667
2017-10-17,-2.7174
2017-10-18,-1.6760000000000002
2017-10-19,-7.3864
2017-10-20,4.2945
2017-10-23,-1.1764999999999999
2017-10-24,0.5952
2017-10-25,5.3254
2017-10-26,3.9326
2017-10-27,-4.8649000000000004
2017-10-30,1.1364
2017-10-31,-3.3708
2017-11-01,-1.7442
2017-11-02,5.3254
2017-11-03,2.809
2017-11-06,0.0
2017-11-07,-3.071
2017-11-08,-4.1606
2017-11-09,-18.2353
2017-11-10,-0.7194
2017-11-13,-2.1739
2017-11-14,5.1852
2017-11-15,-1.4085
2017-11-16,0.0
2017-11-17,-1.4285999999999999
2017-11-20,-9.4203
2017-11-21,-12.0
2017-11-22,25.4545
2017-11-24,-0.7246
2017-11-27,-0.7299
2017-11-28,0.7353
2017-11-29,-0.7299
2017-11-30,-2.9412000000000003
2017-12-01,-2.2727
2017-12-04,2.3256
2017-12-05,-3.7879
2017-12-06,1.5748
2017-12-07,-2.3256
2017-12-08,-3.1746
2017-12-11,3.2787
2017-12-12,-6.3492
2017-12-13,0.0
2017-12-14,5.0847
2017-12-15,12.0968
2017-12-18,14.3885
2017-12-19,14.4654
2017-12-20,74.7253
2017-12-21,38.3648
2017-12-22,15.4545
2017-12-26,-6.4961
2017-12-27,-18.7368
2017-12-28,-11.1399
2017-12-29,2.0408
2018-01-02,4.2857
2018-01-03,-4.6575
2018-01-04,-1.1494
2018-01-05,-4.3605
2018-01-08,0.0
2018-01-09,-10.6383
