ticker,SMPL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-09-19,0.0
2016-09-30,0.0
2016-10-07,2.5
2016-10-17,-0.489
2016-10-21,0.3431
2016-10-24,0.1478
2016-10-25,0.0
2016-10-28,0.0
2016-11-01,0.0
2016-11-15,0.0
2016-11-16,3.6098
2016-11-18,-0.1883
2016-11-21,3.5849
2016-11-22,-2.0947
2016-11-23,-4.093
2016-11-28,-0.3813
2016-11-29,3.4984
2016-12-01,1.1289
2016-12-05,-5.1163
2016-12-08,0.9804
2016-12-09,0.0983
2016-12-12,2.2072
2016-12-13,1.9733
2016-12-15,-0.7038
2016-12-19,-1.687
2016-12-22,-2.0019
2016-12-23,-0.7782
2016-12-30,0.2941
2017-01-05,0.1955
2017-01-09,2.3415
2017-01-12,0.0953
2017-01-17,0.856
2017-01-18,-3.115
2017-01-19,0.3899
2017-01-25,1.7476
2017-01-26,-0.2863
2017-02-01,-0.8612
2017-02-02,-0.0965
2017-02-03,1.4493
2017-02-07,0.0
2017-02-08,0.0
2017-02-10,0.0
2017-02-13,-1.1429
2017-02-14,1.4451
2017-02-15,1.0791
2017-02-16,-1.3963999999999999
2017-02-17,0.4276
2017-02-21,0.8741
2017-02-23,2.0504
2017-02-27,-2.3963
2017-02-28,0.0
2017-03-06,-1.322
2017-03-09,1.4354
2017-03-10,0.0
2017-03-14,0.0
2017-03-16,3.7736
2017-03-22,-1.8182
2017-03-24,-0.9028
2017-03-29,-0.1694
2017-03-31,-0.7897
2017-04-04,-0.9434
2017-04-05,0.0
2017-04-11,7.1429
2017-04-12,0.4444
2017-04-13,2.6549
2017-04-17,-0.431
2017-04-18,0.4329
2017-04-19,0.2586
2017-04-20,0.0
2017-04-21,0.6019
2017-04-24,0.2564
2017-04-25,0.2558
2017-04-26,-0.5102
2017-04-27,-1.6239
2017-04-28,2.5195
2017-05-01,1.1017
2017-05-02,0.922
2017-05-03,-0.7475
2017-05-04,-0.5021
2017-05-05,0.4205
2017-05-08,-0.9213
2017-05-09,0.5917
2017-05-10,0.4622
2017-05-11,-0.0836
2017-05-12,0.0419
2017-05-15,-0.1674
2017-05-16,0.4191
2017-05-17,-0.3339
2017-05-18,-0.1675
2017-05-19,0.1678
2017-05-22,0.0
2017-05-23,0.4188
2017-05-24,-0.9174
2017-05-25,-0.463
2017-05-26,-0.2114
2017-05-30,-1.4407
2017-05-31,-0.4299
2017-06-01,2.2453
2017-06-02,2.1959
2017-06-05,0.9917
2017-06-06,-0.6547
