ticker,KALY US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-04-04,0.0
2008-04-07,-25.0
2008-05-01,33.3333
2008-05-16,-12.5
2008-05-27,5.7143
2008-06-04,-10.8108
2008-06-11,-24.2424
2008-06-13,-20.0
2008-06-25,-50.0
2008-08-26,50.0
2008-09-29,-13.3333
2008-10-01,0.0
2008-10-03,0.0
2008-11-13,-11.538499999999999
2008-12-03,-73.913
2008-12-04,0.0
2008-12-05,33.3333
2008-12-08,0.0
2008-12-09,-25.0
2008-12-10,66.6667
2008-12-11,0.0
2008-12-15,-20.0
2008-12-18,-50.0
2008-12-22,150.0
2008-12-23,0.0
2008-12-24,-40.0
2008-12-26,66.6667
2008-12-29,0.0
2008-12-30,0.0
2008-12-31,0.0
2009-01-02,0.0
2009-01-05,0.0
2009-01-12,100.0
2009-01-14,100.0
2009-01-15,-60.0
2009-01-29,-87.25
2009-01-30,-1.9607999999999999
2009-02-02,-25.0
2009-02-03,233.3333
2009-02-09,-57.2
2009-02-12,16.822400000000002
2009-02-13,0.0
2009-02-17,12.0
2009-02-18,-79.2857
2009-02-20,6.8966
2009-03-04,-9.6774
2009-03-17,346.4286
2009-06-10,100.0
2009-07-13,-60.0
2009-07-17,1.0
2009-07-28,3.9604
2009-07-30,0.0
2009-07-31,0.0
2009-08-07,90.4762
2009-08-11,25.0
2009-08-12,0.0
2009-08-17,0.0
2009-08-18,20.0
2009-08-21,0.0
2009-09-02,0.0
2009-09-03,0.0
2009-09-14,0.0
2009-09-15,-8.3333
2009-09-16,0.0
2009-09-18,0.0
2009-09-25,100.0
2009-11-09,18.1818
2009-11-12,-54.6154
2009-11-13,154.2373
2009-11-16,-33.3333
2009-11-19,-40.0
2009-11-25,33.3333
2009-11-30,0.0
2009-12-23,0.0
2010-01-06,25.0
2010-01-07,40.0
2010-01-08,-28.5714
2010-01-13,40.0
2010-01-19,-42.7143
2010-02-01,27.182
2010-02-18,0.1961
2010-02-22,-0.1957
2010-03-10,17.647100000000002
2010-03-29,-15.0
2010-03-31,27.451
2010-04-01,-7.6923
2010-04-09,-13.3333
2010-04-19,10.5769
2010-04-20,-4.3478
2010-04-23,-9.0909
2010-04-29,0.0
2010-04-30,20.0
2010-05-12,-8.3333
2010-05-18,-0.9091
2010-05-19,0.0
2010-05-20,-4.5872
2010-05-21,5.5769
2010-05-24,-8.9253
2010-05-26,10.0
2010-05-27,-0.1818
2010-05-28,-3.4608
2010-06-01,-0.9434
2010-06-02,-4.7619
